"ISO","confirmation_lens","admin_level","threshold","n_total_targets_lb","n_total_targets_median","n_total_targets_ub","n_unique_targets_lb","n_unique_targets_median","n_unique_targets_ub"
"TZA","global-estimate","admin1",2e-04,1,3,8,1,2,4
"TZA","global-estimate","admin2",1e-04,99,124,145,35,44,51
"TZA","global-estimate","admin2",2e-04,52,64,79,18,23,28
"TZA","global-estimate","admin2",0.001,3,9,13,1,4,5
"TZA","no-estimate","admin1",1e-04,37,42,46,14,15,17
"TZA","no-estimate","admin1",2e-04,19,23,28,9,10,12
"TZA","no-estimate","admin2",1e-04,189,200,211,62,67,72
"TZA","no-estimate","admin2",2e-04,113,125,139,40,44,49
"TZA","no-estimate","admin2",0.001,14,20,26,5,8,12
"UGA","district-estimate","admin1",1e-04,6,12,17,2,4,7
"UGA","district-estimate","admin1",2e-04,2,6,11,1,2,4
"UGA","district-estimate","admin1",0.001,1,2,2,1,1,1
"UGA","district-estimate","admin2",1e-04,13,21,32,5,8,12
"UGA","district-estimate","admin2",2e-04,6,11,19,2,5,7
"UGA","district-estimate","admin2",0.001,1,3,6,1,1,3
"UGA","global-estimate","admin1",1e-04,8,12,17,4,4,7
"UGA","global-estimate","admin1",2e-04,3,6,10,1,2,4
"UGA","global-estimate","admin1",0.001,3,3,3,1,1,1
"UGA","global-estimate","admin2",1e-04,16,25,34,7,9,12
"UGA","global-estimate","admin2",2e-04,4,9,17,2,3,6
"UGA","global-estimate","admin2",0.001,1,3,5,1,1,2
"UGA","no-estimate","admin1",1e-04,18,23,27,7,8,10
"UGA","no-estimate","admin1",2e-04,11,12,15,4,4,6
"UGA","no-estimate","admin1",0.001,1,2,3,1,1,1
"UGA","no-estimate","admin2",1e-04,30,37,46,10,13,17
"UGA","no-estimate","admin2",2e-04,21,26,35,8,9,12
"UGA","no-estimate","admin2",0.001,2,6,11,1,2,4
"ZMB","district-estimate","admin1",1e-04,1,3,6,1,1,3
"ZMB","district-estimate","admin1",2e-04,1,2,3,1,1,2
"ZMB","district-estimate","admin2",1e-04,8,17,26,3,6,10
"ZMB","district-estimate","admin2",2e-04,2,7,14,1,3,5
"ZMB","district-estimate","admin2",0.001,1,2,3,1,1,2
"ZMB","global-estimate","admin1",1e-04,1,3,6,1,1,3
"ZMB","global-estimate","admin1",2e-04,1,2,5,1,1,2
"ZMB","global-estimate","admin2",1e-04,8,18,29,3,7,11
"ZMB","global-estimate","admin2",2e-04,2,7,17,1,3,7
"ZMB","global-estimate","admin2",0.001,1,2,3,1,1,1
"ZMB","no-estimate","admin1",1e-04,3,7,11,1,3,4
"ZMB","no-estimate","admin1",2e-04,1,3,6,1,1,2
"ZMB","no-estimate","admin2",1e-04,23,31,43,8,11,15
"ZMB","no-estimate","admin2",2e-04,14,20,27,5,8,10
"ZMB","no-estimate","admin2",0.001,1,2,6,1,1,3
"ZWE","district-estimate","admin1",1e-04,1,2,2,1,1,1
"ZWE","district-estimate","admin2",1e-04,2,4,8,1,2,3
"ZWE","district-estimate","admin2",2e-04,2,3,5,1,1,2
"ZWE","global-estimate","admin1",1e-04,1,2,2,1,1,1
"ZWE","global-estimate","admin2",1e-04,2,3,8,1,1,3
"ZWE","global-estimate","admin2",2e-04,1,2,4,1,1,2
"ZWE","no-estimate","admin1",1e-04,2,3,4,1,1,2
"ZWE","no-estimate","admin2",1e-04,9,12,16,3,5,7
"ZWE","no-estimate","admin2",2e-04,3,3,6,1,1,3
