"ISO","threshold","confirmation_lens","tp_cumu_lb","tp_cumu_median","tp_cumu_ub","efficiency_lb","efficiency_median","efficiency_ub","ac_lb","ac_median","ac_ub","admin_level"
"AGO",1e-04,"district-estimate",3760970.17851363,6482476.19782266,13922329.1349173,0.579778233370351,1.21327365664292,2.70039694158872,3609.51693935544,8726.31213165447,14637.2995596264,"admin1"
"AGO",1e-04,"global-estimate",3760970.17851363,6697233.70800512,13236688.615179,0.542517533472603,1.06249204543268,2.38174296724813,3306.3100084275,8798.44598310441,14491.7815535474,"admin1"
"AGO",1e-04,"no-estimate",4259311.58745238,14353657.1576251,18048767.7152907,0.375356839796039,0.759742115836584,2.07168790105558,6128.89513699412,9938.54091869668,15257.2088134531,"admin1"
"AGO",2e-04,"district-estimate",1670108.59757821,3760970.17851363,7952674.63445658,0.742753272524128,1.67365164520722,3.37213345974261,1161.11222229153,6712.1975826323,13387.4641386904,"admin1"
"AGO",2e-04,"global-estimate",2067024.42155036,3760970.17851363,8848161.83029361,0.630537488202592,1.64035963808717,3.31835678437292,1314.66491614357,6116.90831498802,13123.4843340501,"admin1"
"AGO",2e-04,"no-estimate",3760970.17851363,7292246.18181916,13277427.2309199,0.518223652179153,1.01653780922847,2.53664258090684,3749.42653476522,8940.85694424063,14348.7912864938,"admin1"
"AGO",0.001,"district-estimate",0,0,1700692.99530427,3.1030244034663,3.66499432248787,4.05972944833598,-1.52591615346816e-05,3.72534024462023e-09,6440.0535171004,"admin1"
"AGO",0.001,"global-estimate",0,0,1700692.99530427,2.73854679251977,3.67055091622075,4.06006599032841,-1.52591615346816e-05,3.72534024462023e-09,5893.71524956934,"admin1"
"AGO",0.001,"no-estimate",0,1700692.99530427,2633340.28371395,0.857468605827919,2.22232815915825,3.94712239442033,-4.781782148916e-06,3119.82779821754,10081.672540435,"admin1"
"AGO",1e-04,"district-estimate",2822696.58571253,5288161.91867555,8413427.5883661,0.895553214790477,2.03355961842017,3.73873268083387,5821.8431095892,9836.31841279028,15195.7151084572,"admin2"
"AGO",1e-04,"global-estimate",3699344.81053408,5875817.07962285,8766716.02956195,0.76671751788601,1.81237888568487,2.80500321729851,5786.58400644378,9908.35291044798,15492.3446982017,"admin2"
"AGO",1e-04,"no-estimate",5181911.99879701,7320798.86317571,11160366.2292835,0.682917219907632,1.48113993734102,2.41704624264348,6792.11674638686,10368.6999670845,15747.0998043074,"admin2"
"AGO",2e-04,"district-estimate",1610325.20536718,3130281.37840832,5467607.99019075,1.40910274808774,2.72826314281974,5.26129908985913,3583.98765600357,8854.61991942263,14413.1153264846,"admin2"
"AGO",2e-04,"global-estimate",1734974.78369663,3440926.78075739,6045015.7781922,1.26941980427675,2.46416868681812,4.33500039507741,2887.27442276307,8944.51508991874,14914.7832833053,"admin2"
"AGO",2e-04,"no-estimate",3734100.48807851,6014293.65612335,8652130.17911373,0.759456241063369,1.79641039579481,3.01288824788495,5894.22396650823,9937.32728630665,15238.5031251539,"admin2"
"AGO",0.001,"district-estimate",0,511601.439094427,1373227.68617919,3.71784682529929,6.35053220856754,12.6578580773362,1.05643444876985e-05,3449.78749892817,10540.7827679701,"admin2"
"AGO",0.001,"global-estimate",0,448224.234885973,1224425.94093593,1.57132786516861,5.95884682776862,12.4246028307183,7.05147392953084e-06,2645.99405713971,10191.1341495231,"admin2"
"AGO",0.001,"no-estimate",446117.554442857,2039799.40557653,2981259.13705118,1.54130308769019,3.35792917688817,7.30625312025126,1015.41906845422,6943.72369028351,11638.6636446411,"admin2"
"BDI",1e-04,"district-estimate",1544754.09029481,3200264.61742892,5199541.44930365,0.189550684115554,0.365398696444224,0.529064214548757,331.057931226748,1185.88355336478,2280.63719675895,"admin1"
"BDI",1e-04,"global-estimate",2141779.1547517,3220372.62067273,5482622.42456594,0.150284292862241,0.298943919002175,0.459786498853908,297.219266335503,912.453026399482,2333.27755719818,"admin1"
"BDI",1e-04,"no-estimate",7129157.2347863,8398073.00607178,9388600.68555557,0.205273789126474,0.300528094977686,0.402767020108988,1514.82145656655,2548.73114359833,3508.68341716819,"admin1"
"BDI",2e-04,"district-estimate",0,645020.364030054,2167004.70969235,0.114657526638037,0.373204555778893,0.776641599639694,5.68605038355806e-06,245.322011724114,1118.94565068123,"admin1"
"BDI",2e-04,"global-estimate",0,645020.364030054,1692717.25770191,0.0830914289962678,0.283499987882347,0.488780023362174,3.68031317936847e-06,151.115326506086,765.804364475283,"admin1"
"BDI",2e-04,"no-estimate",2717871.58504179,3328429.99872507,4711231.04909633,0.162625425119361,0.298168791587545,0.467326093510387,515.939770049881,950.233187115286,1750.84653606126,"admin1"
"BDI",0.001,"district-estimate",0,0,0,NA,NA,NA,1.79468185521679e-06,1.32173300027572e-05,3.41395384971535e-05,"admin1"
"BDI",0.001,"global-estimate",0,0,0,NA,NA,NA,1.79468185521679e-06,1.32173300027572e-05,3.41395384971535e-05,"admin1"
"BDI",0.001,"no-estimate",0,0,0,NA,NA,NA,1.79468185521679e-06,1.32173300027572e-05,3.41395384971535e-05,"admin1"
"BDI",1e-04,"district-estimate",1217073.89773665,2188308.45893727,2702814.47708365,0.74075246070733,1.08427419291633,1.46454510131211,1238.06845891916,2351.02881274957,3344.17575227378,"admin2"
"BDI",1e-04,"global-estimate",2186346.13599709,2499404.92776996,2924786.48092271,0.563400160541096,0.917738600328655,1.22729044009435,1301.66018700236,2330.8846326438,3350.56995409643,"admin2"
"BDI",1e-04,"no-estimate",3060002.8831102,3350149.0516272,3770995.4117968,0.498212509867208,0.766370317168993,1.03500268358759,1648.52381522668,2607.07651695547,3477.06620462877,"admin2"
"BDI",2e-04,"district-estimate",520251.057311577,1250707.11924483,1945679.18117168,0.898023334421644,1.34734566774384,1.83485492649065,592.644690114212,1720.05550688083,2859.39072441052,"admin2"
"BDI",2e-04,"global-estimate",886717.935912969,1454283.05628644,1980875.77914694,0.492701475760923,1.03424710916824,1.60127269281945,593.538310097892,1563.01715836249,2721.07554473919,"admin2"
"BDI",2e-04,"no-estimate",2355709.57142543,2533872.69846151,2860243.52268813,0.566758955217138,0.912508493673898,1.28486499308392,1378.68837204495,2349.76203704125,3275.31353707583,"admin2"
"BDI",0.001,"district-estimate",0,40870.8108400424,133455.009581593,0.49018835480254,0.961751836359345,1.96574556404728,-3.7193370498298e-06,47.3351145453057,131.074666240603,"admin2"
