"year","run_id","threshold","confirmation_lens","admin_level","target_pop_cumu","true_ac_cumu","fvp_cumu"
2022,4,2e-04,"global-estimate","admin2",69989540.6063238,64615.76279483,69989540.6063238
2022,4,2e-04,"no-estimate","admin1",154209100.866733,63666.4659312218,154209100.866733
2022,4,2e-04,"no-estimate","admin2",104744078.713882,70015.959128729,104744078.713882
2022,4,0.001,"district-estimate","admin1",15159843.0499336,24633.1458052555,15159843.0499336
2022,4,0.001,"district-estimate","admin2",13543147.4791115,39081.9995350831,13543147.4791115
2022,4,0.001,"global-estimate","admin1",10786792.1443419,19461.4974236944,10786792.1443419
2022,4,0.001,"global-estimate","admin2",14947418.457435,38004.4944313808,14947418.457435
2022,4,0.001,"no-estimate","admin1",31334524.2978974,35125.2685956978,31334524.2978974
2022,4,0.001,"no-estimate","admin2",28345608.8276518,47377.8200102836,28345608.8276518
2022,5,1e-04,"district-estimate","admin1",153895404.198903,61013.4478642661,153895404.198903
2022,5,1e-04,"district-estimate","admin2",88046885.9778786,64701.5300141075,88046885.9778786
2022,5,1e-04,"global-estimate","admin1",139320891.714437,58655.335606942,139320891.714437
2022,5,1e-04,"global-estimate","admin2",95800565.1129701,64311.8395533803,95800565.1129701
2022,5,1e-04,"no-estimate","admin1",244203753.641931,66866.9786136923,244203753.641931
2022,5,1e-04,"no-estimate","admin2",136365554.435035,67795.001621822,136365554.435035
2022,5,2e-04,"district-estimate","admin1",74041562.210593,48810.4628770426,74041562.210593
2022,5,2e-04,"district-estimate","admin2",59383432.5855957,60225.1183805054,59383432.5855957
2022,5,2e-04,"global-estimate","admin1",72504936.3208364,47462.8676771496,72504936.3208364
2022,5,2e-04,"global-estimate","admin2",59120387.177456,58012.7857199519,59120387.177456
2022,5,2e-04,"no-estimate","admin1",157645540.611404,60722.7949166242,157645540.611404
2022,5,2e-04,"no-estimate","admin2",101542127.842924,65060.5427132844,101542127.842924
2022,5,0.001,"district-estimate","admin1",10642581.9265161,18941.0607492849,10642581.9265161
2022,5,0.001,"district-estimate","admin2",15788529.0854861,39431.1167374446,15788529.0854861
2022,5,0.001,"global-estimate","admin1",8321202.52943728,14373.5193819926,8321202.52943728
2022,5,0.001,"global-estimate","admin2",14826233.5907432,36718.9210368495,14826233.5907432
2022,5,0.001,"no-estimate","admin1",31355540.9582076,31853.7168744132,31355540.9582076
2022,5,0.001,"no-estimate","admin2",28840921.5352984,47529.3987030425,28840921.5352984
2022,6,1e-04,"district-estimate","admin1",131889961.802426,66006.8569729728,131889961.802426
2022,6,1e-04,"district-estimate","admin2",97364904.9688115,72182.8294915292,97364904.9688115
2022,6,1e-04,"global-estimate","admin1",153939470.540931,67845.8806809374,153939470.540931
2022,6,1e-04,"global-estimate","admin2",106484754.12643,71910.9552379461,106484754.12643
2022,6,1e-04,"no-estimate","admin1",244784742.105379,74119.8778497839,244784742.105379
2022,6,1e-04,"no-estimate","admin2",141991691.882727,74954.7866974291,141991691.882727
2022,6,2e-04,"district-estimate","admin1",78627573.1423406,57205.5982704487,78627573.1423406
2022,6,2e-04,"district-estimate","admin2",62051476.223205,66338.0495628789,62051476.223205
2022,6,2e-04,"global-estimate","admin1",81377863.7966116,56846.4678140851,81377863.7966116
2022,6,2e-04,"global-estimate","admin2",66221965.7422776,65524.2509242531,66221965.7422776
2022,6,2e-04,"no-estimate","admin1",153815928.164877,67468.7725667098,153815928.164877
2022,6,2e-04,"no-estimate","admin2",105765746.583437,71892.3926753146,105765746.583437
2022,6,0.001,"district-estimate","admin1",11781764.676297,19144.8604536936,11781764.676297
2022,6,0.001,"district-estimate","admin2",13525310.0601871,41450.6957927428,13525310.0601871
2022,6,0.001,"global-estimate","admin1",10786792.1443419,18183.0659027682,10786792.1443419
2022,6,0.001,"global-estimate","admin2",16208934.2337906,41941.9690810452,16208934.2337906
2022,6,0.001,"no-estimate","admin1",31484546.8843709,33441.7761607794,31484546.8843709
2022,6,0.001,"no-estimate","admin2",26715549.505035,50306.56863568,26715549.505035
2022,7,1e-04,"district-estimate","admin1",157935646.434646,63209.4666144857,157935646.434646
2022,7,1e-04,"district-estimate","admin2",94535854.6814793,66969.1878410584,94535854.6814793
2022,7,1e-04,"global-estimate","admin1",139564253.680808,60606.8916595869,139564253.680808
2022,7,1e-04,"global-estimate","admin2",103863161.120357,66936.780825826,103863161.120357
2022,7,1e-04,"no-estimate","admin1",243374333.62072,68973.6887130669,243374333.62072
2022,7,1e-04,"no-estimate","admin2",143027557.847093,69962.6514233668,143027557.847093
2022,7,2e-04,"district-estimate","admin1",79884317.2368783,51882.4066688028,79884317.2368783
2022,7,2e-04,"district-estimate","admin2",60449199.0924593,61131.1366361927,60449199.0924593
2022,7,2e-04,"global-estimate","admin1",79099195.8546399,50335.564772537,79099195.8546399
2022,7,2e-04,"global-estimate","admin2",68062610.709345,60926.9236376471,68062610.709345
2022,7,2e-04,"no-estimate","admin1",152855773.903757,62242.5389987782,152855773.903757
2022,7,2e-04,"no-estimate","admin2",104280956.966445,66965.7802677597,104280956.966445
2022,7,0.001,"district-estimate","admin1",9388917.67085998,19689.2226145626,9388917.67085998
2022,7,0.001,"district-estimate","admin2",12331488.4138445,38069.2486273603,12331488.4138445
2022,7,0.001,"global-estimate","admin1",9621799.84322686,19135.2497444661,9621799.84322686
2022,7,0.001,"global-estimate","admin2",13930512.5045596,35774.3203691345,13930512.5045596
2022,7,0.001,"no-estimate","admin1",30273166.5907254,34078.5922202747,30273166.5907254
2022,7,0.001,"no-estimate","admin2",27721321.942192,47204.5118301265,27721321.942192
2022,8,1e-04,"district-estimate","admin1",149438327.823125,58716.1276322958,149438327.823125
2022,8,1e-04,"district-estimate","admin2",89403432.4603445,64493.536397477,89403432.4603445
2022,8,1e-04,"global-estimate","admin1",150622327.87413,58404.2565320812,150622327.87413
2022,8,1e-04,"global-estimate","admin2",98906219.5268155,64098.0465383464,98906219.5268155
2022,8,1e-04,"no-estimate","admin1",247871788.841604,66229.8633452755,247871788.841604
2022,8,1e-04,"no-estimate","admin2",139526385.784364,67670.2403355115,139526385.784364
2022,8,2e-04,"district-estimate","admin1",72256067.9848599,46818.3818014757,72256067.9848599
2022,8,2e-04,"district-estimate","admin2",59948076.2139423,59683.3307105607,59948076.2139423
2022,8,2e-04,"global-estimate","admin1",77485025.2997382,46840.0827356584,77485025.2997382
2022,8,2e-04,"global-estimate","admin2",62568577.0586556,57904.6505883106,62568577.0586556
2022,8,2e-04,"no-estimate","admin1",155668905.60916,59001.0227406702,155668905.60916
2022,8,2e-04,"no-estimate","admin2",101548352.491459,64534.9279958111,101548352.491459
2022,8,0.001,"district-estimate","admin1",9177690.42533703,19927.9007616248,9177690.42533703
2022,8,0.001,"district-estimate","admin2",13771251.0847979,38140.480897443,13771251.0847979
2022,8,0.001,"global-estimate","admin1",5222844.436664,13527.5075450148,5222844.436664
2022,8,0.001,"global-estimate","admin2",13502612.6143292,35057.3042069265,13502612.6143292
2022,8,0.001,"no-estimate","admin1",31355540.9582076,30971.7036263244,31355540.9582076
2022,8,0.001,"no-estimate","admin2",28467786.0874654,46593.2447004287,28467786.0874654
2022,9,1e-04,"district-estimate","admin1",140394941.831144,62777.8193252522,140394941.831144
2022,9,1e-04,"district-estimate","admin2",90120156.3124046,68117.5527600951,90120156.3124046
2022,9,1e-04,"global-estimate","admin1",143307694.093208,61814.2087310188,143307694.093208
2022,9,1e-04,"global-estimate","admin2",97573593.5809227,67612.7450362304,97573593.5809227
2022,9,1e-04,"no-estimate","admin1",243086517.194323,69762.7838453089,243086517.194323
2022,9,1e-04,"no-estimate","admin2",142065931.895742,71369.1062850914,142065931.895742
2022,9,2e-04,"district-estimate","admin1",70529169.3102806,51646.3548569156,70529169.3102806
2022,9,2e-04,"district-estimate","admin2",55885988.1812233,62484.7470893065,55885988.1812233
2022,9,2e-04,"global-estimate","admin1",80714116.284169,53454.5387717227,80714116.284169
2022,9,2e-04,"global-estimate","admin2",63282877.1306283,62724.4930480657,63282877.1306283
2022,9,2e-04,"no-estimate","admin1",157050891.952828,63497.3008834652,157050891.952828
2022,9,2e-04,"no-estimate","admin2",105884733.800106,68441.5450141371,105884733.800106
2022,9,0.001,"district-estimate","admin1",7090888.96937889,16193.2843231897,7090888.96937889
2022,9,0.001,"district-estimate","admin2",14037312.9761906,42731.3929451798,14037312.9761906
2022,9,0.001,"global-estimate","admin1",11131222.3741772,21666.4377516846,11131222.3741772
2022,9,0.001,"global-estimate","admin2",15876822.7881315,42421.8618368809,15876822.7881315
2022,9,0.001,"no-estimate","admin1",31484546.8843709,34900.5242446998,31484546.8843709
2022,9,0.001,"no-estimate","admin2",28256131.683543,50682.665276089,28256131.683543
2022,10,1e-04,"district-estimate","admin1",149176279.498315,60710.6732869124,149176279.498315
2022,10,1e-04,"district-estimate","admin2",88322342.9328184,65647.6391237209,88322342.9328184
2022,10,1e-04,"global-estimate","admin1",157863949.892782,61048.1538233396,157863949.892782
2022,10,1e-04,"global-estimate","admin2",108185211.177061,66332.2978369204,108185211.177061
2022,10,1e-04,"no-estimate","admin1",244244056.145803,66904.8418647585,244244056.145803
2022,10,1e-04,"no-estimate","admin2",142618692.898256,68995.4138988857,142618692.898256
2022,10,2e-04,"district-estimate","admin1",76346621.4510452,48782.4950127688,76346621.4510452
2022,10,2e-04,"district-estimate","admin2",64696047.3717436,61848.7689657373,64696047.3717436
2022,10,2e-04,"global-estimate","admin1",83524484.8528138,49822.8875134149,83524484.8528138
2022,10,2e-04,"global-estimate","admin2",65866253.0389679,60373.3733449613,65866253.0389679
2022,10,2e-04,"no-estimate","admin1",153296261.87655,60784.1546862668,153296261.87655
2022,10,2e-04,"no-estimate","admin2",105332786.086674,65921.8246292852,105332786.086674
2022,10,0.001,"district-estimate","admin1",9085648.53816317,15815.8229662328,9085648.53816317
2022,10,0.001,"district-estimate","admin2",12403823.5825067,35619.3355117767,12403823.5825067
2022,10,0.001,"global-estimate","admin1",5222844.436664,10559.6457305847,5222844.436664
2022,10,0.001,"global-estimate","admin2",14330187.8450194,35481.1578311904,14330187.8450194
2022,10,0.001,"no-estimate","admin1",31068344.6165949,28503.7281997873,31068344.6165949
2022,10,0.001,"no-estimate","admin2",27717544.075147,44874.751777677,27717544.075147
2022,11,1e-04,"district-estimate","admin1",136590517.815921,60300.5227766084,136590517.815921
2022,11,1e-04,"district-estimate","admin2",90630772.9329944,65951.467510164,90630772.9329944
2022,11,1e-04,"global-estimate","admin1",144607837.736717,60912.8761770568,144607837.736717
2022,11,1e-04,"global-estimate","admin2",94091842.1337744,65014.4039696292,94091842.1337744
2022,11,1e-04,"no-estimate","admin1",243135912.485533,68135.455808376,243135912.485533
2022,11,1e-04,"no-estimate","admin2",141243326.474034,69269.1034615022,141243326.474034
2022,11,2e-04,"district-estimate","admin1",80910597.7634795,51282.3407066353,80910597.7634795
2022,11,2e-04,"district-estimate","admin2",63308283.5786161,61657.9980744722,63308283.5786161
2022,11,2e-04,"global-estimate","admin1",80103549.9411954,50423.1080765985,80103549.9411954
2022,11,2e-04,"global-estimate","admin2",64436177.9307151,60439.2598380867,64436177.9307151
2022,11,2e-04,"no-estimate","admin1",153564158.915982,61589.5202922552,153564158.915982
2022,11,2e-04,"no-estimate","admin2",105129973.191477,66260.7203391652,105129973.191477
2022,11,0.001,"district-estimate","admin1",11195807.5967812,18937.8760617617,11195807.5967812
2022,11,0.001,"district-estimate","admin2",13165401.425181,37302.244211576,13165401.425181
2022,11,0.001,"global-estimate","admin1",10823755.9881173,16234.7427953128,10823755.9881173
2022,11,0.001,"global-estimate","admin2",14758610.9747546,35872.6654894525,14758610.9747546
2022,11,0.001,"no-estimate","admin1",31197350.5427582,31854.0286881179,31197350.5427582
2022,11,0.001,"no-estimate","admin2",29087995.2935925,48590.3303478286,29087995.2935925
2022,12,1e-04,"district-estimate","admin1",149622270.222069,59827.9416568904,149622270.222069
2022,12,1e-04,"district-estimate","admin2",95071533.7119963,66108.5575590633,95071533.7119963
2022,12,1e-04,"global-estimate","admin1",145815084.162972,58341.0282004355,145815084.162972
2022,12,1e-04,"global-estimate","admin2",99746460.2994824,65357.016370403,99746460.2994824
2022,12,1e-04,"no-estimate","admin1",241564457.216073,67109.6112239408,241564457.216073
2022,12,1e-04,"no-estimate","admin2",139232543.916637,68563.0943177405,139232543.916637
2022,12,2e-04,"district-estimate","admin1",80921629.0336292,49866.0764208035,80921629.0336292
2022,12,2e-04,"district-estimate","admin2",62532821.0699815,60785.2999744058,62532821.0699815
2022,12,2e-04,"global-estimate","admin1",77789395.9196908,47643.1085011224,77789395.9196908
2022,12,2e-04,"global-estimate","admin2",65480954.1923418,59961.4022747167,65480954.1923418
2022,12,2e-04,"no-estimate","admin1",156406394.631565,59425.5472879904,156406394.631565
2022,12,2e-04,"no-estimate","admin2",105398205.430867,66044.9830401718,105398205.430867
2022,12,0.001,"district-estimate","admin1",10687823.4560346,17273.4391623335,10687823.4560346
2022,12,0.001,"district-estimate","admin2",12894816.2058427,37149.8243095156,12894816.2058427
2022,12,0.001,"global-estimate","admin1",8024201.04105185,13933.8007556265,8024201.04105185
2022,12,0.001,"global-estimate","admin2",14236188.0645161,35938.843498422,14236188.0645161
2022,12,0.001,"no-estimate","admin1",31068344.6165949,32483.8158564763,31068344.6165949
2022,12,0.001,"no-estimate","admin2",27134904.0631333,45311.5240693419,27134904.0631333
2022,13,1e-04,"district-estimate","admin1",133226871.991014,59222.4230166157,133226871.991014
2022,13,1e-04,"district-estimate","admin2",95403292.6206047,67755.5161626923,95403292.6206047
2022,13,1e-04,"global-estimate","admin1",148772185.030153,60073.9700916293,148772185.030153
2022,13,1e-04,"global-estimate","admin2",98761166.0822632,67073.7964747193,98761166.0822632
2022,13,1e-04,"no-estimate","admin1",241564457.216073,68347.6854378325,241564457.216073
2022,13,1e-04,"no-estimate","admin2",139232543.916637,70514.1754496298,139232543.916637
2022,13,2e-04,"district-estimate","admin1",80331791.9006106,50919.8677214686,80331791.9006106
2022,13,2e-04,"district-estimate","admin2",64271780.0623641,62827.6754970793,64271780.0623641
2022,13,2e-04,"global-estimate","admin1",77578321.172107,49597.6747259242,77578321.172107
2022,13,2e-04,"global-estimate","admin2",64113599.8417198,61105.0853918426,64113599.8417198
2022,13,2e-04,"no-estimate","admin1",156406394.631565,60919.9510756019,156406394.631565
2022,13,2e-04,"no-estimate","admin2",105398205.430867,67862.2792745177,105398205.430867
2022,13,0.001,"district-estimate","admin1",10970356.5991405,18314.6012964039,10970356.5991405
2022,13,0.001,"district-estimate","admin2",13484195.35501,38878.6222382542,13484195.35501
2022,13,0.001,"global-estimate","admin1",10823755.9881173,17757.5145816296,10823755.9881173
2022,13,0.001,"global-estimate","admin2",14577097.804567,37398.8435238207,14577097.804567
2022,13,0.001,"no-estimate","admin1",31068344.6165949,32258.4111333857,31068344.6165949
2022,13,0.001,"no-estimate","admin2",27134904.0631333,46818.3700571233,27134904.0631333
2022,14,1e-04,"district-estimate","admin1",159629269.4405,61300.0697889276,159629269.4405
2022,14,1e-04,"district-estimate","admin2",94522609.515814,66972.8000489948,94522609.515814
2022,14,1e-04,"global-estimate","admin1",166225182.690472,61252.7439519339,166225182.690472
2022,14,1e-04,"global-estimate","admin2",102262447.459213,66854.1997877384,102262447.459213
2022,14,1e-04,"no-estimate","admin1",244649936.266937,68231.3439413006,244649936.266937
2022,14,1e-04,"no-estimate","admin2",137299150.185914,69412.8778314527,137299150.185914
2022,14,2e-04,"district-estimate","admin1",83465178.0151482,50104.9625055133,83465178.0151482
2022,14,2e-04,"district-estimate","admin2",65790278.5463188,62133.509048246,65790278.5463188
2022,14,2e-04,"global-estimate","admin1",77689354.970265,47957.7269328222,77689354.970265
2022,14,2e-04,"global-estimate","admin2",68583327.6892951,61121.3471873567,68583327.6892951
2022,14,2e-04,"no-estimate","admin1",168368638.018656,61325.8816312054,168368638.018656
2022,14,2e-04,"no-estimate","admin2",104530232.313082,66895.4094420901,104530232.313082
2022,14,0.001,"district-estimate","admin1",9879354.25492602,17854.9532383392,9879354.25492602
2022,14,0.001,"district-estimate","admin2",14191024.9774709,37156.5802319756,14191024.9774709
2022,14,0.001,"global-estimate","admin1",7042970.56448058,12880.0538986633,7042970.56448058
2022,14,0.001,"global-estimate","admin2",13982179.7641495,34166.3941656614,13982179.7641495
2022,14,0.001,"no-estimate","admin1",31355540.9582076,31006.0838586823,31355540.9582076
2022,14,0.001,"no-estimate","admin2",29943980.9193625,46260.6656379104,29943980.9193625
2022,15,1e-04,"district-estimate","admin1",134683738.248596,59943.7946776961,134683738.248596
2022,15,1e-04,"district-estimate","admin2",96059244.8599455,68130.9403247935,96059244.8599455
2022,15,1e-04,"global-estimate","admin1",161237221.727152,62299.4630254396,161237221.727152
2022,15,1e-04,"global-estimate","admin2",105222169.468568,68151.5285305341,105222169.468568
2022,15,1e-04,"no-estimate","admin1",246909586.038722,69811.448146508,246909586.038722
2022,15,1e-04,"no-estimate","admin2",140616521.970824,71108.0888664778,140616521.970824
2022,15,2e-04,"district-estimate","admin1",79391107.9821981,51140.2527042152,79391107.9821981
2022,15,2e-04,"district-estimate","admin2",63264629.4207412,62758.6905295033,63264629.4207412
2022,15,2e-04,"global-estimate","admin1",74554346.1527558,49166.7093951302,74554346.1527558
2022,15,2e-04,"global-estimate","admin2",68576436.2768794,62788.2458218523,68576436.2768794
2022,15,2e-04,"no-estimate","admin1",153152017.060796,61487.5114670433,153152017.060796
2022,15,2e-04,"no-estimate","admin2",106057319.901661,68177.2249479607,106057319.901661
2022,15,0.001,"district-estimate","admin1",5953586.85047568,13681.030142236,5953586.85047568
2022,15,0.001,"district-estimate","admin2",12811911.7910281,38121.5462764087,12811911.7910281
2022,15,0.001,"global-estimate","admin1",6138057.36040974,13746.6406395319,6138057.36040974
2022,15,0.001,"global-estimate","admin2",13967800.2814103,36723.3605240365,13967800.2814103
2022,15,0.001,"no-estimate","admin1",31205518.3717341,30501.4803129914,31205518.3717341
2022,15,0.001,"no-estimate","admin2",28485238.1131113,47607.1949071205,28485238.1131113
2022,16,1e-04,"district-estimate","admin1",149321095.493277,60170.3021468257,149321095.493277
2022,16,1e-04,"district-estimate","admin2",95650627.4943121,67298.3769705187,95650627.4943121
2022,16,1e-04,"global-estimate","admin1",162072035.328375,60818.6540287023,162072035.328375
2022,16,1e-04,"global-estimate","admin2",106484706.912783,67478.2204628739,106484706.912783
2022,16,1e-04,"no-estimate","admin1",248943447.300299,68305.8708405838,248943447.300299
2022,16,1e-04,"no-estimate","admin2",139349460.933396,70011.3566504627,139349460.933396
2022,16,2e-04,"district-estimate","admin1",86985004.2519346,49679.6100903237,86985004.2519346
2022,16,2e-04,"district-estimate","admin2",62967324.1617834,62080.8438764799,62967324.1617834
2022,16,2e-04,"global-estimate","admin1",75718839.9399568,47241.5475760016,75718839.9399568
2022,16,2e-04,"global-estimate","admin2",65881621.9786273,61416.7666686683,65881621.9786273
2022,16,2e-04,"no-estimate","admin1",158133627.303973,60043.142655324,158133627.303973
2022,16,2e-04,"no-estimate","admin2",103508534.215856,67012.5269797145,103508534.215856
2022,16,0.001,"district-estimate","admin1",4790311.44890672,9955.78340007922,4790311.44890672
2022,16,0.001,"district-estimate","admin2",12660799.5923258,35475.0008516863,12660799.5923258
2022,16,0.001,"global-estimate","admin1",9428487.3232185,15802.8755669799,9428487.3232185
2022,16,0.001,"global-estimate","admin2",13571667.0321105,34424.1775092355,13571667.0321105
2022,16,0.001,"no-estimate","admin1",31355540.9582076,30589.4615416135,31355540.9582076
2022,16,0.001,"no-estimate","admin2",27790901.0349616,44868.4894272027,27790901.0349616
2022,17,1e-04,"district-estimate","admin1",157623950.989041,63161.1162681348,157623950.989041
2022,17,1e-04,"district-estimate","admin2",96350460.9160822,68530.0126469926,96350460.9160822
2022,17,1e-04,"global-estimate","admin1",156343956.6315,61950.9014575379,156343956.6315
2022,17,1e-04,"global-estimate","admin2",100862490.614859,67961.5708776474,100862490.614859
2022,17,1e-04,"no-estimate","admin1",244478779.790399,69685.4828833482,244478779.790399
2022,17,1e-04,"no-estimate","admin2",141225862.847256,71301.5533789342,141225862.847256
2022,17,2e-04,"district-estimate","admin1",76612414.9222635,50393.9044080645,76612414.9222635
2022,17,2e-04,"district-estimate","admin2",69076590.7397158,64099.3632358008,69076590.7397158
2022,17,2e-04,"global-estimate","admin1",82934413.8839953,50736.0781828566,82934413.8839953
2022,17,2e-04,"global-estimate","admin2",70148599.9891362,62488.9193889842,70148599.9891362
2022,17,2e-04,"no-estimate","admin1",163184551.207914,62735.3455888826,163184551.207914
2022,17,2e-04,"no-estimate","admin2",103642125.720616,68464.8277529742,103642125.720616
2022,17,0.001,"district-estimate","admin1",6302569.13344572,13944.2686582514,6302569.13344572
2022,17,0.001,"district-estimate","admin2",13882915.5385604,37819.4930489536,13882915.5385604
2022,17,0.001,"global-estimate","admin1",8100599.43679037,14161.5075469919,8100599.43679037
2022,17,0.001,"global-estimate","admin2",15055755.8423297,35691.7895109707,15055755.8423297
2022,17,0.001,"no-estimate","admin1",31484546.8843709,31275.9693977991,31484546.8843709
2022,17,0.001,"no-estimate","admin2",30153843.9612397,47955.827507233,30153843.9612397
2022,18,1e-04,"district-estimate","admin1",148163734.497717,61419.8337540812,148163734.497717
2022,18,1e-04,"district-estimate","admin2",88211770.6943598,67957.5516495207,88211770.6943598
2022,18,1e-04,"global-estimate","admin1",151439455.954327,60762.1169338934,151439455.954327
2022,18,1e-04,"global-estimate","admin2",98229021.2586513,68162.5689477184,98229021.2586513
2022,18,1e-04,"no-estimate","admin1",244780916.688523,69462.4533407521,244780916.688523
2022,18,1e-04,"no-estimate","admin2",136621155.887992,71148.1343504665,136621155.887992
2022,18,2e-04,"district-estimate","admin1",73461770.5810318,48966.7847664952,73461770.5810318
2022,18,2e-04,"district-estimate","admin2",59928699.2927526,63312.4275279114,59928699.2927526
2022,18,2e-04,"global-estimate","admin1",80770054.1842658,49636.1138535011,80770054.1842658
2022,18,2e-04,"global-estimate","admin2",66105615.1382143,62726.1878210415,66105615.1382143
2022,18,2e-04,"no-estimate","admin1",156767570.190794,61392.7881116793,156767570.190794
2022,18,2e-04,"no-estimate","admin2",101130418.738875,68544.4177137378,101130418.738875
