"year","run_id","threshold","confirmation_lens","admin_level","target_pop_cumu","true_ac_cumu","fvp_cumu"
2022,91,2e-04,"district-estimate","admin1",71200281.6013953,45363.1716980226,71200281.6013953
2022,91,2e-04,"district-estimate","admin2",59042434.6997242,54968.6995126461,59042434.6997242
2022,91,2e-04,"global-estimate","admin1",71674684.3746308,45212.4668570626,71674684.3746308
2022,91,2e-04,"global-estimate","admin2",59997055.8337648,53657.395807202,59997055.8337648
2022,91,2e-04,"no-estimate","admin1",139585002.19361,55448.9587635763,139585002.19361
2022,91,2e-04,"no-estimate","admin2",103234354.335819,60158.8863431314,103234354.335819
2022,91,0.001,"district-estimate","admin1",4870904.91422784,12001.3528279494,4870904.91422784
2022,91,0.001,"district-estimate","admin2",11428924.0266822,33288.4434290473,11428924.0266822
2022,91,0.001,"global-estimate","admin1",4331144.5919008,11046.2296399306,4331144.5919008
2022,91,0.001,"global-estimate","admin2",10257594.1367356,30336.4987090876,10257594.1367356
2022,91,0.001,"no-estimate","admin1",30994461.9035357,29713.3959465381,30994461.9035357
2022,91,0.001,"no-estimate","admin2",27902758.3113542,41937.5537733454,27902758.3113542
2022,92,1e-04,"district-estimate","admin1",138182313.793062,55242.8446045216,138182313.793062
2022,92,1e-04,"district-estimate","admin2",96977071.5831815,60527.224691389,96977071.5831815
2022,92,1e-04,"global-estimate","admin1",130700176.429296,53576.6332080249,130700176.429296
2022,92,1e-04,"global-estimate","admin2",97403619.919042,59522.5778349875,97403619.919042
2022,92,1e-04,"no-estimate","admin1",250445535.967745,63434.0356078145,250445535.967745
2022,92,1e-04,"no-estimate","admin2",144411378.723618,63807.9741395265,144411378.723618
2022,92,2e-04,"district-estimate","admin1",80272931.0540739,46265.3086888473,80272931.0540739
2022,92,2e-04,"district-estimate","admin2",60418124.3113749,54540.9154871117,60418124.3113749
2022,92,2e-04,"global-estimate","admin1",73027369.9192738,42995.7312675189,73027369.9192738
2022,92,2e-04,"global-estimate","admin2",63869460.5650767,53065.6038812788,63869460.5650767
2022,92,2e-04,"no-estimate","admin1",148844896.636116,55889.1725892892,148844896.636116
2022,92,2e-04,"no-estimate","admin2",104331196.717309,60610.4114106393,104331196.717309
2022,92,0.001,"district-estimate","admin1",3798181.75656258,10397.9541782644,3798181.75656258
2022,92,0.001,"district-estimate","admin2",11615610.049781,30857.8670790488,11615610.049781
2022,92,0.001,"global-estimate","admin1",4312649.79247105,10544.6753200796,4312649.79247105
2022,92,0.001,"global-estimate","admin2",12670354.1068193,29407.4094036919,12670354.1068193
2022,92,0.001,"no-estimate","admin1",32399550.8830386,28191.0088601913,32399550.8830386
2022,92,0.001,"no-estimate","admin2",27670592.789967,40993.8720093082,27670592.789967
2022,93,1e-04,"district-estimate","admin1",145710628.142907,58640.0444836548,145710628.142907
2022,93,1e-04,"district-estimate","admin2",93935650.4485919,62749.4602577038,93935650.4485919
2022,93,1e-04,"global-estimate","admin1",147162211.240178,57664.4422398737,147162211.240178
2022,93,1e-04,"global-estimate","admin2",100589593.938287,62681.6921942489,100589593.938287
2022,93,1e-04,"no-estimate","admin1",242377533.107465,65295.9668076882,242377533.107465
2022,93,1e-04,"no-estimate","admin2",141804453.917844,66269.7796856199,141804453.917844
2022,93,2e-04,"district-estimate","admin1",80520749.0254626,48899.1615872016,80520749.0254626
2022,93,2e-04,"district-estimate","admin2",58114860.3855673,57115.8020167507,58114860.3855673
2022,93,2e-04,"global-estimate","admin1",72733491.2593963,46628.6083712522,72733491.2593963
2022,93,2e-04,"global-estimate","admin2",61866968.4701104,56371.2291331394,61866968.4701104
2022,93,2e-04,"no-estimate","admin1",136403031.842874,56394.7647348667,136403031.842874
2022,93,2e-04,"no-estimate","admin2",102228537.178261,62901.46944261,102228537.178261
2022,93,0.001,"district-estimate","admin1",9601271.12186155,15134.2025663555,9601271.12186155
2022,93,0.001,"district-estimate","admin2",12320453.0724362,35955.1454903031,12320453.0724362
2022,93,0.001,"global-estimate","admin1",5558270.44753755,10350.4072212875,5558270.44753755
2022,93,0.001,"global-estimate","admin2",13312493.2624252,35617.6540879476,13312493.2624252
2022,93,0.001,"no-estimate","admin1",32329555.0548649,30672.8837610185,32329555.0548649
2022,93,0.001,"no-estimate","admin2",26567927.6567693,44341.257525973,26567927.6567693
2022,94,1e-04,"district-estimate","admin1",122951060.882689,58172.0677189761,122951060.882689
2022,94,1e-04,"district-estimate","admin2",101833969.882134,65146.1635937925,101833969.882134
2022,94,1e-04,"global-estimate","admin1",146610624.579884,60078.8771667122,146610624.579884
2022,94,1e-04,"global-estimate","admin2",104480901.506406,64612.6006418519,104480901.506406
2022,94,1e-04,"no-estimate","admin1",248871445.969801,67816.8056013697,248871445.969801
2022,94,1e-04,"no-estimate","admin2",151243787.525331,68865.4934969999,151243787.525331
2022,94,2e-04,"district-estimate","admin1",69649778.1387761,49564.4018747229,69649778.1387761
2022,94,2e-04,"district-estimate","admin2",55973856.5036314,57867.1814105567,55973856.5036314
2022,94,2e-04,"global-estimate","admin1",72210748.6058551,48809.0374960891,72210748.6058551
2022,94,2e-04,"global-estimate","admin2",62647021.7170665,57577.0583263865,62647021.7170665
2022,94,2e-04,"no-estimate","admin1",137688068.716182,59182.4401406892,137688068.716182
2022,94,2e-04,"no-estimate","admin2",107978225.745749,65089.1419810715,107978225.745749
2022,94,0.001,"district-estimate","admin1",5041872.519183,15695.5808812007,5041872.519183
2022,94,0.001,"district-estimate","admin2",12931338.0202737,37676.7226779228,12931338.0202737
2022,94,0.001,"global-estimate","admin1",4312649.79247105,14482.5707097278,4312649.79247105
2022,94,0.001,"global-estimate","admin2",11857809.2572252,34215.4090671781,11857809.2572252
2022,94,0.001,"no-estimate","admin1",36097842.8947611,35537.221728988,36097842.8947611
2022,94,0.001,"no-estimate","admin2",27443814.1344812,46246.5655925577,27443814.1344812
2022,95,1e-04,"district-estimate","admin1",148980974.627891,53673.7555401032,148980974.627891
2022,95,1e-04,"district-estimate","admin2",98486230.8828063,56607.3904618001,98486230.8828063
2022,95,1e-04,"global-estimate","admin1",140855958.548775,52020.0325060334,140855958.548775
2022,95,1e-04,"global-estimate","admin2",108018410.799584,58565.1498888553,108018410.799584
2022,95,1e-04,"no-estimate","admin1",224816520.257935,59154.8162469836,224816520.257935
2022,95,1e-04,"no-estimate","admin2",142516576.882587,61449.3276988206,142516576.882587
2022,95,2e-04,"district-estimate","admin1",71062353.8227783,41570.9721682174,71062353.8227783
2022,95,2e-04,"district-estimate","admin2",63897483.5304286,52746.4238956231,63897483.5304286
2022,95,2e-04,"global-estimate","admin1",72282004.0781406,40617.8357755198,72282004.0781406
2022,95,2e-04,"global-estimate","admin2",63764461.0790093,51123.2880295905,63764461.0790093
2022,95,2e-04,"no-estimate","admin1",138046045.852202,51857.3376573543,138046045.852202
2022,95,2e-04,"no-estimate","admin2",112913833.180449,59075.2905169007,112913833.180449
2022,95,0.001,"district-estimate","admin1",6148822.60653451,11995.269574754,6148822.60653451
2022,95,0.001,"district-estimate","admin2",8961241.48931651,26201.7340209159,8961241.48931651
2022,95,0.001,"global-estimate","admin1",6058503.01995402,10820.7986336872,6058503.01995402
2022,95,0.001,"global-estimate","admin2",10033367.426448,24230.144648365,10033367.426448
2022,95,0.001,"no-estimate","admin1",27584526.8744563,24034.7399623395,27584526.8744563
2022,95,0.001,"no-estimate","admin2",27190245.165146,37917.1393103414,27190245.165146
2022,96,1e-04,"district-estimate","admin1",139324550.006628,58339.2430529635,139324550.006628
2022,96,1e-04,"district-estimate","admin2",90338749.5346514,61715.2369387792,90338749.5346514
2022,96,1e-04,"global-estimate","admin1",134501853.86045,57078.3186904306,134501853.86045
2022,96,1e-04,"global-estimate","admin2",104354257.474135,63340.5776546006,104354257.474135
2022,96,1e-04,"no-estimate","admin1",223175837.268729,64564.8912152213,223175837.268729
2022,96,1e-04,"no-estimate","admin2",138564230.923154,65948.1647218147,138564230.923154
2022,96,2e-04,"district-estimate","admin1",78696712.5166739,48576.2473536572,78696712.5166739
2022,96,2e-04,"district-estimate","admin2",63045810.8610305,58212.6704677692,63045810.8610305
2022,96,2e-04,"global-estimate","admin1",76214803.4369651,47195.70746284,76214803.4369651
2022,96,2e-04,"global-estimate","admin2",63506050.4318981,56651.1010716476,63506050.4318981
2022,96,2e-04,"no-estimate","admin1",132614601.392386,56882.2327050085,132614601.392386
2022,96,2e-04,"no-estimate","admin2",105119162.184454,63297.9303483539,105119162.184454
2022,96,0.001,"district-estimate","admin1",7192258.43298789,15022.2278447887,7192258.43298789
2022,96,0.001,"district-estimate","admin2",13319858.9571805,34808.8576264349,13319858.9571805
2022,96,0.001,"global-estimate","admin1",6332353.50157611,13633.838638856,6332353.50157611
2022,96,0.001,"global-estimate","admin2",11003336.9837376,30232.5496720234,11003336.9837376
2022,96,0.001,"no-estimate","admin1",26626958.4869078,30279.2659292659,26626958.4869078
2022,96,0.001,"no-estimate","admin2",26821058.1250555,44186.1004196839,26821058.1250555
2022,97,1e-04,"district-estimate","admin1",144701364.326994,59052.702689223,144701364.326994
2022,97,1e-04,"district-estimate","admin2",92857703.2400083,62169.8596707245,92857703.2400083
2022,97,1e-04,"global-estimate","admin1",146663104.747115,58663.2178999921,146663104.747115
2022,97,1e-04,"global-estimate","admin2",103727961.644259,62477.6860456964,103727961.644259
2022,97,1e-04,"no-estimate","admin1",221193512.863322,64380.2915795669,221193512.863322
2022,97,1e-04,"no-estimate","admin2",148469781.518518,66130.8305541488,148469781.518518
2022,97,2e-04,"district-estimate","admin1",78234155.8644249,48355.575005156,78234155.8644249
2022,97,2e-04,"district-estimate","admin2",58287972.4211306,57046.2329093247,58287972.4211306
2022,97,2e-04,"global-estimate","admin1",73743087.4192937,46037.8474980955,73743087.4192937
2022,97,2e-04,"global-estimate","admin2",60973528.8870172,55775.0653965154,60973528.8870172
2022,97,2e-04,"no-estimate","admin1",142041403.997133,58540.7059270432,142041403.997133
2022,97,2e-04,"no-estimate","admin2",106297330.280895,62824.8511404604,106297330.280895
2022,97,0.001,"district-estimate","admin1",9002653.04659222,18644.7552046227,9002653.04659222
2022,97,0.001,"district-estimate","admin2",9176592.37016761,31368.8342038753,9176592.37016761
2022,97,0.001,"global-estimate","admin1",7742862.95146069,16741.4744867729,7742862.95146069
2022,97,0.001,"global-estimate","admin2",10847016.5729658,31717.5615189615,10847016.5729658
2022,97,0.001,"no-estimate","admin1",29437560.7193617,30146.6497205692,29437560.7193617
2022,97,0.001,"no-estimate","admin2",27628819.6984673,43396.9461408939,27628819.6984673
2022,98,1e-04,"district-estimate","admin1",144178281.496286,65337.8755506205,144178281.496286
2022,98,1e-04,"district-estimate","admin2",100765574.650268,70471.2971800533,100765574.650268
2022,98,1e-04,"global-estimate","admin1",146965231.163579,64801.4564958088,146965231.163579
2022,98,1e-04,"global-estimate","admin2",110610954.045879,70959.4635194625,110610954.045879
2022,98,1e-04,"no-estimate","admin1",219663206.031923,71460.7552723925,219663206.031923
2022,98,1e-04,"no-estimate","admin2",142849465.187424,73760.3164303936,142849465.187424
2022,98,2e-04,"district-estimate","admin1",76174702.3573159,53336.9780469316,76174702.3573159
2022,98,2e-04,"district-estimate","admin2",63557970.3342721,64623.2127848379,63557970.3342721
2022,98,2e-04,"global-estimate","admin1",91975615.8912181,56260.9871059846,91975615.8912181
2022,98,2e-04,"global-estimate","admin2",70387787.6445794,64451.2988177734,70387787.6445794
2022,98,2e-04,"no-estimate","admin1",145141841.564389,64602.0402902982,145141841.564389
2022,98,2e-04,"no-estimate","admin2",109822578.351689,70842.1929221453,109822578.351689
2022,98,0.001,"district-estimate","admin1",8362250.63886658,20361.9131981353,8362250.63886658
2022,98,0.001,"district-estimate","admin2",13967571.5037169,41391.7814303791,13967571.5037169
2022,98,0.001,"global-estimate","admin1",7847782.60295812,19471.6252857666,7847782.60295812
2022,98,0.001,"global-estimate","admin2",13319743.6861192,38697.9335709625,13319743.6861192
2022,98,0.001,"no-estimate","admin1",26626958.4869078,34784.2899047653,26626958.4869078
2022,98,0.001,"no-estimate","admin2",27982781.1723325,50717.5224612616,27982781.1723325
2022,99,1e-04,"district-estimate","admin1",125514890.664798,57751.6157683488,125514890.664798
2022,99,1e-04,"district-estimate","admin2",95158538.4010566,63522.6102248457,95158538.4010566
2022,99,1e-04,"global-estimate","admin1",136620079.344775,58252.1487813726,136620079.344775
2022,99,1e-04,"global-estimate","admin2",103599640.599515,63903.9794060734,103599640.599515
2022,99,1e-04,"no-estimate","admin1",221478423.361739,64678.0503899402,221478423.361739
2022,99,1e-04,"no-estimate","admin2",137027704.609991,66823.4056343465,137027704.609991
2022,99,2e-04,"district-estimate","admin1",77088572.4198736,49254.3667997737,77088572.4198736
2022,99,2e-04,"district-estimate","admin2",62474412.7828179,58657.4227041941,62474412.7828179
2022,99,2e-04,"global-estimate","admin1",76637298.3550115,48534.756471219,76637298.3550115
2022,99,2e-04,"global-estimate","admin2",62482490.1050388,56793.3336862631,62482490.1050388
2022,99,2e-04,"no-estimate","admin1",139312627.123152,58548.8574991622,139312627.123152
2022,99,2e-04,"no-estimate","admin2",103146355.273539,63603.999947705,103146355.273539
2022,99,0.001,"district-estimate","admin1",8259051.10142196,18563.409532873,8259051.10142196
2022,99,0.001,"district-estimate","admin2",12731184.1216517,36542.9923495545,12731184.1216517
2022,99,0.001,"global-estimate","admin1",5461393.55097771,14901.9614623468,5461393.55097771
2022,99,0.001,"global-estimate","admin2",12661072.3075218,35021.8196654493,12661072.3075218
2022,99,0.001,"no-estimate","admin1",26497952.5607445,30176.204737952,26497952.5607445
2022,99,0.001,"no-estimate","admin2",27507243.9658631,45146.4548675615,27507243.9658631
2022,100,1e-04,"district-estimate","admin1",138662638.986331,57685.8207062811,138662638.986331
2022,100,1e-04,"district-estimate","admin2",97533649.0809417,62514.1418682929,97533649.0809417
2022,100,1e-04,"global-estimate","admin1",141855093.643232,57073.6746456054,141855093.643232
2022,100,1e-04,"global-estimate","admin2",107345684.489819,62479.3344651319,107345684.489819
2022,100,1e-04,"no-estimate","admin1",222912551.603429,63643.6717816969,222912551.603429
2022,100,1e-04,"no-estimate","admin2",143960421.885329,65562.3000691381,143960421.885329
2022,100,2e-04,"district-estimate","admin1",68426128.774397,45501.1517175979,68426128.774397
2022,100,2e-04,"district-estimate","admin2",62568423.0838872,57106.7309785453,62568423.0838872
2022,100,2e-04,"global-estimate","admin1",65849479.7554719,44836.4497815205,65849479.7554719
2022,100,2e-04,"global-estimate","admin2",62816414.043959,54974.0457603336,62816414.043959
2022,100,2e-04,"no-estimate","admin1",143286748.487404,57381.6192620425,143286748.487404
2022,100,2e-04,"no-estimate","admin2",109825231.80948,63003.5911053844,109825231.80948
2022,100,0.001,"district-estimate","admin1",10653891.0303085,18666.2616025124,10653891.0303085
2022,100,0.001,"district-estimate","admin2",13441829.3083546,33052.6819588122,13441829.3083546
2022,100,0.001,"global-estimate","admin1",5985859.28864614,13045.7626536254,5985859.28864614
2022,100,0.001,"global-estimate","admin2",11927292.7506696,29680.7816267603,11927292.7506696
2022,100,0.001,"no-estimate","admin1",27306598.9888617,28242.7435658991,27306598.9888617
2022,100,0.001,"no-estimate","admin2",26134453.0905604,41496.3543759037,26134453.0905604
2022,101,1e-04,"district-estimate","admin1",141491715.66226,53366.6380667582,141491715.66226
2022,101,1e-04,"district-estimate","admin2",95730492.4907368,57682.4682520505,95730492.4907368
2022,101,1e-04,"global-estimate","admin1",136868390.989696,52420.0704808279,136868390.989696
2022,101,1e-04,"global-estimate","admin2",101362461.563589,57738.4676001227,101362461.563589
2022,101,1e-04,"no-estimate","admin1",215173774.765243,58839.9166930437,215173774.765243
2022,101,1e-04,"no-estimate","admin2",139266158.805498,60933.0625372958,139266158.805498
2022,101,2e-04,"district-estimate","admin1",71871980.7858144,41930.7979297235,71871980.7858144
2022,101,2e-04,"district-estimate","admin2",58957162.306883,51659.9177266432,58957162.306883
2022,101,2e-04,"global-estimate","admin1",68354636.4527421,40712.1867130449,68354636.4527421
2022,101,2e-04,"global-estimate","admin2",60745371.1737953,49906.904988516,60745371.1737953
2022,101,2e-04,"no-estimate","admin1",142065491.641937,53077.1616561457,142065491.641937
2022,101,2e-04,"no-estimate","admin2",104912935.090348,58211.8329505889,104912935.090348
2022,101,0.001,"district-estimate","admin1",2823541.34800229,8591.8717247299,2823541.34800229
2022,101,0.001,"district-estimate","admin2",12882743.9813232,31444.6719753971,12882743.9813232
2022,101,0.001,"global-estimate","admin1",5781054.13064756,11506.0430046372,5781054.13064756
2022,101,0.001,"global-estimate","admin2",11141014.6903974,27701.821335415,11141014.6903974
2022,101,0.001,"no-estimate","admin1",27435604.915025,24676.5382345668,27435604.915025
2022,101,0.001,"no-estimate","admin2",27164691.4103286,38323.5676823025,27164691.4103286
2022,102,1e-04,"district-estimate","admin1",138950894.80532,60289.8566301875,138950894.80532
2022,102,1e-04,"district-estimate","admin2",99270711.8429801,64538.6151181976,99270711.8429801
2022,102,1e-04,"global-estimate","admin1",150097943.493769,61187.9067579099,150097943.493769
2022,102,1e-04,"global-estimate","admin2",103323701.57718,64338.6870201519,103323701.57718
2022,102,1e-04,"no-estimate","admin1",220389960.181633,66328.5496914453,220389960.181633
2022,102,1e-04,"no-estimate","admin2",153092410.227419,68406.4169258159,153092410.227419
2022,102,2e-04,"district-estimate","admin1",78334251.3246541,50732.159440769,78334251.3246541
2022,102,2e-04,"district-estimate","admin2",62889433.2843257,59236.4342967213,62889433.2843257
2022,102,2e-04,"global-estimate","admin1",83018171.005326,51588.5018225742,83018171.005326
2022,102,2e-04,"global-estimate","admin2",69858581.0358129,58746.480579154,69858581.0358129
2022,102,2e-04,"no-estimate","admin1",137528903.957972,59803.3943867945,137528903.957972
2022,102,2e-04,"no-estimate","admin2",108671886.995043,64855.3230144721,108671886.995043
2022,102,0.001,"district-estimate","admin1",4088577.26042522,12286.5414843314,4088577.26042522
2022,102,0.001,"district-estimate","admin2",11925192.1167081,33716.2681556586,11925192.1167081
2022,102,0.001,"global-estimate","admin1",4633645.12648535,12788.8247790091,4633645.12648535
2022,102,0.001,"global-estimate","admin2",12175729.4590616,32586.3893475087,12175729.4590616
2022,102,0.001,"no-estimate","admin1",26026973.7283413,29275.3594749436,26026973.7283413
2022,102,0.001,"no-estimate","admin2",28522387.5686551,45810.4594975118,28522387.5686551
2022,103,1e-04,"district-estimate","admin1",128707939.995134,44984.8858828461,128707939.995134
2022,103,1e-04,"district-estimate","admin2",98209928.638422,50109.427464737,98209928.638422
2022,103,1e-04,"global-estimate","admin1",130505489.666828,43709.1711516298,130505489.666828
2022,103,1e-04,"global-estimate","admin2",95508108.368007,48620.9767032677,95508108.368007
2022,103,1e-04,"no-estimate","admin1",223680180.628549,51292.7788898276,223680180.628549
2022,103,1e-04,"no-estimate","admin2",145204224.844988,53542.4179998092,145204224.844988
2022,103,2e-04,"district-estimate","admin1",63246907.0167371,34962.1083573838,63246907.0167371
2022,103,2e-04,"district-estimate","admin2",53296509.2130441,43166.2075774132,53296509.2130441
2022,103,2e-04,"global-estimate","admin1",61456190.9482525,33008.7342637134,61456190.9482525
2022,103,2e-04,"global-estimate","admin2",54119651.314213,41082.4480372279,54119651.314213
2022,103,2e-04,"no-estimate","admin1",139048247.774073,44852.7768421092,139048247.774073
2022,103,2e-04,"no-estimate","admin2",109657999.095593,50841.0029865459,109657999.095593
2022,103,0.001,"district-estimate","admin1",2615253.0758595,6006.26709865312,2615253.0758595
2022,103,0.001,"district-estimate","admin2",8136577.2928996,20615.6449332746,8136577.2928996
2022,103,0.001,"global-estimate","admin1",3532798.55451065,6717.53882716874,3532798.55451065
2022,103,0.001,"global-estimate","admin2",7928274.81568913,18626.4209072014,7928274.81568913
2022,103,0.001,"no-estimate","admin1",26497952.5607445,20798.4325399129,26497952.5607445
2022,103,0.001,"no-estimate","admin2",25752022.0389951,30471.3447546286,25752022.0389951
2022,104,1e-04,"district-estimate","admin1",140731315.322048,57577.522965151,140731315.322048
2022,104,1e-04,"district-estimate","admin2",91214393.9858201,61416.3668112729,91214393.9858201
2022,104,1e-04,"global-estimate","admin1",143440439.190889,57285.3288278822,143440439.190889
2022,104,1e-04,"global-estimate","admin2",101890492.118899,61418.4855262885,101890492.118899
2022,104,1e-04,"no-estimate","admin1",228950599.874727,63929.2181605246,228950599.874727
2022,104,1e-04,"no-estimate","admin2",147028051.12155,65002.0539724474,147028051.12155
2022,104,2e-04,"district-estimate","admin1",82379730.3469662,48547.7473243281,82379730.3469662
2022,104,2e-04,"district-estimate","admin2",55833815.4543328,56127.9755562146,55833815.4543328
2022,104,2e-04,"global-estimate","admin1",70576892.2563976,44310.1047156473,70576892.2563976
2022,104,2e-04,"global-estimate","admin2",63148418.3400576,56004.2610927051,63148418.3400576
2022,104,2e-04,"no-estimate","admin1",135568537.760103,56532.6280032872,135568537.760103
2022,104,2e-04,"no-estimate","admin2",106615031.416114,62088.5023299331,106615031.416114
2022,104,0.001,"district-estimate","admin1",5596471.33944499,15390.7162174509,5596471.33944499
2022,104,0.001,"district-estimate","admin2",12008859.1784735,34044.7987254334,12008859.1784735
2022,104,0.001,"global-estimate","admin1",3033170.02031906,11355.8587796242,3033170.02031906
2022,104,0.001,"global-estimate","admin2",11085377.2689836,31174.7364566115,11085377.2689836
2022,104,0.001,"no-estimate","admin1",25630396.0768539,27397.3995553666,25630396.0768539
2022,104,0.001,"no-estimate","admin2",27646991.4061133,43522.6392985783,27646991.4061133
2022,105,1e-04,"district-estimate","admin1",132771738.30994,60618.5480476794,132771738.30994
2022,105,1e-04,"district-estimate","admin2",96518760.1063867,65640.657998375,96518760.1063867
2022,105,1e-04,"global-estimate","admin1",129203734.221417,59002.0145368679,129203734.221417
2022,105,1e-04,"global-estimate","admin2",98000188.555726,64557.5750169612,98000188.555726
2022,105,1e-04,"no-estimate","admin1",218891416.137407,67139.1510024638,218891416.137407
2022,105,1e-04,"no-estimate","admin2",143115064.746214,69369.509631937,143115064.746214
2022,105,2e-04,"district-estimate","admin1",69401782.0692482,49839.0166756594,69401782.0692482
2022,105,2e-04,"district-estimate","admin2",57586842.5129651,59247.3741319668,57586842.5129651
2022,105,2e-04,"global-estimate","admin1",71407217.9375886,50183.0423042421,71407217.9375886
2022,105,2e-04,"global-estimate","admin2",63344869.2282613,58781.6860075871,63344869.2282613
2022,105,2e-04,"no-estimate","admin1",137865668.357692,60442.6364162815,137865668.357692
2022,105,2e-04,"no-estimate","admin2",111749254.70673,66497.140610573,111749254.70673
2022,105,0.001,"district-estimate","admin1",7829339.23600551,20749.4959152062,7829339.23600551
2022,105,0.001,"district-estimate","admin2",10846110.1637666,35139.5149132473,10846110.1637666
2022,105,0.001,"global-estimate","admin1",7555312.26168755,20299.1573303063,7555312.26168755
2022,105,0.001,"global-estimate","admin2",10463291.8132196,33342.0997488803,10463291.8132196
2022,105,0.001,"no-estimate","admin1",27584526.8744563,34433.1807688791,27584526.8744563
2022,105,0.001,"no-estimate","admin2",27033698.267727,45571.7866944701,27033698.267727
2022,106,1e-04,"district-estimate","admin1",125940164.74939,59244.6707212825,125940164.74939
2022,106,1e-04,"district-estimate","admin2",94536123.530744,65123.54211515,94536123.530744
2022,106,1e-04,"global-estimate","admin1",146595589.450525,60407.1654724595,146595589.450525
2022,106,1e-04,"global-estimate","admin2",111532731.963126,66236.8235103195,111532731.963126
2022,106,1e-04,"no-estimate","admin1",218891416.137407,66593.2961298461,218891416.137407
2022,106,1e-04,"no-estimate","admin2",143115064.746214,69062.7532227325,143115064.746214
2022,106,2e-04,"district-estimate","admin1",79553813.6667498,51235.7694619085,79553813.6667498
2022,106,2e-04,"district-estimate","admin2",60861391.4194971,59807.0196653361,60861391.4194971
2022,106,2e-04,"global-estimate","admin1",85145235.8291306,51694.4694476509,85145235.8291306
2022,106,2e-04,"global-estimate","admin2",65669453.678547,58848.5029355496,65669453.678547
2022,106,2e-04,"no-estimate","admin1",137865668.357692,60133.8904145743,137865668.357692
2022,106,2e-04,"no-estimate","admin2",111749254.70673,66447.0823239853,111749254.70673
2022,106,0.001,"district-estimate","admin1",4669070.38200235,13106.9081061221,4669070.38200235
2022,106,0.001,"district-estimate","admin2",12560579.3706472,35897.8956063803,12560579.3706472
2022,106,0.001,"global-estimate","admin1",5013264.24719042,13534.5896111308,5013264.24719042
2022,106,0.001,"global-estimate","admin2",14798746.3974113,34693.5614561379,14798746.3974113
2022,106,0.001,"no-estimate","admin1",27584526.8744563,30053.5311190067,27584526.8744563
2022,106,0.001,"no-estimate","admin2",27033698.267727,45444.6150543557,27033698.267727
2022,107,1e-04,"district-estimate","admin1",145133073.573943,58855.057568783,145133073.573943
2022,107,1e-04,"district-estimate","admin2",88378891.0407824,61407.1278347269,88378891.0407824
2022,107,1e-04,"global-estimate","admin1",134895686.506906,57161.5037305224,134895686.506906
2022,107,1e-04,"global-estimate","admin2",104001688.139565,61853.5774049973,104001688.139565
2022,107,1e-04,"no-estimate","admin1",217302654.594675,63730.7238092851,217302654.594675
2022,107,1e-04,"no-estimate","admin2",138268820.056152,64922.4812410784,138268820.056152
2022,107,2e-04,"district-estimate","admin1",77316380.8926612,47920.3770300503,77316380.8926612
2022,107,2e-04,"district-estimate","admin2",57830505.273154,56877.696769374,57830505.273154
2022,107,2e-04,"global-estimate","admin1",81235292.9402072,47072.3481020238,81235292.9402072
2022,107,2e-04,"global-estimate","admin2",62568087.7444998,55477.3866355528,62568087.7444998
2022,107,2e-04,"no-estimate","admin1",139029587.911579,57786.0756647307,139029587.911579
2022,107,2e-04,"no-estimate","admin2",105735529.044514,62494.0516965328,105735529.044514
2022,107,0.001,"district-estimate","admin1",7823140.74339679,14419.3571354032,7823140.74339679
2022,107,0.001,"district-estimate","admin2",10858973.655382,33557.2411492416,10858973.655382
2022,107,0.001,"global-estimate","admin1",5373511.66214557,9887.44786338812,5373511.66214557
2022,107,0.001,"global-estimate","admin2",12392856.1291052,34200.5004596296,12392856.1291052
2022,107,0.001,"no-estimate","admin1",26497952.5607445,25245.1281479851,26497952.5607445
2022,107,0.001,"no-estimate","admin2",26765959.4965647,43492.2753037451,26765959.4965647
2022,108,1e-04,"district-estimate","admin1",141917485.348888,63581.5836589889,141917485.348888
2022,108,1e-04,"district-estimate","admin2",95868927.9204058,66925.0374113142,95868927.9204058
2022,108,1e-04,"global-estimate","admin1",142565135.30733,63043.1711708079,142565135.30733
2022,108,1e-04,"global-estimate","admin2",112879532.465849,68373.0624889148,112879532.465849
2022,108,1e-04,"no-estimate","admin1",219841282.151266,68862.2698853812,219841282.151266
2022,108,1e-04,"no-estimate","admin2",151479454.949413,71293.4384445513,151479454.949413
2022,108,2e-04,"district-estimate","admin1",71381697.0258593,51154.5266480329,71381697.0258593
2022,108,2e-04,"district-estimate","admin2",59596892.5193646,61771.4161205852,59596892.5193646
2022,108,2e-04,"global-estimate","admin1",86133827.4504731,52932.8779953824,86133827.4504731
2022,108,2e-04,"global-estimate","admin2",66111765.8881299,61522.0804019275,66111765.8881299
2022,108,2e-04,"no-estimate","admin1",139853558.629444,62714.3353149401,139853558.629444
2022,108,2e-04,"no-estimate","admin2",113427173.208695,68427.5322180804,113427173.208695
2022,108,0.001,"district-estimate","admin1",12608279.9485428,22743.538552002,12608279.9485428
2022,108,0.001,"district-estimate","admin2",11074149.9498916,37488.2009922882,11074149.9498916
2022,108,0.001,"global-estimate","admin1",8965821.71157213,17619.7675755629,8965821.71157213
2022,108,0.001,"global-estimate","admin2",12059259.9330001,36708.5939806751,12059259.9330001
2022,108,0.001,"no-estimate","admin1",28078167.8464792,33726.0537613043,28078167.8464792
2022,108,0.001,"no-estimate","admin2",27045536.7450131,47431.9874245836,27045536.7450131
2022,109,1e-04,"district-estimate","admin1",144303935.362365,54500.2801307373,144303935.362365
