"year","run_id","threshold","confirmation_lens","admin_level","target_pop_cumu","true_ac_cumu"
2024,40,1e-04,"district-estimate","admin1",153658560.049188,156075.793967648
2024,40,1e-04,"district-estimate","admin2",107348844.081546,169232.053573645
2024,40,1e-04,"global-estimate","admin1",132286272.438851,149308.209352609
2024,40,1e-04,"global-estimate","admin2",95388466.5098094,164795.224827936
2024,40,1e-04,"no-estimate","admin1",242693692.782663,171542.179100331
2024,40,1e-04,"no-estimate","admin2",142213968.990131,175448.63645567
2024,40,2e-04,"district-estimate","admin1",88319809.3291727,132769.960173668
2024,40,2e-04,"district-estimate","admin2",73542222.2307763,157004.412564721
2024,40,2e-04,"global-estimate","admin1",71509141.4083406,122124.263088821
2024,40,2e-04,"global-estimate","admin2",52271194.0029765,147820.030626856
2024,40,2e-04,"no-estimate","admin1",155491172.288718,156254.567385527
2024,40,2e-04,"no-estimate","admin2",105670918.256508,168138.745706373
2024,40,0.001,"district-estimate","admin1",12353754.8805454,46023.5490080653
2024,40,0.001,"district-estimate","admin2",15412435.6913881,96930.6912261326
2024,40,0.001,"global-estimate","admin1",9550909.52228681,37277.8186270938
2024,40,0.001,"global-estimate","admin2",12848246.5004585,89075.166036922
2024,40,0.001,"no-estimate","admin1",30635229.0142868,82076.6601100503
2024,40,0.001,"no-estimate","admin2",28266299.0206619,118399.821891006
2024,41,1e-04,"district-estimate","admin1",148539347.187844,151368.99754108
2024,41,1e-04,"district-estimate","admin2",105382196.164387,163657.001577708
2024,41,1e-04,"global-estimate","admin1",136067664.739572,147319.121972221
2024,41,1e-04,"global-estimate","admin2",96562944.4660466,160622.566705215
2024,41,1e-04,"no-estimate","admin1",248848972.273521,169520.600687692
2024,41,1e-04,"no-estimate","admin2",146736162.669931,170899.309306762
2024,41,2e-04,"district-estimate","admin1",82813246.7299095,128131.627540818
2024,41,2e-04,"district-estimate","admin2",69375560.298686,150717.5648377
2024,41,2e-04,"global-estimate","admin1",70625438.4843843,140857.369113359
2024,41,2e-04,"global-estimate","admin2",52977958.6160374,163068.144579702
2024,41,2e-04,"no-estimate","admin1",150278137.663036,151258.573254558
2024,41,2e-04,"no-estimate","admin2",105904775.044727,163014.755294464
2024,41,0.001,"district-estimate","admin1",4419969.25132582,28497.8593675615
2024,41,0.001,"district-estimate","admin2",15775148.370092,94059.7280720246
2024,41,0.001,"global-estimate","admin1",2678947.10757972,22386.7762671234
2024,41,0.001,"global-estimate","admin2",10869623.1443409,77438.291767451
2024,41,0.001,"no-estimate","admin1",36810259.8672566,85381.783285466
2024,41,0.001,"no-estimate","admin2",28898085.9102309,116858.250362503
2024,42,1e-04,"district-estimate","admin1",145528433.697555,148519.512111117
2024,42,1e-04,"district-estimate","admin2",102821743.493699,161249.841826012
2024,42,1e-04,"global-estimate","admin1",123693136.613538,141769.512634593
2024,42,1e-04,"global-estimate","admin2",95157287.7444386,158175.182639381
2024,42,1e-04,"no-estimate","admin1",244375964.84952,166519.670069194
2024,42,1e-04,"no-estimate","admin2",143738949.619211,168711.040947775
2024,42,2e-04,"district-estimate","admin1",81709915.441684,125382.442110664
2024,42,2e-04,"district-estimate","admin2",66508552.4147046,147832.090623581
2024,42,2e-04,"global-estimate","admin1",63232110.9877045,128669.012098577
2024,42,2e-04,"global-estimate","admin2",49557760.7366507,151283.034461158
2024,42,2e-04,"no-estimate","admin1",140744284.347228,145972.331496994
2024,42,2e-04,"no-estimate","admin2",107366469.809635,161834.275109232
2024,42,0.001,"district-estimate","admin1",4909829.35760422,36812.8086854052
2024,42,0.001,"district-estimate","admin2",13013205.5276916,89433.8489283858
2024,42,0.001,"global-estimate","admin1",3218130.95211911,31252.5057602954
2024,42,0.001,"global-estimate","admin2",9322914.00779916,77000.7443285699
2024,42,0.001,"no-estimate","admin1",34250496.0912777,85653.7126473512
2024,42,0.001,"no-estimate","admin2",27328607.450726,113308.485012717
2024,43,1e-04,"district-estimate","admin1",158749790.832642,148245.599601496
2024,43,1e-04,"district-estimate","admin2",104159312.728581,158714.91470811
2024,43,1e-04,"global-estimate","admin1",123136802.005034,137386.097023964
2024,43,1e-04,"global-estimate","admin2",91337759.189876,153817.20383764
2024,43,1e-04,"no-estimate","admin1",232446551.735961,161102.298566557
2024,43,1e-04,"no-estimate","admin2",139176983.513646,164394.171149302
2024,43,2e-04,"district-estimate","admin1",81307481.2969609,120957.45302638
2024,43,2e-04,"district-estimate","admin2",68632934.9076916,145291.984203383
2024,43,2e-04,"global-estimate","admin1",61816502.6805567,117973.390562369
2024,43,2e-04,"global-estimate","admin2",45106593.3134788,141527.578456498
2024,43,2e-04,"no-estimate","admin1",150817346.107374,145694.402829562
2024,43,2e-04,"no-estimate","admin2",101251958.588182,157124.294073118
2024,43,0.001,"district-estimate","admin1",5650405.20920902,31834.0899337977
2024,43,0.001,"district-estimate","admin2",11681800.8262049,82063.1144408143
2024,43,0.001,"global-estimate","admin1",3187878.49107552,24459.8766149729
2024,43,0.001,"global-estimate","admin2",9541677.92288746,74229.4646348442
2024,43,0.001,"no-estimate","admin1",36624469.6795516,85179.9789709151
2024,43,0.001,"no-estimate","admin2",26313316.5074772,107822.984539031
2024,44,1e-04,"district-estimate","admin1",148270101.793289,144353.120547805
2024,44,1e-04,"district-estimate","admin2",103242104.699492,155522.543790516
2024,44,1e-04,"global-estimate","admin1",121238055.982944,136187.186897431
2024,44,1e-04,"global-estimate","admin2",94025400.1172043,151924.432773467
2024,44,1e-04,"no-estimate","admin1",240278466.134932,160541.288685746
2024,44,1e-04,"no-estimate","admin2",147951885.400693,163185.771329589
2024,44,2e-04,"district-estimate","admin1",87954230.8363429,122768.33014575
2024,44,2e-04,"district-estimate","admin2",67019592.2200396,142403.886975265
2024,44,2e-04,"global-estimate","admin1",68614670.0531253,122776.575074984
2024,44,2e-04,"global-estimate","admin2",52316620.5943025,146793.033699721
2024,44,2e-04,"no-estimate","admin1",139485923.950214,141654.213236868
2024,44,2e-04,"no-estimate","admin2",107620418.573348,155745.44120605
2024,44,0.001,"district-estimate","admin1",3892883.75723224,27441.9477054663
2024,44,0.001,"district-estimate","admin2",13818348.9935095,84371.9821431122
2024,44,0.001,"global-estimate","admin1",3218130.95211911,25180.988396246
2024,44,0.001,"global-estimate","admin2",10121389.7479882,72355.2580745739
2024,44,0.001,"no-estimate","admin1",33918934.7029224,77490.2389778979
2024,44,0.001,"no-estimate","admin2",26314278.7515056,107092.169418564
2024,45,1e-04,"district-estimate","admin1",138806106.557656,137893.783926169
2024,45,1e-04,"district-estimate","admin2",109764667.642014,152921.209783829
2024,45,1e-04,"global-estimate","admin1",119605541.433752,131604.686594559
2024,45,1e-04,"global-estimate","admin2",90399218.8890097,145615.647208451
2024,45,1e-04,"no-estimate","admin1",244753294.583652,156757.050341499
2024,45,1e-04,"no-estimate","admin2",146997079.893172,159301.447327106
2024,45,2e-04,"district-estimate","admin1",77721169.6563268,114950.916163674
2024,45,2e-04,"district-estimate","admin2",67366027.3909074,136810.812177722
2024,45,2e-04,"global-estimate","admin1",54904808.1512626,120139.706668104
2024,45,2e-04,"global-estimate","admin2",47414730.617624,144903.772814486
2024,45,2e-04,"no-estimate","admin1",141570961.958845,138069.208144772
2024,45,2e-04,"no-estimate","admin2",110420559.876596,152291.041792534
2024,45,0.001,"district-estimate","admin1",5736192.25984376,33997.2404960413
2024,45,0.001,"district-estimate","admin2",12419566.9149258,80001.993081511
2024,45,0.001,"global-estimate","admin1",2678947.10757972,25682.9050804991
2024,45,0.001,"global-estimate","admin2",9715383.17879849,71526.3585626747
2024,45,0.001,"no-estimate","admin1",30377757.2690963,71137.7076471466
2024,45,0.001,"no-estimate","admin2",25678366.4517385,101896.162846856
2024,46,1e-04,"district-estimate","admin1",155272773.324343,156621.772217042
2024,46,1e-04,"district-estimate","admin2",105511895.317754,167414.401225459
2024,46,1e-04,"global-estimate","admin1",129941893.824527,149172.256282148
2024,46,1e-04,"global-estimate","admin2",94575323.703492,163258.390631583
2024,46,1e-04,"no-estimate","admin1",248826670.941514,172970.943628648
2024,46,1e-04,"no-estimate","admin2",147421237.451936,174730.808345598
2024,46,2e-04,"district-estimate","admin1",85673193.0058318,132561.407043361
2024,46,2e-04,"district-estimate","admin2",69572828.3270513,153804.360134178
2024,46,2e-04,"global-estimate","admin1",64858611.6561885,128063.578583716
2024,46,2e-04,"global-estimate","admin2",53439093.1747171,152743.023994845
2024,46,2e-04,"no-estimate","admin1",148328363.254306,154118.887598114
2024,46,2e-04,"no-estimate","admin2",105970226.763615,166988.991975718
2024,46,0.001,"district-estimate","admin1",3401870.69537854,32406.0687882553
2024,46,0.001,"district-estimate","admin2",14717516.7199286,96385.6751160499
2024,46,0.001,"global-estimate","admin1",3218130.95211911,31903.3528194677
2024,46,0.001,"global-estimate","admin2",11860966.539742,84043.0297929119
2024,46,0.001,"no-estimate","admin1",33778013.8169263,85361.3570711545
2024,46,0.001,"no-estimate","admin2",29946976.8389833,120911.400690273
2024,47,1e-04,"district-estimate","admin1",134694662.743645,131580.512786284
2024,47,1e-04,"district-estimate","admin2",105122064.202408,145974.406399345
2024,47,1e-04,"global-estimate","admin1",110201754.604541,123330.072425857
2024,47,1e-04,"global-estimate","admin2",84192742.6697734,138528.364384551
2024,47,1e-04,"no-estimate","admin1",226873842.599592,148248.393558204
2024,47,1e-04,"no-estimate","admin2",144400855.245333,153090.457335157
2024,47,2e-04,"district-estimate","admin1",76054411.544701,109737.010009285
2024,47,2e-04,"district-estimate","admin2",61245688.2790762,129562.278045631
2024,47,2e-04,"global-estimate","admin1",66358740.4406373,115013.291794218
2024,47,2e-04,"global-estimate","admin2",46062003.3309472,132978.326616944
2024,47,2e-04,"no-estimate","admin1",128249998.399183,128941.758101821
2024,47,2e-04,"no-estimate","admin2",100825090.489262,144155.420416915
2024,47,0.001,"district-estimate","admin1",4960575.73284297,24993.1706940066
2024,47,0.001,"district-estimate","admin2",12910147.5689466,77338.9175986784
2024,47,0.001,"global-estimate","admin1",3187878.49107552,19465.5268036257
2024,47,0.001,"global-estimate","admin2",9607515.64377193,65751.7237648647
2024,47,0.001,"no-estimate","admin1",33964639.8488972,76298.6653026846
2024,47,0.001,"no-estimate","admin2",26672731.2475042,102025.331916322
2024,48,1e-04,"district-estimate","admin1",143552754.896592,141553.63111598
2024,48,1e-04,"district-estimate","admin2",106236781.378481,156056.600484226
2024,48,1e-04,"global-estimate","admin1",117157876.690645,133618.702669262
2024,48,1e-04,"global-estimate","admin2",94818247.4844556,151636.313191451
2024,48,1e-04,"no-estimate","admin1",223466541.653912,157533.629965126
2024,48,1e-04,"no-estimate","admin2",145549159.439163,163025.468053721
2024,48,2e-04,"district-estimate","admin1",91999166.6149298,123600.4863552
2024,48,2e-04,"district-estimate","admin2",64810425.1533532,140185.218070204
2024,48,2e-04,"global-estimate","admin1",68996341.8314893,120330.469475643
2024,48,2e-04,"global-estimate","admin2",51079316.3654904,142566.185149332
2024,48,2e-04,"no-estimate","admin1",133613628.607106,138538.093834124
2024,48,2e-04,"no-estimate","admin2",104715776.925777,154855.728413643
2024,48,0.001,"district-estimate","admin1",4453639.84054624,25252.7509293649
2024,48,0.001,"district-estimate","admin2",15881280.8098554,84180.5134892508
2024,48,0.001,"global-estimate","admin1",3218130.95211911,21804.0332920346
2024,48,0.001,"global-estimate","admin2",10555328.2778201,67720.274154606
2024,48,0.001,"no-estimate","admin1",32058607.6934169,70514.6322130207
2024,48,0.001,"no-estimate","admin2",29229887.6603231,107344.568066814
2024,49,1e-04,"district-estimate","admin1",147125076.601861,148302.772604286
2024,49,1e-04,"district-estimate","admin2",103745743.420317,161509.096334929
2024,49,1e-04,"global-estimate","admin1",120230402.739316,140119.12572617
2024,49,1e-04,"global-estimate","admin2",92033729.8033453,156865.387364458
2024,49,1e-04,"no-estimate","admin1",237836668.428601,164849.840087264
2024,49,1e-04,"no-estimate","admin2",142399393.977834,168206.901148406
2024,49,2e-04,"district-estimate","admin1",82235709.7075615,124611.808513898
2024,49,2e-04,"district-estimate","admin2",67045088.6219527,148083.980756897
2024,49,2e-04,"global-estimate","admin1",68419763.1532397,135191.43900554
2024,49,2e-04,"global-estimate","admin2",48219055.3138487,155437.09893931
2024,49,2e-04,"no-estimate","admin1",159624719.557555,150498.619896739
2024,49,2e-04,"no-estimate","admin2",102695509.517227,160304.012254117
2024,49,0.001,"district-estimate","admin1",4928324.15703397,35380.161864019
2024,49,0.001,"district-estimate","admin2",14066534.4579336,91115.5578444997
2024,49,0.001,"global-estimate","admin1",4928324.15703397,35380.161864019
2024,49,0.001,"global-estimate","admin2",10903929.2435339,79834.6334518754
2024,49,0.001,"no-estimate","admin1",31875338.806217,81750.558701708
2024,49,0.001,"no-estimate","admin2",28654933.6657613,115541.829195167
2024,50,1e-04,"district-estimate","admin1",133315198.824082,136589.01211063
2024,50,1e-04,"district-estimate","admin2",101924023.938296,151440.680346722
2024,50,1e-04,"global-estimate","admin1",121003930.755873,132418.871466177
2024,50,1e-04,"global-estimate","admin2",94055730.3432655,148680.454649465
2024,50,1e-04,"no-estimate","admin1",245837237.327683,156519.663984099
2024,50,1e-04,"no-estimate","admin2",142381165.240595,158215.094996687
2024,50,2e-04,"district-estimate","admin1",76804207.5848143,114949.332149462
2024,50,2e-04,"district-estimate","admin2",67217273.8565876,138350.342275687
2024,50,2e-04,"global-estimate","admin1",62683859.0115869,135265.373793166
2024,50,2e-04,"global-estimate","admin2",48380904.277993,153189.86732428
2024,50,2e-04,"no-estimate","admin1",136266274.321204,137099.681624845
2024,50,2e-04,"no-estimate","admin2",103042615.170675,151098.64724857
2024,50,0.001,"district-estimate","admin1",3941631.01770558,23455.9891656198
2024,50,0.001,"district-estimate","admin2",13622441.0064205,81520.5054374443
2024,50,0.001,"global-estimate","admin1",3218130.95211911,21295.0092404642
2024,50,0.001,"global-estimate","admin2",9577683.36202136,69255.6141136525
2024,50,0.001,"no-estimate","admin1",33786608.2944784,78136.2712125637
2024,50,0.001,"no-estimate","admin2",27723441.6034185,105722.455222956
2024,51,1e-04,"district-estimate","admin1",140611488.535379,143301.00985718
2024,51,1e-04,"district-estimate","admin2",103898815.103202,157142.584249686
2024,51,1e-04,"global-estimate","admin1",117623495.240601,135727.957258908
2024,51,1e-04,"global-estimate","admin2",87536501.6477132,151685.337996244
2024,51,1e-04,"no-estimate","admin1",229103880.30583,159344.707009483
2024,51,1e-04,"no-estimate","admin2",139077125.098168,163295.498265879
2024,51,2e-04,"district-estimate","admin1",80083951.9244031,121881.54953145
2024,51,2e-04,"district-estimate","admin2",63631390.6581971,142624.586921359
2024,51,2e-04,"global-estimate","admin1",53833673.4695693,128486.367059847
2024,51,2e-04,"global-estimate","admin2",48372945.5784356,159223.725221859
2024,51,2e-04,"no-estimate","admin1",137056001.072538,141925.200387018
2024,51,2e-04,"no-estimate","admin2",101825568.273614,156055.916309117
2024,51,0.001,"district-estimate","admin1",7364481.19209561,42151.5950243091
2024,51,0.001,"district-estimate","admin2",12472521.8561939,89777.5467834399
2024,51,0.001,"global-estimate","admin1",3880208.92899878,32737.1892111888
2024,51,0.001,"global-estimate","admin2",9851134.75287461,78513.1144769173
2024,51,0.001,"no-estimate","admin1",36794606.4686994,86171.191409639
2024,51,0.001,"no-estimate","admin2",26497023.5535014,109220.852794032
2024,52,1e-04,"district-estimate","admin1",141091595.874789,143053.073617066
2024,52,1e-04,"district-estimate","admin2",104897184.001736,157117.021257392
2024,52,1e-04,"global-estimate","admin1",122162385.266961,137464.224440864
2024,52,1e-04,"global-estimate","admin2",92232390.5272666,152545.892289924
2024,52,1e-04,"no-estimate","admin1",229812559.00959,160164.969226262
2024,52,1e-04,"no-estimate","admin2",147285303.769266,164517.163615971
2024,52,2e-04,"district-estimate","admin1",75078990.038606,118844.506295775
2024,52,2e-04,"district-estimate","admin2",64313848.3199205,142124.991753305
2024,52,2e-04,"global-estimate","admin1",54988439.3916514,128728.491673938
2024,52,2e-04,"global-estimate","admin2",50015873.4167378,157797.60610594
2024,52,2e-04,"no-estimate","admin1",139007957.6022,141583.656852486
2024,52,2e-04,"no-estimate","admin2",100062141.918559,154881.567315854
2024,52,0.001,"district-estimate","admin1",5940111.60926266,34821.906929736
2024,52,0.001,"district-estimate","admin2",13796946.4703765,87524.8001716903
2024,52,0.001,"global-estimate","admin1",3218130.95211911,27283.6365219401
2024,52,0.001,"global-estimate","admin2",10087717.7218568,74104.1059141644
2024,52,0.001,"no-estimate","admin1",33589791.4863441,80302.0631669135
2024,52,0.001,"no-estimate","admin2",29132736.9529112,112467.65948391
2024,53,1e-04,"district-estimate","admin1",138000142.363525,141498.644357101
2024,53,1e-04,"district-estimate","admin2",110903897.913791,155991.803749597
2024,53,1e-04,"global-estimate","admin1",119784699.520188,135981.899740477
2024,53,1e-04,"global-estimate","admin2",97447869.4360328,151115.195819893
2024,53,1e-04,"no-estimate","admin1",248171712.629427,159987.858888513
2024,53,1e-04,"no-estimate","admin2",146356862.106008,161953.030919106
2024,53,2e-04,"district-estimate","admin1",85642129.1153408,121954.952393607
2024,53,2e-04,"district-estimate","admin2",68723105.6423173,140534.924468684
2024,53,2e-04,"global-estimate","admin1",63799528.9034564,103338.129284219
2024,53,2e-04,"global-estimate","admin2",50936395.0675697,126974.690634141
2024,53,2e-04,"no-estimate","admin1",138514141.594813,140751.810525623
2024,53,2e-04,"no-estimate","admin2",107259904.939612,153763.800501798
2024,53,0.001,"district-estimate","admin1",4419392.77353817,29415.1544532646
2024,53,0.001,"district-estimate","admin2",12132348.0006154,78796.2414664765
2024,53,0.001,"global-estimate","admin1",3401870.69537854,26654.0952342916
2024,53,0.001,"global-estimate","admin2",9322002.54160275,70436.8150232424
2024,53,0.001,"no-estimate","admin1",36340058.4619064,82396.6095771808
2024,53,0.001,"no-estimate","admin2",25903354.5957674,103493.727551297
2024,54,1e-04,"district-estimate","admin1",132728481.174857,134933.635110248
2024,54,1e-04,"district-estimate","admin2",105761236.852404,152536.750695814
2024,54,1e-04,"global-estimate","admin1",128147556.937021,133240.306676949
2024,54,1e-04,"global-estimate","admin2",92359975.3120899,147425.928796148
2024,54,1e-04,"no-estimate","admin1",243821361.215627,155979.117073559
2024,54,1e-04,"no-estimate","admin2",141032457.121052,158735.312469108
2024,54,2e-04,"district-estimate","admin1",80783811.949581,114437.562341752
2024,54,2e-04,"district-estimate","admin2",69165563.1649572,138879.710344667
2024,54,2e-04,"global-estimate","admin1",58872790.970862,107093.740595101
2024,54,2e-04,"global-estimate","admin2",49075692.1178569,133844.444479722
2024,54,2e-04,"no-estimate","admin1",135434233.107839,135397.671474869
2024,54,2e-04,"no-estimate","admin2",106094862.89187,151903.623884493
2024,54,0.001,"district-estimate","admin1",5324637.091185,29354.889437003
2024,54,0.001,"district-estimate","admin2",13338422.2278218,78110.5679665583
2024,54,0.001,"global-estimate","admin1",3218130.95211911,23570.3195746075
2024,54,0.001,"global-estimate","admin2",9962722.33259154,66053.039415588
2024,54,0.001,"no-estimate","admin1",33251774.1666222,74438.2505107205
2024,54,0.001,"no-estimate","admin2",27326076.0285289,103276.794062574
2024,55,1e-04,"district-estimate","admin1",147396644.146104,145421.275030055
2024,55,1e-04,"district-estimate","admin2",98916508.298246,155986.306530514
2024,55,1e-04,"global-estimate","admin1",123455605.852097,137884.287884739
2024,55,1e-04,"global-estimate","admin2",88412072.7076223,151433.248093684
2024,55,1e-04,"no-estimate","admin1",236023805.712314,160787.957019536
2024,55,1e-04,"no-estimate","admin2",139382489.887141,162802.087564235
2024,55,2e-04,"district-estimate","admin1",78475992.1003906,120167.035359738
2024,55,2e-04,"district-estimate","admin2",61468759.8047919,141533.943628424
2024,55,2e-04,"global-estimate","admin1",62415570.7037009,131191.948761143
2024,55,2e-04,"global-estimate","admin2",48720515.8722266,155226.244875606
2024,55,2e-04,"no-estimate","admin1",139711038.637559,142263.279033287
2024,55,2e-04,"no-estimate","admin2",101953537.139035,156039.587088762
2024,55,0.001,"district-estimate","admin1",4928324.15703397,32733.9248217382
2024,55,0.001,"district-estimate","admin2",13364564.2287221,89961.6460403429
2024,55,0.001,"global-estimate","admin1",3218130.95211911,26775.1461533345
2024,55,0.001,"global-estimate","admin2",10985271.45567,82007.4758166316
2024,55,0.001,"no-estimate","admin1",35753483.3157886,84371.585493397
2024,55,0.001,"no-estimate","admin2",26129031.7361533,110604.243425841
2024,56,1e-04,"district-estimate","admin1",131452811.911949,132410.942825154
2024,56,1e-04,"district-estimate","admin2",105061227.126104,148049.857934416
2024,56,1e-04,"global-estimate","admin1",123682107.793704,129612.486439777
2024,56,1e-04,"global-estimate","admin2",91145363.9475077,142997.882465917
2024,56,1e-04,"no-estimate","admin1",238481046.800277,152632.615201985
2024,56,1e-04,"no-estimate","admin2",146062858.425818,155179.699730628
2024,56,2e-04,"district-estimate","admin1",74180011.0370085,110730.714150464
2024,56,2e-04,"district-estimate","admin2",66977783.6036223,133697.736657368
2024,56,2e-04,"global-estimate","admin1",58718218.32559,91488.2303827315
2024,56,2e-04,"global-estimate","admin2",45055297.1127822,113292.299925706
2024,56,2e-04,"no-estimate","admin1",139643112.273564,134272.405065955
2024,56,2e-04,"no-estimate","admin2",108679014.768704,148092.144330725
2024,56,0.001,"district-estimate","admin1",4225677.27733904,22419.2493214216
2024,56,0.001,"district-estimate","admin2",9854244.53163787,71103.3521034296
2024,56,0.001,"global-estimate","admin1",2867157.40420313,15937.1807676163
2024,56,0.001,"global-estimate","admin2",9536796.30577296,65475.2760006238
2024,56,0.001,"no-estimate","admin1",36310432.2607712,80876.9486701992
2024,56,0.001,"no-estimate","admin2",26597867.3185865,99733.3226736996
2024,57,1e-04,"district-estimate","admin1",143458721.863247,155971.982164908
2024,57,1e-04,"district-estimate","admin2",105541073.318815,168881.954268542
2024,57,1e-04,"global-estimate","admin1",121639982.434204,148797.465981869
2024,57,1e-04,"global-estimate","admin2",96719059.3401096,165432.51562595
2024,57,1e-04,"no-estimate","admin1",247032856.341941,173875.224733765
2024,57,1e-04,"no-estimate","admin2",143409586.805683,175494.885738295
2024,57,2e-04,"district-estimate","admin1",82687189.786823,134100.583265364
2024,57,2e-04,"district-estimate","admin2",68491888.324659,154347.553318178
2024,57,2e-04,"global-estimate","admin1",71205892.2000898,157106.089602365
2024,57,2e-04,"global-estimate","admin2",47891066.8643674,171797.876140476
2024,57,2e-04,"no-estimate","admin1",132189626.710721,152228.648316322
2024,57,2e-04,"no-estimate","admin2",107200671.472493,168558.733865237
2024,57,0.001,"district-estimate","admin1",2678947.10757972,25466.5855653859
2024,57,0.001,"district-estimate","admin2",15273287.7610731,96917.2360394615
2024,57,0.001,"global-estimate","admin1",2678947.10757972,25466.5855653859
2024,57,0.001,"global-estimate","admin2",12536313.5312443,87019.791598244
2024,57,0.001,"no-estimate","admin1",37427148.4756063,89894.6315704785
2024,57,0.001,"no-estimate","admin2",29281243.3817901,120849.247525501
2024,58,1e-04,"district-estimate","admin1",137995265.818185,145234.398468641
2024,58,1e-04,"district-estimate","admin2",103511866.240252,160191.507028926
2024,58,1e-04,"global-estimate","admin1",122670370.110829,140165.955229388
2024,58,1e-04,"global-estimate","admin2",91326422.352902,155720.295145445
2024,58,1e-04,"no-estimate","admin1",243315833.539518,165256.021910945
2024,58,1e-04,"no-estimate","admin2",144474770.887384,167845.884976929
2024,58,2e-04,"district-estimate","admin1",83604735.3091367,125573.200586918
2024,58,2e-04,"district-estimate","admin2",68564394.9883614,147250.431413405
2024,58,2e-04,"global-estimate","admin1",66422340.0218411,124369.687144836
2024,58,2e-04,"global-estimate","admin2",52363645.8041789,147596.305266065
2024,58,2e-04,"no-estimate","admin1",148016992.582021,147543.25021944
2024,58,2e-04,"no-estimate","admin2",107843192.779444,160781.460312771
2024,58,0.001,"district-estimate","admin1",6107544.56896364,37871.2884835647
2024,58,0.001,"district-estimate","admin2",14504712.779415,89822.0203322546
2024,58,0.001,"global-estimate","admin1",2678947.10757972,26778.5137850242
2024,58,0.001,"global-estimate","admin2",11984132.8065913,81560.1319950762
2024,58,0.001,"no-estimate","admin1",37427148.4756063,87159.8063587071
2024,58,0.001,"no-estimate","admin2",28626145.84384,113455.91754828
2024,59,1e-04,"district-estimate","admin1",162816854.516536,158050.544096121
2024,59,1e-04,"district-estimate","admin2",105139959.076933,168405.137251509
2024,59,1e-04,"global-estimate","admin1",120202915.04183,145894.001338223
2024,59,1e-04,"global-estimate","admin2",97836443.0878625,165653.29345022
2024,59,1e-04,"no-estimate","admin1",239469652.303161,171784.2099446
2024,59,1e-04,"no-estimate","admin2",143073547.627705,175025.958799088
2024,59,2e-04,"district-estimate","admin1",78697804.6432044,128657.919390364
2024,59,2e-04,"district-estimate","admin2",70872332.3853041,155437.127089051
2024,59,2e-04,"global-estimate","admin1",61295954.9384454,147521.652996075
2024,59,2e-04,"global-estimate","admin2",50503711.4357969,169748.295496047
2024,59,2e-04,"no-estimate","admin1",141406704.437725,152108.937696224
2024,59,2e-04,"no-estimate","admin2",106286017.968714,168070.67575181
2024,59,0.001,"district-estimate","admin1",5142892.83912464,38522.6992397215
2024,59,0.001,"district-estimate","admin2",13761786.3059228,92337.9256839276
2024,59,0.001,"global-estimate","admin1",3939635.52650651,34075.3404530343
2024,59,0.001,"global-estimate","admin2",12092191.1084264,85979.1457584478
2024,59,0.001,"no-estimate","admin1",32752474.418279,87912.2666725126
2024,59,0.001,"no-estimate","admin2",27702885.9433302,117705.841990996
2024,60,1e-04,"district-estimate","admin1",142147308.463729,138983.424477787
2024,60,1e-04,"district-estimate","admin2",105398857.380588,154191.316111564
2024,60,1e-04,"global-estimate","admin1",113610403.728558,130350.396983763
2024,60,1e-04,"global-estimate","admin2",93575069.321562,149544.788065593
2024,60,1e-04,"no-estimate","admin1",235877794.663865,156541.108909735
2024,60,1e-04,"no-estimate","admin2",143480533.653535,160544.122564828
2024,60,2e-04,"district-estimate","admin1",86570054.5029884,119047.977687137
2024,60,2e-04,"district-estimate","admin2",67869182.6023473,139699.7645552
2024,60,2e-04,"global-estimate","admin1",65069316.4326291,119028.54255489
2024,60,2e-04,"global-estimate","admin2",50028745.5443982,141376.114809284
2024,60,2e-04,"no-estimate","admin1",135674017.837772,136909.260213127
2024,60,2e-04,"no-estimate","admin2",106513101.547068,153783.335545433
2024,60,0.001,"district-estimate","admin1",5449589.67993126,31761.5085031889
2024,60,0.001,"district-estimate","admin2",15012413.3306936,82658.5766479716
2024,60,0.001,"global-estimate","admin1",3218130.95211911,25725.2486634157
2024,60,0.001,"global-estimate","admin2",10083797.0909131,67972.6085938011
2024,60,0.001,"no-estimate","admin1",30219528.1162919,71297.4555265806
2024,60,0.001,"no-estimate","admin2",27660577.1332525,103893.905036305
2024,61,1e-04,"district-estimate","admin1",133844152.692851,134156.042787898
2024,61,1e-04,"district-estimate","admin2",110897629.463264,149556.535596276
2024,61,1e-04,"global-estimate","admin1",119526599.615225,129401.566989485
2024,61,1e-04,"global-estimate","admin2",91532588.9962094,142334.06866186
2024,61,1e-04,"no-estimate","admin1",245026657.260303,153157.87796312
2024,61,1e-04,"no-estimate","admin2",144179927.559228,155001.494495222
2024,61,2e-04,"district-estimate","admin1",82145476.9343916,114753.66436309
2024,61,2e-04,"district-estimate","admin2",67418722.3061203,133503.219204016
2024,61,2e-04,"global-estimate","admin1",62990001.083199,113063.17354339
2024,61,2e-04,"global-estimate","admin2",47292740.5027286,131111.877366125
2024,61,2e-04,"no-estimate","admin1",142930351.413731,136029.235793144
2024,61,2e-04,"no-estimate","admin2",108053774.209705,148031.419894647
2024,61,0.001,"district-estimate","admin1",3939635.52650651,26112.9124470926
2024,61,0.001,"district-estimate","admin2",11922500.931606,72627.6058337585
2024,61,0.001,"global-estimate","admin1",3401870.69537854,24527.9090859569
