"ISO","confirmation_lens","admin_level","threshold","targeted_admins","mean_true_ir","mean_confirmed_ir"
"BDI","no-estimate","admin1",2e-04,"Bururi, Makamba, Rutana, Bubanza",0.000112889289815194,0.000210240608628483
"BDI","no-estimate","admin2",1e-04,"Gihanga, Bugarama, Mutimbuzi, Lake Tanganyika, Rumonge, Mugina, Rugombo, Nyanza-Lac, Giharo, Mpinga-Kayove, Buterere, Buganda, Bukemba, Musaga, Buyenze, Murwi, Kinindo, Bwiza, Kayogoro, Kinama",0.000126465485884152,0.000260951283955618
"BDI","no-estimate","admin2",2e-04,"Gihanga, Mutimbuzi, Lake Tanganyika, Rumonge, Rugombo, Nyanza-Lac, Giharo, Bugarama, Mpinga-Kayove, Buterere, Bukemba",0.000190425656656071,0.000395844889704036
"BDI","no-estimate","admin2",0.001,"Lake Tanganyika, Nyanza-Lac, Gihanga",0.000262656215033137,0.000527670066579324
"BEN","district-estimate","admin1",1e-04,"Atakora",5.84902609690376e-05,5.84902609690376e-05
"BEN","district-estimate","admin2",1e-04,"Toucountouna, Dassa-Zoumè, Bonou, Savalou, Allada, Tchaourou, Abomey-Calavi, Djougou",0.000123276272707553,0.000123276272707553
"BEN","district-estimate","admin2",2e-04,"Toucountouna, Dassa-Zoumè, Bonou, Savalou",0.000193760010638074,0.000193760010638074
"BEN","global-estimate","admin2",1e-04,"Toucountouna, Dassa-Zoumè, Savalou, Bonou, Djougou",0.000163013085817485,0.000128880798584725
"BEN","global-estimate","admin2",2e-04,"Toucountouna, Savalou, Bonou, Djougou, Allada, Dassa-Zoumè",0.000190243519307661,0.00015033716444599
"BEN","no-estimate","admin1",1e-04,"Atakora, Atlantique, Littoral, Collines, Donga",4.11265572456072e-05,7.94791797414568e-05
"BEN","no-estimate","admin2",1e-04,"Toucountouna, Abomey-Calavi, Allada, Ouidah, Dassa-Zoumè, Savalou, Cotonou, Bonou, Djougou, Tchaourou, Sèmè-Kpodji, Covè, Grand-Popo, Kouandé, Tori-Bossito",7.83187389157242e-05,0.000157402900089944
"BEN","no-estimate","admin2",2e-04,"Toucountouna, Dassa-Zoumè, Bonou, Savalou, Djougou",0.000163013085817485,0.000318029114919264
"BEN","no-estimate","admin2",0.001,"Toucountouna",0.00045765006235037,0.000863356589914823
"BFA","district-estimate","admin2",1e-04,"Yagha, Séno",3.01055165459724e-05,3.01055165459724e-05
"BFA","no-estimate","admin2",1e-04,"Yagha, Séno, Oudalan",2.76795257868599e-05,6.04876002890541e-05
"CAF","district-estimate","admin1",1e-04,"Lobaye",0.000138552597769805,0.000138552597769805
"CAF","district-estimate","admin1",2e-04,"Lobaye",0.000138552597769805,0.000138552597769805
"CAF","district-estimate","admin2",1e-04,"M'Baïki, Mongoumba, Boali",0.000222319851918986,0.000222319851918986
"CAF","district-estimate","admin2",2e-04,"Mongoumba, M'Baïki",0.0003329967939925,0.0003329967939925
"CAF","district-estimate","admin2",0.001,"Mongoumba",0.000502732936575122,0.000502732936575122
"CAF","global-estimate","admin1",1e-04,"Lobaye",0.000138953817951958,0.000129203678754236
"CAF","global-estimate","admin1",2e-04,"Lobaye",0.000218044210315858,0.000141865056942175
"CAF","global-estimate","admin2",1e-04,"M'Baïki, Mongoumba, Boali",0.000227223979330172,0.000202729724921856
"CAF","global-estimate","admin2",2e-04,"M'Baïki, Mongoumba",0.00062855982723346,0.000544254563708305
"CAF","global-estimate","admin2",0.001,"Mongoumba",0.000502732936575122,0.000442471692976862
"CAF","no-estimate","admin1",1e-04,"Lobaye",0.000138953817951958,0.000387722660606444
"CAF","no-estimate","admin1",2e-04,"Lobaye",0.000138953817951958,0.000387722660606444
"CAF","no-estimate","admin2",1e-04,"M'Baïki, Mongoumba, Bimbo, Rafaï, Damara, Dékoa, Boali",0.000101534073787998,0.000268498008727072
"CAF","no-estimate","admin2",2e-04,"M'Baïki, Mongoumba, Boali",0.000227223979330172,0.000608364321268504
"CAF","no-estimate","admin2",0.001,"Mongoumba",0.000517352661931473,0.00136553718128049
"CIV","district-estimate","admin1",1e-04,"Yamoussoukro",0.000207068305245346,0.000207068305245346
"CIV","district-estimate","admin1",2e-04,"Yamoussoukro",0.000207068305245346,0.000207068305245346
"CIV","district-estimate","admin2",1e-04,"Yamoussoukro, La Mé",0.000147211500349717,0.000147211500349717
"CIV","district-estimate","admin2",2e-04,"Yamoussoukro, La Mé",0.000147211500349717,0.000147211500349717
"CIV","global-estimate","admin1",1e-04,"Yamoussoukro",0.000207068305245346,0.0001535215813133
"CIV","global-estimate","admin1",2e-04,"Yamoussoukro",0.00032957016540486,0.000142242426517652
"CIV","global-estimate","admin2",1e-04,"Yamoussoukro, La Mé",0.000147211500349717,0.00012571650084114
"CIV","global-estimate","admin2",2e-04,"Yamoussoukro, La Mé",0.000223864953450747,0.000174567835028657
"CIV","no-estimate","admin1",1e-04,"Yamoussoukro, Lagunes",0.000120081856169042,0.000236503227817698
"CIV","no-estimate","admin1",2e-04,"Yamoussoukro",0.000207068305245346,0.000383487466922844
"CIV","no-estimate","admin2",1e-04,"La Mé, Yamoussoukro, Sud Comoé, San-Pédro, Agnéby-Tiassa",7.12931731943732e-05,0.000145964202229513
"CIV","no-estimate","admin2",2e-04,"La Mé, Yamoussoukro",0.000147211500349717,0.000314032086209341
"CMR","district-estimate","admin1",1e-04,"Adamaoua, Extrême-Nord, Littoral, Nord, Ouest, Sud-Ouest, Centre",0.00026009867746562,0.00026009867746562
"CMR","district-estimate","admin1",2e-04,"Adamaoua, Extrême-Nord, Nord, Sud-Ouest, Littoral, Ouest",0.000288420876189839,0.000288420876189839
"CMR","district-estimate","admin1",0.001,"Nord",0.000522411453865488,0.000522411453865488
"CMR","district-estimate","admin2",1e-04,"Vina, Lekié, Mefou et Akono, Logone et Chari, Mayo Danay, Mayo Kani, Mayo Tsanaga, Moungo, Sanaga Maritime, Wouri, Bénoué, Mayo Louti, Mayo Rey, Noun, Fako, Meme, Diamaré, Mayo Sava, Mifi, Mfoundi, Nyong et Kéllé, Nkam, Djerem, Nyong et So'o, Océan, Dja et Lobo",0.000271164800584579,0.000271164800584579
"CMR","district-estimate","admin2",2e-04,"Vina, Lekié, Logone et Chari, Mayo Danay, Mayo Kani, Mayo Tsanaga, Moungo, Bénoué, Mayo Louti, Noun, Fako, Meme, Mefou et Akono, Mayo Rey, Wouri, Sanaga Maritime, Océan, Nkam",0.000363605206387778,0.000363605206387778
"CMR","district-estimate","admin2",0.001,"Mayo Danay, Bénoué, Fako, Vina, Sanaga Maritime, Mayo Kani",0.000652102943865143,0.000652102943865143
"CMR","global-estimate","admin1",1e-04,"Adamaoua, Extrême-Nord, Nord, Sud-Ouest, Littoral, Ouest, Centre",0.000260475754970535,0.000213915134104497
"CMR","global-estimate","admin1",2e-04,"Extrême-Nord, Nord, Sud-Ouest, Adamaoua, Ouest, Littoral",0.000452857508449118,0.000222476181677054
"CMR","global-estimate","admin1",0.001,"Nord",0.000522411453865488,0.000518335068424184
"CMR","global-estimate","admin2",1e-04,"Vina, Lekié, Mefou et Akono, Logone et Chari, Mayo Danay, Mayo Kani, Mayo Tsanaga, Moungo, Sanaga Maritime, Bénoué, Mayo Louti, Noun, Fako, Meme, Mayo Sava, Wouri, Mayo Rey, Diamaré, Mifi, Mfoundi, Nkam, Djerem, Océan, Dja et Lobo",0.000290152762784423,0.000218559495332811
"CMR","global-estimate","admin2",2e-04,"Vina, Lekié, Mefou et Akono, Logone et Chari, Mayo Danay, Mayo Tsanaga, Bénoué, Mayo Louti, Noun, Fako, Moungo, Sanaga Maritime, Mayo Rey, Meme, Mayo Kani, Diamaré, Mifi, Wouri, Djerem, Mayo Sava, Mfoundi, Nyong et Kéllé, Haute Sanaga, Nkam",0.00040770183182889,0.000308243430001972
"CMR","global-estimate","admin2",0.001,"Bénoué, Mayo Danay, Fako, Sanaga Maritime",0.000744380633899703,0.000638150797762893
"CMR","no-estimate","admin1",1e-04,"Adamaoua, Centre, Extrême-Nord, Littoral, Nord, Ouest, Sud-Ouest, Sud",0.00023000911761737,0.000601972701838927
"CMR","no-estimate","admin1",2e-04,"Adamaoua, Centre, Extrême-Nord, Littoral, Nord, Ouest, Sud-Ouest",0.000260475754970535,0.000682784263313114
"CMR","no-estimate","admin1",0.001,"Nord, Sud-Ouest, Littoral, Extrême-Nord",0.00034689741423445,0.000946056759230639
"CMR","no-estimate","admin2",1e-04,"Djerem, Vina, Lekié, Mefou et Akono, Mfoundi, Diamaré, Logone et Chari, Mayo Danay, Mayo Kani, Mayo Sava, Mayo Tsanaga, Moungo, Sanaga Maritime, Wouri, Bénoué, Mayo Louti, Mayo Rey, Mifi, Noun, Fako, Meme, Nyong et Kéllé, Nyong et So'o, Mefou et Afamba, Koupé Manengouba, Haute Sanaga, Koung Khi, Ndian, Nkam, Dja et Lobo, Océan, Nyong et Mfoumou",0.000226654824950699,0.000539141807970141
"CMR","no-estimate","admin2",2e-04,"Vina, Lekié, Mefou et Akono, Mfoundi, Logone et Chari, Mayo Danay, Mayo Kani, Mayo Tsanaga, Moungo, Sanaga Maritime, Wouri, Bénoué, Mayo Louti, Mayo Rey, Noun, Fako, Meme, Mayo Sava, Diamaré, Mifi, Nkam, Koung Khi, Djerem, Océan, Dja et Lobo, Nyong et Kéllé",0.000271147302874208,0.000649169500518635
"CMR","no-estimate","admin2",0.001,"Vina, Mayo Danay, Bénoué, Fako, Mayo Kani, Sanaga Maritime, Logone et Chari",0.000597076858612343,0.00150971841244817
"COD","district-estimate","admin1",1e-04,"Équateur, Haut-Katanga, Haut-Lomami, Ituri, Kasaï-Central, Maï-Ndombe, Nord-Kivu, Sud-Kivu, Tanganyika, Sud-Ubangi, Tshuapa",0.000382225364517158,0.000382225364517158
"COD","district-estimate","admin1",2e-04,"Haut-Katanga, Kasaï-Central, Maï-Ndombe, Nord-Kivu, Sud-Kivu, Tanganyika, Équateur, Haut-Lomami, Ituri",0.000460997045495723,0.000460997045495723
"COD","district-estimate","admin1",0.001,"Tanganyika, Kasaï-Central",0.00118823512109789,0.00118823512109789
"COD","district-estimate","admin2",1e-04,"Bolomba, Bomongo, Mbandaka, Kambove, Kipushi, Likasi, Mitwaba, Pweto, Sakania, Bukama, Malemba-Nkulu, Irumu, Mahagi, Kazumba, Moanda, Moanda (ville), Mangai, Bolobo, Bolobo (ville), Yumbi, Pangi, Goma, Masisi, Nyiragongo, Oicha, Rutshuru, Rutshuru (ville), Walikale, Yakoma, Bukavu, Fizi, Kabare, Kalehe, Kamituga, Mwenga, Uvira, Uvira (ville), Kalemie, Kalemie (ville), Kaoze, Moba, Befale, Bambesa, Makanza, Kasenga, Kasangulu (ville), Lubero, Idjwi, Isangi, Isangi (ville), Lubutu, Kole, Lukolela, Baraka, Kongolo, Manono (ville), Yahuma, Ubundu, Bumba (ville), Aketi, Kwamouth, Shabunda, Kungu, Manono, Yangambi, Bokungu, Monkoto, Butembo, Zongo, Ikela, Kabalo, Djugu, Kapanga, Lubutu (ville), Libenge, Nyunzu, Bondo (ville), Lukula, Bikoro, Mushie, Lubudi, Kongolo (ville), Bosobolo, Budjala, Nioki",0.000831184527105785,0.000831184527105785
"COD","district-estimate","admin2",2e-04,"Bolomba, Bomongo, Mbandaka, Kipushi, Likasi, Mitwaba, Pweto, Sakania, Malemba-Nkulu, Irumu, Kazumba, Moanda, Moanda (ville), Mangai, Bolobo, Bolobo (ville), Yumbi, Goma, Masisi, Fizi, Kabare, Kalehe, Mwenga, Uvira, Uvira (ville), Kalemie, Kalemie (ville), Kaoze, Moba, Mahagi, Nyiragongo, Oicha, Walikale, Kamituga, Kambove, Rutshuru, Rutshuru (ville), Baraka, Bukama, Makanza, Pangi, Kasangulu (ville), Bukavu, Bambesa, Manono (ville), Kasenga, Kwamouth, Shabunda, Kungu, Yangambi, Bokungu, Monkoto, Isangi, Isangi (ville), Lukolela, Kapanga, Djugu, Libenge, Kabalo, Nyunzu, Ubundu, Lubutu, Manono, Lubutu (ville), Idjwi, Kongolo (ville), Kongolo, Aketi, Mushie, Nioki",0.00100228458570871,0.00100228458570871
"COD","district-estimate","admin2",0.001,"Kipushi, Kazumba, Bolobo (ville), Yumbi, Masisi, Uvira (ville), Kalemie, Kalemie (ville), Kaoze, Moba, Kalehe, Fizi, Bolobo, Pweto, Baraka, Kamituga, Yangambi, Bukama, Moanda, Mitwaba",0.003109378161239,0.003109378161239
"COD","global-estimate","admin1",1e-04,"Équateur, Haut-Katanga, Haut-Lomami, Ituri, Kasaï-Central, Maï-Ndombe, Nord-Kivu, Sud-Kivu, Tanganyika",0.000460897768487696,0.000374100337108782
"COD","global-estimate","admin1",2e-04,"Équateur, Haut-Katanga, Kasaï-Central, Nord-Kivu, Sud-Kivu, Tanganyika, Maï-Ndombe, Haut-Lomami, Ituri",0.000392423561086501,0.000488649012132384
"COD","global-estimate","admin1",0.001,"Tanganyika",0.00142449586984884,0.00107640264495683
"COD","global-estimate","admin2",1e-04,"Bolomba, Bomongo, Lukolela, Makanza, Mbandaka, Kambove, Kipushi, Likasi, Mitwaba, Pweto, Sakania, Bukama, Malemba-Nkulu, Irumu, Mahagi, Kazumba, Kasangulu (ville), Moanda, Moanda (ville), Mangai, Bolobo, Bolobo (ville), Yumbi, Pangi, Goma, Masisi, Nyiragongo, Oicha, Rutshuru, Rutshuru (ville), Walikale, Yakoma, Kole, Bukavu, Fizi, Idjwi, Kabare, Kalehe, Kamituga, Mwenga, Uvira, Uvira (ville), Kalemie, Kalemie (ville), Kaoze, Moba, Isangi, Isangi (ville), Befale, Bambesa, Manono (ville), Baraka, Yangambi, Kasenga, Mahagi (ville), Kwamouth, Shabunda, Kungu, Ubundu, Bokungu, Manono, Monkoto, Butembo, Aketi, Yahuma, Djugu, Kapanga, Lubutu, Libenge, Nyunzu, Kabalo, Lubutu (ville), Kongolo, Lubero, Mushie, Kongolo (ville), Bosobolo, Bumba (ville), Nioki",0.000885472413787421,0.000689702869443915
"COD","global-estimate","admin2",2e-04,"Bambesa, Bomongo, Makanza, Mbandaka, Kambove, Kipushi, Mitwaba, Pweto, Malemba-Nkulu, Mahagi, Kazumba, Kasangulu (ville), Moanda, Mangai, Bolobo, Bolobo (ville), Yumbi, Goma, Masisi, Nyiragongo, Rutshuru, Rutshuru (ville), Walikale, Bukavu, Fizi, Kalehe, Kamituga, Uvira, Uvira (ville), Kalemie, Kalemie (ville), Kaoze, Moba, Bolomba, Sakania, Bukama, Moanda (ville), Kole, Manono (ville), Isangi (ville), Oicha, Likasi, Irumu, Kabare, Mwenga, Baraka, Kongolo, Bumba (ville), Lubero, Idjwi, Pangi, Yakoma, Kapanga, Shabunda, Yangambi, Bokungu, Kasenga, Kwamouth, Monkoto, Ubundu, Kungu, Isangi, Lukolela, Lubutu, Manono, Nyunzu, Lubutu (ville), Yahuma, Libenge, Djugu, Bikoro, Bosobolo, Kongolo (ville), Boende (ville), Mushie, Aketi",0.000747498211410709,0.000580736806417965
"COD","global-estimate","admin2",0.001,"Kipushi, Kazumba, Bolobo (ville), Yumbi, Masisi, Kalehe, Uvira (ville), Kalemie, Kalemie (ville), Kaoze, Moba, Baraka, Fizi, Kamituga, Bolobo",0.00404724223096157,0.00300518692958966
"COD","no-estimate","admin1",1e-04,"Équateur, Haut-Katanga, Haut-Lomami, Ituri, Kasaï-Central, Maï-Ndombe, Nord-Kivu, Sud-Kivu, Tanganyika, Sud-Ubangi, Tshuapa, Tshopo, Bas-Uélé, Lualaba",0.000305220964381805,0.000516695801922801
"COD","no-estimate","admin1",2e-04,"Équateur, Haut-Katanga, Haut-Lomami, Ituri, Kasaï-Central, Maï-Ndombe, Nord-Kivu, Sud-Kivu, Tanganyika, Sud-Ubangi",0.000416784999059873,0.000699479888815091
"COD","no-estimate","admin1",0.001,"Kasaï-Central, Tanganyika, Sud-Kivu, Maï-Ndombe",0.000748633778196762,0.00117622337795998
"COD","no-estimate","admin2",1e-04,"Aketi, Bambesa, Bolomba, Bomongo, Lukolela, Makanza, Mbandaka, Kambove, Kasenga, Kipushi, Likasi, Mitwaba, Pweto, Sakania, Bukama, Malemba-Nkulu, Irumu, Mahagi, Kazumba, Kasangulu (ville), Moanda, Moanda (ville), Mangai, Bolobo, Bolobo (ville), Yumbi, Lubutu, Pangi, Lisala, Goma, Lubero, Masisi, Nyiragongo, Oicha, Rutshuru, Rutshuru (ville), Walikale, Yakoma, Kole, Bukavu, Fizi, Idjwi, Kabare, Kalehe, Kamituga, Mwenga, Uvira, Uvira (ville), Kabalo, Kalemie, Kalemie (ville), Kaoze, Kongolo, Manono (ville), Moba, Isangi, Isangi (ville), Ubundu, Yahuma, Befale, Bokungu, Bikoro, Kapanga, Bumba (ville), Nioki, Shabunda, Gemena (ville), Baraka, Lisala (ville), Yangambi, Mahagi (ville), Mobayi-Mbongo (ville), Basankusu (ville), Lubudi, Lubutu (ville), Isiro, Kwamouth, Butembo, Budjala, Kungu, Zongo, Manono, Monkoto, Djugu, Ikela, Boende, Mushie, Ango, Ingende, Bondo, Mutshatsha, Kasangulu, Bondo (ville), Libenge, Nyunzu, Lukula, Kongolo (ville), Djolu, Bongandanga, Lomela, Bosobolo, Shabunda (ville), Lubao (ville), Inongo",0.000677973997037697,0.00109261459834957
"COD","no-estimate","admin2",2e-04,"Bolomba, Bomongo, Lukolela, Makanza, Mbandaka, Kambove, Kipushi, Likasi, Mitwaba, Pweto, Sakania, Bukama, Malemba-Nkulu, Irumu, Mahagi, Kazumba, Kasangulu (ville), Moanda, Moanda (ville), Mangai, Bolobo, Bolobo (ville), Yumbi, Pangi, Goma, Masisi, Nyiragongo, Oicha, Rutshuru, Rutshuru (ville), Walikale, Yakoma, Kole, Bukavu, Fizi, Idjwi, Kabare, Kalehe, Kamituga, Mwenga, Uvira, Uvira (ville), Kalemie, Kalemie (ville), Kaoze, Moba, Isangi, Isangi (ville), Befale, Bambesa, Manono (ville), Kasenga, Baraka, Yangambi, Yahuma, Mobayi-Mbongo (ville), Ubundu, Mahagi (ville), Lubutu, Kwamouth, Shabunda, Kungu, Manono, Bokungu, Monkoto, Butembo, Nioki, Aketi, Djugu, Kapanga, Lubero, Libenge, Nyunzu, Lubutu (ville), Kongolo, Kabalo, Bondo (ville), Bikoro, Mushie, Kongolo (ville), Bosobolo, Bumba (ville)",0.00085360448910326,0.00137385095666105
"COD","no-estimate","admin2",0.001,"Bolomba, Kipushi, Kazumba, Bolobo, Bolobo (ville), Yumbi, Masisi, Fizi, Kalehe, Uvira (ville), Kalemie, Kalemie (ville), Kaoze, Moba, Goma, Baraka, Kamituga, Pweto, Kambove, Mitwaba, Bukama, Moanda, Rutshuru (ville), Yangambi, Bomongo, Kasenga, Sakania, Irumu, Lubutu (ville), Malemba-Nkulu, Lukolela, Kongolo (ville)",0.0020286828271564,0.00316824323134349
"COG","district-estimate","admin1",1e-04,"Kouilou, Likouala, Pointe Noire",0.000246668737889611,0.000246668737889611
"COG","district-estimate","admin1",2e-04,"Likouala, Pointe Noire, Kouilou",0.000246668737889611,0.000246668737889611
"COG","district-estimate","admin1",0.001,"Likouala",0.000298658507014496,0.000298658507014496
"COG","district-estimate","admin2",1e-04,"Loandjili, Dongou, Impfondo, Pointe Noire, Gamboma, Epéna",0.000390725552279259,0.000390725552279259
"COG","district-estimate","admin2",2e-04,"Loandjili, Impfondo, Pointe Noire, Dongou, Epéna",0.000451236030584234,0.000451236030584234
"COG","district-estimate","admin2",0.001,"Impfondo, Dongou, Epéna",0.000588288618013729,0.000588288618013729
"COG","global-estimate","admin1",1e-04,"Kouilou, Likouala, Pointe Noire",0.000246620741076776,0.000281353358912717
"COG","global-estimate","admin1",2e-04,"Pointe Noire, Kouilou, Likouala",0.000316920540698713,0.000206444998243125
"COG","global-estimate","admin2",1e-04,"Loandjili, Dongou, Impfondo, Pointe Noire, Epéna",0.000451026609309521,0.000349190791670734
"COG","global-estimate","admin2",2e-04,"Loandjili, Impfondo, Pointe Noire, Dongou, Gamboma, Epéna",0.000337916456353903,0.000264178875757311
"COG","global-estimate","admin2",0.001,"Impfondo",0.00157818122806689,0.000973733494388419
"COG","no-estimate","admin1",1e-04,"Kouilou, Likouala, Pointe Noire",0.000246620741076776,0.000592945466411707
"COG","no-estimate","admin1",2e-04,"Kouilou, Likouala, Pointe Noire",0.000246620741076776,0.000592945466411707
"COG","no-estimate","admin1",0.001,"Pointe Noire, Likouala",0.000283056562504075,0.000655087589945015
"COG","no-estimate","admin2",1e-04,"Loandjili, Dongou, Impfondo, Gamboma, Pointe Noire, Epéna",0.000390551034550332,0.000640853831502283
"COG","no-estimate","admin2",2e-04,"Loandjili, Dongou, Impfondo, Pointe Noire, Gamboma, Epéna",0.000390551034550332,0.000640853831502283
"COG","no-estimate","admin2",0.001,"Impfondo, Pointe Noire, Dongou, Epéna",0.000507857577514617,0.000772274835949514
