"ISO","confirmation_lens","admin_level","threshold","targeted_admins","mean_true_ir","mean_confirmed_ir"
"ETH","district-estimate","admin1",1e-04,"Tigray, Dire Dawa, Amhara, Harari People",4.44120860667249e-05,4.44120860667249e-05
"ETH","district-estimate","admin1",2e-04,"Tigray",0.000107588384297306,0.000107588384297306
"ETH","district-estimate","admin2",1e-04,"Semen Gondar, Wag Himra, Kelem Wellega, Misraq Shewa, Debubawi, Afar Zone 3, Liben, Mirab Gojjam, Gedeo, Argoba, Siti, Mehakelegnaw, Misraqawi, Agew Awi, Guji, Misraq Harerge, Bahir Dar Special Zone, Afar Zone 5, Oromia, Misraq Gojjam, Semen Wello, Debub Gondar, Mirab Welega, Agnuak, Mirab Shewa, Debub Wollo, Kemashi, North Shewa, Afar Zone 2, Afar Zone 4, Dire Dawa, Horo Guduru, Hareri",4.66812565373112e-05,4.66812565373112e-05
"ETH","district-estimate","admin2",2e-04,"Semen Gondar, Wag Himra, Misraq Shewa, Debubawi, Mirab Gojjam, Mehakelegnaw, Misraqawi, Afar Zone 3, Kelem Wellega, Agew Awi, Siti, Oromia, Argoba, Afar Zone 5, Bahir Dar Special Zone, Mirab Shewa, Debub Wollo, Kemashi, North Shewa, Semen Wello, Liben",6.66483322763697e-05,6.66483322763697e-05
"ETH","district-estimate","admin2",0.001,"Argoba, Misraqawi, Bahir Dar Special Zone",9.26315965059437e-06,9.26315965059437e-06
"ETH","global-estimate","admin1",1e-04,"Tigray, Harari People",5.63153588400294e-05,3.64315038429652e-05
"ETH","global-estimate","admin1",2e-04,"Tigray",0.000103720038357357,6.74239859595114e-05
"ETH","global-estimate","admin2",1e-04,"Semen Gondar, Wag Himra, Misraq Shewa, Debubawi, Mirab Gojjam, Kelem Wellega, Argoba, Siti, Mehakelegnaw, Misraqawi, Afar Zone 3, Agew Awi, Guji, Afar Zone 5, Oromia, Misraq Gojjam, Bahir Dar Special Zone, Debub Wollo, Mirab Shewa, Kemashi, North Shewa, Semen Wello, Liben, Mirab Welega, Horo Guduru, Hareri",5.6668072389695e-05,4.76327618461263e-05
"ETH","global-estimate","admin2",2e-04,"Afar Zone 3, Wag Himra, Misraq Shewa, Debubawi, Semen Gondar, Misraqawi, Mirab Gojjam, Mehakelegnaw, Siti, Kelem Wellega, Agew Awi, Argoba, Debub Wollo, Mirab Shewa, North Shewa, Bahir Dar Special Zone, Liben, Afar Zone 5",8.89533632334031e-05,7.89063325813815e-05
"ETH","global-estimate","admin2",0.001,"Misraqawi, Bahir Dar Special Zone",9.78033151691903e-07,6.27118023396102e-07
"ETH","no-estimate","admin1",1e-04,"Amhara, Tigray, Harari People, Dire Dawa, Afar, Gambela Peoples",3.31276150239707e-05,5.95975104384334e-05
"ETH","no-estimate","admin1",2e-04,"Tigray, Harari People",5.63153588400294e-05,9.21769369945196e-05
"ETH","no-estimate","admin2",1e-04,"Afar Zone 3, Semen Gondar, Wag Himra, Kelem Wellega, Misraq Shewa, Liben, Gedeo, Debubawi, Guji, Mirab Gojjam, Argoba, Hareri, Oromia, Debub Gondar, Afar Zone 5, Agew Awi, Misraq Gojjam, Siti, Mehakelegnaw, Misraqawi, Mirab Hararghe, Misraq Harerge, Mirab Shewa, Dire Dawa, Bahir Dar Special Zone, Horo Guduru, Semen Wello, Mirab Welega, Amaro, North Shewa, Arsi, Jimma, Misraq Wellega, Agnuak, Debub Wollo, Afar Zone 4, Kemashi, Afar Zone 2, Nuer, Asosa",4.02034677120328e-05,8.63491237938106e-05
"ETH","no-estimate","admin2",2e-04,"Semen Gondar, Wag Himra, Misraq Shewa, Debubawi, Kelem Wellega, Mirab Gojjam, Afar Zone 3, Argoba, Siti, Mehakelegnaw, Misraqawi, Agew Awi, Guji, Afar Zone 5, Oromia, Misraq Gojjam, Semen Wello, Bahir Dar Special Zone, Agnuak, Debub Wollo, Mirab Shewa, Kemashi, North Shewa, Liben, Horo Guduru, Mirab Welega, Hareri",5.47874294267701e-05,0.000116382807064349
"ETH","no-estimate","admin2",0.001,"Mehakelegnaw, Argoba, Misraqawi, Bahir Dar Special Zone",7.03899207565003e-06,1.73724478718485e-05
"GHA","district-estimate","admin1",1e-04,"Brong Ahafo, Central, Eastern, Greater Accra, Volta, Western, Upper East",0.000256521759650865,0.000256521759650865
"GHA","district-estimate","admin1",2e-04,"Central, Greater Accra, Volta, Western",0.000365159703036266,0.000365159703036266
"GHA","district-estimate","admin2",1e-04,"Ejura Sekyedumase, Atebubu-Amantin, Pru, Abura-Asebu-Kwamankese, Agona, Awutu Efutu Senya, Cape Coast, Gomoa, Komenda-Edina-Eguafo-Abirem, Lower Denkyira, Upper Denkyira, Akwapim North, Akwapim South, Atiwa, Birim North, Birim South, New Juaben, Suhum Kraboa Coaltar, West Akim, Accra, Dangbe East, Dangbe West, Ga East, Ga West, Tema, Bole, Bawku Municipal, Hohoe, Ketu, Nkwanta, North Tongu, Ahanta West, Jomoro, Shama Ahanta East, Wassa West, Obuasi Municipal, Asunafo North, Garu Tempane, Kassena Nankana, Adansi North, East Akim, West Gonja, Nzema East, Krachi, Sene, Mfantsiman, Kwahu West, Nkoranza, Wa, Jasikan, Kpandu, Wasa Amenfi West, West Mamprusi, Builsa, Kintampo South, Yilo Krobo",0.000364705480084439,0.000364705480084439
"GHA","district-estimate","admin2",2e-04,"Atebubu-Amantin, Pru, Abura-Asebu-Kwamankese, Awutu Efutu Senya, Cape Coast, Komenda-Edina-Eguafo-Abirem, Akwapim North, Akwapim South, New Juaben, West Akim, Accra, Dangbe East, Ga East, Ga West, Tema, Bole, North Tongu, Ahanta West, Jomoro, Shama Ahanta East, Agona, Gomoa, Dangbe West, Hohoe, Ejura Sekyedumase, Birim South, Ketu, Nkwanta, Birim North, Atiwa, Wassa West, Sene, Bawku Municipal, Suhum Kraboa Coaltar, Kassena Nankana, Kintampo South, East Akim",0.000523342687953283,0.000523342687953283
"GHA","district-estimate","admin2",0.001,"Atebubu-Amantin, Komenda-Edina-Eguafo-Abirem, Dangbe East, Ga West, North Tongu, Awutu Efutu Senya",0.00195723490181916,0.00195723490181916
"GHA","global-estimate","admin1",1e-04,"Central, Eastern, Greater Accra, Volta, Western, Brong Ahafo",0.00028873562502544,0.000230133577006316
"GHA","global-estimate","admin1",2e-04,"Central, Greater Accra, Volta",0.000367189207928432,0.000390473881123716
"GHA","global-estimate","admin2",1e-04,"Ejura Sekyedumase, Atebubu-Amantin, Pru, Abura-Asebu-Kwamankese, Agona, Awutu Efutu Senya, Cape Coast, Gomoa, Komenda-Edina-Eguafo-Abirem, Akwapim North, Akwapim South, Atiwa, Birim North, Birim South, New Juaben, Suhum Kraboa Coaltar, West Akim, Accra, Dangbe East, Dangbe West, Ga East, Ga West, Tema, Bole, Hohoe, Ketu, Nkwanta, North Tongu, Ahanta West, Jomoro, Shama Ahanta East, Wassa West, Asunafo North, Kassena Nankana, East Akim, Bawku Municipal, Obuasi Municipal, Lower Denkyira, Sene, Jasikan, Garu Tempane, Nzema East, Yilo Krobo, Mpohor Wassa East, Nkoranza, Kintampo South",0.000433297115564689,0.000338666948711784
"GHA","global-estimate","admin2",2e-04,"Ejura Sekyedumase, Atebubu-Amantin, Pru, Abura-Asebu-Kwamankese, Agona, Awutu Efutu Senya, Cape Coast, Gomoa, Komenda-Edina-Eguafo-Abirem, Akwapim South, Accra, Dangbe East, Ga West, Tema, Nkwanta, North Tongu, Ahanta West, Birim North, New Juaben, Bole, Kassena Nankana, Hohoe, West Akim, Ga East, Jomoro, East Akim, Shama Ahanta East, Akwapim North, Birim South, Atiwa, West Gonja, Ketu, Dangbe West, Obuasi Municipal, Upper Denkyira, Wa, Wassa West, Suhum Kraboa Coaltar, Sene, Bawku Municipal, Tano South, Garu Tempane, Adansi North, Mfantsiman, Lower Denkyira, Kintampo South",0.000366363846669327,0.000285001461985007
"GHA","global-estimate","admin2",0.001,"Atebubu-Amantin, Komenda-Edina-Eguafo-Abirem, Dangbe East, North Tongu",0.00248920124402347,0.00194701935056068
"GHA","no-estimate","admin1",1e-04,"Brong Ahafo, Central, Eastern, Greater Accra, Upper East, Volta, Western",0.000255362941954138,0.000479342297922166
"GHA","no-estimate","admin1",2e-04,"Brong Ahafo, Central, Eastern, Greater Accra, Volta, Western",0.00028873562502544,0.000537803563790104
"GHA","no-estimate","admin1",0.001,"Greater Accra, Central",0.00051303699761233,0.0010149550042129
"GHA","no-estimate","admin2",1e-04,"Adansi North, Ejura Sekyedumase, Obuasi Municipal, Asunafo North, Atebubu-Amantin, Nkoranza, Pru, Sene, Abura-Asebu-Kwamankese, Agona, Awutu Efutu Senya, Cape Coast, Gomoa, Komenda-Edina-Eguafo-Abirem, Lower Denkyira, Mfantsiman, Upper Denkyira, Akwapim North, Akwapim South, Atiwa, Birim North, Birim South, East Akim, Kwahu West, New Juaben, Suhum Kraboa Coaltar, West Akim, Yilo Krobo, Accra, Dangbe East, Dangbe West, Ga East, Ga West, Tema, Bole, West Gonja, Bawku Municipal, Garu Tempane, Kassena Nankana, Talensi Nabdam, Hohoe, Ketu, Nkwanta, North Tongu, Ahanta West, Jomoro, Mpohor Wassa East, Nzema East, Shama Ahanta East, Wassa West, Sawa-Tuna-Kalba, Jasikan, Kpandu, Krachi, Wa, Kadjebi, Tano South, Fanteakwa, Asunafo South, Aowin-Suaman, West Mamprusi, Asante Akim North, Builsa, Kintampo South, Wasa Amenfi West, Ajumako-Enyan-Esiam, Offinso, Nanumba South",0.000304389958055871,0.000556581266865516
"GHA","no-estimate","admin2",2e-04,"Ejura Sekyedumase, Obuasi Municipal, Atebubu-Amantin, Pru, Abura-Asebu-Kwamankese, Agona, Awutu Efutu Senya, Cape Coast, Gomoa, Komenda-Edina-Eguafo-Abirem, Akwapim North, Akwapim South, Atiwa, Birim North, Birim South, New Juaben, Suhum Kraboa Coaltar, West Akim, Accra, Dangbe East, Dangbe West, Ga East, Ga West, Tema, Bole, Garu Tempane, Kassena Nankana, Hohoe, Ketu, Nkwanta, North Tongu, Ahanta West, Jomoro, Shama Ahanta East, Wassa West, Asunafo North, Bawku Municipal, East Akim, Lower Denkyira, Kpandu, Sene, Jasikan, Nzema East, Mpohor Wassa East, Nkoranza, Yilo Krobo, West Gonja, Kintampo South",0.000416712333590685,0.000761787330866365
"GHA","no-estimate","admin2",0.001,"Atebubu-Amantin, Awutu Efutu Senya, Komenda-Edina-Eguafo-Abirem, Akwapim South, Accra, Dangbe East, Ga West, North Tongu, Ahanta West, Bole",0.00137097240357391,0.00251821320742675
"GIN","district-estimate","admin1",1e-04,"Boké, Conakry, Kindia",0.000305541319538281,0.000305541319538281
"GIN","district-estimate","admin1",2e-04,"Conakry, Kindia",0.000391612728706824,0.000391612728706824
"GIN","district-estimate","admin2",1e-04,"Boffa, Fria, Conakry, Coyah, Dubréka, Forécariah, Boké, Mamou, Kérouané",0.000247916266278488,0.000247916266278488
"GIN","district-estimate","admin2",2e-04,"Boffa, Fria, Conakry, Coyah, Dubréka, Forécariah, Mamou",0.000306108275524261,0.000306108275524261
"GIN","global-estimate","admin1",1e-04,"Boké, Conakry, Kindia",0.000306427195948797,0.000256657347112058
"GIN","global-estimate","admin1",2e-04,"Conakry, Kindia",0.000208974299316874,0.000273939818474329
"GIN","global-estimate","admin2",1e-04,"Boffa, Fria, Conakry, Coyah, Dubréka, Forécariah, Boké, Mamou",0.000278214428509963,0.000230939182098784
"GIN","global-estimate","admin2",2e-04,"Coyah, Forécariah, Fria, Conakry, Dubréka, Boffa, Boké, Kérouané",0.000173647888217754,0.000147105332923956
"GIN","no-estimate","admin1",1e-04,"Boké, Conakry, Kindia, Mamou",0.000240628087858209,0.000417287571415096
"GIN","no-estimate","admin1",2e-04,"Boké, Conakry, Kindia",0.000306427195948797,0.000537501397848868
"GIN","no-estimate","admin2",1e-04,"Boffa, Boké, Fria, Conakry, Faranah, Coyah, Dubréka, Forécariah, Mamou, Kérouané",0.000227983713657002,0.000399586648253503
"GIN","no-estimate","admin2",2e-04,"Boffa, Fria, Conakry, Coyah, Dubréka, Forécariah, Boké, Mamou",0.000278214428509963,0.000483641456568063
"GIN","no-estimate","admin2",0.001,"Coyah, Dubréka",0.000311961832445403,0.000651337930048937
"GNB","district-estimate","admin1",1e-04,"Biombo, Bissau, Bolama, Oio, Cacheu, Quinara, Tombali",0.000348281194378005,0.000348281194378005
"GNB","district-estimate","admin1",2e-04,"Biombo, Bissau, Bolama, Quinara, Tombali",0.000453254013620117,0.000453254013620117
"GNB","district-estimate","admin1",0.001,"Bolama",0.00142118904597379,0.00142118904597379
"GNB","district-estimate","admin2",1e-04,"Quinhamel, Safim, Bissau, Bolama, Canghungo, Mansoa, Nhacra, Quebo, Buba, Empada, Bula, Xitole, Caravela, Fulacunda, Prabis, Bambadinca, Bubaque, Catio, Bedanda, Tite, Cacine, Caio",0.000362697768960622,0.000362697768960622
"GNB","district-estimate","admin2",2e-04,"Quinhamel, Safim, Bissau, Bolama, Mansoa, Nhacra, Quebo, Canghungo, Buba, Caravela, Bubaque, Catio, Empada, Bedanda, Bambadinca, Tite, Bula, Cacine, Fulacunda",0.000410697734694712,0.000410697734694712
"GNB","district-estimate","admin2",0.001,"Quinhamel, Bolama, Caravela, Bubaque",0.00146842125059827,0.00146842125059827
"GNB","global-estimate","admin1",1e-04,"Biombo, Bissau, Bolama, Quinara, Cacheu, Oio, Tombali",0.000355055509984674,0.000482009593602145
"GNB","global-estimate","admin1",2e-04,"Biombo, Bolama, Bissau, Quinara",0.00146694430747653,0.000674130416129557
"GNB","global-estimate","admin1",0.001,"Bolama",0.00142118904597379,0.0026940256022551
"GNB","global-estimate","admin2",1e-04,"Quinhamel, Safim, Bissau, Bolama, Canghungo, Mansoa, Nhacra, Buba, Quebo, Bula, Empada, Fulacunda, Prabis, Caravela, Bubaque, Catio, Bedanda, Tite, Bambadinca, Cacine",0.000410365933379107,0.000492647160827259
"GNB","global-estimate","admin2",2e-04,"Quinhamel, Bolama, Canghungo, Quebo, Bissau, Mansoa, Buba, Nhacra, Bula, Safim, Empada, Prabis, Caravela, Bubaque, Tite, Catio, Bedanda, Cacine, Bambadinca",0.00112182819559865,0.00124982868054509
"GNB","global-estimate","admin2",0.001,"Quinhamel, Bolama, Bubaque",0.00194680253501028,0.00257111568714031
"GNB","no-estimate","admin1",1e-04,"Biombo, Bissau, Bolama, Cacheu, Oio, Quinara, Tombali",0.000355055509984674,0.0013192802636506
"GNB","no-estimate","admin1",2e-04,"Biombo, Bissau, Bolama, Oio, Quinara, Cacheu, Tombali",0.000355055509984674,0.0013192802636506
"GNB","no-estimate","admin1",0.001,"Biombo, Bolama",0.00092610760248199,0.0039570011498798
"GNB","no-estimate","admin2",1e-04,"Xitole, Prabis, Quinhamel, Safim, Bissau, Bolama, Bula, Canghungo, Mansoa, Nhacra, Buba, Empada, Quebo, Bambadinca, Fulacunda, Caio, Bedanda, Bigene, Bissora, Caravela, Bubaque, Tite, Catio, Cacheu, Pirada, Cacine, Galomaro",0.000310043567341989,0.00101039724688339
"GNB","no-estimate","admin2",2e-04,"Prabis, Quinhamel, Safim, Bissau, Bolama, Canghungo, Mansoa, Nhacra, Buba, Quebo, Bula, Empada, Fulacunda, Caravela, Bambadinca, Bubaque, Catio, Bedanda, Tite, Cacine, Caio",0.000391720769761953,0.00128669564926475
"GNB","no-estimate","admin2",0.001,"Quinhamel, Bolama, Buba, Bubaque, Caravela, Cacine, Nhacra, Safim",0.000845298494898076,0.00298390832234305
"KEN","district-estimate","admin1",1e-04,"Garissa, Mandera, Marsabit, Migori, Murang'a, Siaya, Tana River, Tharaka-Nithi, Wajir, West Pokot, Homa Bay, Kirinyaga, Elgeyo-Marakwet, Embu, Trans Nzoia",0.00029794597990252,0.00029794597990252
"KEN","district-estimate","admin1",2e-04,"Garissa, Mandera, Tana River, Tharaka-Nithi, Wajir, West Pokot, Kirinyaga, Marsabit, Migori, Homa Bay",0.000406280125605523,0.000406280125605523
"KEN","district-estimate","admin1",0.001,"Wajir, Mandera, Garissa",0.000803295076899203,0.000803295076899203
"KEN","district-estimate","admin2",1e-04,"Baringo North, Funyula, Matayos, Marakwet East, Marakwet West, Mbeere North, Daadab, Fafi, Ijara, Karachuonyo, unknown 6, Kikuyu, Mwea, Lafey, Mandera East, Mandera North, Moyale, Saku, Igembe South, unknown 5, Kuria East, Nyatike, Changamwe, Jomvu, Kandara, Kigumo, Kiharu, Gilgil, Njoro, Bondo, Garsen, Chuka/Igambang'Ombe, Tharaka, Wajir East, Wajir South, Wajir West, Pokot South, Sigor, Baringo Central, Konoin, Kajiado North, Kuria West, Gatanga, Maragwa, Limuru, Rabai, Mavoko, 805, Budalangi, Loima, Bomet East, Bomet Central, Kiambaa, Embakasi North, Kasarani, Ruaraka, Mbeere South, Tigania East, Kabete, Ugenya, Kilifi South, Kamukunji, Mathare, Gem, Manyatta, Garissa Township, Mbita, Gichugu, North Horr, Central Imenti, Kangema, Mathioya, Dagoretti North, Dagoretti South, Kibra, Westlands, Kuresoi North, Molo, Mukurweini, Bura, Turkana Central, Chepalungu, Lamu East, Othaya, Langata, Samburu North, Kwanza, Turkana East, Kapenguria, Naivasha, Mogotio, Suba, Ndia, Rongai, Kajiado East, Eldama Ravine, Kaloleni, Masinga, Ugunja, Kacheliba, unknown 3, Ganze, unknown 8, Kajiado West, Alego Usonga, Butula, Mandera West, Kisauni, Rarieda, Kirinyaga Central, Keiyo North, Nyali, Tiaty, Narok East, Muhoroni, Seme, Kilome, Belgut, Banissa, Cherangany, Nakuru Town East, Nakuru Town West, Embakasi South, Embakasi West, Makadara, Kuresoi South, Embakasi Central, Embakasi East",0.000219541868535367,0.000219541868535367
"KEN","district-estimate","admin2",2e-04,"Baringo North, Marakwet West, Mbeere North, Daadab, Fafi, Ijara, Karachuonyo, unknown 6, Lafey, Mandera East, Mandera North, Moyale, Saku, Igembe South, Kuria East, Nyatike, Kandara, Kigumo, Njoro, Bondo, Garsen, Tharaka, Wajir East, Wajir South, Wajir West, Pokot South, Sigor, Mwea, Maragwa, 805, Marakwet East, Kiharu, Chuka/Igambang'Ombe, unknown 5, Kajiado North, Funyula, Bomet East, Mbeere South, Garissa Township, Mbita, Molo, Mukurweini, Bura, Kangema, Mathioya, Chepalungu, Manyatta, North Horr, Othaya, Turkana East, Kwanza, Kapenguria, Kajiado East, Gichugu, Mavoko, Kuresoi North, Kacheliba, unknown 3, unknown 8, Bomet Central, Mandera West, Central Imenti, Rarieda, Kirinyaga Central, Ndia, Kuria West, Eldama Ravine, Gatanga, Kikuyu, Gilgil, Kuresoi South, Banissa, Konoin, Matayos, Belgut, Rongai",0.000342523716163892,0.000342523716163892
"KEN","district-estimate","admin2",0.001,"unknown 6, Lafey, Mandera North, Garsen, Tharaka, Wajir East, Daadab, Sigor, Fafi, Garissa Township, Mandera East, Igembe South, Mbita, unknown 3, Pokot South, Nyatike, Mandera West, Kuria East, Rarieda",0.000964402020125545,0.000964402020125545
"KEN","global-estimate","admin1",1e-04,"Garissa, Kirinyaga, Mandera, Marsabit, Migori, Tana River, Tharaka-Nithi, Wajir, West Pokot, Homa Bay, Siaya, Murang'a, Embu, Elgeyo-Marakwet",0.000314035969807336,0.000262254275826924
"KEN","global-estimate","admin1",2e-04,"Garissa, Mandera, Marsabit, Tana River, Tharaka-Nithi, Wajir, West Pokot, Kirinyaga, Homa Bay, Migori",0.000315506378469948,0.000342507997152357
"KEN","global-estimate","admin1",0.001,"Wajir",0.0011964463729185,0.000802118418354606
"KEN","global-estimate","admin2",1e-04,"Baringo North, Konoin, Marakwet East, Marakwet West, Mbeere North, Daadab, Fafi, Ijara, Karachuonyo, unknown 6, Mwea, Lafey, Mandera East, Mandera North, Moyale, Saku, Igembe South, unknown 5, Kuria East, Nyatike, Kandara, Kigumo, Kiharu, Njoro, Bondo, Garsen, Chuka/Igambang'Ombe, Tharaka, Wajir East, Wajir South, Wajir West, Pokot South, Sigor, Funyula, Kajiado North, Maragwa, Baringo Central, 805, Jomvu, Budalangi, Gilgil, Bomet Central, Kikuyu, Bomet East, Gatanga, Ruaraka, Tigania East, Ugunja, Manyatta, Mbeere South, Garissa Township, Mbita, Limuru, Gichugu, North Horr, Kangema, Mathioya, Kuresoi North, Molo, Mukurweini, Ugenya, Bura, Turkana Central, Chepalungu, Lamu East, Othaya, Kiambaa, Turkana East, Kapenguria, Mogotio, Central Imenti, Dagoretti North, Kwanza, Kajiado East, Mavoko, Eldama Ravine, Samburu North, Kacheliba, unknown 3, Naivasha, Matayos, Westlands, Kabete, Ndia, Masinga, Dagoretti South, unknown 8, Langata, Kibra, Rongai, Rabai, Mandera West, Rarieda, Kirinyaga Central, Kuria West, Seme, South Imenti, Nyali, Kilifi South, Kisauni, Kaloleni, Kilome, Alego Usonga, Keiyo North, Banissa, Kuresoi South, Mathare, Makadara, Embakasi Central, Belgut, Embakasi South, Cherangany, Ganze",0.000240306223917186,0.00019989639173809
"KEN","global-estimate","admin2",2e-04,"Konoin, Daadab, Fafi, Ijara, Karachuonyo, unknown 6, Mwea, Lafey, Mandera North, Saku, Igembe South, unknown 5, Kuria East, Nyatike, Bondo, Garsen, Tharaka, Wajir East, Wajir West, Pokot South, Sigor, Mandera East, Njoro, Wajir South, Mbeere North, Moyale, Kigumo, Tigania East, Maragwa, Changamwe, Kandara, Marakwet East, Baringo North, Kiharu, Marakwet West, Gilgil, Chuka/Igambang'Ombe, Funyula, Kikuyu, Baringo Central, Gatanga, Matayos, Manyatta, Garissa Township, Mbita, Limuru, Kangema, Mathioya, Bura, Mbeere South, Gichugu, North Horr, Othaya, Turkana East, Bomet East, Molo, Rabai, Langata, Kacheliba, Kapenguria, unknown 3, Mukurweini, Kwanza, Kaloleni, Kajiado North, Masinga, Bomet Central, Ganze, Mavoko, Kuresoi North, unknown 8, Butula, 805, Kabete, Chepalungu, Kibra, Ugenya, Kilifi South, Eldama Ravine, Mandera West, Central Imenti, Rarieda, Kuria West, Dagoretti South, Kirinyaga Central, Ndia, Dagoretti North, Kiambaa, Bureti, Kisauni, Kajiado East, Turkana Central, Kuresoi South, Banissa, Keiyo North, Embakasi West",0.000243553247593079,0.000215869861508084
"KEN","global-estimate","admin2",0.001,"unknown 6, Mandera North, Garsen, Tharaka, Wajir East, Sigor, Wajir West, Fafi, Lafey, Garissa Township, Mandera East, Igembe South, unknown 3, Mandera West, Kuria East, Daadab",0.00112403903901519,0.000948401992334913
"KEN","no-estimate","admin1",1e-04,"Bomet, Elgeyo-Marakwet, Embu, Garissa, Homa Bay, Kirinyaga, Mandera, Marsabit, Migori, Murang'a, Siaya, Tana River, Tharaka-Nithi, Wajir, West Pokot, Baringo, Kajiado, Nairobi, Nyeri, Kilifi, Mombasa, Meru, Nakuru, Trans Nzoia",0.000196676768929158,0.000389272479410627
"KEN","no-estimate","admin1",2e-04,"Garissa, Homa Bay, Kirinyaga, Mandera, Marsabit, Migori, Murang'a, Siaya, Tana River, Tharaka-Nithi, Wajir, West Pokot, Embu, Elgeyo-Marakwet",0.000314035970749622,0.000621752228239857
"KEN","no-estimate","admin1",0.001,"Mandera, Wajir, Garissa, Tana River",0.000722172852613755,0.00129084897437198
"KEN","no-estimate","admin2",1e-04,"Baringo Central, Baringo North, Bomet Central, Bomet East, Konoin, Budalangi, Funyula, Matayos, Marakwet East, Marakwet West, Mbeere North, Mbeere South, Daadab, Fafi, Ijara, Karachuonyo, unknown 6, Githunguri, Kiambaa, Kikuyu, Rabai, Mwea, Lafey, Mandera East, Mandera North, Moyale, Saku, Igembe South, Tigania East, unknown 5, Kuria East, Kuria West, Nyatike, Changamwe, Jomvu, Gatanga, Kandara, Kigumo, Kiharu, Embakasi Central, Embakasi East, Embakasi North, Embakasi South, Embakasi West, Kamukunji, Kasarani, Mathare, Starehe, Gilgil, Njoro, Bondo, Garsen, Chuka/Igambang'Ombe, Tharaka, Loima, Wajir East, Wajir South, Wajir West, Pokot South, Sigor, Manyatta, Kajiado East, Kajiado North, Kajiado West, Bureti, Kabete, Ganze, Gichugu, Kangundo, Maragwa, Dagoretti North, Dagoretti South, Kibra, Langata, Westlands, Gem, Makadara, Sotik, Limuru, Kilifi North, Mavoko, Ugenya, Ruaraka, 805, Mogotio, Mukurweini, Kangema, Roysambu, Alego Usonga, Kisumu East, Thika Town, Ugunja, Mathioya, Kisumu Central, Eldas, Kilifi South, Nyali, Runyenjes, Eldama Ravine, Garissa Township, Mbita, Suba, Kirinyaga Central, Ndia, North Horr, Central Imenti, Kuresoi North, Molo, Othaya, Bura, Turkana Central, Chepalungu, Butula, Lamu East, Naivasha, Laisamis, Kinangop, Samburu North, Kwanza, Turkana East, Kapenguria, Rongai, Tarbaj, Kaloleni, Cherangany, Narok South, Masinga, Nyando, Kacheliba, unknown 3, Kuresoi South, Narok North, Kajiado Central, Turkana North, Kajiado South, unknown 8, Kipkelion East, Subukia, Nakuru Town East, Nakuru Town West, Baringo South, Laikipia West, Narok East, Homa Bay Town, Mandera West, South Imenti, Kisauni, Rarieda, Tiaty, Kipkelion West, Muhoroni, Kilome, Kisumu West, Seme, Keiyo North, Mumias West, Galole, Matungulu, Turkana South, Lari, Belgut, Banissa, Lungalunga, Nyakach, Bahati, Ruiru, Magarini",0.000171010969205445,0.00033672878318474
"KEN","no-estimate","admin2",2e-04,"Baringo North, Bomet Central, Konoin, Budalangi, Funyula, Marakwet East, Marakwet West, Mbeere North, Daadab, Fafi, Ijara, Karachuonyo, unknown 6, Mwea, Lafey, Mandera East, Mandera North, Moyale, Saku, Igembe South, unknown 5, Kuria East, Kuria West, Nyatike, Gatanga, Kandara, Kigumo, Kiharu, Gilgil, Njoro, Bondo, Garsen, Chuka/Igambang'Ombe, Tharaka, Wajir East, Wajir South, Wajir West, Pokot South, Sigor, Kajiado North, Kiambaa, Maragwa, Baringo Central, Mavoko, Jomvu, Embakasi South, 805, Kajiado East, Kikuyu, Ruaraka, Tigania East, Kibra, Westlands, Bomet East, Ugenya, Ugunja, Embakasi Central, Manyatta, Mbeere South, Garissa Township, Mbita, Limuru, Gichugu, North Horr, Kangema, Mathioya, Kuresoi North, Molo, Mukurweini, Bura, Turkana Central, Chepalungu, Lamu East, Naivasha, Othaya, Matayos, Dagoretti South, Samburu North, Turkana East, Kapenguria, Mogotio, Dagoretti North, Ndia, Rongai, Central Imenti, Kwanza, Eldama Ravine, Rabai, Kabete, Langata, Kacheliba, unknown 3, Alego Usonga, Masinga, Ganze, unknown 8, Kajiado West, Kisumu East, Kaloleni, Kilifi South, Mandera West, Rarieda, Kirinyaga Central, Seme, Kisauni, Nyali, Narok East, South Imenti, Thika Town, Kilome, Bureti, Keiyo North, Belgut, Banissa, Suba, Makadara, Starehe, Kuresoi South, Mathare, Roysambu, Cherangany, Nakuru Town East, Kasarani, Nakuru Town West",0.000221468361756911,0.00043676912595523
"KEN","no-estimate","admin2",0.001,"Daadab, Fafi, unknown 6, Lafey, Mandera North, Saku, Nyatike, Garsen, Tharaka, Wajir East, Wajir West, Sigor, Ijara, Wajir South, Mwea, Pokot South, Mandera East, Kuria East, Garissa Township, Mbita, Bura, Igembe South, 805, Kapenguria, Kacheliba, unknown 3, Mandera West, Rarieda, Karachuonyo",0.000732837933589566,0.00146316556768811
"LBR","district-estimate","admin1",1e-04,"Margibi, Montserrado, GrandBassa, Maryland, Grand Cape Mount, River Cess, GrandKru, Sinoe, River Gee, Bomi",7.98406545371272e-05,7.98406545371272e-05
"LBR","district-estimate","admin1",2e-04,"Margibi, Maryland, GrandBassa, Grand Cape Mount, GrandKru, River Cess, Sinoe",9.77035878383902e-05,9.77035878383902e-05
"LBR","district-estimate","admin1",0.001,"Maryland, Grand Cape Mount, GrandBassa",1.59001383143885e-05,1.59001383143885e-05
