"confirmation_lens","admin_level","threshold","py_vaxed_lb","py_vaxed_median","py_vaxed_ub","prop_py_vaxed_lb","prop_py_vaxed_median","prop_py_vaxed_ub","ISO"
"district-estimate","admin1",0.001,162928.424714481,188222.330582157,411079.888563124,0.0681698502739873,0.0967853099674342,0.659533797275347,"LBR"
"district-estimate","admin2",1e-04,326457.027970033,645907.523856925,1229002.94451017,0.101888731509768,0.159463625047223,0.217373641063303,"LBR"
"district-estimate","admin2",2e-04,246935.40115293,426466.437620647,845356.355783521,0.120060939579392,0.175144030253182,0.208880100885659,"LBR"
"district-estimate","admin2",0.001,13858.8506660482,152014.420213274,292338.984108821,0.0683442086129949,0.137128681994859,0.322940093322659,"LBR"
"global-estimate","admin1",1e-04,544356.884836812,910801.611532358,1662615.89377143,0.0864361167335366,0.163498359742028,0.205523895581475,"LBR"
"global-estimate","admin1",2e-04,183381.711904549,599687.230537383,918288.4908837,0.0439729069481785,0.147395194250616,0.659533797275347,"LBR"
"global-estimate","admin1",0.001,193322.505962674,290225.838192503,290225.838192503,0.0544119418028875,0.12105376668698,0.297713936399794,"LBR"
"global-estimate","admin2",1e-04,289325.78592272,514721.624463641,1096005.95901962,0.0668134825842878,0.152015450619953,0.212528705900145,"LBR"
"global-estimate","admin2",2e-04,103671.312138984,374497.618770826,758088.064382465,0.072097619182224,0.142686443839547,0.196382049007364,"LBR"
"global-estimate","admin2",0.001,13858.8506660482,126541.401894688,256166.496966725,0.00775122398918365,0.108155643778772,0.182540630701003,"LBR"
"no-estimate","admin1",1e-04,582756.190008031,910801.611532358,1662615.89377143,0.146899871086533,0.182310110275305,0.239399938988461,"LBR"
"no-estimate","admin1",2e-04,286451.666124286,599687.230537383,1099023.94211451,0.108398259776924,0.18690614864896,0.227070632183496,"LBR"
"no-estimate","admin1",0.001,164466.563673448,188222.330582157,277376.246235698,0.0809644134311695,0.108130530126078,0.659822652362565,"LBR"
"no-estimate","admin2",1e-04,326457.027970033,617615.53071204,1198732.13503508,0.104960818987718,0.168367915042655,0.236524932898842,"LBR"
"no-estimate","admin2",2e-04,243289.03238205,418181.565185177,821661.264818346,0.126807435626221,0.182279503426901,0.210262142135627,"LBR"
"no-estimate","admin2",0.001,13858.8506660482,128436.730786617,379828.445442891,0.0731048572552913,0.189808295554541,0.659533797275348,"LBR"
"district-estimate","admin2",1e-04,534742.568042471,538143.43716761,541544.306292748,0.205380872605115,0.262275827208051,0.319170781810987,"MDG"
"no-estimate","admin2",1e-04,253965.182374447,390666.963363353,527368.744352259,0.0824987200768638,0.192278996024439,0.302059271972014,"MDG"
"district-estimate","admin1",1e-04,552012.821484387,1218522.93192108,2690063.88426251,0.0584882979162391,0.1149889490002,0.319178050388721,"MLI"
"district-estimate","admin2",1e-04,846028.43772644,1932505.3037565,2924253.86212122,0.0940754518301306,0.137292208705869,0.187147116607317,"MLI"
"district-estimate","admin2",2e-04,86894.5342970364,300410.278246379,852476.59527693,0.0651159338890263,0.121555785305041,0.319181076128785,"MLI"
"global-estimate","admin1",1e-04,552012.821484387,666510.110436689,1473491.76140895,0.0203079866967525,0.0326628649973454,0.454434496490451,"MLI"
"global-estimate","admin2",1e-04,278274.283933959,1059194.86894265,2068785.33567326,0.0161558817044955,0.0537233997433575,0.118005727312586,"MLI"
"global-estimate","admin2",2e-04,86894.5342970364,291259.889520625,716413.460333538,0.0169562719675955,0.0585553217711054,0.231465421200205,"MLI"
"no-estimate","admin1",1e-04,552012.821484387,666510.110436689,1849576.34165225,0.0739246048126126,0.102641276197368,0.654739530526646,"MLI"
"no-estimate","admin2",1e-04,811486.080201587,1703803.07314779,2750368.48880661,0.0999588951959894,0.154563435106533,0.226694779508732,"MLI"
"no-estimate","admin2",2e-04,86894.5342970364,221820.719632287,839851.240240114,0.0652053403171989,0.102677630696375,0.354492209537088,"MLI"
"district-estimate","admin1",1e-04,2895366.4073294,6475234.43921951,22916113.359005,0.0660019735582752,0.135001917949962,0.245601424565495,"MOZ"
"district-estimate","admin1",2e-04,1495866.69257413,3092640.20739827,6522205.27090254,0.0655158583233515,0.122425661472063,0.319807347631698,"MOZ"
"district-estimate","admin2",1e-04,3987558.29725455,5725721.73801465,8510839.26612242,0.134263351449739,0.164806413833016,0.190176661081296,"MOZ"
"district-estimate","admin2",2e-04,2593620.72772675,4231553.47831338,5767216.71279338,0.122414614630477,0.16013307893522,0.193338083653852,"MOZ"
"district-estimate","admin2",0.001,20656.4100661465,641490.242885598,1329116.67911099,0.0650049167874726,0.144490606351719,0.43158966719186,"MOZ"
"global-estimate","admin1",1e-04,1495866.69257413,4829395.89952737,14647813.4911047,0.0190468386210183,0.0591703390326814,0.168031027200839,"MOZ"
"global-estimate","admin1",2e-04,1495866.69257413,1495866.69257413,3329374.54038269,0.0208840687069346,0.0497132042761353,0.199409479352204,"MOZ"
"global-estimate","admin2",1e-04,3475204.62856435,5123173.10705663,6848118.08473129,0.0797335940196752,0.130484837983182,0.172619208509516,"MOZ"
"global-estimate","admin2",2e-04,1184348.34279537,2979607.75632744,4900740.24671518,0.052940646369407,0.118173878102911,0.178747230660621,"MOZ"
"global-estimate","admin2",0.001,79041.3825085977,661999.8500094,1135788.31426726,0.0340441715886312,0.124412171261165,0.221417838038525,"MOZ"
"no-estimate","admin1",1e-04,1549086.38401268,6524932.42170081,19075700.8682923,0.104623695690928,0.19020942719945,0.475450527108323,"MOZ"
"no-estimate","admin1",2e-04,1495866.69257413,3092640.20739827,6426169.41435151,0.0655158583233515,0.174822816382812,0.657597673508237,"MOZ"
"no-estimate","admin2",1e-04,3906279.82820791,5741251.60679792,7844538.34713023,0.144458016475742,0.169991614204192,0.191655576191105,"MOZ"
"no-estimate","admin2",2e-04,2247612.20126864,4103566.63712896,5610078.67289286,0.147284543483141,0.179072224503958,0.210674183339025,"MOZ"
"no-estimate","admin2",0.001,20656.4100661465,636949.703732781,1292563.92955003,0.0849509237857807,0.183435030784585,0.656727160348729,"MOZ"
"district-estimate","admin1",1e-04,281228.370123411,281228.370123411,281228.370123411,0.0678210668190262,0.0678210668190262,0.0678210668190262,"MRT"
"district-estimate","admin2",1e-04,36550.5384858265,116553.627025947,300239.394903457,0.0678210680061274,0.18261930274109,0.226403455210365,"MRT"
"district-estimate","admin2",2e-04,36550.5384858265,75051.6671540061,80108.4705952868,0.0678210680061274,0.125660184257563,0.322379731178256,"MRT"
"global-estimate","admin2",1e-04,36550.5384858265,75051.6671540061,178428.991652132,0.0362438209138286,0.114735770434292,0.201610232804441,"MRT"
"global-estimate","admin2",2e-04,36550.5384858265,75051.6671540061,80108.4705952868,0.0475422272604275,0.122056883804286,0.177160648487103,"MRT"
"no-estimate","admin1",1e-04,281228.370123411,281228.370123411,281228.370123411,0.107118118449198,0.107118118449198,0.107118118449198,"MRT"
"no-estimate","admin2",1e-04,36550.5384858265,116553.627025947,299862.049166766,0.107118122072467,0.198659440176641,0.282688891402986,"MRT"
"no-estimate","admin2",2e-04,36550.5384858265,36550.5384858265,118609.599263466,0.0678210680061274,0.234970617529876,0.659551646569011,"MRT"
"district-estimate","admin1",1e-04,188922.252724751,1102455.1817361,2434692.6778669,0.0663999356638798,0.144010701246303,0.321352103568791,"MWI"
"district-estimate","admin1",2e-04,462548.84211821,1014008.90117911,1412801.09139645,0.0606310166962169,0.1653797289525,0.320358838938736,"MWI"
"district-estimate","admin2",1e-04,859626.586190814,1356398.47009408,2161350.44525519,0.115128542549058,0.149791150904728,0.189023063432487,"MWI"
"district-estimate","admin2",2e-04,273629.767100146,556432.215239375,1140788.94600621,0.100595946327734,0.149909719024352,0.21416122817773,"MWI"
"district-estimate","admin2",0.001,20275.6889038029,44687.7240494526,127801.435130535,0.0669086355733386,0.162782850473472,0.321551722035329,"MWI"
"global-estimate","admin1",1e-04,188922.252724751,412462.332195335,1528831.15745076,0.00720528649364034,0.0420764428706249,0.154095067989231,"MWI"
"global-estimate","admin1",2e-04,958456.433155041,958456.433155041,958456.433155041,0.112759048082145,0.112759048082145,0.112759048082145,"MWI"
"global-estimate","admin2",1e-04,656149.509003884,978256.515449269,1618013.73355374,0.0539302353122897,0.090917370781981,0.130733163558774,"MWI"
"global-estimate","admin2",2e-04,64260.3602969195,327516.161594375,766725.886646143,0.0147957174714593,0.0759169648905963,0.150174375750343,"MWI"
"no-estimate","admin1",1e-04,188922.252724751,802205.893004908,2002080.89985302,0.0740414142904797,0.13992408061489,0.419712873930086,"MWI"
"no-estimate","admin1",2e-04,462548.84211821,462548.84211821,1387271.82735395,0.077587199580997,0.18649692492932,0.572515595294453,"MWI"
"no-estimate","admin2",1e-04,800440.032763645,1269162.4732752,2109270.62457995,0.139903986653506,0.17174376470631,0.208894730495308,"MWI"
"no-estimate","admin2",2e-04,231855.492277522,512739.148111522,1031819.94155716,0.113411061618713,0.168663512317268,0.24015152368038,"MWI"
"no-estimate","admin2",0.001,16596.5774284811,22953.6826226295,84448.5422224433,0.0741373479618518,0.0881560042433446,0.355326841484095,"MWI"
"district-estimate","admin1",1e-04,559957.691564265,905023.334917585,1274057.66379483,0.0932532721505359,0.138262833977759,0.208441190760108,"NAM"
"district-estimate","admin1",2e-04,185316.745054296,565926.871986146,934961.200863388,0.0725670544492712,0.187596393316937,0.326288419545119,"NAM"
"district-estimate","admin1",0.001,76209.9699505322,238767.216875261,241572.838149682,0.0724076346218507,0.187596393316937,0.326096376510117,"NAM"
"district-estimate","admin2",1e-04,453764.335877238,679599.878750405,834067.550143708,0.125324938845004,0.164845769335269,0.194419562383827,"NAM"
"district-estimate","admin2",2e-04,100077.920867175,364388.929847964,518860.439172164,0.0887135179040697,0.137903598490118,0.228785759401018,"NAM"
"district-estimate","admin2",0.001,35692.4317997855,54916.706694434,88603.8157514011,0.120146581201757,0.15616186734225,0.238128737524128,"NAM"
"global-estimate","admin1",1e-04,238767.216875261,905023.334917585,1274057.66379483,0.0261555693779922,0.133190443589074,0.245152843232065,"NAM"
"global-estimate","admin1",2e-04,155395.85412974,238767.216875261,932474.255024738,0.0176570802461022,0.156465277081297,0.295481214971473,"NAM"
"global-estimate","admin1",0.001,155395.85412974,238767.216875261,241572.838149682,0.10983322084931,0.187596393316937,0.208244911964108,"NAM"
"global-estimate","admin2",1e-04,323862.23956985,549933.311855022,833652.255053378,0.0734481502247135,0.120519535386915,0.184443787223643,"NAM"
"global-estimate","admin2",2e-04,54916.706694434,239278.38037636,483144.909543362,0.0273972331431303,0.098383875088228,0.180219623824076,"NAM"
"global-estimate","admin2",0.001,17433.2701635413,54916.706694434,55239.7804567347,0.043502889726255,0.15616186734225,0.207884457848293,"NAM"
"no-estimate","admin1",1e-04,327159.655110885,905023.334917585,1268193.44473913,0.110549437917853,0.195645234586911,0.264007174999053,"NAM"
"no-estimate","admin1",2e-04,155395.85412974,327159.655110885,928946.617216515,0.0960472104745353,0.172647948572248,0.415811340254014,"NAM"
"no-estimate","admin1",0.001,76209.9699505322,197081.535502501,238767.216875261,0.0824010937265855,0.187596393316937,0.298541557884856,"NAM"
"no-estimate","admin2",1e-04,424199.168977878,682951.746946593,876108.481623654,0.164561755679114,0.188080394097101,0.202748642050606,"NAM"
"no-estimate","admin2",2e-04,107551.45212241,369128.763174064,588569.850979699,0.123721758409211,0.204328370614704,0.31169431788429,"NAM"
"no-estimate","admin2",0.001,17433.2701635413,54916.706694434,76192.5634358915,0.11784630109035,0.187254953235102,0.235198493502306,"NAM"
"district-estimate","admin1",1e-04,1800972.74660501,5598119.94505135,7783049.33866701,0.0608121891443084,0.114880402480989,0.31548558674678,"NER"
"district-estimate","admin1",2e-04,814219.575621078,2694471.48994046,5830304.86464882,0.0598101389361014,0.0608554757823915,0.290022575650341,"NER"
"district-estimate","admin2",1e-04,2221108.08552979,3742318.92693208,5482469.7998305,0.0895399550946118,0.141682802549093,0.192621541093001,"NER"
"district-estimate","admin2",2e-04,523986.358541158,1508016.01096355,2562510.62070379,0.0885160405677734,0.171174068660302,0.244171600963869,"NER"
"district-estimate","admin2",0.001,252230.629621309,252230.629621309,578326.374461601,0.0608668516125558,0.0608668516125558,0.315500213327841,"NER"
"global-estimate","admin1",1e-04,2694471.48994046,6055580.61074743,6330056.46923504,0.0415758205269542,0.115907636361565,0.201115233867496,"NER"
"global-estimate","admin2",1e-04,1346907.1988472,2691798.94338898,4496912.65180101,0.0374798015933381,0.0938153677679183,0.143143399831762,"NER"
"global-estimate","admin2",2e-04,358248.176127807,827361.911973757,2371669.09089584,0.0221307691539172,0.0974876397295903,0.200370840754375,"NER"
"no-estimate","admin1",1e-04,1285688.82840097,5598119.94505135,9082379.25028286,0.0682658867967242,0.204249267280302,0.651472293382139,"NER"
"no-estimate","admin1",2e-04,814219.575621078,5935970.67365311,6055580.61074743,0.0794272901644551,0.275018517795901,0.652271460096763,"NER"
"no-estimate","admin2",1e-04,1707937.58892065,3523580.46908965,5802649.62033334,0.113508825715744,0.169521690010495,0.211056201340819,"NER"
"no-estimate","admin2",2e-04,523986.358541158,1508016.01096355,2605241.00832916,0.0941560983262568,0.132271968638008,0.232439294239121,"NER"
"no-estimate","admin2",0.001,252230.629621309,566800.638641949,574292.366924723,0.0781362775626776,0.652271386700965,0.652271386700965,"NER"
"district-estimate","admin1",1e-04,23213331.3692883,39522403.8615817,59623062.0463295,0.102764919818165,0.148213022632523,0.210158727107127,"NGA"
"district-estimate","admin1",2e-04,8989912.7618773,15240515.1906567,24925144.0474524,0.0677325880486097,0.181995011276256,0.202052607725003,"NGA"
"district-estimate","admin2",1e-04,23467249.6298798,29743257.544997,35553766.7415573,0.143276695028224,0.154933834622261,0.166598472580492,"NGA"
"district-estimate","admin2",2e-04,14135957.5838013,16805843.4138535,20605376.2197629,0.134934386808804,0.15089833138368,0.167801399267621,"NGA"
"district-estimate","admin2",0.001,1340985.55467238,2636930.17108809,4400254.42612607,0.106368386892369,0.152686490869421,0.211103226263277,"NGA"
"global-estimate","admin1",1e-04,17618154.4225571,23929260.9756833,38752401.5478908,0.030571502527878,0.0636568772483548,0.137786150063449,"NGA"
"global-estimate","admin1",2e-04,4788197.90156184,9822061.86219094,19151060.9296246,0.0387880764877252,0.104429206462013,0.202643061208441,"NGA"
"global-estimate","admin2",1e-04,19113747.3246062,24672566.4686438,31234118.8824417,0.0852672370722356,0.113821954953137,0.139704504997953,"NGA"
"global-estimate","admin2",2e-04,8216413.26925098,11852359.0660319,15908153.5624069,0.06403699754654,0.0961925015512573,0.132202537910127,"NGA"
"global-estimate","admin2",0.001,1272928.34235947,1877804.21352744,2989604.43504936,0.0473813021788349,0.087730319704105,0.183178660564357,"NGA"
"no-estimate","admin1",1e-04,23366677.2244406,35890641.7815849,51080012.2678995,0.12392745900134,0.155593051946773,0.208765434436838,"NGA"
"no-estimate","admin1",2e-04,4788197.90156184,15240515.1906567,23838301.1809381,0.106927811827555,0.194006825121872,0.220932606042042,"NGA"
"no-estimate","admin2",1e-04,23451116.3614361,29468536.5247699,35180250.8519171,0.160540962674534,0.173614006137776,0.182748696654826,"NGA"
"no-estimate","admin2",2e-04,13728394.3043974,16394388.1512403,20375425.8160125,0.157264463419558,0.172111132179459,0.185535657298846,"NGA"
"no-estimate","admin2",0.001,1370381.50538922,2446492.25012254,4016923.59367871,0.128894266431221,0.16899964939997,0.210574081496793,"NGA"
"district-estimate","admin2",1e-04,303213.877097899,760595.824002942,1049066.61339235,0.0619753950256711,0.153562335955784,0.323561043042832,"RWA"
"global-estimate","admin2",1e-04,353934.667571617,353934.667571617,769351.840394827,0.027224404006153,0.0561924147784145,0.151102612715307,"RWA"
"no-estimate","admin2",1e-04,353934.667571617,353934.667571617,1010602.51894632,0.0692612620183668,0.0914706628259213,0.660014181869089,"RWA"
"district-estimate","admin1",1e-04,12412961.0596778,14898233.7385429,15026022.2019755,0.156212930619532,0.170832922659838,0.192339614808029,"SLE"
"district-estimate","admin1",2e-04,8964617.99032534,11042582.812726,13616031.4175256,0.137683474354328,0.168526883550257,0.199774287032337,"SLE"
"district-estimate","admin1",0.001,771801.924194203,2174521.03484117,4444215.67886005,0.0650862838436039,0.161562548393256,0.202501761668711,"SLE"
"district-estimate","admin2",1e-04,11382655.5380057,12635447.6708294,13488405.6636042,0.155045715473225,0.169864315277878,0.183984094410779,"SLE"
"district-estimate","admin2",2e-04,8320063.03442614,10426212.5440229,11761721.1258279,0.143119318368449,0.165832018509859,0.189722147614002,"SLE"
"district-estimate","admin2",0.001,1297840.94861889,2767043.41630189,4233541.84882921,0.0911271427717956,0.147554644534751,0.218768017001979,"SLE"
"global-estimate","admin1",1e-04,12377744.3033575,14936088.2829491,15051147.4920441,0.125460845918521,0.16547638506041,0.194850988418839,"SLE"
"global-estimate","admin1",2e-04,6369470.04779403,9096618.86746083,11213002.9056766,0.0767806673770744,0.127985150593302,0.195018807917147,"SLE"
"global-estimate","admin1",0.001,771801.924194203,1659962.71746255,2636295.68670217,0.0449074167154664,0.125739583985603,0.228286499430627,"SLE"
"global-estimate","admin2",1e-04,10984495.2794214,11890987.4443949,13177453.8897109,0.145073717481698,0.157967123935543,0.174772900774516,"SLE"
"global-estimate","admin2",2e-04,4857474.66891125,7898569.0555886,10607730.4778002,0.0660359815001526,0.129144676686323,0.169341672066067,"SLE"
"global-estimate","admin2",0.001,770287.352151496,1659962.73808873,3274820.01547269,0.0337428649864104,0.0726241522222449,0.141894883810405,"SLE"
"no-estimate","admin1",1e-04,12412961.0596778,14898233.7385429,16273194.890757,0.156212930619532,0.184233857649688,0.196202127002373,"SLE"
"no-estimate","admin1",2e-04,8964617.99032534,11004290.8068648,12412961.0596778,0.164159258505347,0.186613402986671,0.200075420133072,"SLE"
"no-estimate","admin1",0.001,771801.924194203,1659962.71746255,3526794.83154373,0.103799465419185,0.18908405668082,0.256048175734858,"SLE"
"no-estimate","admin2",1e-04,11174404.0114231,12613281.9709664,13425924.9148822,0.166825988059565,0.177701209491311,0.185093550917401,"SLE"
"no-estimate","admin2",2e-04,8323696.01413824,10470109.50843,12151368.0010102,0.159907496456483,0.182664179244436,0.204053680818402,"SLE"
"no-estimate","admin2",0.001,1132257.01881224,2431060.73203899,4223020.26047034,0.10675985472649,0.157530287365224,0.215303989961487,"SLE"
"district-estimate","admin1",1e-04,23086614.371408,24481005.3371236,26440453.2439793,0.151715097300116,0.164388234670524,0.172891750534948,"SOM"
"district-estimate","admin1",2e-04,18551146.4132201,21082330.5438053,23024202.7237607,0.142866698076941,0.162644060473325,0.176796956882867,"SOM"
"district-estimate","admin1",0.001,1888159.15235897,4408435.88689622,8094196.64096318,0.0924291288777361,0.138426096623221,0.204985603220021,"SOM"
"district-estimate","admin2",1e-04,15662830.2124662,17871389.4766827,19499866.35664,0.147716022487863,0.156180764120344,0.163326776039744,"SOM"
"district-estimate","admin2",2e-04,13215520.5614676,15080418.4200535,17551687.5953809,0.145582449023063,0.159819525954188,0.172063597531882,"SOM"
"district-estimate","admin2",0.001,3604543.49069147,5452617.99145178,7775527.35474394,0.106075108433198,0.138907649891144,0.185661282509864,"SOM"
"global-estimate","admin1",1e-04,21833746.0204011,24013499.0274728,25248506.5158894,0.139277687738175,0.156090615620886,0.169180275122622,"SOM"
"global-estimate","admin1",2e-04,13363064.7250926,17445464.2829198,20708222.229205,0.0908158814400455,0.133526183490491,0.169931161592208,"SOM"
"global-estimate","admin1",0.001,1411188.31327393,3731433.40028039,6493249.96428484,0.0337609218198176,0.0876563112479579,0.151489861734554,"SOM"
"global-estimate","admin2",1e-04,15100007.9949505,17535161.6099741,18996846.8419219,0.125758679959359,0.149720083449519,0.159551719196212,"SOM"
"global-estimate","admin2",2e-04,8984124.47774036,12413849.8010967,15683372.5715722,0.0929014629436044,0.131536813666502,0.156191082446188,"SOM"
"global-estimate","admin2",0.001,1882466.26125523,4090396.15933914,5683748.96620747,0.0415737840130824,0.0860882728648421,0.121333186979204,"SOM"
"no-estimate","admin1",1e-04,22870895.7695899,24377372.0832077,26427040.5260572,0.159464504072221,0.169182722871477,0.176323356569877,"SOM"
"no-estimate","admin1",2e-04,18864395.1653161,21074336.2082806,23332568.874259,0.160806945799632,0.176637730054072,0.188743493666203,"SOM"
"no-estimate","admin1",0.001,1642980.47220607,4324933.00270791,8422486.55273272,0.119746514748496,0.178178027196608,0.221405604085622,"SOM"
"no-estimate","admin2",1e-04,15553215.3194081,17660519.8588237,19441201.463386,0.153203849635004,0.160482914812998,0.166474391715886,"SOM"
"no-estimate","admin2",2e-04,12984377.7896905,15061982.8365403,17441600.8739268,0.159165164505951,0.169334861865638,0.180010368177056,"SOM"
"no-estimate","admin2",0.001,2928707.24339585,5034525.79544023,7547924.15265825,0.126107421542641,0.162236489470968,0.202094007673067,"SOM"
"district-estimate","admin1",1e-04,10254795.2641189,13972197.5683396,16913576.1428238,0.134497946078402,0.16170138346534,0.193786880085816,"SSD"
"district-estimate","admin1",2e-04,6661059.27296634,9872900.16316043,12597796.373169,0.134655040129161,0.178567543726244,0.208265529912342,"SSD"
"district-estimate","admin1",0.001,2791601.1363416,5727168.38659123,9001791.39568785,0.0690280493431069,0.127566929413877,0.322501008997888,"SSD"
"district-estimate","admin2",1e-04,5893568.02884132,7419625.49412161,9684494.69555372,0.133417581998027,0.160677822483824,0.179087274169961,"SSD"
"district-estimate","admin2",2e-04,4369937.73352739,5585079.4087226,7460555.50381439,0.129457552428905,0.159036453102903,0.189597755971,"SSD"
"district-estimate","admin2",0.001,941284.858483659,2865551.13625343,3557751.13184456,0.07110823587385,0.181491553414363,0.226464235328684,"SSD"
"global-estimate","admin1",1e-04,9301807.65799782,12062027.99398,15748984.9054837,0.0801099280143804,0.125969540426594,0.174752175885574,"SSD"
"global-estimate","admin1",2e-04,2715264.37508529,8933716.27339527,12566151.618183,0.0665619386340678,0.152733784797843,0.23752340221152,"SSD"
"global-estimate","admin1",0.001,2791601.1363416,5727168.38659123,6066224.14543822,0.0515383155533342,0.122795362326949,0.155919509114798,"SSD"
"global-estimate","admin2",1e-04,5374282.41464393,6749611.90081524,8574397.94177179,0.08125012148821,0.142432244068677,0.170693294647655,"SSD"
"global-estimate","admin2",2e-04,2845703.5128648,4638227.80730277,7023870.88767676,0.0592852706292604,0.134264230010155,0.175638108995105,"SSD"
"global-estimate","admin2",0.001,884419.088887772,2817821.29036265,3448987.6791411,0.0686481062464721,0.157793829434926,0.198042316881161,"SSD"
"no-estimate","admin1",1e-04,10187629.6112976,13221091.4670039,16526330.301432,0.14313219919815,0.163658142990916,0.190710087517376,"SSD"
"no-estimate","admin1",2e-04,6162426.86929761,9758301.37190654,13001867.4544335,0.146283288742046,0.183078215208336,0.205032346593641,"SSD"
"no-estimate","admin1",0.001,2791601.1363416,5727168.38659123,9001791.39568785,0.0889273750124486,0.190789466618746,0.658755236363765,"SSD"
"no-estimate","admin2",1e-04,5818880.65496173,7340740.55386183,9613025.96464684,0.154684552170514,0.170754874319804,0.185965456785006,"SSD"
"no-estimate","admin2",2e-04,4099422.27538607,5378154.29232789,7182237.61086219,0.133003734588457,0.164422241405199,0.195690620383066,"SSD"
"no-estimate","admin2",0.001,945535.880248691,2835679.4410883,3491376.43071353,0.115570620803839,0.183598681892052,0.256477891575789,"SSD"
"district-estimate","admin1",1e-04,12734814.7042046,14981593.2069118,16568038.7235603,0.143159331984097,0.159187061652257,0.179352358504909,"TCD"
"district-estimate","admin1",2e-04,8282157.3583437,10707767.7684395,13039480.2945461,0.131891154524818,0.15941480579385,0.186548894990188,"TCD"
"district-estimate","admin1",0.001,1289616.18219893,2011553.02545601,4127958.20577682,0.102247333437727,0.178346442282288,0.235562773556759,"TCD"
"district-estimate","admin2",1e-04,10270864.366519,11990247.380195,13456754.7465975,0.136731353383971,0.151351855709137,0.170720812590715,"TCD"
"district-estimate","admin2",2e-04,6100499.50436584,7831117.16525318,10205840.4181224,0.132369233920403,0.156206196362557,0.180867335438481,"TCD"
"district-estimate","admin2",0.001,972633.109393833,1721360.66004601,2779941.24669031,0.113129333159522,0.142554776760682,0.189428812098982,"TCD"
"global-estimate","admin1",1e-04,11277856.6947797,13866523.9434586,15713884.5235424,0.113693830877774,0.138801549448529,0.164319525830936,"TCD"
"global-estimate","admin1",2e-04,5314585.65543028,7923291.33174985,11218250.9788932,0.0643178508337804,0.111909040161265,0.169809155809496,"TCD"
"global-estimate","admin1",0.001,1289616.18219893,2011553.02545601,2738969.46053052,0.0468876681645631,0.178346442282288,0.197976952017244,"TCD"
"global-estimate","admin2",1e-04,7414530.20757048,10960106.3635768,12390415.2853009,0.0778980357548656,0.129509363026525,0.156303832831995,"TCD"
"global-estimate","admin2",2e-04,3505967.35058534,5741252.80894193,8322793.39995101,0.0538785241011429,0.107021990308187,0.161971699023054,"TCD"
"global-estimate","admin2",0.001,793004.486446963,1191352.85588189,1892221.35294743,0.0467339285360673,0.0875976881519904,0.166974881634152,"TCD"
"no-estimate","admin1",1e-04,12474124.7549132,14841126.1597539,16748845.9637337,0.156130372111347,0.174100653239926,0.18486874676538,"TCD"
"no-estimate","admin1",2e-04,8260865.84546235,10387610.4667864,12473440.6396662,0.15222955336716,0.175300225840185,0.197587786897204,"TCD"
"no-estimate","admin1",0.001,1289616.18219893,2011553.02545601,3272817.92217045,0.119151134043082,0.178346442282288,0.220292670930832,"TCD"
"no-estimate","admin2",1e-04,9837837.47159693,11773629.1662789,13181897.5260028,0.15537376018818,0.167342566710201,0.180962350822393,"TCD"
"no-estimate","admin2",2e-04,5948486.76013669,7539016.99518493,9251900.52791701,0.140832442647429,0.166652299886427,0.183413403908489,"TCD"
"no-estimate","admin2",0.001,972633.088933994,1603738.13330893,2604051.93317204,0.121155195601954,0.157290081582047,0.206031901447718,"TCD"
"district-estimate","admin2",1e-04,351257.649971531,550111.932348235,563666.882290878,0.12919570605135,0.322911604399871,0.32291161845145,"TGO"
"global-estimate","admin2",1e-04,259003.501984982,259003.501984982,259003.501984982,0.0474220423965507,0.0492497201076807,0.0510773978188106,"TGO"
"no-estimate","admin2",1e-04,259003.501984982,259003.501984982,509844.55952807,0.0709239979200625,0.0906743041469709,0.280150578396276,"TGO"
"district-estimate","admin1",1e-04,25958451.1033542,33464940.79546,41597913.5685314,0.107104293866459,0.134160467242539,0.176738211888668,"TZA"
"district-estimate","admin1",2e-04,1552906.24794765,5971193.06502366,16301400.9900461,0.0655376141966187,0.129929566391808,0.32029251733184,"TZA"
"district-estimate","admin2",1e-04,21840337.4369302,26633799.5426746,31722201.1951831,0.131980495800851,0.151261740563905,0.168588460933694,"TZA"
"district-estimate","admin2",2e-04,6942099.78815098,10827186.1178358,13874233.3914465,0.110292374080173,0.137420108260552,0.171173819042494,"TZA"
"district-estimate","admin2",0.001,15508.733950934,310241.302799211,793647.704173648,0.0676442427849756,0.128313258183916,0.307971074483207,"TZA"
"global-estimate","admin1",1e-04,18295234.2572017,25454703.0920676,32356576.9776841,0.0548295721967164,0.0821082431144601,0.113971489649601,"TZA"
"global-estimate","admin1",2e-04,1414266.70451662,3451190.46755336,7803110.02159049,0.00925524682285841,0.0484223632312322,0.185189968243703,"TZA"
"global-estimate","admin2",1e-04,14983819.3774452,19604194.0935265,24335167.081649,0.063693859662341,0.0897741582287657,0.121202182804365,"TZA"
"global-estimate","admin2",2e-04,3446274.33355127,6410745.14723833,10180503.5949803,0.0375084332563443,0.071492411487344,0.114930657822955,"TZA"
"global-estimate","admin2",0.001,8557.07498075448,166682.039949636,663252.267616775,0.00242401754466201,0.0685253337040845,0.280113149670421,"TZA"
"no-estimate","admin1",1e-04,20989753.0577488,29774063.077138,38767556.2779524,0.128576785045475,0.16539857227471,0.199952458024848,"TZA"
"no-estimate","admin1",2e-04,1327489.63792159,4351919.55403713,11859189.2149553,0.0743382748148034,0.103427651447911,0.294297909726759,"TZA"
