"ISO","confirmation_lens","threshold","admin_level","prop_ac_lb","prop_ac_median","prop_ac_ub"
"ETH","district-estimate",2e-04,"admin1",8.75776958925467e-13,0.0430860988673221,0.162288868642619
"ETH","district-estimate",2e-04,"admin2",0.0701976276223005,0.203576486316655,0.289226271641459
"ETH","district-estimate",0.001,"admin1",1.22224212464103e-13,6.86965767052398e-12,1.60207476167867e-09
"ETH","district-estimate",0.001,"admin2",1.99887162283869e-11,9.63936923537339e-10,0.150693674250893
"ETH","global-estimate",1e-04,"admin1",5.68848299027529e-12,0.0937821876290584,0.15193613212726
"ETH","global-estimate",1e-04,"admin2",0.147161736324825,0.265059831290987,0.384811229412276
"ETH","global-estimate",2e-04,"admin1",0.0139854504980916,0.185225111450302,0.462760169776653
"ETH","global-estimate",2e-04,"admin2",0.0452082093432606,0.245159732910496,0.485322039359179
"ETH","global-estimate",0.001,"admin1",1.22224212464103e-13,6.86965767052398e-12,1.60207476167867e-09
"ETH","global-estimate",0.001,"admin2",1.91530519858592e-11,7.60109649149113e-10,0.139596487654833
"ETH","no-estimate",1e-04,"admin1",0.101848662863163,0.20009580872914,0.293526134990371
"ETH","no-estimate",1e-04,"admin2",0.282688195977388,0.366475873927632,0.415412309110055
"ETH","no-estimate",2e-04,"admin1",5.83270372426961e-12,0.0934682489261115,0.151412038825874
"ETH","no-estimate",2e-04,"admin2",0.202881912940186,0.304392594632132,0.387737157465198
"ETH","no-estimate",0.001,"admin1",1.22224212464103e-13,6.86965767052398e-12,1.60207476167867e-09
"ETH","no-estimate",0.001,"admin2",6.17255584863893e-11,0.0845527612155674,0.201328465694767
"GHA","district-estimate",1e-04,"admin1",0.401932996141429,0.425129313845673,0.448795500067305
"GHA","district-estimate",1e-04,"admin2",0.436187545748586,0.450949546190042,0.466088028958001
"GHA","district-estimate",2e-04,"admin1",0.21047259719704,0.324014528982118,0.379609002717961
"GHA","district-estimate",2e-04,"admin2",0.337944905852075,0.39181967399512,0.414808932035176
"GHA","district-estimate",0.001,"admin1",3.9560756793109e-12,6.14307887820842e-10,2.02648854101348e-09
"GHA","district-estimate",0.001,"admin2",0.0661766007234226,0.120603750270651,0.1736192625912
"GHA","global-estimate",1e-04,"admin1",0.351569968920737,0.400604522474259,0.435775023344984
"GHA","global-estimate",1e-04,"admin2",0.401594737577341,0.42494520130104,0.451708001804058
"GHA","global-estimate",2e-04,"admin1",0.0641309961183656,0.301722121312764,0.488818858350583
"GHA","global-estimate",2e-04,"admin2",0.219259202731423,0.375145828981774,0.538678420502384
"GHA","global-estimate",0.001,"admin1",3.9560756793109e-12,6.14307887820842e-10,2.02648854101348e-09
"GHA","global-estimate",0.001,"admin2",0.0598972528533381,0.0843441001846581,0.112022899293742
"GHA","no-estimate",1e-04,"admin1",0.456542839116151,0.474486040741238,0.488622464680262
"GHA","no-estimate",1e-04,"admin2",0.477578715083187,0.482544684704611,0.486687132587493
"GHA","no-estimate",2e-04,"admin1",0.403822299591111,0.421388011881464,0.439121608432933
"GHA","no-estimate",2e-04,"admin2",0.431129951725551,0.447360149215054,0.459397153556767
"GHA","no-estimate",0.001,"admin1",1.78817095194259e-09,0.076572631884982,0.172638456589671
"GHA","no-estimate",0.001,"admin2",0.188138450103306,0.213149252641644,0.23755824853433
"GIN","district-estimate",1e-04,"admin1",0.254841597460043,0.388957904206029,0.447976361837027
"GIN","district-estimate",1e-04,"admin2",0.341730968521688,0.440090962794796,0.457855966472712
"GIN","district-estimate",2e-04,"admin1",0.151107022839408,0.26619921738415,0.389891264869151
"GIN","district-estimate",2e-04,"admin2",0.185834937509585,0.316815514333047,0.43425911908992
"GIN","district-estimate",0.001,"admin1",3.59650121623451e-13,2.79011361970003e-12,6.4393696231236e-10
"GIN","district-estimate",0.001,"admin2",1.19943783631952e-12,1.46062419376929e-10,6.17295323570943e-09
"GIN","global-estimate",1e-04,"admin1",0.184851782469838,0.370796847144373,0.443078148794733
"GIN","global-estimate",1e-04,"admin2",0.264237167806819,0.427485239139738,0.456937429342342
"GIN","global-estimate",2e-04,"admin1",0.0172679248170016,0.318957224107441,0.705418111374343
"GIN","global-estimate",2e-04,"admin2",0.0442383000798118,0.325348265025103,0.661580571884014
"GIN","global-estimate",0.001,"admin1",3.59650121623451e-13,2.79011361970003e-12,6.4393696231236e-10
"GIN","global-estimate",0.001,"admin2",1.19943783631952e-12,1.46062419376929e-10,6.17295323570943e-09
"GIN","no-estimate",1e-04,"admin1",0.398695452082352,0.450316522638926,0.465325985875262
"GIN","no-estimate",1e-04,"admin2",0.434886479041809,0.45772315993491,0.466679132420124
"GIN","no-estimate",2e-04,"admin1",0.325140425738353,0.380158195583844,0.440803504722572
"GIN","no-estimate",2e-04,"admin2",0.390410846447345,0.438974663981275,0.459887970312981
"GIN","no-estimate",0.001,"admin1",3.59650121623451e-13,2.79011361970003e-12,6.4393696231236e-10
"GIN","no-estimate",0.001,"admin2",3.85037679416647e-12,3.46085085863181e-10,0.0349562700598128
"GNB","district-estimate",1e-04,"admin1",0.321427830147735,0.418997046733301,0.443619553007387
"GNB","district-estimate",1e-04,"admin2",0.383972363139167,0.458039969149736,0.47362799740457
"GNB","district-estimate",2e-04,"admin1",0.188109601398441,0.324932493247473,0.361161147292859
"GNB","district-estimate",2e-04,"admin2",0.244085606335547,0.348941435267883,0.372807744987725
"GNB","district-estimate",0.001,"admin1",5.06990064321413e-09,0.0660896421784601,0.128177284393132
"GNB","district-estimate",0.001,"admin2",0.0694764448571276,0.141609191797022,0.202115587948569
"GNB","global-estimate",1e-04,"admin1",0.303384259396268,0.354820942210987,0.440792371515739
"GNB","global-estimate",1e-04,"admin2",0.344768997665066,0.382852729428913,0.470878654887534
"GNB","global-estimate",2e-04,"admin1",0.0436020522697796,0.368156871231267,0.66386537997059
"GNB","global-estimate",2e-04,"admin2",0.0772593968056522,0.348869081399027,0.665184921040338
"GNB","global-estimate",0.001,"admin1",0.00389478176489934,0.0754956367781143,0.125110664913561
"GNB","global-estimate",0.001,"admin2",0.0594539714077053,0.133062716089239,0.186075021946082
"GNB","no-estimate",1e-04,"admin1",0.433894568980353,0.457284971526166,0.469246370664615
"GNB","no-estimate",1e-04,"admin2",0.470978146854839,0.479485593332272,0.485693637293926
"GNB","no-estimate",2e-04,"admin1",0.375644109918486,0.415793220513711,0.439649661434977
"GNB","no-estimate",2e-04,"admin2",0.430623091568577,0.456482635021528,0.473934196689123
"GNB","no-estimate",0.001,"admin1",0.0581927242421082,0.116176766249407,0.16500885655504
"GNB","no-estimate",0.001,"admin2",0.132693795410635,0.186424093915599,0.247945161027272
"KEN","district-estimate",1e-04,"admin1",0.303927861811046,0.384647578242012,0.420160787981579
"KEN","district-estimate",1e-04,"admin2",0.372754171508397,0.429048801783642,0.449542329373075
"KEN","district-estimate",2e-04,"admin1",0.200956737382707,0.32198461276661,0.388021136459803
"KEN","district-estimate",2e-04,"admin2",0.314309916883019,0.39241250976393,0.424874239230169
"KEN","district-estimate",0.001,"admin1",6.28412884623699e-11,2.52723419502097e-09,0.16279070091504
"KEN","district-estimate",0.001,"admin2",0.0875222324006589,0.241607803943603,0.317041804101939
"KEN","global-estimate",1e-04,"admin1",0.280193945969891,0.369662827813971,0.415540088345257
"KEN","global-estimate",1e-04,"admin2",0.34669851833333,0.414122407337652,0.444691369576893
"KEN","global-estimate",2e-04,"admin1",0.131614945221594,0.333843297748375,0.562774580814299
"KEN","global-estimate",2e-04,"admin2",0.144969939677393,0.417447166804533,0.603256557027493
"KEN","global-estimate",0.001,"admin1",2.85128129630325e-11,8.65910914034852e-10,0.0488776007499798
"KEN","global-estimate",0.001,"admin2",0.0488570593073082,0.214801936577341,0.312553896722189
"KEN","no-estimate",1e-04,"admin1",0.364501572946817,0.421456949628399,0.445537456679832
"KEN","no-estimate",1e-04,"admin2",0.424936648688617,0.456261445982513,0.469597067427912
"KEN","no-estimate",2e-04,"admin1",0.303049751010354,0.385366205074121,0.419898118147897
"KEN","no-estimate",2e-04,"admin2",0.366468498566393,0.423019826155973,0.445949971126165
"KEN","no-estimate",0.001,"admin1",0.0690294575916927,0.150365379426337,0.200042808021387
"KEN","no-estimate",0.001,"admin2",0.222093000050126,0.30749410524949,0.373136416068496
"LBR","district-estimate",1e-04,"admin1",0.221016571669602,0.400987166312598,0.467873475083293
"LBR","district-estimate",1e-04,"admin2",0.269191050700063,0.420429403997962,0.467569203583934
"LBR","district-estimate",2e-04,"admin1",0.126123918327504,0.295021850314399,0.467875164853125
"LBR","district-estimate",2e-04,"admin2",0.178912933018431,0.386665600449716,0.467551507510869
"LBR","district-estimate",0.001,"admin1",0.110786003398645,0.134722481961883,0.301740707379499
"LBR","district-estimate",0.001,"admin2",0.0325940140031411,0.191477301474261,0.370684130042493
"LBR","global-estimate",1e-04,"admin1",0.183984675387863,0.379835171164252,0.467873475083293
"LBR","global-estimate",1e-04,"admin2",0.213166151776846,0.414059889161168,0.467551507510869
"LBR","global-estimate",2e-04,"admin1",0.0545416509154793,0.406097581830348,0.764767150007178
"LBR","global-estimate",2e-04,"admin2",0.0569209952261543,0.421746031305926,0.738993842332292
"LBR","global-estimate",0.001,"admin1",0.138450905664789,0.158480428932994,0.208731574266355
"LBR","global-estimate",0.001,"admin2",0.0177251473057043,0.179053122021607,0.321193487231624
"LBR","no-estimate",1e-04,"admin1",0.323892097383882,0.42340875156666,0.467873475083293
"LBR","no-estimate",1e-04,"admin2",0.343205477683616,0.438626973507312,0.471355455524167
"LBR","no-estimate",2e-04,"admin1",0.220273894975259,0.391431193729716,0.467873475083293
"LBR","no-estimate",2e-04,"admin2",0.260550791325181,0.421314427939245,0.467551507510869
"LBR","no-estimate",0.001,"admin1",0.0637551311584001,0.255040594440047,0.298356323721111
"LBR","no-estimate",0.001,"admin2",0.0713750256335509,0.275174551054767,0.463509277530331
"MDG","district-estimate",1e-04,"admin1",5.79303568654016e-11,3.1506151785024e-10,3.02599680963360e-09
"MDG","district-estimate",1e-04,"admin2",4.41467808939507e-12,8.92478910792637e-11,0.0626923368755632
"MDG","district-estimate",2e-04,"admin1",5.79303568654016e-11,3.1506151785024e-10,3.02599680963360e-09
"MDG","district-estimate",2e-04,"admin2",4.19296531061928e-12,7.97746982699111e-11,2.35272316691708e-09
"MDG","district-estimate",0.001,"admin1",5.79303568654016e-11,3.1506151785024e-10,3.02599680963360e-09
"MDG","district-estimate",0.001,"admin2",4.19296531061928e-12,7.97746982699111e-11,2.35272316691708e-09
"MDG","global-estimate",1e-04,"admin1",5.79303568654016e-11,3.1506151785024e-10,3.02599680963360e-09
"MDG","global-estimate",1e-04,"admin2",4.19296531061928e-12,7.97746982699111e-11,2.35272316691708e-09
"MDG","global-estimate",2e-04,"admin1",0.0194354478352487,0.245697058980803,0.686906050226722
"MDG","global-estimate",2e-04,"admin2",0.0194354433914059,0.245697056575665,0.686906046375141
"MDG","global-estimate",0.001,"admin1",5.79303568654016e-11,3.1506151785024e-10,3.02599680963360e-09
"MDG","global-estimate",0.001,"admin2",4.19296531061928e-12,7.97746982699111e-11,2.35272316691708e-09
"MDG","no-estimate",1e-04,"admin1",5.79303568654016e-11,3.1506151785024e-10,3.02599680963360e-09
"MDG","no-estimate",1e-04,"admin2",8.38073973344152e-12,1.87110516003351e-10,0.171028674722709
"MDG","no-estimate",2e-04,"admin1",5.79303568654016e-11,3.1506151785024e-10,3.02599680963360e-09
"MDG","no-estimate",2e-04,"admin2",4.19296531061928e-12,7.97746982699111e-11,2.35272316691708e-09
"MDG","no-estimate",0.001,"admin1",5.79303568654016e-11,3.1506151785024e-10,3.02599680963360e-09
"MDG","no-estimate",0.001,"admin2",4.19296531061928e-12,7.97746982699111e-11,2.35272316691708e-09
"MLI","district-estimate",1e-04,"admin1",3.2410230754606e-13,0.0374033768579062,0.171269395279275
"MLI","district-estimate",1e-04,"admin2",0.117131484217973,0.194852323024596,0.276235548537673
"MLI","district-estimate",2e-04,"admin1",1.54633468705745e-13,2.87769150880691e-12,2.41141219099681e-09
"MLI","district-estimate",2e-04,"admin2",2.52481325862006e-10,0.0443380494876154,0.111615827729309
