"ISO","confirmation_lens","threshold","admin_level","prop_ac_lb","prop_ac_median","prop_ac_ub"
"MLI","district-estimate",0.001,"admin1",1.54633468705745e-13,2.87769150880691e-12,2.41141219099681e-09
"MLI","district-estimate",0.001,"admin2",1.03362156030029e-11,6.07902814549492e-10,2.15483694450539e-09
"MLI","global-estimate",1e-04,"admin1",2.03255729812741e-13,4.46617035787244e-12,0.0776861407492086
"MLI","global-estimate",1e-04,"admin2",0.0477103607601005,0.122830809058536,0.21759219402775
"MLI","global-estimate",2e-04,"admin1",0.0100302498831204,0.153763696945765,0.379096777388669
"MLI","global-estimate",2e-04,"admin2",0.00752099012742763,0.162679564421424,0.381753235035243
"MLI","global-estimate",0.001,"admin1",1.54633468705745e-13,2.87769150880691e-12,2.41141219099681e-09
"MLI","global-estimate",0.001,"admin2",1.03362156030029e-11,6.07902814549492e-10,2.15483694450539e-09
"MLI","no-estimate",1e-04,"admin1",0.110962110295659,0.154711996130498,0.257605484694222
"MLI","no-estimate",1e-04,"admin2",0.298648889457106,0.341472450852437,0.392671900385049
"MLI","no-estimate",2e-04,"admin1",2.82030658625047e-13,0.0310942145242091,0.134938830711492
"MLI","no-estimate",2e-04,"admin2",0.115924499110096,0.171667638159665,0.247544531356172
"MLI","no-estimate",0.001,"admin1",1.54633468705745e-13,2.87769150880691e-12,2.41141219099681e-09
"MLI","no-estimate",0.001,"admin2",1.03362156030029e-11,6.07902814549492e-10,2.15483694450539e-09
"MOZ","district-estimate",1e-04,"admin1",0.0433397688319654,0.140514624033974,0.294713722849002
"MOZ","district-estimate",1e-04,"admin2",0.351050583488907,0.399318847380776,0.450404381162265
"MOZ","district-estimate",2e-04,"admin1",1.57709616316699e-11,0.0714507888599193,0.125424163441954
"MOZ","district-estimate",2e-04,"admin2",0.27184676446998,0.357508896268999,0.43736230989728
"MOZ","district-estimate",0.001,"admin1",9.74072915041433e-12,6.09341113524788e-11,2.28587409030785e-09
"MOZ","district-estimate",0.001,"admin2",1.41171237697003e-10,0.115452130089353,0.2503316059833
"MOZ","global-estimate",1e-04,"admin1",0.019610411313359,0.108576532121317,0.210655058359148
"MOZ","global-estimate",1e-04,"admin2",0.314538037752916,0.382333009286729,0.445608046656329
"MOZ","global-estimate",2e-04,"admin1",0.0132320597212835,0.17108441211739,0.414140229706549
"MOZ","global-estimate",2e-04,"admin2",0.149375752281629,0.363236808961901,0.561358181478334
"MOZ","global-estimate",0.001,"admin1",9.74072915041433e-12,6.09341113524788e-11,2.28587409030785e-09
"MOZ","global-estimate",0.001,"admin2",9.1722557472855e-11,0.124815779201599,0.219850267220036
"MOZ","no-estimate",1e-04,"admin1",0.243771947551915,0.309635131187872,0.395692980158158
"MOZ","no-estimate",1e-04,"admin2",0.397802631156374,0.423346891741881,0.459422062473491
"MOZ","no-estimate",2e-04,"admin1",0.0678137279964295,0.134669233960831,0.263902093336515
"MOZ","no-estimate",2e-04,"admin2",0.352501190980122,0.397970112160658,0.446378425113538
"MOZ","no-estimate",0.001,"admin1",9.74072915041433e-12,6.09341113524788e-11,2.28587409030785e-09
"MOZ","no-estimate",0.001,"admin2",0.113117422679674,0.241302035771423,0.344732685441631
"MRT","district-estimate",1e-04,"admin1",2.22992052808627e-11,2.25722428747851e-09,0.0901933950614984
"MRT","district-estimate",1e-04,"admin2",0.0411035559845567,0.26007684938745,0.363673910986722
"MRT","district-estimate",2e-04,"admin1",2.07192150692302e-11,1.78285906437739e-09,4.9412748940219e-09
"MRT","district-estimate",2e-04,"admin2",5.13146874138157e-10,0.173740132652692,0.228675751503957
"MRT","district-estimate",0.001,"admin1",2.07192150692302e-11,1.78285906437739e-09,4.9412748940219e-09
"MRT","district-estimate",0.001,"admin2",1.87032001409087e-10,6.84584071984017e-10,2.33901652523773e-09
"MRT","global-estimate",1e-04,"admin1",2.07192150692302e-11,1.78285906437739e-09,4.9412748940219e-09
"MRT","global-estimate",1e-04,"admin2",0.0725977739380452,0.177646680421547,0.337233345031678
"MRT","global-estimate",2e-04,"admin1",0.0148609412631504,0.233958509573913,0.648338416157998
"MRT","global-estimate",2e-04,"admin2",0.0335487155433821,0.251887835563171,0.629895364425859
"MRT","global-estimate",0.001,"admin1",2.07192150692302e-11,1.78285906437739e-09,4.9412748940219e-09
"MRT","global-estimate",0.001,"admin2",1.87032001409087e-10,6.84584071984017e-10,2.33901652523773e-09
"MRT","no-estimate",1e-04,"admin1",1.67162133175569e-09,0.133322859574,0.297592969477574
"MRT","no-estimate",1e-04,"admin2",0.161364248062342,0.295173737060691,0.436725308327515
"MRT","no-estimate",2e-04,"admin1",2.22992052808627e-11,2.25722428747851e-09,0.0888046715701354
"MRT","no-estimate",2e-04,"admin2",0.07732545134817,0.243216531042733,0.361356130134512
"MRT","no-estimate",0.001,"admin1",2.07192150692302e-11,1.78285906437739e-09,4.9412748940219e-09
"MRT","no-estimate",0.001,"admin2",1.87032001409087e-10,6.84584071984017e-10,2.33901652523773e-09
"MWI","district-estimate",1e-04,"admin1",0.0260360182340012,0.0843952728502139,0.194948934356245
"MWI","district-estimate",1e-04,"admin2",0.185696306236736,0.237007640160673,0.312431429922859
"MWI","district-estimate",2e-04,"admin1",0.0425183206914591,0.103662493027726,0.214613386352951
"MWI","district-estimate",2e-04,"admin2",0.0679428298682591,0.145482101442281,0.231259548857639
"MWI","district-estimate",0.001,"admin2",0.0122338878584549,0.0319511954876153,0.078306219365252
"MWI","global-estimate",1e-04,"admin1",0.00929825717433976,0.0332651134566597,0.123259084002632
"MWI","global-estimate",1e-04,"admin2",0.144052522938665,0.198970051532852,0.275621838070991
"MWI","global-estimate",2e-04,"admin1",0.00530664369234112,0.126604685169103,0.339192004458534
"MWI","global-estimate",2e-04,"admin2",0.0244453059715405,0.194481186872005,0.378447560979897
"MWI","no-estimate",1e-04,"admin1",0.130991712738987,0.200748647879597,0.293987962365736
"MWI","no-estimate",1e-04,"admin2",0.269500226095698,0.318299694132226,0.365542533983996
"MWI","no-estimate",2e-04,"admin1",0.019738746847134,0.0828558085639293,0.219414395991414
"MWI","no-estimate",2e-04,"admin2",0.177630684676086,0.224910856611996,0.293617197404492
"MWI","no-estimate",0.001,"admin2",0.000509217866147454,0.0451237483115296,0.10204225084994
"NAM","district-estimate",1e-04,"admin1",0.309743801895991,0.419960669994389,0.505677151897661
"NAM","district-estimate",1e-04,"admin2",0.34418098401618,0.483110794747117,0.50781249560259
"NAM","district-estimate",2e-04,"admin1",7.09735817672972e-11,0.323475834170085,0.464603817110124
"NAM","district-estimate",2e-04,"admin2",0.176204587090754,0.388190662673218,0.477047499022396
"NAM","district-estimate",0.001,"admin1",1.19448757183183e-12,0.180211580944609,0.435914902291516
"NAM","district-estimate",0.001,"admin2",2.64117146513109e-08,0.201701343269308,0.433149173667029
"NAM","global-estimate",1e-04,"admin1",0.149440248806581,0.414175348791129,0.509235832915442
"NAM","global-estimate",1e-04,"admin2",0.293473148485455,0.428655505357675,0.506694154653162
"NAM","global-estimate",2e-04,"admin1",0.0283027411949061,0.409051790355019,0.762155022402776
"NAM","global-estimate",2e-04,"admin2",0.0668645740711761,0.397236079755959,0.759749324513218
"NAM","global-estimate",0.001,"admin1",1.10868210794851e-12,1.62598381979762e-08,0.436207984729854
"NAM","global-estimate",0.001,"admin2",2.66152892553832e-08,0.127835222545871,0.433149173667029
"NAM","no-estimate",1e-04,"admin1",0.403807551732984,0.506081203703811,0.509728123228843
"NAM","no-estimate",1e-04,"admin2",0.473856073650922,0.502801846285081,0.509868447577677
"NAM","no-estimate",2e-04,"admin1",0.295153982520084,0.43024488384318,0.509329405868104
"NAM","no-estimate",2e-04,"admin2",0.388076042625428,0.489920324497308,0.508235877510993
"NAM","no-estimate",0.001,"admin1",1.70687674619361e-12,0.169791741628243,0.43587699807942
"NAM","no-estimate",0.001,"admin2",2.66152892553832e-08,0.235163791208608,0.434690496753174
"NER","district-estimate",1e-04,"admin1",0.0649195546430712,0.189748468601162,0.218555863148728
"NER","district-estimate",1e-04,"admin2",0.189611675000717,0.267002038309578,0.340596572956979
"NER","district-estimate",2e-04,"admin1",2.12040938498757e-11,1.04555306993057e-10,0.173253851722324
"NER","district-estimate",2e-04,"admin2",0.0600322014840407,0.179079418108468,0.252882905151788
"NER","district-estimate",0.001,"admin1",1.95392105979072e-11,5.94338723220056e-11,1.2768776605776e-10
"NER","district-estimate",0.001,"admin2",1.4177478552201e-12,1.02271263035737e-10,0.120098696768242
"NER","global-estimate",1e-04,"admin1",0.0708717295732232,0.191135623583657,0.216982112885885
"NER","global-estimate",1e-04,"admin2",0.149611477782609,0.227464678145431,0.292667793471964
"NER","global-estimate",2e-04,"admin1",0.0101995643308622,0.209405564807198,0.499182828076234
"NER","global-estimate",2e-04,"admin2",0.0198265518644959,0.22423094940849,0.501583598922765
"NER","global-estimate",0.001,"admin1",1.95392105979072e-11,5.94338723220056e-11,1.2768776605776e-10
"NER","global-estimate",0.001,"admin2",1.13544318904029e-12,4.96327291319229e-11,1.99262737692352e-09
"NER","no-estimate",1e-04,"admin1",0.210577136201093,0.31262937848448,0.351684065645941
"NER","no-estimate",1e-04,"admin2",0.301351606110809,0.337968967938695,0.382751620300751
"NER","no-estimate",2e-04,"admin1",0.0697445500250811,0.188887858426169,0.214139139064075
"NER","no-estimate",2e-04,"admin2",0.185310102164368,0.247011916286149,0.32512669640215
"NER","no-estimate",0.001,"admin1",1.95392105979072e-11,5.94338723220056e-11,1.2768776605776e-10
"NER","no-estimate",0.001,"admin2",0.0450876912275343,0.0866022182405557,0.121357731127076
"NGA","district-estimate",1e-04,"admin1",0.151002841613775,0.234742095089838,0.283932897539935
"NGA","district-estimate",1e-04,"admin2",0.350289435264159,0.395297796124418,0.421461926648167
"NGA","district-estimate",2e-04,"admin1",0.0575866935454939,0.171404099537727,0.218787453522265
"NGA","district-estimate",2e-04,"admin2",0.280434932513787,0.345179784477461,0.392382228890309
"NGA","district-estimate",0.001,"admin1",1.58664071972516e-13,3.85305614319069e-11,8.48577433985958e-10
"NGA","district-estimate",0.001,"admin2",0.0686799796775309,0.195950426221382,0.254544981064395
"NGA","global-estimate",1e-04,"admin1",0.115011447881395,0.200693209294028,0.253417292061588
"NGA","global-estimate",1e-04,"admin2",0.310636814162926,0.380144813009566,0.41304320713875
"NGA","global-estimate",2e-04,"admin1",0.0228315038453716,0.180577253532202,0.342386725105252
"NGA","global-estimate",2e-04,"admin2",0.183161926955643,0.352194496680003,0.498521864175686
"NGA","global-estimate",0.001,"admin1",1.58664071972516e-13,3.85305614319069e-11,8.48577433985958e-10
"NGA","global-estimate",0.001,"admin2",0.0721842894588008,0.175009150932148,0.226907040624487
"NGA","no-estimate",1e-04,"admin1",0.30124018797969,0.357663765595143,0.380554720574408
"NGA","no-estimate",1e-04,"admin2",0.397248649775881,0.426221816173011,0.440778761787245
"NGA","no-estimate",2e-04,"admin1",0.140356175544342,0.2238350782693,0.266711149624614
"NGA","no-estimate",2e-04,"admin2",0.343069098409607,0.393122525834788,0.418445489837996
"NGA","no-estimate",0.001,"admin1",2.89223052140264e-13,0.109143872026283,0.137316180765757
"NGA","no-estimate",0.001,"admin2",0.149876430527398,0.251599961926489,0.311288643365125
"RWA","district-estimate",1e-04,"admin1",2.15947431844963e-13,1.78748027863012e-11,1.22644548132933e-10
"RWA","district-estimate",1e-04,"admin2",1.7259733985831e-11,0.181694559740306,0.237851406397333
"RWA","district-estimate",2e-04,"admin1",2.15947431844963e-13,1.78748027863012e-11,1.22644548132933e-10
"RWA","district-estimate",2e-04,"admin2",2.37843406396831e-12,6.86320081800319e-11,5.10614196924067e-10
"RWA","district-estimate",0.001,"admin1",2.15947431844963e-13,1.78748027863012e-11,1.22644548132933e-10
"RWA","district-estimate",0.001,"admin2",2.37843406396831e-12,6.86320081800319e-11,5.10614196924067e-10
"RWA","global-estimate",1e-04,"admin1",2.15947431844963e-13,1.78748027863012e-11,1.22644548132933e-10
"RWA","global-estimate",1e-04,"admin2",2.48122639454395e-12,2.17193346279457e-10,0.205433646581314
"RWA","global-estimate",2e-04,"admin1",0.0351431463239992,0.318817778323729,0.719143997778735
"RWA","global-estimate",2e-04,"admin2",0.0351431456911745,0.31881778123095,0.719143998233087
"RWA","global-estimate",0.001,"admin1",2.15947431844963e-13,1.78748027863012e-11,1.22644548132933e-10
"RWA","global-estimate",0.001,"admin2",2.37843406396831e-12,6.86320081800319e-11,5.10614196924067e-10
"RWA","no-estimate",1e-04,"admin1",2.15947431844963e-13,1.78748027863012e-11,1.22644548132933e-10
"RWA","no-estimate",1e-04,"admin2",0.266853924744606,0.285732783091154,0.298781978541989
"RWA","no-estimate",2e-04,"admin1",2.15947431844963e-13,1.78748027863012e-11,1.22644548132933e-10
"RWA","no-estimate",2e-04,"admin2",0.0603600111350318,0.0871859030762289,0.107768554477762
"RWA","no-estimate",0.001,"admin1",2.15947431844963e-13,1.78748027863012e-11,1.22644548132933e-10
"RWA","no-estimate",0.001,"admin2",2.37843406396831e-12,6.86320081800319e-11,5.10614196924067e-10
"SEN","district-estimate",1e-04,"admin1",7.50917465393041e-11,5.60181404016901e-10,2.64527367523131e-09
"SEN","district-estimate",1e-04,"admin2",2.41059285948834e-11,4.82199822846964e-10,2.63194818259257e-09
"SEN","district-estimate",2e-04,"admin1",7.50917465393041e-11,5.60181404016901e-10,2.64527367523131e-09
"SEN","district-estimate",2e-04,"admin2",2.41059285948834e-11,4.82199822846964e-10,2.63194818259257e-09
"SEN","district-estimate",0.001,"admin1",7.50917465393041e-11,5.60181404016901e-10,2.64527367523131e-09
"SEN","district-estimate",0.001,"admin2",2.41059285948834e-11,4.82199822846964e-10,2.63194818259257e-09
"SEN","global-estimate",1e-04,"admin1",7.50917465393041e-11,5.60181404016901e-10,2.64527367523131e-09
"SEN","global-estimate",1e-04,"admin2",2.41059285948834e-11,4.82199822846964e-10,2.63194818259257e-09
"SEN","global-estimate",2e-04,"admin1",0.0124227363407786,0.136237542289911,0.325460678235111
"SEN","global-estimate",2e-04,"admin2",0.0124227290830707,0.136237537188691,0.325460674204381
"SEN","global-estimate",0.001,"admin1",7.50917465393041e-11,5.60181404016901e-10,2.64527367523131e-09
"SEN","global-estimate",0.001,"admin2",2.41059285948834e-11,4.82199822846964e-10,2.63194818259257e-09
"SEN","no-estimate",1e-04,"admin1",7.50917465393041e-11,5.60181404016901e-10,2.64527367523131e-09
"SEN","no-estimate",1e-04,"admin2",2.41059285948834e-11,4.82199822846964e-10,2.63194818259257e-09
"SEN","no-estimate",2e-04,"admin1",7.50917465393041e-11,5.60181404016901e-10,2.64527367523131e-09
"SEN","no-estimate",2e-04,"admin2",2.41059285948834e-11,4.82199822846964e-10,2.63194818259257e-09
"SEN","no-estimate",0.001,"admin1",7.50917465393041e-11,5.60181404016901e-10,2.64527367523131e-09
"SEN","no-estimate",0.001,"admin2",2.41059285948834e-11,4.82199822846964e-10,2.63194818259257e-09
"SLE","district-estimate",1e-04,"admin1",0.486855632828219,0.492996020903069,0.497533818731245
"SLE","district-estimate",1e-04,"admin2",0.480625326958864,0.493806900528052,0.499502373578845
"SLE","district-estimate",2e-04,"admin1",0.416022755908245,0.462702635093948,0.487086494079783
"SLE","district-estimate",2e-04,"admin2",0.442474305855155,0.468982146662155,0.486417696329351
"SLE","district-estimate",0.001,"admin1",0.115456384097321,0.213165430576443,0.354032217556853
"SLE","district-estimate",0.001,"admin2",0.149555870653616,0.260630695183705,0.381829317126268
"SLE","global-estimate",1e-04,"admin1",0.463734471201119,0.492353621737431,0.498277994798078
"SLE","global-estimate",1e-04,"admin2",0.470228757915461,0.486446435213087,0.497110851017407
"SLE","global-estimate",2e-04,"admin1",0.0906171823784657,0.444092817570696,0.722516801330643
"SLE","global-estimate",2e-04,"admin2",0.155210321923813,0.460674816421867,0.713389663345104
"SLE","global-estimate",0.001,"admin1",0.0832041039008362,0.172814179805466,0.349722187306581
"SLE","global-estimate",0.001,"admin2",0.115757444006234,0.179429464176647,0.355113730334909
"SLE","no-estimate",1e-04,"admin1",0.493349249944081,0.501906856658902,0.502017074085456
"SLE","no-estimate",1e-04,"admin2",0.49781127175584,0.499985522876701,0.50107935127432
"SLE","no-estimate",2e-04,"admin1",0.487939337671095,0.493867462034786,0.498654781201337
"SLE","no-estimate",2e-04,"admin2",0.483323626687886,0.49348581804955,0.498536658528745
"SLE","no-estimate",0.001,"admin1",0.265419290843571,0.354355765657112,0.414997093139133
"SLE","no-estimate",0.001,"admin2",0.307206553124234,0.35690670568944,0.433125653767444
"SOM","district-estimate",1e-04,"admin1",0.463278609310848,0.468994801919814,0.471722197615917
"SOM","district-estimate",1e-04,"admin2",0.461529131927749,0.467066722117374,0.471188883815342
"SOM","district-estimate",2e-04,"admin1",0.421414740337775,0.448447632412082,0.461092771058642
"SOM","district-estimate",2e-04,"admin2",0.439299717272514,0.453216651528026,0.463725336729769
"SOM","district-estimate",0.001,"admin1",0.0945490830116971,0.199110502313926,0.293362714951777
"SOM","district-estimate",0.001,"admin2",0.205828561184293,0.274527948548721,0.357176333722322
"SOM","global-estimate",1e-04,"admin1",0.447827474309807,0.466296818724399,0.471572929557458
"SOM","global-estimate",1e-04,"admin2",0.45055483654984,0.465536484963172,0.470606459862221
"SOM","global-estimate",2e-04,"admin1",0.220876833906321,0.466413606074212,0.613390859568812
"SOM","global-estimate",2e-04,"admin2",0.262602497640987,0.483203294659202,0.597322796823685
"SOM","global-estimate",0.001,"admin1",0.0706124725344448,0.15064032934688,0.243458372278809
"SOM","global-estimate",0.001,"admin2",0.151204626805961,0.230769282494746,0.297415932029844
"SOM","no-estimate",1e-04,"admin1",0.470537666575661,0.473102157641961,0.47489100063151
"SOM","no-estimate",1e-04,"admin2",0.468819487626682,0.472460770289009,0.474159401465051
"SOM","no-estimate",2e-04,"admin1",0.463671032039284,0.469566266143363,0.472099079944172
"SOM","no-estimate",2e-04,"admin2",0.459174007303725,0.467409431468313,0.471037346319664
"SOM","no-estimate",0.001,"admin1",0.257928737725443,0.335266697516113,0.39647601537737
"SOM","no-estimate",0.001,"admin2",0.341192659379425,0.384040085631165,0.416394876213795
"SSD","district-estimate",1e-04,"admin1",0.424491241775974,0.471756826698866,0.484496349017563
"SSD","district-estimate",1e-04,"admin2",0.452421334896933,0.479215574505859,0.488610595340818
"SSD","district-estimate",2e-04,"admin1",0.24655906069291,0.444842159172705,0.473959657253255
"SSD","district-estimate",2e-04,"admin2",0.409953827000388,0.461653596207661,0.480013702204902
"SSD","district-estimate",0.001,"admin1",7.77570165361391e-11,0.266675765826337,0.465462946901855
"SSD","district-estimate",0.001,"admin2",0.0975902846245937,0.401831305156405,0.454541428873723
"SSD","global-estimate",1e-04,"admin1",0.381374038782356,0.462097952960774,0.485887485948689
"SSD","global-estimate",1e-04,"admin2",0.420089956315398,0.47543939157508,0.48745204710366
"SSD","global-estimate",2e-04,"admin1",0.0286200623600251,0.498156494122709,0.817586240771334
"SSD","global-estimate",2e-04,"admin2",0.0498533567781714,0.509994817237494,0.823223669516354
"SSD","global-estimate",0.001,"admin1",6.0749622683536e-11,0.266674442299456,0.297853403442525
"SSD","global-estimate",0.001,"admin2",0.0846349073239832,0.363420524722056,0.452955290150576
"SSD","no-estimate",1e-04,"admin1",0.461456734273522,0.487126262212282,0.492115636649048
"SSD","no-estimate",1e-04,"admin2",0.478420323408925,0.487344482478617,0.492857084188355
"SSD","no-estimate",2e-04,"admin1",0.414020892129517,0.467543746641492,0.48372390270706
"SSD","no-estimate",2e-04,"admin2",0.442436103453283,0.477788461751858,0.485725037166476
"SSD","no-estimate",0.001,"admin1",0.218791245053549,0.415554877741443,0.467444691963357
"SSD","no-estimate",0.001,"admin2",0.317194495616214,0.415694386007599,0.465020576782408
"TCD","district-estimate",1e-04,"admin1",0.443114357104127,0.459594127552739,0.468311946941499
"TCD","district-estimate",1e-04,"admin2",0.442882466112991,0.45809083346382,0.465926360685516
"TCD","district-estimate",2e-04,"admin1",0.393019547803334,0.428300333894108,0.447506913192511
"TCD","district-estimate",2e-04,"admin2",0.398445101519676,0.430005363114572,0.447584797822111
"TCD","district-estimate",0.001,"admin1",0.117398685154014,0.281402626709118,0.339717478495276
"TCD","district-estimate",0.001,"admin2",0.225265160489811,0.309127632794972,0.362928459538376
"TCD","global-estimate",1e-04,"admin1",0.418977689937844,0.45167565892563,0.466020820775862
"TCD","global-estimate",1e-04,"admin2",0.401531865470737,0.452776321380235,0.466243812316139
"TCD","global-estimate",2e-04,"admin1",0.104631197824878,0.441988632727833,0.722123917566737
"TCD","global-estimate",2e-04,"admin2",0.129649816592378,0.454032335119005,0.722420724128867
"TCD","global-estimate",0.001,"admin1",0.117676512608671,0.261902526861438,0.33929289454856
"TCD","global-estimate",0.001,"admin2",0.184071609992499,0.293222215321606,0.353101091501662
"TCD","no-estimate",1e-04,"admin1",0.465029702398286,0.471603914787433,0.475214185993092
"TCD","no-estimate",1e-04,"admin2",0.468114691454238,0.472931092375268,0.475942777161415
"TCD","no-estimate",2e-04,"admin1",0.448281335745346,0.45893381684544,0.467201968842641
"TCD","no-estimate",2e-04,"admin2",0.440804197538501,0.456265686501562,0.46565623505094
"TCD","no-estimate",0.001,"admin1",0.269312905818684,0.334707870171827,0.379740015996893
"TCD","no-estimate",0.001,"admin2",0.303566360892198,0.364025194164274,0.399245274965186
"TGO","district-estimate",1e-04,"admin2",0.116739288675461,0.141115068350218,0.172068870362453
"TGO","global-estimate",1e-04,"admin2",0.0658858223708249,0.0722637291778588,0.0786416359848927
"TGO","global-estimate",2e-04,"admin1",0.00695153040455519,0.194136258569512,0.529536042987829
"TGO","global-estimate",2e-04,"admin2",0.00695152654458379,0.194136266415165,0.52953604154787
"TGO","no-estimate",1e-04,"admin2",0.0140479763077603,0.0857369228108352,0.163963529692752
"TGO","no-estimate",2e-04,"admin2",0.00831925956914548,0.0317004672626553,0.0550816749561652
"TZA","district-estimate",1e-04,"admin1",0.19071348874072,0.235227544205434,0.298630912281119
"TZA","district-estimate",1e-04,"admin2",0.282205418218328,0.322201424438797,0.351460010985828
"TZA","district-estimate",2e-04,"admin1",0.010188054455714,0.0527772681839409,0.137911585037942
"TZA","district-estimate",2e-04,"admin2",0.153233802086508,0.196751469900253,0.235658459229255
"TZA","district-estimate",0.001,"admin1",3.86995124388177e-14,8.04207676517673e-10,3.30916846285311e-09
"TZA","district-estimate",0.001,"admin2",0.00272837184687083,0.0227018603551526,0.060732845110942
"TZA","global-estimate",1e-04,"admin1",0.126840424139108,0.185476874012473,0.235888166843297
"TZA","global-estimate",1e-04,"admin2",0.231154029791053,0.272094799285641,0.313955154172235
"TZA","global-estimate",2e-04,"admin1",0.00799482489411344,0.105773416698904,0.25241281755765
"TZA","global-estimate",2e-04,"admin2",0.0580607345614865,0.211582871362256,0.339983448554715
"TZA","global-estimate",0.001,"admin1",3.86995124388177e-14,8.04207676517673e-10,3.30916846285311e-09
"TZA","global-estimate",0.001,"admin2",0.00191322851932973,0.0154046180685686,0.0474600857855453
"TZA","no-estimate",1e-04,"admin1",0.353908937351619,0.383892945166471,0.408981624536522
"TZA","no-estimate",1e-04,"admin2",0.376568555287931,0.395965038314871,0.413546520935061
"TZA","no-estimate",2e-04,"admin1",0.188744247471914,0.227635653091895,0.26513316079689
"TZA","no-estimate",2e-04,"admin2",0.28978655507901,0.314710791635912,0.331898978254214
"TZA","no-estimate",0.001,"admin1",3.86995124388177e-14,8.04207676517673e-10,3.30916846285311e-09
"TZA","no-estimate",0.001,"admin2",0.0299777360919185,0.0562684784721029,0.0893363472902837
"UGA","district-estimate",1e-04,"admin1",0.129539404396111,0.181661759532445,0.231652207235892
"UGA","district-estimate",1e-04,"admin2",0.17685927294877,0.228429975997399,0.274204812803363
"UGA","district-estimate",2e-04,"admin1",0.0472616872685537,0.110315084757204,0.177610844028861
"UGA","district-estimate",2e-04,"admin2",0.0792788494426892,0.140020304200944,0.212338572424252
"UGA","district-estimate",0.001,"admin1",2.80929357042545e-10,2.0680728508641e-09,5.53240563914405e-09
"UGA","district-estimate",0.001,"admin2",8.22552671763675e-10,0.0145529568501006,0.106180929180763
"UGA","global-estimate",1e-04,"admin1",0.102013623951047,0.163146835334027,0.209551212232433
"UGA","global-estimate",1e-04,"admin2",0.167358697384906,0.217725253857601,0.260996375800089
"UGA","global-estimate",2e-04,"admin1",0.01071025333505,0.179629508557323,0.394863015680289
"UGA","global-estimate",2e-04,"admin2",0.0196601607696678,0.198333822979217,0.382728082662486
"UGA","global-estimate",0.001,"admin1",2.80929357042545e-10,2.0680728508641e-09,5.46827214699339e-09
"UGA","global-estimate",0.001,"admin2",6.93922743466659e-10,4.79619677681022e-09,0.103238434425482
"UGA","no-estimate",1e-04,"admin1",0.225755927437934,0.261676097241938,0.295258057532525
"UGA","no-estimate",1e-04,"admin2",0.263213602109791,0.3013761554315,0.337425910396196
"UGA","no-estimate",2e-04,"admin1",0.106505857657922,0.168501392686755,0.211662958254682
"UGA","no-estimate",2e-04,"admin2",0.181266571225243,0.221223364622255,0.261483743757118
"UGA","no-estimate",0.001,"admin1",5.99160946095613e-10,6.91390620950943e-09,0.106053753850525
"UGA","no-estimate",0.001,"admin2",0.0187191885131102,0.0698295050277361,0.163878112182395
"ZAF","district-estimate",1e-04,"admin1",2.28343081477038e-10,5.06402881272902e-10,1.16257621948753e-09
"ZAF","district-estimate",1e-04,"admin2",2.6097281049612e-11,1.8463988646099e-10,9.45136989333572e-10
"ZAF","district-estimate",2e-04,"admin1",2.28343081477038e-10,5.06402881272902e-10,1.16257621948753e-09
"ZAF","district-estimate",2e-04,"admin2",2.6097281049612e-11,1.8463988646099e-10,9.45136989333572e-10
"ZAF","district-estimate",0.001,"admin1",2.28343081477038e-10,5.06402881272902e-10,1.16257621948753e-09
"ZAF","district-estimate",0.001,"admin2",2.6097281049612e-11,1.8463988646099e-10,9.45136989333572e-10
"ZAF","global-estimate",1e-04,"admin1",2.28343081477038e-10,5.06402881272902e-10,1.16257621948753e-09
"ZAF","global-estimate",1e-04,"admin2",2.6097281049612e-11,1.8463988646099e-10,9.45136989333572e-10
"ZAF","global-estimate",2e-04,"admin1",0.00256187947779038,0.0926925778392363,0.241923234018825
"ZAF","global-estimate",2e-04,"admin2",0.00256188084802301,0.0926925793998981,0.241923237077413
"ZAF","global-estimate",0.001,"admin1",2.28343081477038e-10,5.06402881272902e-10,1.16257621948753e-09
"ZAF","global-estimate",0.001,"admin2",2.6097281049612e-11,1.8463988646099e-10,9.45136989333572e-10
"ZAF","no-estimate",1e-04,"admin1",2.28343081477038e-10,5.06402881272902e-10,1.16257621948753e-09
"ZAF","no-estimate",1e-04,"admin2",2.6097281049612e-11,1.8463988646099e-10,9.45136989333572e-10
"ZAF","no-estimate",2e-04,"admin1",2.28343081477038e-10,5.06402881272902e-10,1.16257621948753e-09
"ZAF","no-estimate",2e-04,"admin2",2.6097281049612e-11,1.8463988646099e-10,9.45136989333572e-10
"ZAF","no-estimate",0.001,"admin1",2.28343081477038e-10,5.06402881272902e-10,1.16257621948753e-09
"ZAF","no-estimate",0.001,"admin2",2.6097281049612e-11,1.8463988646099e-10,9.45136989333572e-10
"ZMB","district-estimate",1e-04,"admin1",0.0584326574467873,0.179715671619568,0.346511655709871
"ZMB","district-estimate",1e-04,"admin2",0.196899662323086,0.312621600349389,0.400491735710634
"ZMB","district-estimate",2e-04,"admin1",5.18056760045514e-11,0.172840426774416,0.238397247544063
"ZMB","district-estimate",2e-04,"admin2",0.00454025859295378,0.188100778663177,0.273945420668228
"ZMB","district-estimate",0.001,"admin1",1.72056433553522e-11,7.58662682641113e-11,2.3823130165678e-10
"ZMB","district-estimate",0.001,"admin2",2.64697195383137e-10,1.81126997196576e-09,0.063035038793691
