"ISO","confirmation_lens","admin_level","threshold","cumu_clinical_cases_lb","cumu_clinical_cases_median","cumu_clinical_cases_ub","n_rdt_tested_lb","n_rdt_tested_median","n_rdt_tested_ub","n_culture_tested_lb","n_culture_tested_median","n_culture_tested_ub"
"NER","district-estimate","admin2",1e-04,19116.9208988703,22012.0268596304,24567.0968806441,14146.521465164,16288.8998761265,18179.6516916766,3802.58496983609,4378.4562867028,4886.69037472268
"NER","district-estimate","admin2",2e-04,21621.8284679415,24578.0103944997,28003.839476237,16000.1530662767,18187.7276919298,20722.8412124154,4300.84114421518,4888.86120359072,5570.29971789725
"NER","district-estimate","admin2",0.001,27071.2561939922,29597.197413897,33661.6048883082,20032.7295835542,21901.9260862838,24909.5876173481,5384.79771205938,5887.23773199308,6695.69715154316
"NER","global-estimate","admin1",1e-04,21609.4854018421,26280.4578803323,30528.1780718627,0,0,0,6482.84562055263,7884.13736409969,9158.45342155881
"NER","global-estimate","admin1",2e-04,26257.5762961234,30138.0504202895,36871.7283123199,0,0,0,7877.27288883702,9041.41512608685,11061.518493696
"NER","global-estimate","admin1",0.001,27141.6596871111,29712.1912270699,34936.5291964946,0,0,0,8142.49790613333,8913.65736812097,10480.9587589484
"NER","global-estimate","admin2",1e-04,20905.8881815328,22849.3399776357,25311.9967904632,0,0,0,6271.76645445984,6854.80199329071,7593.59903713896
"NER","global-estimate","admin2",2e-04,16987.6226341933,25568.263656224,38157.1013659465,0,0,0,5096.28679025799,7670.4790968672,11447.130409784
"NER","global-estimate","admin2",0.001,27432.5527667433,29671.0072833494,34213.8621782715,0,0,0,8229.76583002299,8901.30218500482,10264.1586534814
"NER","no-estimate","admin1",1e-04,18155.8044344575,20387.4670295977,23182.5573753974,0,0,0,0,0,0
"NER","no-estimate","admin1",2e-04,21559.7592040616,24501.8924632546,27577.4295490079,0,0,0,0,0,0
"NER","no-estimate","admin1",0.001,27086.4206360264,29645.3885550868,34846.8132812374,0,0,0,0,0,0
"NER","no-estimate","admin2",1e-04,17950.8628059803,19482.5383053988,21259.6350329171,0,0,0,0,0,0
"NER","no-estimate","admin2",2e-04,20453.2023164098,22210.2508961022,24210.6098703423,0,0,0,0,0,0
"NER","no-estimate","admin2",0.001,24907.2638254596,27180.7569454668,30982.7970112203,0,0,0,0,0,0
"NGA","district-estimate","admin1",1e-04,247105.479499309,286111.54459436,314372.357620726,182858.054829489,211722.542999826,232635.544639337,49152.2451381666,56911.0195583533,62532.4343990538
"NGA","district-estimate","admin1",2e-04,274534.419631361,311261.221689951,344387.191121377,203155.470527207,230333.304050564,254846.521429819,54608.1904777133,61913.5921287915,68502.7449603353
"NGA","district-estimate","admin1",0.001,309028.730943864,375862.277144671,425988.301977215,228681.260898459,278138.085087057,315231.343463139,61469.5229295059,74763.5172714008,84734.1851228918
"NGA","district-estimate","admin2",1e-04,196674.272227641,225398.904428748,248619.750106276,145538.961448454,166795.189277274,183978.615078644,39120.8728373445,44834.5468777311,49453.4517331396
"NGA","district-estimate","admin2",2e-04,213809.774785135,243099.75831248,269567.877181778,158219.233341,179893.821151235,199480.229114516,42529.3299220608,48355.459125452,53620.2855859818
"NGA","district-estimate","admin2",0.001,265402.306205599,303456.323164774,327456.779226706,196397.706592143,224557.679141933,242318.016627762,52791.7035319681,60361.1041533515,65135.0828695425
"NGA","global-estimate","admin1",1e-04,255164.797703794,297734.028869255,326420.927676703,0,0,0,76549.4393111382,89320.2086607765,97926.2783030109
"NGA","global-estimate","admin1",2e-04,275397.347244623,328058.979562683,376733.272408821,0,0,0,82619.2041733869,98417.6938688049,113019.981722646
"NGA","global-estimate","admin1",0.001,309028.730943864,375862.277144671,425988.301977215,0,0,0,92708.6192831592,112758.683143401,127796.490593164
"NGA","global-estimate","admin2",1e-04,201104.792139089,229424.693364078,252821.828117142,0,0,0,60331.4376417267,68827.4080092234,75846.5484351426
"NGA","global-estimate","admin2",2e-04,195475.389571507,254336.627745337,324964.03573841,0,0,0,58642.6168714521,76300.9883236011,97489.210721523
"NGA","global-estimate","admin2",0.001,271521.918134301,310534.348441377,333687.076335428,0,0,0,81456.5754402903,93160.3045324131,100106.122900628
"NGA","no-estimate","admin1",1e-04,204356.371792691,237474.307332364,263055.29039182,0,0,0,0,0,0
"NGA","no-estimate","admin1",2e-04,250390.557043233,287514.983909911,317833.844730475,0,0,0,0,0,0
"NGA","no-estimate","admin1",0.001,308998.700255247,345709.4879742,394010.564414238,0,0,0,0,0,0
"NGA","no-estimate","admin2",1e-04,184515.464175929,214312.003191807,233703.644315385,0,0,0,0,0,0
"NGA","no-estimate","admin2",2e-04,196387.443876434,225346.549249165,248477.337731944,0,0,0,0,0,0
"NGA","no-estimate","admin2",0.001,248656.647011167,279074.533019006,304667.926207975,0,0,0,0,0,0
"RWA","district-estimate","admin1",1e-04,2682.54690936747,3183.11392730509,3745.36507881703,1985.08471293193,2355.50430620577,2771.5701583246,533.590770836102,633.15955750811,744.998058557653
"RWA","district-estimate","admin1",2e-04,2682.54690936747,3183.11392730509,3745.36507881703,1985.08471293193,2355.50430620577,2771.5701583246,533.590770836102,633.15955750811,744.998058557653
"RWA","district-estimate","admin1",0.001,2682.54690936747,3183.11392730509,3745.36507881703,1985.08471293193,2355.50430620577,2771.5701583246,533.590770836102,633.15955750811,744.998058557653
"RWA","district-estimate","admin2",1e-04,2301.57226017076,2660.13920735239,3109.75295484336,1703.16347252636,1968.50301344077,2301.21718658409,457.810341415086,529.133610012879,618.567179753803
"RWA","district-estimate","admin2",2e-04,2854.31466560377,2993.39730343934,3181.94147539527,2112.19285254679,2215.11400454511,2354.6366917925,567.757438764577,595.422644421726,632.926342753824
"RWA","district-estimate","admin2",0.001,2854.31466560377,2993.39730343934,3181.94147539527,2112.19285254679,2215.11400454511,2354.6366917925,567.757438764577,595.422644421726,632.926342753824
"RWA","global-estimate","admin1",1e-04,2700.74939890607,3171.16940040915,3677.07438612429,0,0,0,810.224819671821,951.350820122745,1103.12231583729
"RWA","global-estimate","admin1",2e-04,2283.96016709717,3173.18444960568,4267.32631046184,0,0,0,685.188050129151,951.955334881704,1280.19789313855
"RWA","global-estimate","admin1",0.001,2682.54690936747,3183.11392730509,3745.36507881703,0,0,0,804.764072810241,954.934178191527,1123.60952364511
"RWA","global-estimate","admin2",1e-04,2462.13132181162,2958.76155374389,3188.35759955325,0,0,0,738.639396543486,887.628466123167,956.507279865975
"RWA","global-estimate","admin2",2e-04,933.375037341972,3075.62291983618,5718.93661187173,0,0,0,280.012511202592,922.686875950854,1715.68098356152
"RWA","global-estimate","admin2",0.001,2854.31466560377,2993.39730343934,3181.94147539527,0,0,0,856.294399681131,898.019191031802,954.582442618581
"RWA","no-estimate","admin1",1e-04,2700.74939890607,3171.16940040915,3677.07438612429,0,0,0,0,0,0
"RWA","no-estimate","admin1",2e-04,2700.74939890607,3171.16940040915,3677.07438612429,0,0,0,0,0,0
"RWA","no-estimate","admin1",0.001,2700.74939890607,3171.16940040915,3677.07438612429,0,0,0,0,0,0
"RWA","no-estimate","admin2",1e-04,2014.64694914217,2130.33011589326,2306.19711534736,0,0,0,0,0,0
"RWA","no-estimate","admin2",2e-04,2606.51600235875,2740.47165426136,2930.17018409925,0,0,0,0,0,0
"RWA","no-estimate","admin2",0.001,2861.41936528389,3000.72721008995,3189.07165982613,0,0,0,0,0,0
"SEN","district-estimate","admin1",1e-04,119.838405439313,185.843039068418,256.261579253475,88.6804200250916,137.523848910629,189.633568647572,23.8372969027446,36.9664105871772,50.9735032524672
"SEN","district-estimate","admin1",2e-04,119.838405439313,185.843039068418,256.261579253475,88.6804200250916,137.523848910629,189.633568647572,23.8372969027446,36.9664105871772,50.9735032524672
"SEN","district-estimate","admin1",0.001,119.838405439313,185.843039068418,256.261579253475,88.6804200250916,137.523848910629,189.633568647572,23.8372969027446,36.9664105871772,50.9735032524672
"SEN","district-estimate","admin2",1e-04,118.029792301274,182.613214158391,251.695614612015,87.3420463029428,135.133778477209,186.254754812891,23.477542046231,36.3239596546739,50.0652780937051
"SEN","district-estimate","admin2",2e-04,118.029792301274,182.613214158391,251.695614612015,87.3420463029428,135.133778477209,186.254754812891,23.477542046231,36.3239596546739,50.0652780937051
"SEN","district-estimate","admin2",0.001,118.029792301274,182.613214158391,251.695614612015,87.3420463029428,135.133778477209,186.254754812891,23.477542046231,36.3239596546739,50.0652780937051
"SEN","global-estimate","admin1",1e-04,120.512567611155,185.952532141794,256.870282096993,0,0,0,36.1537702833465,55.7857596425382,77.0610846290979
"SEN","global-estimate","admin1",2e-04,117.884691104499,187.93455715949,263.521338344151,0,0,0,35.3654073313497,56.380367147847,79.0564015032453
"SEN","global-estimate","admin1",0.001,119.838405439313,185.843039068418,256.261579253476,0,0,0,35.9515216317939,55.7529117205254,76.8784737760428
"SEN","global-estimate","admin2",1e-04,117.975005234415,182.556579744907,251.646324809556,0,0,0,35.3925015703245,54.7669739234721,75.4938974428668
"SEN","global-estimate","admin2",2e-04,102.488404296848,184.65617304963,320.561241277521,0,0,0,30.7465212890544,55.396851914889,96.1683723832563
"SEN","global-estimate","admin2",0.001,118.029792301274,182.613214158391,251.695614612015,0,0,0,35.4089376903822,54.7839642475173,75.5086843836045
"SEN","no-estimate","admin1",1e-04,120.512567611155,185.952532141794,256.870282096993,0,0,0,0,0,0
"SEN","no-estimate","admin1",2e-04,120.512567611155,185.952532141794,256.870282096993,0,0,0,0,0,0
"SEN","no-estimate","admin1",0.001,120.512567611155,185.952532141794,256.870282096993,0,0,0,0,0,0
"SEN","no-estimate","admin2",1e-04,117.975005234415,182.556579744907,251.646324809556,0,0,0,0,0,0
"SEN","no-estimate","admin2",2e-04,117.975005234415,182.556579744907,251.646324809556,0,0,0,0,0,0
"SEN","no-estimate","admin2",0.001,117.975005234415,182.556579744907,251.646324809556,0,0,0,0,0,0
"SLE","district-estimate","admin1",1e-04,77244.3900075839,94945.7142390234,154297.959167727,57160.8486056121,70259.8285368773,114180.489784118,15364.8361051885,18885.8419107126,30691.7156539709
"SLE","district-estimate","admin1",2e-04,82854.2350385803,100310.934520264,162153.728869313,61312.1339285494,74230.0915449954,119993.759363292,16480.7015999941,19953.0486072948,32254.3225168528
"SLE","district-estimate","admin1",0.001,126862.458298733,148953.104363931,203632.636883517,93878.2191410624,110225.297229309,150688.151293803,25234.4653051176,29628.5598952382,40504.9750677741
"SLE","district-estimate","admin2",1e-04,83272.626461546,89659.4418387816,140786.250561284,61621.743581544,66347.9869606984,104181.82541535,16563.924674719,17834.3388950357,28004.0746716461
"SLE","district-estimate","admin2",2e-04,87815.828213034,95712.5394565115,145476.904846043,64983.7128776452,70827.2791978185,107652.909586072,17467.622021511,19038.3726483736,28937.1020967361
"SLE","district-estimate","admin2",0.001,122639.927451565,141105.459482695,190219.806464447,90753.5463141581,104418.040017194,140762.656783691,24394.5532492457,28067.5691566218,37837.0021434561
"SLE","global-estimate","admin1",1e-04,76847.6437458385,92801.7674346798,150020.504268532,0,0,0,23054.2931237516,27840.5302304039,45006.1512805596
"SLE","global-estimate","admin1",2e-04,83855.8978894563,107378.246097287,204748.4899621,0,0,0,25156.7693668369,32213.4738291861,61424.54698863
"SLE","global-estimate","admin1",0.001,134218.477141466,153237.176032165,203618.128523578,0,0,0,40265.5431424398,45971.1528096495,61085.4385570734
"SLE","global-estimate","admin2",1e-04,83564.0177866228,90244.4931526282,139621.913913576,0,0,0,25069.2053359868,27073.3479457885,41886.5741740728
"SLE","global-estimate","admin2",2e-04,60912.2847504931,105774.200050307,230843.439110822,0,0,0,18273.6854251479,31732.2600150921,69253.0317332466
"SLE","global-estimate","admin2",0.001,136661.562956894,148549.219845675,193916.439251357,0,0,0,40998.4688870682,44564.7659537025,58174.9317754071
"SLE","no-estimate","admin1",1e-04,74901.8547131966,91281.3628360383,148208.295427206,0,0,0,0,0,0
"SLE","no-estimate","admin1",2e-04,76394.4661911434,92367.0952407039,149827.017340073,0,0,0,0,0,0
"SLE","no-estimate","admin1",0.001,103955.098301092,119552.606859751,178711.722039504,0,0,0,0,0,0
"SLE","no-estimate","admin2",1e-04,80907.3773695897,87384.3062880572,137532.438351113,0,0,0,0,0,0
"SLE","no-estimate","admin2",2e-04,83168.4495823911,88556.5661853684,139190.820878407,0,0,0,0,0,0
"SLE","no-estimate","admin2",0.001,107626.174500418,115381.500937534,159172.152235836,0,0,0,0,0,0
"SOM","district-estimate","admin1",1e-04,145461.515754264,170029.17759096,223231.335156987,107641.521658155,125821.59141731,165191.18801617,28934.0410217122,33820.843772973,44403.3913387466
"SOM","district-estimate","admin1",2e-04,156050.940042418,179547.423711311,231027.915923174,115477.695631389,132865.09354637,170960.657783149,31040.4045857174,35714.1371452643,45954.2248121104
"SOM","district-estimate","admin1",0.001,239399.999485418,273569.426813382,329608.93812096,177155.999619209,202441.375841903,243910.61420951,47619.5326976435,54416.2418263034,65563.1730995164
"SOM","district-estimate","admin2",1e-04,145987.522604174,169424.595109168,220185.946918064,108030.766727089,125374.200380784,162937.600719367,29038.6700962415,33700.5850623548,43797.6270733659
"SOM","district-estimate","admin2",2e-04,153284.185128372,175595.093961402,224955.409254979,113430.296994995,129940.369531437,166467.002848684,30490.0638322547,34927.9713300504,44746.3303657264
"SOM","district-estimate","admin2",0.001,210693.117620084,241740.348680669,304645.735462743,155912.907038862,178887.858023695,225437.84424243,41909.3894120461,48085.0562367692,60597.6925323651
"SOM","global-estimate","admin1",1e-04,146274.092567142,171177.213272538,224267.70182964,0,0,0,43882.2277701426,51353.1639817614,67280.310548892
"SOM","global-estimate","admin1",2e-04,166724.629618695,192929.373640014,250694.469865829,0,0,0,50017.3888856085,57878.8120920042,75208.3409597487
"SOM","global-estimate","admin1",0.001,249987.257143024,283452.223748676,355668.585027875,0,0,0,74996.1771429072,85035.6671246028,106700.575508362
"SOM","global-estimate","admin2",1e-04,146492.341739894,169778.204256739,219912.993667426,0,0,0,43947.7025219682,50933.4612770217,65973.8981002278
"SOM","global-estimate","admin2",2e-04,135472.704119214,181570.463932232,297144.432769395,0,0,0,40641.8112357642,54471.1391796696,89143.3298308185
"SOM","global-estimate","admin2",0.001,223582.057972318,250664.813892571,320340.351108363,0,0,0,67074.6173916954,75199.4441677713,96102.1053325089
"SOM","no-estimate","admin1",1e-04,144570.991302825,168362.147560206,220892.581355119,0,0,0,0,0,0
"SOM","no-estimate","admin1",2e-04,145286.540205996,169763.253254837,223792.851703141,0,0,0,0,0,0
"SOM","no-estimate","admin1",0.001,199324.807016823,220863.531276566,267741.454899903,0,0,0,0,0,0
"SOM","no-estimate","admin2",1e-04,144247.832606959,166475.647443956,217778.062783979,0,0,0,0,0,0
"SOM","no-estimate","admin2",2e-04,145767.642505255,169214.822492534,219511.373854071,0,0,0,0,0,0
"SOM","no-estimate","admin2",0.001,178277.973645694,197576.437412615,248451.137276059,0,0,0,0,0,0
"SSD","district-estimate","admin1",1e-04,56966.6448672536,110008.26064678,139997.637835302,42155.3172017677,81406.1128786172,103598.251998123,11331.3492638351,21881.9631417723,27847.2101370956
"SSD","district-estimate","admin1",2e-04,59639.6269923202,113136.050844659,142727.570316585,44133.3239743169,83720.6776250477,105618.402034273,11863.0374842964,22504.1181456128,28390.2264668126
"SSD","district-estimate","admin1",0.001,102812.305521403,158806.825097867,223435.502359222,76081.1060858382,117517.050572422,165342.271745824,20450.6013158733,31588.5831938669,44444.0026452776
"SSD","district-estimate","admin2",1e-04,55450.8812499949,109570.442342993,138573.12811424,41033.6521249962,81082.1273338148,102544.114804538,11029.845691199,21794.8758273294,27563.8580594597
"SSD","district-estimate","admin2",2e-04,57712.6653233085,111469.662748188,142769.195813903,42707.3723392483,82487.5504336591,105649.204902288,11479.7416847899,22172.6535565676,28398.5062777351
"SSD","district-estimate","admin2",0.001,68185.269691583,121118.045892029,150713.453485761,50457.0995717714,89627.3539601015,111527.955579463,13562.8683648922,24091.8327444753,29978.7144597597
"SSD","global-estimate","admin1",1e-04,58199.4489497353,110747.356517346,141055.611859705,0,0,0,17459.8346849206,33224.2069552038,42316.6835579115
"SSD","global-estimate","admin1",2e-04,60965.7198134843,114967.155824585,144567.847903519,0,0,0,18289.7159440453,34490.1467473755,43370.3543710557
"SSD","global-estimate","admin1",0.001,104010.529381608,163277.541657907,259452.072180117,0,0,0,31203.1588144824,48983.2624973721,77835.6216540351
"SSD","global-estimate","admin2",1e-04,55706.4819072218,109848.059643029,139621.199838178,0,0,0,16711.9445721665,32954.4178929087,41886.3599514534
"SSD","global-estimate","admin2",2e-04,36571.7588433917,84241.2965261058,232780.640559149,0,0,0,10971.5276530175,25272.3889578317,69834.1921677447
"SSD","global-estimate","admin2",0.001,79437.8288777902,121324.202424829,155100.776397896,0,0,0,23831.3486633371,36397.2607274487,46530.2329193688
"SSD","no-estimate","admin1",1e-04,54026.3969064974,108069.583337713,136159.002531493,0,0,0,0,0,0
"SSD","no-estimate","admin1",2e-04,57992.5467621962,110426.613805924,140871.324231621,0,0,0,0,0,0
"SSD","no-estimate","admin1",0.001,77087.7103644596,122556.258484375,144157.909107026,0,0,0,0,0,0
"SSD","no-estimate","admin2",1e-04,52811.0673885967,108513.38561976,134753.902718592,0,0,0,0,0,0
"SSD","no-estimate","admin2",2e-04,55358.2495588931,109739.560318189,138302.05216539,0,0,0,0,0,0
"SSD","no-estimate","admin2",0.001,62928.6536537915,115872.034854379,149869.947599791,0,0,0,0,0,0
"TCD","district-estimate","admin1",1e-04,107160.421083486,119671.190309548,137371.447690799,79298.7116017796,88556.6808290655,101654.871291191,21315.4936785584,23804.0358068528,27324.8294030722
"TCD","district-estimate","admin1",2e-04,115385.371236578,128090.052090558,145461.177870399,85385.1747150677,94786.6385470129,107641.271624095,22951.5349634102,25478.6484414371,28933.9738125568
"TCD","district-estimate","admin1",0.001,139656.802473452,162971.993254753,204823.459047168,103346.033830354,120599.275008517,151569.359694904,27779.4138935993,32417.0851222894,40741.8438859903
"TCD","district-estimate","admin2",1e-04,106981.390793859,118686.659061112,136066.622081033,79166.2291874557,87828.1277052229,100689.300339964,21279.8824055881,23608.2007271639,27065.2839313824
"TCD","district-estimate","admin2",2e-04,113983.166795029,125926.881363185,141605.764346136,84347.5434283215,93185.8922087569,104788.265616141,22672.6196735328,25048.3678257139,28167.0857976186
"TCD","district-estimate","admin2",0.001,137173.43389816,153853.230397373,178679.923678638,101508.341084638,113851.390494056,132223.143522192,27285.4420835508,30603.2537648023,35541.5809787652
"TCD","global-estimate","admin1",1e-04,108058.656469593,121383.438845373,140771.690281256,0,0,0,32417.5969408779,36415.0316536119,42231.5070843768
"TCD","global-estimate","admin1",2e-04,113628.509009555,132753.995045381,157993.287532279,0,0,0,34088.5527028665,39826.1985136143,47397.9862596837
"TCD","global-estimate","admin1",0.001,140118.6719587,167267.042829661,202686.645847003,0,0,0,42035.60158761,50180.1128488983,60805.9937541009
"TCD","global-estimate","admin2",1e-04,107694.549892486,120295.321177132,137589.935464023,0,0,0,32308.3649677458,36088.5963531396,41276.9806392069
"TCD","global-estimate","admin2",2e-04,68975.9044616357,128099.763346679,244002.155698494,0,0,0,20692.7713384907,38429.9290040037,73200.6467095482
"TCD","global-estimate","admin2",0.001,139377.956690433,156433.001438633,184722.596824787,0,0,0,41813.3870071299,46929.9004315899,55416.7790474361
"TCD","no-estimate","admin1",1e-04,103927.570022267,116246.346863928,134339.092541088,0,0,0,0,0,0
"TCD","no-estimate","admin1",2e-04,105775.781282419,120456.218055459,137794.660756427,0,0,0,0,0,0
"TCD","no-estimate","admin1",0.001,132094.469710537,147794.929654984,166536.056477748,0,0,0,0,0,0
"TCD","no-estimate","admin2",1e-04,102531.671829174,114730.479515788,132400.833606194,0,0,0,0,0,0
"TCD","no-estimate","admin2",2e-04,107081.340008262,119002.531948813,134907.872339965,0,0,0,0,0,0
"TCD","no-estimate","admin2",0.001,124403.650337861,141872.939925362,156830.06306964,0,0,0,0,0,0
"TGO","district-estimate","admin1",1e-04,1331.15826018474,1766.68122572377,2922.81195316499,985.057112536708,1307.34410703559,2162.88084534209,264.783351849867,351.414095971167,581.382371227954
"TGO","district-estimate","admin1",2e-04,1331.15826018474,1766.68122572377,2922.81195316499,985.057112536708,1307.34410703559,2162.88084534209,264.783351849867,351.414095971167,581.382371227954
"TGO","district-estimate","admin1",0.001,1331.15826018474,1766.68122572377,2922.81195316499,985.057112536708,1307.34410703559,2162.88084534209,264.783351849867,351.414095971167,581.382371227954
"TGO","district-estimate","admin2",1e-04,1366.10973515736,1750.86463668153,2772.51966488449,1010.92120401645,1295.63983114433,2051.66455201452,271.735619639621,348.267986611596,551.487431581504
"TGO","district-estimate","admin2",2e-04,1366.10973515736,1750.86463668153,2807.60144707547,1010.92120401645,1295.63983114433,2077.62507083585,271.735619639621,348.267986611596,558.465619040676
"TGO","district-estimate","admin2",0.001,1366.10973515736,1750.86463668153,2807.60144707547,1010.92120401645,1295.63983114433,2077.62507083585,271.735619639621,348.267986611596,558.465619040676
"TGO","global-estimate","admin1",1e-04,1332.30950153466,1766.81961040155,2924.59789354313,0,0,0,399.692850460398,530.045883120465,877.379368062939
"TGO","global-estimate","admin1",2e-04,1295.884931584,1839.72534504937,3001.53960662887,0,0,0,388.7654794752,551.917603514811,900.461881988661
"TGO","global-estimate","admin1",0.001,1331.15826018475,1766.68122572377,2922.81195316499,0,0,0,399.347478055425,530.004367717131,876.843585949497
"TGO","global-estimate","admin2",1e-04,1365.9109279553,1750.72072611113,2803.17999962462,0,0,0,409.77327838659,525.216217833339,840.953999887386
"TGO","global-estimate","admin2",2e-04,935.072663012353,1823.66284168681,3399.18666866517,0,0,0,280.521798903706,547.098852506043,1019.75600059955
"TGO","global-estimate","admin2",0.001,1366.10973515736,1750.86463668153,2807.60144707547,0,0,0,409.832920547208,525.259391004459,842.280434122641
"TGO","no-estimate","admin1",1e-04,1332.30950153466,1766.81961040155,2924.59789354313,0,0,0,0,0,0
"TGO","no-estimate","admin1",2e-04,1332.30950153466,1766.81961040155,2924.59789354313,0,0,0,0,0,0
"TGO","no-estimate","admin1",0.001,1332.30950153466,1766.81961040155,2924.59789354313,0,0,0,0,0,0
"TGO","no-estimate","admin2",1e-04,1365.9109279553,1731.62512878891,2449.68542793738,0,0,0,0,0,0
"TGO","no-estimate","admin2",2e-04,1365.9109279553,1750.72072611113,2803.17999962462,0,0,0,0,0,0
"TGO","no-estimate","admin2",0.001,1365.9109279553,1750.72072611113,2807.40552593269,0,0,0,0,0,0
"TZA","district-estimate","admin1",1e-04,130189.755015065,140516.117367974,150943.670120582,96340.4187111481,103981.926852301,111698.315889231,25896.3045495566,27950.3419378984,30024.5073110252
"TZA","district-estimate","admin1",2e-04,158795.434443669,173124.372356951,187957.055230808,117508.621488315,128112.035544144,139088.220870798,31586.3174560591,34436.5151542658,37386.9137700705
"TZA","district-estimate","admin1",0.001,169374.360693066,182838.929475183,197569.131510073,125337.026912869,135300.807811635,146201.157317454,33690.5928341791,36368.8571397676,39298.8710869316
"TZA","district-estimate","admin2",1e-04,115766.735860524,123073.643243777,131587.319699892,85667.3845367878,91074.496000395,97374.6165779201,23027.3929634886,24480.8245249062,26174.2969361449
"TZA","district-estimate","admin2",2e-04,135525.14118286,145909.570674881,157912.130916951,100288.604475316,107973.082299412,116854.976878544,26957.5768829651,29023.1645220819,31410.6177849526
"TZA","district-estimate","admin2",0.001,167206.486808891,175755.876614175,185071.42520665,123732.800238579,130059.34869449,136952.854652921,33259.3767041301,34959.9529290788,36812.9273307052
"TZA","global-estimate","admin1",1e-04,140265.013113301,148353.564942498,158417.527658788,0,0,0,42079.5039339903,44506.0694827494,47525.2582976364
"TZA","global-estimate","admin1",2e-04,167866.991943261,185298.856025927,204631.066824564,0,0,0,50360.0975829783,55589.6568077781,61389.3200473692
"TZA","global-estimate","admin1",0.001,169374.360693066,182838.929475183,197569.131510073,0,0,0,50812.3082079198,54851.6788425549,59270.7394530219
"TZA","global-estimate","admin2",1e-04,120028.975507161,129185.091965544,139089.232737043,0,0,0,36008.6926521483,38755.5275896632,41726.7698211129
"TZA","global-estimate","admin2",2e-04,124516.482217178,149328.668704982,188368.337646272,0,0,0,37354.9446651534,44798.6006114946,56510.5012938816
"TZA","global-estimate","admin2",0.001,167805.799377852,176376.635572063,185370.712107404,0,0,0,50341.7398133556,52912.9906716189,55611.2136322212
"TZA","no-estimate","admin1",1e-04,103806.721405086,110995.773029888,118474.905435658,0,0,0,0,0,0
"TZA","no-estimate","admin1",2e-04,132818.693946057,140137.080023281,148968.242390507,0,0,0,0,0,0
"TZA","no-estimate","admin1",0.001,169672.347902403,183114.048382153,197886.624506775,0,0,0,0,0,0
"TZA","no-estimate","admin2",1e-04,100631.867513852,106927.722543337,112646.108600946,0,0,0,0,0,0
"TZA","no-estimate","admin2",2e-04,115030.003378575,122441.501699814,128782.269907298,0,0,0,0,0,0
"TZA","no-estimate","admin2",0.001,159441.551487596,169923.376316001,179509.454200298,0,0,0,0,0,0
"UGA","district-estimate","admin1",1e-04,19490.6650770313,21283.3953875454,22732.7939710966,14423.0921570032,15749.7125867836,16822.2675386115,3876.92717180245,4233.52274332743,4521.82551437877
"UGA","district-estimate","admin1",2e-04,21728.1136899744,23016.0470182952,24741.1927310171,16078.8041305811,17031.8747935384,18308.4826209527,4321.98255030019,4578.16794450314,4921.32012851207
"UGA","district-estimate","admin1",0.001,23876.7986462884,25973.9418796134,27504.0394942556,17668.8309982534,19220.7169909139,20352.9892257491,4749.38177233052,5166.52872715766,5470.88350388137
"UGA","district-estimate","admin2",1e-04,18625.692850186,19764.7514206793,21026.3566156591,13783.0127091376,14625.9160513027,15559.5038955877,3704.8738162162,3931.44623459016,4182.39464713398
"UGA","district-estimate","admin2",2e-04,20608.952773808,22013.6228691071,23395.3637810461,15250.6250526179,16290.0809231393,17312.5691979741,4099.3680141437,4378.77375213983,4653.61860041544
"UGA","district-estimate","admin2",0.001,23166.1854705547,24617.797550249,26389.1879208575,17142.9772482105,18217.1701871843,19527.9990614346,4608.03228431898,4896.77534631513,5249.12614771361
"UGA","global-estimate","admin1",1e-04,19740.0356807741,21457.369413699,22849.7306490532,0,0,0,5922.01070423223,6437.2108241097,6854.91919471596
"UGA","global-estimate","admin1",2e-04,22056.9524082687,23506.9964292782,25634.7414841465,0,0,0,6617.08572248061,7052.09892878346,7690.42244524395
"UGA","global-estimate","admin1",0.001,23876.7986462884,25978.9998404775,27504.0394942556,0,0,0,7163.03959388652,7793.69995214325,8251.21184827668
"UGA","global-estimate","admin2",1e-04,18929.9960257577,19788.7080518635,20796.5841959384,0,0,0,5678.99880772731,5936.61241555905,6238.97525878152
"UGA","global-estimate","admin2",2e-04,17541.6815032535,21962.4174917031,28155.5457257418,0,0,0,5262.50445097605,6588.72524751093,8446.66371772254
"UGA","global-estimate","admin2",0.001,23328.3857686979,24687.8833543799,26582.2204546486,0,0,0,6998.51573060937,7406.36500631397,7974.66613639458
"UGA","no-estimate","admin1",1e-04,17735.6534921064,18882.9889002739,19690.8101259902,0,0,0,0,0,0
"UGA","no-estimate","admin1",2e-04,19721.6058184886,21371.7130398258,22569.0003049621,0,0,0,0,0,0
"UGA","no-estimate","admin1",0.001,23554.6813174997,24900.6160760086,26367.7854476509,0,0,0,0,0,0
"UGA","no-estimate","admin2",1e-04,16732.7645285011,17615.5954792868,18455.1537017766,0,0,0,0,0,0
"UGA","no-estimate","admin2",2e-04,18813.8012129106,19724.6952821678,20546.9732510805,0,0,0,0,0,0
"UGA","no-estimate","admin2",0.001,22040.0203060656,23334.8471550625,24947.0107416069,0,0,0,0,0,0
"ZAF","district-estimate","admin1",1e-04,564.271771003543,833.039090889503,1327.07756843408,417.561110542622,616.448927258232,982.037400641219,112.240426513857,165.701471647013,263.97165329236
