"ISO","threshold","confirmation_lens","admin_level","ocv_costeff_lb","ocv_costeff_median","ocv_costeff_ub"
"MRT",2e-04,"global-estimate","admin2",870.760443279304,6863.78061989046,-1524370.74490044
"MRT",2e-04,"no-estimate","admin2",3191.52031993445,5461.69968281931,13646.6275811569
"MRT",0.001,"district-estimate","admin2",NA,NA,NA
"MRT",0.001,"global-estimate","admin2",NA,NA,NA
"MRT",0.001,"no-estimate","admin2",NA,NA,NA
"MWI",1e-04,"district-estimate","admin1",6310.15430656683,10011.8182142317,12736.3424638094
"MWI",1e-04,"global-estimate","admin1",5144.24741223343,9967.03150189415,20545.9013653444
"MWI",1e-04,"no-estimate","admin1",7711.74129243373,12985.319206158,16712.8477804344
"MWI",2e-04,"district-estimate","admin1",2693.90885094805,5185.11647776265,5877.14349515575
"MWI",2e-04,"global-estimate","admin1",1279.77555256169,1794.04731300347,2235.05040821352
"MWI",2e-04,"no-estimate","admin1",6741.38613879508,10876.3937969986,17760.641621415
"MWI",0.001,"district-estimate","admin1",NA,NA,NA
"MWI",0.001,"global-estimate","admin1",NA,NA,NA
"MWI",0.001,"no-estimate","admin1",NA,NA,NA
"MWI",1e-04,"district-estimate","admin2",2627.33646115859,4282.99501635404,6286.85582931444
"MWI",1e-04,"global-estimate","admin2",2397.70522713972,4014.1856191921,5971.25207517189
"MWI",1e-04,"no-estimate","admin2",4414.24489586398,6603.88310694332,8621.64473881579
"MWI",2e-04,"district-estimate","admin2",1590.79053062564,2997.69104966577,4512.88691126274
"MWI",2e-04,"global-estimate","admin2",260.543308685571,1415.29296593502,12970.904417997
"MWI",2e-04,"no-estimate","admin2",2574.05385061379,4422.79408617505,6970.15602884855
"MWI",0.001,"district-estimate","admin2",866.425799725408,1029.07044573227,1343.73575886753
"MWI",0.001,"global-estimate","admin2",NA,NA,NA
"MWI",0.001,"no-estimate","admin2",1037.45907951147,1931.86113617537,6110.86919267983
"NAM",1e-04,"district-estimate","admin1",854.125446266853,3348.70885599739,8185.36079389586
"NAM",1e-04,"global-estimate","admin1",671.814758817421,3185.81732858616,7951.35460216249
"NAM",1e-04,"no-estimate","admin1",1178.8602152333,3730.42438679864,8029.75346775996
"NAM",2e-04,"district-estimate","admin1",279.716748297088,2117.33683116694,6475.52906308447
"NAM",2e-04,"global-estimate","admin1",195.474221857165,1334.18601094105,18614.0954065649
"NAM",2e-04,"no-estimate","admin1",892.157658076626,3382.48851815238,8180.53281996116
"NAM",0.001,"district-estimate","admin1",234.712308212827,480.035999453529,1281.62068078009
"NAM",0.001,"global-estimate","admin1",225.148287389997,375.701201912783,714.475980072258
"NAM",0.001,"no-estimate","admin1",240.137931283682,1190.48702702442,2738.68282978692
"NAM",1e-04,"district-estimate","admin2",643.024579310413,2219.83981418758,6017.02837554073
"NAM",1e-04,"global-estimate","admin2",603.546124823886,2076.64263488427,5329.41201611242
"NAM",1e-04,"no-estimate","admin2",747.093023631612,2581.81736959833,6067.97621583785
"NAM",2e-04,"district-estimate","admin2",358.558062347442,1602.30543690898,5321.25816999674
"NAM",2e-04,"global-estimate","admin2",114.109588772322,942.681966206183,13565.8906085578
"NAM",2e-04,"no-estimate","admin2",651.63020057872,2291.808719818,5297.32467475693
"NAM",0.001,"district-estimate","admin2",55.2052354543466,286.66240191928,989.178543416893
"NAM",0.001,"global-estimate","admin2",56.4790336610518,288.543636481568,1011.57397752441
"NAM",0.001,"no-estimate","admin2",68.9099187112064,340.607931641563,77236.2027501624
"NER",1e-04,"district-estimate","admin1",6288.22889667934,9158.72769485852,12731.988451157
"NER",1e-04,"global-estimate","admin1",6454.28014493021,8841.53658247451,11818.9496431794
"NER",1e-04,"no-estimate","admin1",6675.76320878925,9229.0069114231,14282.5745252206
"NER",2e-04,"district-estimate","admin1",4242.90885821035,6574.1766095436,6743.48716053149
"NER",2e-04,"global-estimate","admin1",-96238.5679815036,-96238.5679815036,-96238.5679815036
"NER",2e-04,"no-estimate","admin1",6489.2073309677,9370.40350513438,15888.1410873855
"NER",0.001,"district-estimate","admin1",NA,NA,NA
"NER",0.001,"global-estimate","admin1",NA,NA,NA
"NER",0.001,"no-estimate","admin1",NA,NA,NA
"NER",1e-04,"district-estimate","admin2",2607.65764265767,4080.64372822552,6347.55759668284
"NER",1e-04,"global-estimate","admin2",2589.8220228465,3827.78656832936,5759.66164647249
"NER",1e-04,"no-estimate","admin2",4126.41370770353,5671.03750748122,8533.13654580013
"NER",2e-04,"district-estimate","admin2",1272.08693916813,2542.14153512145,4715.26600069327
"NER",2e-04,"global-estimate","admin2",211.376047307189,1681.48549728145,22123.0647852196
"NER",2e-04,"no-estimate","admin2",2518.94863362243,4247.75636508904,6382.13029417647
"NER",0.001,"district-estimate","admin2",1051.79144249599,1272.08715665713,1327.72812944237
"NER",0.001,"global-estimate","admin2",NA,NA,NA
"NER",0.001,"no-estimate","admin2",1208.62330663984,1868.94495549343,4252.91042699624
"NGA",1e-04,"district-estimate","admin1",2692.42584321957,4268.80854814713,7232.69261125814
"NGA",1e-04,"global-estimate","admin1",2018.07547265401,3086.14714934858,5942.54340398577
"NGA",1e-04,"no-estimate","admin1",6209.04835943465,7750.95887921205,11116.8717177301
"NGA",2e-04,"district-estimate","admin1",1450.31618619204,2364.11739143503,5293.83040496606
"NGA",2e-04,"global-estimate","admin1",684.038211009227,1696.63504566798,24637.8448185392
"NGA",2e-04,"no-estimate","admin1",2467.93962376569,3902.71198602658,6997.53009686081
"NGA",0.001,"district-estimate","admin1",NA,NA,NA
"NGA",0.001,"global-estimate","admin1",NA,NA,NA
"NGA",0.001,"no-estimate","admin1",1455.97213947236,1978.08731153848,2703.23055997449
"NGA",1e-04,"district-estimate","admin2",1316.03149180118,1805.96238358338,2773.5933756258
"NGA",1e-04,"global-estimate","admin2",1234.65318849465,1607.03817163271,2406.94126966358
"NGA",1e-04,"no-estimate","admin2",1848.93166405862,2555.29851484612,3953.42203895292
"NGA",2e-04,"district-estimate","admin2",906.873202064493,1190.21058967661,1918.03302273063
"NGA",2e-04,"global-estimate","admin2",476.697284568047,853.55536861193,1543.31257800643
"NGA",2e-04,"no-estimate","admin2",1308.80341599842,1839.7959335477,2858.29309903213
"NGA",0.001,"district-estimate","admin2",196.315186697156,352.693466033691,718.737544923135
"NGA",0.001,"global-estimate","admin2",169.478843835968,287.633306930319,714.99907957587
"NGA",0.001,"no-estimate","admin2",365.537923332054,609.457545512636,1054.30199300952
"RWA",1e-04,"district-estimate","admin1",NA,NA,NA
"RWA",1e-04,"global-estimate","admin1",NA,NA,NA
"RWA",1e-04,"no-estimate","admin1",NA,NA,NA
"RWA",2e-04,"district-estimate","admin1",NA,NA,NA
"RWA",2e-04,"global-estimate","admin1",NA,NA,NA
"RWA",2e-04,"no-estimate","admin1",NA,NA,NA
"RWA",0.001,"district-estimate","admin1",NA,NA,NA
"RWA",0.001,"global-estimate","admin1",NA,NA,NA
"RWA",0.001,"no-estimate","admin1",NA,NA,NA
"RWA",1e-04,"district-estimate","admin2",7010.04974368521,10100.7004130807,12857.3149052732
"RWA",1e-04,"global-estimate","admin2",7075.836695977,9145.51298320915,11679.7532138605
"RWA",1e-04,"no-estimate","admin2",9977.33949552909,13661.0906768149,20392.5392167052
"RWA",2e-04,"district-estimate","admin2",NA,NA,NA
"RWA",2e-04,"global-estimate","admin2",NA,NA,NA
"RWA",2e-04,"no-estimate","admin2",7474.41870393807,11258.5555388192,22116.0686487343
"RWA",0.001,"district-estimate","admin2",NA,NA,NA
"RWA",0.001,"global-estimate","admin2",NA,NA,NA
"RWA",0.001,"no-estimate","admin2",NA,NA,NA
"SEN",1e-04,"district-estimate","admin1",NA,NA,NA
"SEN",1e-04,"global-estimate","admin1",NA,NA,NA
"SEN",1e-04,"no-estimate","admin1",NA,NA,NA
"SEN",2e-04,"district-estimate","admin1",NA,NA,NA
"SEN",2e-04,"global-estimate","admin1",NA,NA,NA
"SEN",2e-04,"no-estimate","admin1",NA,NA,NA
"SEN",0.001,"district-estimate","admin1",NA,NA,NA
"SEN",0.001,"global-estimate","admin1",NA,NA,NA
"SEN",0.001,"no-estimate","admin1",NA,NA,NA
"SEN",1e-04,"district-estimate","admin2",NA,NA,NA
"SEN",1e-04,"global-estimate","admin2",NA,NA,NA
"SEN",1e-04,"no-estimate","admin2",NA,NA,NA
"SEN",2e-04,"district-estimate","admin2",NA,NA,NA
"SEN",2e-04,"global-estimate","admin2",NA,NA,NA
"SEN",2e-04,"no-estimate","admin2",NA,NA,NA
"SEN",0.001,"district-estimate","admin2",NA,NA,NA
"SEN",0.001,"global-estimate","admin2",NA,NA,NA
"SEN",0.001,"no-estimate","admin2",NA,NA,NA
"SLE",1e-04,"district-estimate","admin1",817.108875491915,1388.19392941801,1925.64491989887
"SLE",1e-04,"global-estimate","admin1",835.88545914014,1373.51356352747,1764.98102426635
"SLE",1e-04,"no-estimate","admin1",899.25756476999,1496.15461306926,2021.34700189544
"SLE",2e-04,"district-estimate","admin1",673.43116918588,1185.28177639916,1653.8078238322
"SLE",2e-04,"global-estimate","admin1",451.378027320775,1037.0325558271,2027.7773439573
"SLE",2e-04,"no-estimate","admin1",835.88545914014,1430.29565600461,1935.69834377245
"SLE",0.001,"district-estimate","admin1",214.296316602362,475.526566708954,891.283345988172
"SLE",0.001,"global-estimate","admin1",213.864323747532,470.0100532598,847.4482490718
"SLE",0.001,"no-estimate","admin1",422.328082095515,849.878468454223,1248.93339966257
"SLE",1e-04,"district-estimate","admin2",711.872360670436,1222.91105417565,1638.61346956305
"SLE",1e-04,"global-estimate","admin2",712.497476865698,1201.5417847509,1604.33288560801
"SLE",1e-04,"no-estimate","admin2",781.735776850262,1336.44389360453,1782.33525302419
"SLE",2e-04,"district-estimate","admin2",610.400878490948,1069.24076493778,1423.58678171377
"SLE",2e-04,"global-estimate","admin2",317.481277686764,825.997378966025,1725.89036264578
"SLE",2e-04,"no-estimate","admin2",712.497476865698,1231.25184436958,1633.98569432565
"SLE",0.001,"district-estimate","admin2",257.43567254656,540.458596826412,825.63077184046
"SLE",0.001,"global-estimate","admin2",250.998271289457,504.439891901695,874.810994710996
"SLE",0.001,"no-estimate","admin2",408.429101556681,728.140862844235,1082.90695450088
"SOM",1e-04,"district-estimate","admin1",1022.10674384442,1341.62369436645,1832.55226678691
"SOM",1e-04,"global-estimate","admin1",1013.54375548336,1321.6230125559,1686.57324978158
"SOM",1e-04,"no-estimate","admin1",1079.86491356624,1416.21546621028,1870.09405616229
"SOM",2e-04,"district-estimate","admin1",904.022847209207,1209.57109109421,1607.11621238103
"SOM",2e-04,"global-estimate","admin1",674.900943609436,1022.75045201499,1739.37969482428
"SOM",2e-04,"no-estimate","admin1",1030.52634761261,1354.32984228792,1839.06774719813
"SOM",0.001,"district-estimate","admin1",423.163960349894,617.992974791268,976.168307779447
"SOM",0.001,"global-estimate","admin1",383.780325224011,608.180413565954,1216.61066478055
"SOM",0.001,"no-estimate","admin1",676.742739621164,929.339748452537,1349.04508661379
"SOM",1e-04,"district-estimate","admin2",753.13976270625,964.358210817219,1284.4293286062
"SOM",1e-04,"global-estimate","admin2",760.948337727062,942.685783418517,1220.23267196382
"SOM",1e-04,"no-estimate","admin2",851.059841527413,1099.16673056901,1447.03207208169
"SOM",2e-04,"district-estimate","admin2",661.740919561248,854.076770924892,1130.31344354645
"SOM",2e-04,"global-estimate","admin2",433.494995406444,661.383498530371,1145.12785495282
"SOM",2e-04,"no-estimate","admin2",766.385432554165,963.849038585721,1317.59611122975
"SOM",0.001,"district-estimate","admin2",374.81013614248,508.449948397417,701.291349255364
"SOM",0.001,"global-estimate","admin2",380.162819614622,491.492590686971,732.651007167065
"SOM",0.001,"no-estimate","admin2",492.898493202438,654.224965550039,896.464052013425
"SSD",1e-04,"district-estimate","admin1",676.95590893519,1590.58980428895,3613.59634782128
"SSD",1e-04,"global-estimate","admin1",648.568136680766,1499.42801646642,3097.89679264469
"SSD",1e-04,"no-estimate","admin1",872.142214769093,1889.0457007873,4419.31958603629
"SSD",2e-04,"district-estimate","admin1",518.091927284695,1307.10551715001,3226.40474043894
"SSD",2e-04,"global-estimate","admin1",343.871326591835,1077.55723398197,12748.7301178776
"SSD",2e-04,"no-estimate","admin1",568.355884664213,1555.24325220269,3757.90469766014
"SSD",0.001,"district-estimate","admin1",486.082478722447,793.825215056089,1303.34506976588
"SSD",0.001,"global-estimate","admin1",479.804151227988,754.325641501145,1059.33960796163
"SSD",0.001,"no-estimate","admin1",482.285000923583,1206.37546579846,3198.69811936532
"SSD",1e-04,"district-estimate","admin2",392.629638501662,790.734949181637,1922.9515266925
"SSD",1e-04,"global-estimate","admin2",421.823557578644,720.003585420129,1797.63838815614
"SSD",1e-04,"no-estimate","admin2",466.933472767666,990.716853837777,2577.87842143903
"SSD",2e-04,"district-estimate","admin2",297.943233081416,661.639235227167,1706.54348430297
"SSD",2e-04,"global-estimate","admin2",151.320633359082,501.160116529601,2041.99564966366
"SSD",2e-04,"no-estimate","admin2",391.430465981641,779.149162005439,1889.9100284998
"SSD",0.001,"district-estimate","admin2",162.257283849611,351.454775250512,1151.62165825072
"SSD",0.001,"global-estimate","admin2",162.159214035644,322.655887667587,1126.86580932687
"SSD",0.001,"no-estimate","admin2",162.729617717665,437.733812948566,1225.63097231959
"TCD",1e-04,"district-estimate","admin1",933.906583462875,1293.66082988136,1923.84729465528
"TCD",1e-04,"global-estimate","admin1",938.794887510847,1217.66181179115,1765.87436494154
"TCD",1e-04,"no-estimate","admin1",1076.27491290361,1482.20490571428,2227.8235110308
"TCD",2e-04,"district-estimate","admin1",707.102351969391,1016.38314411244,1593.917304874
"TCD",2e-04,"global-estimate","admin1",452.564327696805,841.070030731601,1895.00871526728
"TCD",2e-04,"no-estimate","admin1",941.345917821906,1299.10865374896,2046.27166949089
"TCD",0.001,"district-estimate","admin1",192.934137969085,363.97884756039,765.269055146167
"TCD",0.001,"global-estimate","admin1",197.515132985807,326.540672049679,672.59924438519
"TCD",0.001,"no-estimate","admin1",334.369120368839,594.118512212611,1031.1832514467
"TCD",1e-04,"district-estimate","admin2",748.76386589568,1044.26429243852,1580.10517304746
"TCD",1e-04,"global-estimate","admin2",772.444097081462,991.231861001742,1201.1579755068
"TCD",1e-04,"no-estimate","admin2",941.932532847623,1306.12469389858,2049.09288520307
"TCD",2e-04,"district-estimate","admin2",485.047749466176,738.752971896003,1165.21492393882
"TCD",2e-04,"global-estimate","admin2",259.300932580163,545.643018069888,1164.40439628241
"TCD",2e-04,"no-estimate","admin2",773.715062153213,1046.83098088972,1644.03374950347
"TCD",0.001,"district-estimate","admin2",106.968834252123,228.911485055488,436.686841348118
"TCD",0.001,"global-estimate","admin2",122.188834358916,191.395419424516,339.729197908768
"TCD",0.001,"no-estimate","admin2",264.458785101334,412.348278658782,706.597450526467
"TGO",1e-04,"district-estimate","admin1",NA,NA,NA
"TGO",1e-04,"global-estimate","admin1",NA,NA,NA
"TGO",1e-04,"no-estimate","admin1",NA,NA,NA
"TGO",2e-04,"district-estimate","admin1",NA,NA,NA
"TGO",2e-04,"global-estimate","admin1",NA,NA,NA
"TGO",2e-04,"no-estimate","admin1",NA,NA,NA
"TGO",0.001,"district-estimate","admin1",NA,NA,NA
"TGO",0.001,"global-estimate","admin1",NA,NA,NA
"TGO",0.001,"no-estimate","admin1",NA,NA,NA
"TGO",1e-04,"district-estimate","admin2",7578.5105005398,10613.8671162378,11436.8280935618
"TGO",1e-04,"global-estimate","admin2",7981.04808029535,8383.68390767347,8829.10326386424
"TGO",1e-04,"no-estimate","admin2",8732.53138047957,18254.2323718482,41671.7278146678
"TGO",2e-04,"district-estimate","admin2",NA,NA,NA
"TGO",2e-04,"global-estimate","admin2",NA,NA,NA
"TGO",2e-04,"no-estimate","admin2",14569.3270069411,22931.8674893953,53828.4787167633
"TGO",0.001,"district-estimate","admin2",NA,NA,NA
"TGO",0.001,"global-estimate","admin2",NA,NA,NA
"TGO",0.001,"no-estimate","admin2",NA,NA,NA
"TZA",1e-04,"district-estimate","admin1",5907.21248624554,7166.84754126016,8807.72429497108
"TZA",1e-04,"global-estimate","admin1",5735.65209152996,7013.27839815288,8627.2560234779
"TZA",1e-04,"no-estimate","admin1",7162.51278828887,8498.09886814543,9954.03790923933
"TZA",2e-04,"district-estimate","admin1",3594.25216463344,5411.96368167506,6573.52896973975
"TZA",2e-04,"global-estimate","admin1",358.116664166979,1623.06256100422,229620.907603818
"TZA",2e-04,"no-estimate","admin1",6082.45377268029,7481.14688224883,9122.43332074059
"TZA",0.001,"district-estimate","admin1",NA,NA,NA
"TZA",0.001,"global-estimate","admin1",NA,NA,NA
"TZA",0.001,"no-estimate","admin1",NA,NA,NA
"TZA",1e-04,"district-estimate","admin2",3582.76748646745,4142.48455714792,4888.23463463624
"TZA",1e-04,"global-estimate","admin2",3277.6952897581,3764.80608604914,4347.4355606443
"TZA",1e-04,"no-estimate","admin2",4933.69331584106,5653.68738591885,6561.31750880222
"TZA",2e-04,"district-estimate","admin2",2207.8801665687,2734.10049352561,3312.27943022168
"TZA",2e-04,"global-estimate","admin2",688.336974311628,1644.97704407061,4722.81582770667
"TZA",2e-04,"no-estimate","admin2",3519.04441565884,4266.61840793085,5013.84410730983
"TZA",0.001,"district-estimate","admin2",171.733698759217,665.106269558866,1026.54061427964
"TZA",0.001,"global-estimate","admin2",106.158203695939,614.354016655793,1205.65737414719
"TZA",0.001,"no-estimate","admin2",653.457319109491,1181.07064313311,2085.03417291823
"UGA",1e-04,"district-estimate","admin1",2583.81912591576,4264.66287259479,7675.52042536654
"UGA",1e-04,"global-estimate","admin1",2514.9330655458,3933.97668968391,6570.52178165249
"UGA",1e-04,"no-estimate","admin1",5516.81376948453,7430.10698330363,9945.90093099538
"UGA",2e-04,"district-estimate","admin1",1409.7603365647,2962.37693650157,5010.1892033944
"UGA",2e-04,"global-estimate","admin1",456.827134990118,1396.11444312194,164169.478098201
"UGA",2e-04,"no-estimate","admin1",2569.27037427612,3983.75100283287,6468.0533527214
"UGA",0.001,"district-estimate","admin1",1275.69773777696,1275.69773777696,1275.69773777696
"UGA",0.001,"global-estimate","admin1",NA,NA,NA
"UGA",0.001,"no-estimate","admin1",1371.18571213704,1961.4967761901,4043.82349332628
"UGA",1e-04,"district-estimate","admin2",2706.4095857238,4238.79358284017,5746.81394419249
"UGA",1e-04,"global-estimate","admin2",2979.08530088652,4485.45417895006,6263.50334996309
"UGA",1e-04,"no-estimate","admin2",3901.24189918605,5675.62966487723,7376.63253543685
"UGA",2e-04,"district-estimate","admin2",745.179069155059,2228.06578811839,4354.63193286115
"UGA",2e-04,"global-estimate","admin2",194.37737156946,1152.32347221675,15276.4838078803
"UGA",2e-04,"no-estimate","admin2",2981.76958024159,4415.70649646707,6056.61223199255
"UGA",0.001,"district-estimate","admin2",516.189249445051,1086.77922247598,1367105951.31915
"UGA",0.001,"global-estimate","admin2",525.388026915523,1767.60897126791,1426680702.71448
"UGA",0.001,"no-estimate","admin2",521.543359065941,1356.48685705207,2969.7290287433
"ZAF",1e-04,"district-estimate","admin1",NA,NA,NA
"ZAF",1e-04,"global-estimate","admin1",NA,NA,NA
"ZAF",1e-04,"no-estimate","admin1",NA,NA,NA
"ZAF",2e-04,"district-estimate","admin1",NA,NA,NA
"ZAF",2e-04,"global-estimate","admin1",NA,NA,NA
"ZAF",2e-04,"no-estimate","admin1",NA,NA,NA
"ZAF",0.001,"district-estimate","admin1",NA,NA,NA
"ZAF",0.001,"global-estimate","admin1",NA,NA,NA
"ZAF",0.001,"no-estimate","admin1",NA,NA,NA
"ZAF",1e-04,"district-estimate","admin2",NA,NA,NA
"ZAF",1e-04,"global-estimate","admin2",NA,NA,NA
"ZAF",1e-04,"no-estimate","admin2",NA,NA,NA
"ZAF",2e-04,"district-estimate","admin2",NA,NA,NA
"ZAF",2e-04,"global-estimate","admin2",NA,NA,NA
"ZAF",2e-04,"no-estimate","admin2",NA,NA,NA
"ZAF",0.001,"district-estimate","admin2",NA,NA,NA
"ZAF",0.001,"global-estimate","admin2",NA,NA,NA
"ZAF",0.001,"no-estimate","admin2",NA,NA,NA
"ZMB",1e-04,"district-estimate","admin1",4071.39028459269,6209.38703316375,12097.3335864504
"ZMB",1e-04,"global-estimate","admin1",4024.18111650698,6069.53761526876,10509.2156563195
"ZMB",1e-04,"no-estimate","admin1",5161.06066389592,8149.68179599575,13213.1143409633
"ZMB",2e-04,"district-estimate","admin1",3101.99410849698,5606.91056125474,6601.65823453196
"ZMB",2e-04,"global-estimate","admin1",1128.47058914474,5041.00778976448,43287.8954660592
"ZMB",2e-04,"no-estimate","admin1",4172.9957645761,6323.88282392223,12397.3192721777
"ZMB",0.001,"district-estimate","admin1",NA,NA,NA
"ZMB",0.001,"global-estimate","admin1",NA,NA,NA
"ZMB",0.001,"no-estimate","admin1",NA,NA,NA
"ZMB",1e-04,"district-estimate","admin2",3190.3299344435,5025.65418870843,8182.0479641595
"ZMB",1e-04,"global-estimate","admin2",3264.58590392332,4927.70510358293,8531.83662835769
"ZMB",1e-04,"no-estimate","admin2",4019.0256019046,5953.75558170477,9439.48881788036
"ZMB",2e-04,"district-estimate","admin2",1476.62190993634,3885.23239969372,6094.72743312442
"ZMB",2e-04,"global-estimate","admin2",114.042652050078,1185.92663108425,55285.6681333021
"ZMB",2e-04,"no-estimate","admin2",3270.90200093458,5124.27778637408,8779.73561102688
"ZMB",0.001,"district-estimate","admin2",344.769539724628,1206.52868684457,1318.41276304831
"ZMB",0.001,"global-estimate","admin2",293.924627810234,604.339994196402,911.231912636809
"ZMB",0.001,"no-estimate","admin2",1001.76502040839,2094.41433231624,6176.78571807543
"ZWE",1e-04,"district-estimate","admin1",11663.8563040654,12604.6844441304,13034.863061724
"ZWE",1e-04,"global-estimate","admin1",NA,NA,NA
"ZWE",1e-04,"no-estimate","admin1",11946.0723298054,16800.2471158054,26268.7048259789
"ZWE",2e-04,"district-estimate","admin1",NA,NA,NA
"ZWE",2e-04,"global-estimate","admin1",NA,NA,NA
"ZWE",2e-04,"no-estimate","admin1",NA,NA,NA
"ZWE",0.001,"district-estimate","admin1",NA,NA,NA
"ZWE",0.001,"global-estimate","admin1",NA,NA,NA
"ZWE",0.001,"no-estimate","admin1",NA,NA,NA
"ZWE",1e-04,"district-estimate","admin2",3009.49766680166,5546.65173691937,10698.6525218323
"ZWE",1e-04,"global-estimate","admin2",3088.02431310464,5201.67782783443,11298.6032984582
"ZWE",1e-04,"no-estimate","admin2",5882.05344669886,9010.07039995191,15216.1496497542
"ZWE",2e-04,"district-estimate","admin2",3030.45151746837,4729.73999615896,6453.80798694573
"ZWE",2e-04,"global-estimate","admin2",1223.59458337375,5957.77652781481,-158298.424123285
"ZWE",2e-04,"no-estimate","admin2",3086.92810068476,5329.30224158025,10773.5064541251
"ZWE",0.001,"district-estimate","admin2",NA,NA,NA
"ZWE",0.001,"global-estimate","admin2",NA,NA,NA
"ZWE",0.001,"no-estimate","admin2",NA,NA,NA
