"ISO","confirmation_lens","admin_level","threshold","costeff_ocv_test_lb","costeff_ocv_test_median","costeff_ocv_test_ub"
"CAF","district-estimate","admin2",0.001,966.422995942118,5099.88686313878,11430.9985299675
"CAF","global-estimate","admin1",1e-04,3325.19770964462,5478.96733212824,9764.72858530968
"CAF","global-estimate","admin1",2e-04,11.1748045729894,2478.43245178949,12041.565813748
"CAF","global-estimate","admin1",0.001,3350.88299432551,5956.92914941871,12185.8502298375
"CAF","global-estimate","admin2",1e-04,991.356315546694,3895.32353868877,7479.47447201525
"CAF","global-estimate","admin2",2e-04,5.62254480051916,1507.30209244833,323298.883839924
"CAF","global-estimate","admin2",0.001,1860.60415870115,5795.91289286333,11394.0059512699
"CAF","no-estimate","admin1",1e-04,0,0,24663.2803424886
"CAF","no-estimate","admin1",2e-04,0,0,8955.11320792551
"CAF","no-estimate","admin1",0.001,0,0,0
"CAF","no-estimate","admin2",1e-04,1011.79019290137,4172.27312421753,11310.1313906527
"CAF","no-estimate","admin2",2e-04,973.451959044741,3845.48214866619,7426.37946590353
"CAF","no-estimate","admin2",0.001,0,0,3785.29645601484
"CIV","district-estimate","admin1",1e-04,4574.63226280982,9055.51232021247,32091.0073202497
"CIV","district-estimate","admin1",2e-04,4876.98120850134,29211.6298076111,32911.3921638319
"CIV","district-estimate","admin1",0.001,26631.056143711,30495.3271856799,33254.4831496172
"CIV","district-estimate","admin2",1e-04,4710.57942663379,8661.01677391765,31421.6251523254
"CIV","district-estimate","admin2",2e-04,4877.21740924389,29002.448962198,32850.7441147381
"CIV","district-estimate","admin2",0.001,26702.4047435001,30504.0527075027,33129.7005298686
"CIV","global-estimate","admin1",1e-04,4651.1672415038,9045.47164754842,30402.4051378902
"CIV","global-estimate","admin1",2e-04,15.9341121511899,205.888827837554,32368.0497644323
"CIV","global-estimate","admin1",0.001,26018.2529030288,29793.6037833408,32489.2692230148
"CIV","global-estimate","admin2",1e-04,5201.69053368832,8754.3541783653,30179.8558161444
"CIV","global-estimate","admin2",2e-04,9.83668488049301,221.620898794725,2904561.97164133
"CIV","global-estimate","admin2",0.001,26087.959710884,29802.1285234889,32367.3579574232
"CIV","no-estimate","admin1",1e-04,5071.329394243,11174.544234925,25500.9029273395
"CIV","no-estimate","admin1",2e-04,0,7037.20875700267,16910.3266233313
"CIV","no-estimate","admin1",0.001,0,0,0
"CIV","no-estimate","admin2",1e-04,6332.67616736894,10567.9741871564,21493.6197934245
"CIV","no-estimate","admin2",2e-04,0,7694.40793530466,14817.6527989163
"CIV","no-estimate","admin2",0.001,0,0,0
"CMR","district-estimate","admin1",1e-04,2210.23897737091,3157.10333207562,4328.15670272906
"CMR","district-estimate","admin1",2e-04,1557.67251725489,2292.02746318443,3440.9248725004
"CMR","district-estimate","admin1",0.001,973.830482996421,834094.319268966,1040665.93338501
"CMR","district-estimate","admin2",1e-04,1678.75896779039,2376.0275817094,3225.60652623626
"CMR","district-estimate","admin2",2e-04,1108.1741806629,1589.66949858152,2225.52122452745
"CMR","district-estimate","admin2",0.001,576.710610114876,964.134352794559,787214.502381344
"CMR","global-estimate","admin1",1e-04,2145.48043584888,2831.40333942543,3823.9550594743
"CMR","global-estimate","admin1",2e-04,918.464438784947,1936.46363600245,44459913.6123593
"CMR","global-estimate","admin1",0.001,711332.508862126,882470.274982228,1032420.67638979
"CMR","global-estimate","admin2",1e-04,1713.56558228221,2096.36915847922,2738.89052472108
"CMR","global-estimate","admin2",2e-04,503.791794771052,1153.93470686064,5110.04101521462
"CMR","global-estimate","admin2",0.001,625.968041766801,1096.22101814574,807172.506498699
"CMR","no-estimate","admin1",1e-04,2734.69190367949,3701.09637484743,4721.81390695384
"CMR","no-estimate","admin1",2e-04,2168.60638030182,3149.89391586246,4358.62217127498
"CMR","no-estimate","admin1",0.001,841.178723282539,1833.65179109342,3538.11533572878
"CMR","no-estimate","admin2",1e-04,2225.06209858763,3016.67019701973,3917.53123023715
"CMR","no-estimate","admin2",2e-04,1792.58268484774,2437.01505525386,3203.17963303792
"CMR","no-estimate","admin2",0.001,664.258519274736,1088.01647354894,1709.04570313593
"COD","district-estimate","admin1",1e-04,2542.85698418247,3266.50732901745,4021.10176856764
"COD","district-estimate","admin1",2e-04,1985.86058663987,2817.95997019886,4003.06606703512
"COD","district-estimate","admin1",0.001,1047.04930908227,2171062.29023431,2466462.85079748
"COD","district-estimate","admin2",1e-04,1326.51938119122,1739.25801492354,2358.56128625098
"COD","district-estimate","admin2",2e-04,949.820728218591,1232.48963242473,1644.11868181781
"COD","district-estimate","admin2",0.001,359.064489194456,488.170634167408,797.993125789535
"COD","global-estimate","admin1",1e-04,2522.3204584353,3177.82705010581,4099.52231327338
"COD","global-estimate","admin1",2e-04,1118.67962863266,2078.95421315543,45932.0030800259
"COD","global-estimate","admin1",0.001,1532.03786342743,2176586.19001851,2497877.26065317
"COD","global-estimate","admin2",1e-04,1289.10448168298,1602.39338301545,1884.67528536801
"COD","global-estimate","admin2",2e-04,468.967257408543,919.326819725696,1811.07857582228
"COD","global-estimate","admin2",0.001,358.723043046834,459.173850012581,698.104698331038
"COD","no-estimate","admin1",1e-04,2759.78222357925,3559.67335917036,4353.06897492133
"COD","no-estimate","admin1",2e-04,2598.96570868474,3221.3307818303,4138.21533533986
"COD","no-estimate","admin1",0.001,1257.11605044535,1916.14879076219,3429.68295187295
"COD","no-estimate","admin2",1e-04,1611.33018296033,2149.72635404761,2713.71596579717
"COD","no-estimate","admin2",2e-04,1327.17393234116,1755.89851071881,2263.77327597599
"COD","no-estimate","admin2",0.001,476.546571298024,694.953851276655,1059.79036177066
"COG","district-estimate","admin1",1e-04,1331.67351553843,3383.22496116837,5721.96159375189
"COG","district-estimate","admin1",2e-04,1206.29178367911,3373.30770303357,5288.79307955949
"COG","district-estimate","admin1",0.001,1233.58768004828,93331.9109618672,210787.559258275
"COG","district-estimate","admin2",1e-04,1276.26488184891,1988.53500179732,3253.87984365929
"COG","district-estimate","admin2",2e-04,928.059368704999,1617.95562549656,2776.82967231813
"COG","district-estimate","admin2",0.001,465.700236712402,758.023131745348,70753.3102832183
"COG","global-estimate","admin1",1e-04,1331.5340625447,3368.88169401288,6169.7006918404
"COG","global-estimate","admin1",2e-04,111.738720756464,2004.18357350679,10811909.678679
"COG","global-estimate","admin1",0.001,62818.887190719,95127.9889481808,209708.643596916
"COG","global-estimate","admin2",1e-04,1332.85146005268,1947.7040336625,3131.24531823557
"COG","global-estimate","admin2",2e-04,355.653119794751,1236.59274765463,2467789.75272339
"COG","global-estimate","admin2",0.001,474.367901149965,776.223618552481,70240.6653263998
"COG","no-estimate","admin1",1e-04,1417.56600119435,3395.8813644075,5955.10588266349
"COG","no-estimate","admin1",2e-04,1325.54869961675,3358.78799557024,5926.35068994172
"COG","no-estimate","admin1",0.001,0,0,2402.20476774472
"COG","no-estimate","admin2",1e-04,1339.20323545445,2092.53788890883,3650.32029511986
"COG","no-estimate","admin2",2e-04,1340.24243065963,2047.52008054653,3239.14883809168
"COG","no-estimate","admin2",0.001,484.522395455273,860.543274293221,1769.12580517894
"ETH","district-estimate","admin1",1e-04,3987.56134204252,7321.53677467423,506895.653738761
"ETH","district-estimate","admin1",2e-04,4037.97353451158,480827.266518367,555882.664975384
"ETH","district-estimate","admin1",0.001,457231.036462443,503547.24063681,565399.272984524
"ETH","district-estimate","admin2",1e-04,1832.32086777962,3739.72877336292,5704.92851788127
"ETH","district-estimate","admin2",2e-04,867.070169491467,2910.3992387752,5230.6484033963
"ETH","district-estimate","admin2",0.001,772.908521830288,497534.476263614,1140254.3227935
"ETH","global-estimate","admin1",1e-04,4037.15960752955,7624.3141206806,503415.670220147
"ETH","global-estimate","admin1",2e-04,15.1377885293706,113.476100701237,549841.562306703
"ETH","global-estimate","admin1",0.001,446709.761625552,491960.190568888,552388.955072439
"ETH","global-estimate","admin2",1e-04,1724.41499914499,3549.76554415253,5745.55420720608
"ETH","global-estimate","admin2",2e-04,34.2871558705867,1420.17191547779,31122423.7613066
"ETH","global-estimate","admin2",0.001,818.981275381164,486492.513389963,1127358.9138177
"ETH","no-estimate","admin1",1e-04,4470.12117335584,11687.9193259186,22569.6664444539
"ETH","no-estimate","admin1",2e-04,0,6063.90049485859,12014.1228801526
"ETH","no-estimate","admin1",0.001,0,0,0
"ETH","no-estimate","admin2",1e-04,3182.94948055695,5181.7369836252,8210.06250646588
"ETH","no-estimate","admin2",2e-04,2035.93262482611,3789.39759790605,6191.7768276905
"ETH","no-estimate","admin2",0.001,0,955.370527754904,3694.99150915041
"GHA","district-estimate","admin1",1e-04,2778.60804894456,3413.83071045135,4230.39505753193
"GHA","district-estimate","admin1",2e-04,1955.69564164676,2433.99163343201,3182.4980711645
"GHA","district-estimate","admin1",0.001,648202.981275555,738643.775422982,835089.709517661
"GHA","district-estimate","admin2",1e-04,1950.62781411752,2270.88537310135,2700.40791704477
"GHA","district-estimate","admin2",2e-04,1514.29146066966,1762.06655546507,2132.44462341923
"GHA","district-estimate","admin2",0.001,455.371489267393,631.16445789366,897.396072699541
"GHA","global-estimate","admin1",1e-04,2641.08955226104,3038.55941875221,3456.36669035432
"GHA","global-estimate","admin1",2e-04,976.470225510583,1928.5553269923,15538.0328987341
"GHA","global-estimate","admin1",0.001,633287.279645023,721646.954236233,815873.585399593
"GHA","global-estimate","admin2",1e-04,1926.17828776514,2155.4671465407,2521.21138549517
"GHA","global-estimate","admin2",2e-04,451.244745830022,1278.0287921834,3096.03748885243
"GHA","global-estimate","admin2",0.001,445.555260934488,606.060263640826,845.974884942351
"GHA","no-estimate","admin1",1e-04,3406.30522381143,3996.60378349959,4811.6330686106
"GHA","no-estimate","admin1",2e-04,2743.58653595375,3371.57281936982,4195.88861950087
"GHA","no-estimate","admin1",0.001,0,2014.39727057865,2794.73995404638
"GHA","no-estimate","admin2",1e-04,2312.54143213908,2709.17241885169,3217.87824381375
"GHA","no-estimate","admin2",2e-04,1933.48508345815,2321.54875458886,2797.39027133011
"GHA","no-estimate","admin2",0.001,857.258560112318,1023.4071680005,1272.32551494662
"GIN","district-estimate","admin1",1e-04,2636.0558489055,3663.12155379206,6364.34603604989
"GIN","district-estimate","admin1",2e-04,1987.79260579751,3257.42475577045,5816.49847532839
"GIN","district-estimate","admin1",0.001,157622.162927168,201424.25899355,216904.618635544
"GIN","district-estimate","admin2",1e-04,2180.0163698591,2984.63679760396,4936.24104755735
"GIN","district-estimate","admin2",2e-04,2033.49491526373,2860.14199415802,4753.58157389538
"GIN","district-estimate","admin2",0.001,153805.222539428,196436.191872706,208472.550883572
"GIN","global-estimate","admin1",1e-04,2593.15270652978,3477.72908848424,5935.36062626676
"GIN","global-estimate","admin1",2e-04,652.398796883998,2876.60570740688,13472682.6797927
"GIN","global-estimate","admin1",0.001,153995.142965065,196789.315565202,211913.458972123
"GIN","global-estimate","admin2",1e-04,2195.56795801191,2951.58033813553,5172.79730107517
"GIN","global-estimate","admin2",2e-04,69.6367398191731,2357.0919379024,22255306.4489394
"GIN","global-estimate","admin2",0.001,150266.033620393,191916.028109118,203675.420267147
"GIN","no-estimate","admin1",1e-04,3146.78655029469,4283.8176835866,7018.558882032
"GIN","no-estimate","admin1",2e-04,2467.53852923782,3663.21585383916,6409.1374090721
"GIN","no-estimate","admin1",0.001,0,0,0
"GIN","no-estimate","admin2",1e-04,2445.61773179652,3394.74944621865,5558.41850264274
"GIN","no-estimate","admin2",2e-04,2188.20542528255,2990.71256397265,4937.3344832889
"GIN","no-estimate","admin2",0.001,0,0,6611.72553273244
"GNB","district-estimate","admin1",1e-04,2015.17844784986,2772.03307621235,3918.57942945339
"GNB","district-estimate","admin1",2e-04,1556.7969332222,2277.54855498665,3132.38370449014
"GNB","district-estimate","admin1",0.001,335.813512598815,586.145630274916,40250.3412523663
"GNB","district-estimate","admin2",1e-04,1982.1671073616,2490.08870181549,3334.45604832983
"GNB","district-estimate","admin2",2e-04,973.917186739624,1980.53369269798,2661.91320574602
"GNB","district-estimate","admin2",0.001,177.383696036738,461.293042561011,831.456511197404
"GNB","global-estimate","admin1",1e-04,2076.78251322614,2516.5855919531,3556.93145386353
"GNB","global-estimate","admin1",2e-04,753.839075517383,1970.77904134459,2790811.31958434
"GNB","global-estimate","admin1",0.001,334.529225640572,551.352670121012,38931.5027903888
"GNB","global-estimate","admin2",1e-04,2068.70361249327,2421.52385815814,3138.85688698673
"GNB","global-estimate","admin2",2e-04,137.075571504645,1251.02005596835,135211.400711822
"GNB","global-estimate","admin2",0.001,210.006813387858,470.181512610336,860.456289202703
"GNB","no-estimate","admin1",1e-04,2909.81772198419,3791.30023974142,5501.22801995004
"GNB","no-estimate","admin1",2e-04,2045.07756389892,2778.67103103682,4253.19901506692
"GNB","no-estimate","admin1",0.001,703.391255824986,1154.04857532043,2402.36470381504
"GNB","no-estimate","admin2",1e-04,2290.27097012068,2898.30349184366,4133.19131135739
"GNB","no-estimate","admin2",2e-04,2059.83103608439,2615.31483818612,3671.85554385964
"GNB","no-estimate","admin2",0.001,354.707839117184,517.490242767882,893.224342233324
"KEN","district-estimate","admin1",1e-04,1893.71091870307,2590.51565176287,4090.20891279651
"KEN","district-estimate","admin1",2e-04,1363.25560401123,1916.76973719512,3080.93759143814
"KEN","district-estimate","admin1",0.001,992.149081022112,545847.385695185,864828.415780833
"KEN","district-estimate","admin2",1e-04,1042.11004832173,1434.95774226392,2360.15780744093
"KEN","district-estimate","admin2",2e-04,728.8647431772,1009.24192421302,1684.34280709701
"KEN","district-estimate","admin2",0.001,260.866191865786,425.61943216233,964.911700258626
"KEN","global-estimate","admin1",1e-04,1845.62027636306,2388.45412394942,3771.08306948822
"KEN","global-estimate","admin1",2e-04,841.135852914976,1566.54992965066,23239315.9862721
"KEN","global-estimate","admin1",0.001,1104.06303777151,669488.173805021,866834.707860633
"KEN","global-estimate","admin2",1e-04,994.477053628309,1244.23136678505,2013.49821160147
"KEN","global-estimate","admin2",2e-04,394.561627717183,791.705242524942,2426.48501516872
"KEN","global-estimate","admin2",0.001,281.432889981248,395.059251176358,1167.71974051578
"KEN","no-estimate","admin1",1e-04,2446.58687382094,3424.84009076533,5652.9948377544
"KEN","no-estimate","admin1",2e-04,1919.60115231508,2666.45033352982,4339.02843602119
"KEN","no-estimate","admin1",0.001,1083.14311432338,1515.27801867625,2523.41814051007
"KEN","no-estimate","admin2",1e-04,1578.89575395126,2204.35111516812,3802.71894480284
"KEN","no-estimate","admin2",2e-04,1043.68957898435,1387.03614161737,2314.7455787978
"KEN","no-estimate","admin2",0.001,447.499283321245,621.233541178477,1197.96307269592
"LBR","district-estimate","admin1",1e-04,1041.1846618977,2893.55865784174,5665.71339583669
"LBR","district-estimate","admin1",2e-04,1041.1846618977,2413.29906854451,5606.26848362019
"LBR","district-estimate","admin1",0.001,1091.61966562885,31887.4623308894,47798.2773303409
"LBR","district-estimate","admin2",1e-04,660.180543657887,1803.88891971821,3945.37538866812
"LBR","district-estimate","admin2",2e-04,618.317179342866,1216.81530975045,3269.33896092637
"LBR","district-estimate","admin2",0.001,250.539743672558,999.747791392615,46084.6775278115
"LBR","global-estimate","admin1",1e-04,1041.03616633372,2636.4479625662,5689.64811408569
"LBR","global-estimate","admin1",2e-04,582.388949649195,1924.98769308711,2948266.06828062
"LBR","global-estimate","admin1",0.001,21867.0491299471,32338.9860441117,46698.3983360947
"LBR","global-estimate","admin2",1e-04,661.58241454324,1695.40426343263,3664.30760648746
"LBR","global-estimate","admin2",2e-04,211.263624336743,957.697161119813,1204418.10632036
"LBR","global-estimate","admin2",0.001,249.885376743816,1489.05805611262,45024.2299217369
"LBR","no-estimate","admin1",1e-04,1034.93045919334,3679.16963058754,7624.20380906213
"LBR","no-estimate","admin1",2e-04,1034.93045919334,2687.21638640826,5641.75248756174
"LBR","no-estimate","admin1",0.001,0,1022.75681777744,4002.74908503663
"LBR","no-estimate","admin2",1e-04,708.948941362323,2193.02302729392,5151.50256893796
"LBR","no-estimate","admin2",2e-04,654.970648196094,1779.36123849772,4135.3826847906
"LBR","no-estimate","admin2",0.001,267.806260154738,1086.83412696442,2880.84422220676
"MDG","district-estimate","admin1",1e-04,10808.4756044578,15318.4636614399,27332.309688587
"MDG","district-estimate","admin1",2e-04,10808.4756044578,15318.4636614399,27332.309688587
"MDG","district-estimate","admin1",0.001,10808.4756044578,15318.4636614399,27332.309688587
"MDG","district-estimate","admin2",1e-04,10660.1582945779,15211.5670072404,27268.5710318104
"MDG","district-estimate","admin2",2e-04,10918.9261341177,15211.5670072404,27268.5710318104
"MDG","district-estimate","admin2",0.001,10918.9261341177,15211.5670072404,27268.5710318104
"MDG","global-estimate","admin1",1e-04,10561.8982979146,14962.1329334425,26697.2830180987
"MDG","global-estimate","admin1",2e-04,10.1824901898537,137.991025116484,20408.882493291
"MDG","global-estimate","admin1",0.001,10559.7633926137,14965.9727905054,26703.370007708
"MDG","global-estimate","admin2",1e-04,10668.9373862963,14862.6300452874,26645.4539542855
"MDG","global-estimate","admin2",2e-04,4.22587879880468,125.304876374422,35882.4254029132
"MDG","global-estimate","admin2",0.001,10667.6723616931,14861.5359191909,26641.0980316075
"MDG","no-estimate","admin1",1e-04,0,0,0
"MDG","no-estimate","admin1",2e-04,0,0,0
"MDG","no-estimate","admin1",0.001,0,0,0
"MDG","no-estimate","admin2",1e-04,0,0,20594.5596651697
"MDG","no-estimate","admin2",2e-04,0,0,0
"MDG","no-estimate","admin2",0.001,0,0,0
"MLI","district-estimate","admin1",1e-04,9911.93656275925,13637.1047791453,50507.7328021018
"MLI","district-estimate","admin1",2e-04,39981.2341444926,45306.9380697683,55158.0417891601
"MLI","district-estimate","admin1",0.001,39981.2341444926,45306.9380697683,55158.0417891601
"MLI","district-estimate","admin2",1e-04,5391.19448798246,7851.41571607362,10019.3008662634
"MLI","district-estimate","admin2",2e-04,3741.65170619235,5866.61571183304,46728.1250885584
"MLI","district-estimate","admin2",0.001,41145.5693079344,45107.8342332173,52206.2499322908
"MLI","global-estimate","admin1",1e-04,10848.3796639126,43221.0387645348,50151.183969821
"MLI","global-estimate","admin1",2e-04,18.3004731329727,222.457485713446,53182.5044109129
"MLI","global-estimate","admin1",0.001,39061.2319591491,44264.3869097724,53888.8083582486
"MLI","global-estimate","admin2",1e-04,5303.43757337124,7665.26503149096,11284.3944348827
"MLI","global-estimate","admin2",2e-04,14.9703128143412,1777.68323852926,3001109.5564121
"MLI","global-estimate","admin2",0.001,40198.7747806895,44069.8646217568,51004.9397412968
"MLI","no-estimate","admin1",1e-04,9809.28200378397,14084.7878233663,20264.5705328454
"MLI","no-estimate","admin1",2e-04,0,0,17799.9967914755
"MLI","no-estimate","admin1",0.001,0,0,0
"MLI","no-estimate","admin2",1e-04,7634.71011967483,9835.84102665161,12697.8975934283
"MLI","no-estimate","admin2",2e-04,5897.19964473853,8368.70362331554,11501.3347592789
"MLI","no-estimate","admin2",0.001,0,0,0
"MOZ","district-estimate","admin1",1e-04,4474.44766339586,7429.40762104801,12811.200834254
"MOZ","district-estimate","admin1",2e-04,3644.25099805104,195598.789810873,263683.382200611
"MOZ","district-estimate","admin1",0.001,199229.335096858,244076.42573031,385378.605437023
"MOZ","district-estimate","admin2",1e-04,1180.51242673332,2001.39693612661,3569.30214522638
"MOZ","district-estimate","admin2",2e-04,951.336195357968,1660.47511260817,2809.22742502032
"MOZ","district-estimate","admin2",0.001,395.525481841686,823.165070288689,237462.370493411
"MOZ","global-estimate","admin1",1e-04,4572.28094150113,7206.86666172609,196846.841404959
"MOZ","global-estimate","admin1",2e-04,18.2132932371154,1005.40499505467,7407411.34265555
"MOZ","global-estimate","admin1",0.001,194644.898733257,238460.019687135,376510.716119116
"MOZ","global-estimate","admin2",1e-04,1103.05679393922,1851.9693435294,3059.33278117384
"MOZ","global-estimate","admin2",2e-04,459.727314177505,1154.17858367774,4450.09652084733
"MOZ","global-estimate","admin2",0.001,422.817859486564,864.599520841975,237819.278100009
"MOZ","no-estimate","admin1",1e-04,7322.45939433116,11081.4259169825,16189.8114855655
"MOZ","no-estimate","admin1",2e-04,4863.35605787457,7833.05170071376,14141.065560597
"MOZ","no-estimate","admin1",0.001,0,0,0
"MOZ","no-estimate","admin2",1e-04,1470.30788572013,2653.20737209731,4313.04965686107
"MOZ","no-estimate","admin2",2e-04,1130.86045274409,1982.83448962009,3648.95409117114
"MOZ","no-estimate","admin2",0.001,656.640383472855,1310.53101960094,2430.55769261537
"MRT","district-estimate","admin1",1e-04,2403.9146344724,3123.90904896645,4733.79157460874
"MRT","district-estimate","admin1",2e-04,2403.9146344724,3123.90904896645,4718.84585137305
"MRT","district-estimate","admin1",0.001,2403.9146344724,3123.90904896645,4718.84585137305
"MRT","district-estimate","admin2",1e-04,3123.07754343222,5342.23418700496,12243.8459653589
"MRT","district-estimate","admin2",2e-04,2663.49133716383,4405.79194939158,6777.45553791275
"MRT","district-estimate","admin2",0.001,2472.31277056405,3131.25505221461,4606.75320496458
"MRT","global-estimate","admin1",1e-04,2348.04621890838,3051.40568316914,4613.04224194292
"MRT","global-estimate","admin1",2e-04,10.3944813441312,109.375146101768,4470.21540199765
"MRT","global-estimate","admin1",0.001,2348.59851518751,3052.02524614343,4610.26119688558
