"ISO","confirmation_lens","threshold","admin_level","prop_tested_lb","prop_tested_median","prop_tested_ub"
"SOM","no-estimate",1e-04,"admin1",0,0,0
"SOM","no-estimate",1e-04,"admin2",0,0,0
"SOM","no-estimate",2e-04,"admin1",0,0,0
"SOM","no-estimate",2e-04,"admin2",0,0,0
"SOM","no-estimate",0.001,"admin1",0,0,0
"SOM","no-estimate",0.001,"admin2",0,0,0
"SSD","district-estimate",1e-04,"admin1",0.575384529949491,0.676926872405606,0.713066852292597
"SSD","district-estimate",1e-04,"admin2",0.645331402368381,0.694861374871174,0.722815728704841
"SSD","district-estimate",2e-04,"admin1",0.471991089530283,0.617627850154147,0.657859719488383
"SSD","district-estimate",2e-04,"admin2",0.56052823881351,0.665175906827626,0.696283396030972
"SSD","district-estimate",0.001,"admin1",0.206842119647129,0.486517691707642,0.614005676937324
"SSD","district-estimate",0.001,"admin2",0.286578828435837,0.525055068916717,0.588941544901435
"SSD","global-estimate",1e-04,"admin1",0.242517337002237,0.279148773570837,0.294030707959249
"SSD","global-estimate",1e-04,"admin2",0.264632811474687,0.282901726680444,0.294145743048251
"SSD","global-estimate",2e-04,"admin1",0.0446566914301003,0.243896865609248,0.272116029349251
"SSD","global-estimate",2e-04,"admin2",0.19408861926237,0.270522397942761,0.290740342841236
"SSD","global-estimate",0.001,"admin1",0.164557407553211,0.233198780357335,0.277321113368207
"SSD","global-estimate",0.001,"admin2",0.122931268951686,0.213800466195451,0.242850739243464
"SSD","no-estimate",1e-04,"admin1",0,0,0
"SSD","no-estimate",1e-04,"admin2",0,0,0
"SSD","no-estimate",2e-04,"admin1",0,0,0
"SSD","no-estimate",2e-04,"admin2",0,0,0
"SSD","no-estimate",0.001,"admin1",0,0,0
"SSD","no-estimate",0.001,"admin2",0,0,0
"TCD","district-estimate",1e-04,"admin1",0.665226637781369,0.69075572250303,0.70766567153291
"TCD","district-estimate",1e-04,"admin2",0.649874130718282,0.693972970950598,0.70650253266245
"TCD","district-estimate",2e-04,"admin1",0.571549556469228,0.622128150478248,0.662387751408094
"TCD","district-estimate",2e-04,"admin2",0.574857406527921,0.61797417087312,0.6610227381029
"TCD","district-estimate",0.001,"admin1",0.220734357959102,0.303303542957979,0.400492197717992
"TCD","district-estimate",0.001,"admin2",0.311813502130061,0.382186674485807,0.451063897763128
"TCD","global-estimate",1e-04,"admin1",0.271520876018952,0.281563829913517,0.287859678917381
"TCD","global-estimate",1e-04,"admin2",0.269746128873778,0.282759494175061,0.288909548842762
"TCD","global-estimate",2e-04,"admin1",0.200734311443032,0.247463307499799,0.279131265614636
"TCD","global-estimate",2e-04,"admin2",0.211364193076226,0.257490347326343,0.284792959258974
"TCD","global-estimate",0.001,"admin1",0.0891195471438646,0.125454825913852,0.19322191718256
"TCD","global-estimate",0.001,"admin2",0.129720736170529,0.163484147972435,0.202540461401213
"TCD","no-estimate",1e-04,"admin1",0,0,0
"TCD","no-estimate",1e-04,"admin2",0,0,0
"TCD","no-estimate",2e-04,"admin1",0,0,0
"TCD","no-estimate",2e-04,"admin2",0,0,0
"TCD","no-estimate",0.001,"admin1",0,0,0
"TCD","no-estimate",0.001,"admin2",0,0,0
"TGO","district-estimate",1e-04,"admin2",0.0714912314477179,0.0980702823647704,0.217844074940768
"TGO","global-estimate",1e-04,"admin2",0.0951124468969965,0.11156837615886,0.126041733408567
"TGO","no-estimate",1e-04,"admin2",0,0,0
"TZA","district-estimate",1e-04,"admin1",0.284921955639801,0.386376258109365,0.443277485348001
"TZA","district-estimate",1e-04,"admin2",0.355542259922906,0.420559197889027,0.46100165439707
"TZA","district-estimate",2e-04,"admin1",0.0197130048062595,0.0750025271721639,0.217033157126893
"TZA","district-estimate",2e-04,"admin2",0.161931458491104,0.252274876783172,0.307031714602629
"TZA","district-estimate",0.001,"admin2",0.0022765903679277,0.0252643395184898,0.0633913496211908
"TZA","global-estimate",1e-04,"admin1",0.141690389881369,0.176629899724942,0.202045419163869
"TZA","global-estimate",1e-04,"admin2",0.158401663080926,0.185575679975921,0.208315982818607
"TZA","global-estimate",2e-04,"admin1",0.0184488119300137,0.0558204641629913,0.128987509856864
"TZA","global-estimate",2e-04,"admin2",0.0802698947906089,0.127109444234987,0.16652722020696
"TZA","global-estimate",0.001,"admin2",0.00102152346935601,0.0143878494804248,0.0289699599747162
"TZA","no-estimate",1e-04,"admin1",0,0,0
"TZA","no-estimate",1e-04,"admin2",0,0,0
"TZA","no-estimate",2e-04,"admin1",0,0,0
"TZA","no-estimate",2e-04,"admin2",0,0,0
"TZA","no-estimate",0.001,"admin2",0,0,0
"UGA","district-estimate",1e-04,"admin1",0.13737549416578,0.196640584609918,0.264765814317303
"UGA","district-estimate",1e-04,"admin2",0.211960942217047,0.289888296262033,0.339572558360924
"UGA","district-estimate",2e-04,"admin1",0.0687902392390318,0.120405365631338,0.190193398864912
"UGA","district-estimate",2e-04,"admin2",0.0807566133725322,0.133673462699618,0.208402066255595
"UGA","district-estimate",0.001,"admin1",0.130286962694824,0.130286962694824,0.130286962694824
"UGA","district-estimate",0.001,"admin2",0.00579862837012346,0.0611596938003164,0.139376143902525
"UGA","global-estimate",1e-04,"admin1",0.0560363549169999,0.0838318166973255,0.137126334335175
"UGA","global-estimate",1e-04,"admin2",0.0899407029026759,0.120290127260295,0.141935804641567
"UGA","global-estimate",2e-04,"admin1",0.00454948722137027,0.0552148624877288,0.0981897527571086
"UGA","global-estimate",2e-04,"admin2",0.0256398233256101,0.082165199489246,0.140716191675734
"UGA","global-estimate",0.001,"admin1",0.0838272234892487,0.0838272234892487,0.0838272234892487
"UGA","global-estimate",0.001,"admin2",0.00235079528518518,0.0396777230821336,0.0693236486044508
"UGA","no-estimate",1e-04,"admin1",0,0,0
"UGA","no-estimate",1e-04,"admin2",0,0,0
"UGA","no-estimate",2e-04,"admin1",0,0,0
"UGA","no-estimate",2e-04,"admin2",0,0,0
"UGA","no-estimate",0.001,"admin1",0,0,0
"UGA","no-estimate",0.001,"admin2",0,0,0
"ZMB","district-estimate",1e-04,"admin1",0.149366919072807,0.301927954667233,0.47045865474134
"ZMB","district-estimate",1e-04,"admin2",0.305470767968505,0.433682731496288,0.504043966813531
"ZMB","district-estimate",2e-04,"admin1",0.0983477494107701,0.227130685026668,0.351992285620916
"ZMB","district-estimate",2e-04,"admin2",0.0139632758325786,0.231409207485783,0.372225038278036
"ZMB","district-estimate",0.001,"admin2",0.0182154629723314,0.0428706817002021,0.18736579950384
"ZMB","global-estimate",1e-04,"admin1",0.0929617844880077,0.133491737433197,0.20849432689454
"ZMB","global-estimate",1e-04,"admin2",0.12088214808195,0.194432929192097,0.220584535899692
"ZMB","global-estimate",2e-04,"admin1",0.0480061525845882,0.157764839426762,0.211663889307663
"ZMB","global-estimate",2e-04,"admin2",0.0137599889071083,0.134923850563374,0.208684322401309
"ZMB","global-estimate",0.001,"admin2",0.0114230651575548,0.0286616429261539,0.117864688076787
"ZMB","no-estimate",1e-04,"admin1",0,0,0
"ZMB","no-estimate",1e-04,"admin2",0,0,0
"ZMB","no-estimate",2e-04,"admin1",0,0,0
"ZMB","no-estimate",2e-04,"admin2",0,0,0
"ZMB","no-estimate",0.001,"admin2",0,0,0
"ZWE","district-estimate",1e-04,"admin1",0.106486951595218,0.304451269861242,0.373804636047967
"ZWE","district-estimate",1e-04,"admin2",0.106234251916263,0.195971385356852,0.316073358872717
"ZWE","district-estimate",2e-04,"admin2",0.0736188223265322,0.164626259922094,0.226455017266698
"ZWE","global-estimate",1e-04,"admin1",0.0601188029278964,0.187479368021643,0.211179179174341
"ZWE","global-estimate",1e-04,"admin2",0.0526580509723895,0.0913425618923517,0.151351262427605
"ZWE","global-estimate",2e-04,"admin2",0.0391851958964255,0.0904580511990012,0.151003718480545
"ZWE","no-estimate",1e-04,"admin1",0,0,0
"ZWE","no-estimate",1e-04,"admin2",0,0,0
"ZWE","no-estimate",2e-04,"admin2",0,0,0
