"admin-1","admin0","admin1","admin2","outbreak_number","start_weekday","country","spatial_scale","temporal_scale","population","total_suspected_cases","total_deaths","duration","threshold","attack_rate","cfr","area","mean_R0","id","who_region","start_date","end_date","total_confirmed_cases","right_censored","EpiPeriod","location_period_id","threshold.per.week","run_country","duplicated_at_same_spatial_scale","manually_selected","duplicated_at_different_spatial_scale","time_to_peak..weeks.","pop_cat","population_density","rural_urban","country_code","TL","TR"
"afr","eth","somali","erer",1,"daily_group","ETH","admin3","daily",5637.5,68,0,9,11.3547402513404,12.0621803735271,0,347.4379641,2.03,"afr::eth::somali::erer::babile_1","AFR",2017-09-11,2017-11-12,47,"no","complete",16455,0,"ETH",NA,"yes",NA,4.29,"<10,000",16.2259182429972,"Rural settings","ETH",2017-09-11,2017-11-12
"afr","eth","somali","erer",1,"Monday","ETH","admin3","weekly",66417.7,16,NA,5,2.17157219094062,0.240899741715013,NA,2294.436318,1.76,"afr::eth::somali::erer::hamero_1","AFR",2017-04-17,2017-05-21,NA,"no","complete",16457,0,"ETH",NA,"yes",NA,3,"10,000-100,000",28.9472841233156,"Rural settings","ETH",2017-04-17,2017-05-21
"afr","eth","somali","fafan",1,"daily_group","ETH","admin2","daily",1266171.8,1490,1,10,2.06467083037822,1.17677558356518,0.0671140939597315,16306.34946,1.95,"afr::eth::somali::fafan_1","AFR",2016-09-26,2016-12-04,0,"no","complete",16613,0,"ETH",NA,"yes","|afr::eth::somali::fafan::jigjigacity_1",3.86,">1,000,000",77.6490043406687,"Rural settings","ETH",2016-09-26,2016-12-04
"afr","eth","somali","fafan",2,"daily_group","ETH","admin2","daily",1298067.5,4255,12,31,2.06467083037822,3.27794972141279,0.282021151586369,16306.34946,2.07,"afr::eth::somali::fafan_2","AFR",2017-04-03,2017-11-05,1633,"no","complete",16613,0,"ETH",NA,"yes","|afr::eth::somali::fafan::awbare_2|afr::eth::somali::fafan::gursum_1|afr::eth::somali::fafan::jigjigacity_4|afr::eth::somali::fafan::kebribeyah_1|afr::eth::somali::fafan::tuliguled_2",9.29,">1,000,000",79.6050338050341,"Rural settings","ETH",2017-04-03,2017-11-05
"afr","eth","somali","fafan",2,"Monday","ETH","admin3","weekly",205069.7,142,NA,25,0.327422424199134,0.692447642409309,NA,1795.106888,1.96,"afr::eth::somali::fafan::awbare_2","AFR",2017-05-22,2017-11-12,NA,"no","complete",16464,0,"ETH",NA,"yes","|afr::eth::somali::fafan::awbare_2",3,"100,000-1,000,000",114.238155605584,"Rural settings","ETH",2017-05-22,2017-11-12
"afr","eth","somali","fafan",1,"Monday","ETH","admin3","weekly",23684.2,224,NA,27,4.33790841123864,9.45779711207656,NA,200.537131,2.08,"afr::eth::somali::fafan::gursum_1","AFR",2017-05-08,2017-11-12,NA,"no","complete",16466,0,"ETH",NA,"yes","|afr::eth::somali::fafan::gursum_1",5,"10,000-100,000",118.103813901676,"Rural settings","ETH",2017-05-08,2017-11-12
"afr","eth","somali","fafan",1,"Monday","ETH","admin3","weekly",164282.6,1498,NA,11,11.357203316825,9.11843146848006,NA,222.6432646,2.27,"afr::eth::somali::fafan::jigjigacity_1","AFR",2016-09-26,2016-12-11,NA,"yes","complete",16470,0,"ETH",NA,"yes","|afr::eth::somali::fafan::jigjigacity_1",3,"100,000-1,000,000",737.873657643089,"Rural settings","ETH",2016-09-26,2016-12-11
"afr","eth","somali","fafan",4,"Monday","ETH","admin3","weekly",166819.6,2542,NA,30,11.357203316825,15.2380181659566,NA,222.6432646,2.06,"afr::eth::somali::fafan::jigjigacity_4","AFR",2017-04-03,2017-10-29,NA,"no","complete",16470,0,"ETH",NA,"yes","|afr::eth::somali::fafan::jigjigacity_4",10,"100,000-1,000,000",749.268567812763,"Rural settings","ETH",2017-04-03,2017-10-29
"afr","eth","somali","fafan",1,"Monday","ETH","admin3","weekly",161862.3,134,NA,32,0.383856099491247,0.827864274277921,NA,2841.838212,1.84,"afr::eth::somali::fafan::kebribeyah_1","AFR",2017-04-03,2017-11-12,NA,"no","complete",16471,0,"ETH",NA,"yes","|afr::eth::somali::fafan::kebribeyah_1",3,"100,000-1,000,000",56.956901809722,"Rural settings","ETH",2017-04-03,2017-11-12
"afr","eth","somali","fafan",2,"Monday","ETH","admin3","weekly",49689.5,234,NA,28,2.16902185366031,4.70924403756358,NA,433.2389188,2.09,"afr::eth::somali::fafan::tuliguled_2","AFR",2017-04-24,2017-11-05,NA,"no","complete",16475,0,"ETH",NA,"yes","|afr::eth::somali::fafan::tuliguled_2",9,"10,000-100,000",114.693066213053,"Rural settings","ETH",2017-04-24,2017-11-05
"afr","eth","somali","jarar",3,"daily_group","ETH","admin2","daily",559218,2360,9,24,1.92536896365214,4.22017889266798,0.38135593220339,39113.32217,1.55,"afr::eth::somali::jarar_3","AFR",2016-11-07,2017-04-23,5,"no","complete",16620,0,"ETH",NA,"yes","|afr::eth::somali::jarar::degehabur_1|afr::eth::somali::jarar::degehabur_1|afr::eth::somali::jarar::aware_1|afr::eth::somali::jarar::burqod_1|afr::eth::somali::jarar::daror_1|afr::eth::somali::jarar::degehamedo_1|afr::eth::somali::jarar::gashamo_1|afr::eth::somali::jarar::gunagado_1|afr::eth::somali::jarar::yocale_1",20.14,"100,000-1,000,000",14.2973792297531,"Rural settings","ETH",2016-11-07,2017-04-23
"afr","eth","somali","jarar",1,"Monday","ETH","admin3","weekly",18469.5,25,NA,9,1.9783181214607,1.35358608310469,NA,965.9192641,1.9,"afr::eth::somali::jarar::ararso_1","AFR",2017-05-15,2017-07-16,NA,"no","complete",16477,0,"ETH",NA,"yes",NA,3,"10,000-100,000",19.1211633171112,"Rural settings","ETH",2017-05-15,2017-07-16
"afr","eth","somali","jarar",1,"Monday","ETH","admin3","weekly",144271.9,214,NA,14,2.85251912928986,1.48330994723073,NA,2758.065407,1.61,"afr::eth::somali::jarar::aware_1","AFR",2017-03-27,2017-07-02,NA,"no","complete",16478,0,"ETH",NA,"yes","|afr::eth::somali::jarar::aware_1",3,"100,000-1,000,000",52.3090930453775,"Rural settings","ETH",2017-03-27,2017-07-02
"afr","eth","somali","jarar",1,"Monday","ETH","admin3","weekly",34138.9,506,NA,13,7.35690822422886,14.821807288815,NA,2678.104491,1.49,"afr::eth::somali::jarar::burqod_1","AFR",2017-02-20,2017-05-21,NA,"no","complete",16480,0,"ETH",NA,"yes","|afr::eth::somali::jarar::burqod_1",3,"10,000-100,000",12.7474115049382,"Rural settings","ETH",2017-02-20,2017-05-21
"afr","eth","somali","jarar",1,"Monday","ETH","admin3","weekly",70759.1,734,NA,9,20.2746410417354,10.3732238509512,NA,6873.214337,2.2,"afr::eth::somali::jarar::daror_1","AFR",2017-03-13,2017-05-14,NA,"no","complete",16481,0,"ETH",NA,"yes","|afr::eth::somali::jarar::daror_1",3,"10,000-100,000",10.2949066522032,"Rural settings","ETH",2017-03-13,2017-05-14
"afr","eth","somali","jarar",1,"daily_group","ETH","admin3","daily",45195.8,419,4,11,7.7660579131187,9.27076878133608,0.954653937947494,3603.849414,1.72,"afr::eth::somali::jarar::degehabur_1","AFR",2017-02-06,2017-04-23,0,"no","complete",16482,0,"ETH","|afr::eth::somali::jarar::degehaburcity","yes","|afr::eth::somali::jarar::degehabur_1",7.14,"10,000-100,000",12.5409790499088,"Rural settings","ETH",2017-02-06,2017-04-23
"afr","eth","somali","jarar",1,"Monday","ETH","admin3","weekly",44559.9,164,NA,5,7.7660579131187,3.6804412041102,NA,3603.849414,1.34,"afr::eth::somali::jarar::degehabur_1","AFR",2016-11-07,2016-12-11,NA,"yes","complete",16482,0,"ETH","|afr::eth::somali::jarar::degehaburcity","yes","|afr::eth::somali::jarar::degehabur_1",3,"10,000-100,000",12.3645288359987,"Rural settings","ETH",2016-11-07,2016-12-11
"afr","eth","somali","jarar",3,"daily_group","ETH","admin3","daily",39182,1729,5,24,81.5821279289868,177.891131788036,0.289184499710816,242.2517411,1.62,"afr::eth::somali::jarar::degehaburcity_3","AFR",2016-11-07,2017-04-23,4,"no","complete",16483,0,"ETH","|afr::eth::somali::jarar::degehaburcity|afr::eth::somali::jarar::degehaburcity","yes",NA,3.14,"10,000-100,000",161.740839599687,"Rural settings","ETH",2016-11-07,2017-04-23
"afr","eth","somali","jarar",1,"Monday","ETH","admin3","weekly",53569.2,691,NA,10,27.534457083363,12.8991931149857,NA,3625.741857,1.89,"afr::eth::somali::jarar::degehamedo_1","AFR",2017-02-27,2017-05-07,NA,"no","complete",16484,0,"ETH",NA,"yes","|afr::eth::somali::jarar::degehamedo_1",4,"10,000-100,000",14.7746867021372,"Rural settings","ETH",2017-02-27,2017-05-07
"afr","eth","somali","jarar",1,"Monday","ETH","admin3","weekly",69954.7,1201,NA,9,33.6756225553066,17.1682447332572,NA,11538.29592,2.09,"afr::eth::somali::jarar::gashamo_1","AFR",2017-03-20,2017-05-21,NA,"no","complete",16486,0,"ETH",NA,"yes","|afr::eth::somali::jarar::gashamo_1",5,"10,000-100,000",6.0628276900702,"Rural settings","ETH",2017-03-20,2017-05-21
"afr","eth","somali","jarar",1,"Monday","ETH","admin3","weekly",24292.3,580,NA,10,12.3965722587788,23.8758545611839,NA,2436.774981,2.08,"afr::eth::somali::jarar::gunagado_1","AFR",2017-02-27,2017-05-07,NA,"no","complete",16487,0,"ETH",NA,"yes","|afr::eth::somali::jarar::gunagado_1",4,"10,000-100,000",9.96903702205238,"Rural settings","ETH",2017-02-27,2017-05-07
"afr","eth","somali","jarar",1,"Monday","ETH","admin3","weekly",31804.7,206,NA,17,3.04414111876176,6.4770358521424,NA,1509.914197,1.79,"afr::eth::somali::jarar::yocale_1","AFR",2017-03-06,2017-07-02,NA,"no","complete",16488,0,"ETH",NA,"yes","|afr::eth::somali::jarar::yocale_1",3,"10,000-100,000",21.0639121502346,"Rural settings","ETH",2017-03-06,2017-07-02
"afr","eth","somali","korahe",2,"daily_group","ETH","admin2","daily",374417.7,3480,4,22,4.16701410233098,9.29443192917803,0.114942528735632,33439.74884,1.6,"afr::eth::somali::korahe_2","AFR",2016-11-14,2017-04-16,0,"no","complete",16616,0,"ETH",NA,"yes","|afr::eth::somali::korahe::kebridehar_1|afr::eth::somali::korahe::debeweyin_1|afr::eth::somali::korahe::marsin_1|afr::eth::somali::korahe::shekosh_1|afr::eth::somali::korahe::shilabo_1",14.14,"100,000-1,000,000",11.1967856514559,"Rural settings","ETH",2016-11-14,2017-04-16
"afr","eth","somali","korahe",1,"Monday","ETH","admin3","weekly",40868.8,163,NA,12,13.0812506534376,3.9883698035445,NA,2486.840571,1.49,"afr::eth::somali::korahe::debeweyin_1","AFR",2017-03-27,2017-06-18,NA,"no","complete",16490,0,"ETH",NA,"yes","|afr::eth::somali::korahe::debeweyin_1",3,"10,000-100,000",16.4340249538256,"Rural settings","ETH",2017-03-27,2017-06-18
"afr","eth","somali","korahe",1,"Monday","ETH","admin3","weekly",58527.1,271,NA,10,3.93491558597787,4.63033197149585,NA,2394.870195,1.16,"afr::eth::somali::korahe::kebridehar_1","AFR",2017-02-27,2017-05-07,NA,"no","complete",16494,0,"ETH","|afr::eth::somali::korahe::kebrideharcity","yes","|afr::eth::somali::korahe::kebridehar_1",3,"10,000-100,000",24.4385270325685,"Rural settings","ETH",2017-02-27,2017-05-07
"afr","eth","somali","korahe",2,"daily_group","ETH","admin3","daily",37000,2251,3,22,57.3200017685419,126.864922461847,0.133274100399822,115.2714316,1.6,"afr::eth::somali::korahe::kebrideharcity_2","AFR",2016-11-14,2017-04-16,0,"no","complete",16495,0,"ETH","|afr::eth::somali::korahe::kebrideharcity","yes",NA,12.71,"10,000-100,000",320.981525833674,"Rural settings","ETH",2016-11-14,2017-04-16
"afr","eth","somali","korahe",1,"Monday","ETH","admin3","weekly",19098.6,2237,NA,8,249.615869235746,117.129150354897,NA,3520.157814,2.47,"afr::eth::somali::korahe::marsin_1","AFR",2017-03-13,2017-05-07,NA,"no","complete",16497,0,"ETH",NA,"yes","|afr::eth::somali::korahe::marsin_1",4,"10,000-100,000",5.42549539229266,"Rural settings","ETH",2017-03-13,2017-05-07
"afr","eth","somali","korahe",1,"Monday","ETH","admin3","weekly",30983.1,1261,NA,15,21.7532971775943,40.6995666681775,NA,1731.605716,2.13,"afr::eth::somali::korahe::shekosh_1","AFR",2017-01-23,2017-05-07,NA,"no","complete",16498,0,"ETH",NA,"yes","|afr::eth::somali::korahe::shekosh_1",4,"10,000-100,000",17.8926990790783,"Rural settings","ETH",2017-01-23,2017-05-07
"afr","eth","somali","korahe",1,"Monday","ETH","admin3","weekly",97766.6,837,NA,13,8.26143050972104,8.56120241678806,NA,11668.60355,1.97,"afr::eth::somali::korahe::shilabo_1","AFR",2017-03-20,2017-06-18,NA,"no","complete",16499,0,"ETH",NA,"yes","|afr::eth::somali::korahe::shilabo_1",3,"10,000-100,000",8.37860328196685,"Rural settings","ETH",2017-03-20,2017-06-18
"afr","eth","somali","nogob",1,"daily_group","ETH","admin2","daily",170752.7,669,18,7,1.80238744853148,3.91794640165869,2.69058295964126,16141.67707,1.96,"afr::eth::somali::nogob_1","AFR",2017-03-06,2017-04-23,0,"no","complete",16643,0,"ETH",NA,"yes","|afr::eth::somali::nogob::garbo_1|afr::eth::somali::nogob::sagag_1",3.57,"100,000-1,000,000",10.5783741837675,"Rural settings","ETH",2017-03-06,2017-04-23
"afr","eth","somali","nogob",1,"Monday","ETH","admin3","weekly",17913,378,NA,12,9.7630737504257,21.102004470176,NA,3128.866245,1.56,"afr::eth::somali::nogob::garbo_1","AFR",2017-02-20,2017-05-14,NA,"no","complete",16509,0,"ETH",NA,"yes","|afr::eth::somali::nogob::garbo_1",4,"10,000-100,000",5.72507694396505,"Rural settings","ETH",2017-02-20,2017-05-14
"afr","eth","somali","nogob",1,"Monday","ETH","admin3","weekly",84069.8,684,NA,9,3.72597556763658,8.13609673658439,NA,2611.671337,2.22,"afr::eth::somali::nogob::sagag_1","AFR",2017-03-06,2017-05-07,NA,"no","complete",16512,0,"ETH",NA,"yes","|afr::eth::somali::nogob::sagag_1",3,"10,000-100,000",32.1900381602266,"Rural settings","ETH",2017-03-06,2017-05-07
"afr","eth","somali","shebelle",1,"daily_group","ETH","admin2","daily",614317.4,930,13,7,1.09932007358079,1.51387546217458,1.39784946236559,33933.05914,2.72,"afr::eth::somali::shebelle_1","AFR",2016-10-10,2016-11-27,5,"no","complete",16624,0,"ETH",NA,"yes",NA,4.14,"100,000-1,000,000",18.1038024737312,"Rural settings","ETH",2016-10-10,2016-11-27
"afr","eth","somali","shebelle",2,"daily_group","ETH","admin2","daily",663960.6,204,7,4,1.09932007358079,0.307247164247048,3.43137254901961,33933.05914,2.12,"afr::eth::somali::shebelle_2","AFR",2019-12-30,2020-01-26,5,"yes","complete",16624,0,"ETH",NA,"yes",NA,1.86,"100,000-1,000,000",19.5667769669882,"Rural settings","ETH",2019-12-30,2020-01-26
"afr","eth","somali","shebelle",1,"Monday","ETH","admin3","weekly",18230.4,136,NA,9,13.0711599065741,7.46006574268644,NA,2113.656824,2.28,"afr::eth::somali::shebelle::danan_1","AFR",2017-04-17,2017-06-18,NA,"no","complete",16516,0,"ETH",NA,"yes",NA,3,"10,000-100,000",8.62505199188381,"Rural settings","ETH",2017-04-17,2017-06-18
"afr","eth","somali","shebelle",1,"daily_group","ETH","admin3","daily",133548.2,204,7,4,4.14350440556886,1.52753833616958,3.43137254901961,5635.027088,2.12,"afr::eth::somali::shebelle::kelafo_1","AFR",2019-12-30,2020-01-26,5,"yes","complete",16522,0,"ETH",NA,"yes",NA,1.86,"100,000-1,000,000",23.6996553724464,"Rural settings","ETH",2019-12-30,2020-01-26
"afr","eth","somali","shebelle",1,"Monday","ETH","admin3","weekly",123658.4,930,NA,7,4.14350440556886,7.52071893625294,NA,5635.027088,2.55,"afr::eth::somali::shebelle::kelafo_1","AFR",2016-10-10,2016-11-27,NA,"yes","complete",16522,0,"ETH",NA,"yes",NA,3,"100,000-1,000,000",21.9445972608251,"Rural settings","ETH",2016-10-10,2016-11-27
"afr","eth","somali","sitti",1,"daily_group","ETH","admin2","daily",709270.4,271,0,12,0.264826266084119,0.382082784720848,0,30462.27177,1.73,"afr::eth::somali::sitti_1","AFR",2016-07-25,2016-10-16,17,"no","complete",16644,0,"ETH",NA,"yes",NA,5.29,"100,000-1,000,000",23.2835687815807,"Rural settings","ETH",2016-07-25,2016-10-16
"afr","eth","somali","sitti",2,"daily_group","ETH","admin2","daily",768494.9,25,0,5,0.264826266084119,0.0325311186581499,0,30462.27177,1.56,"afr::eth::somali::sitti_2","AFR",2019-09-23,2019-10-27,0,"no","complete",16644,0,"ETH",NA,"yes",NA,2.86,"100,000-1,000,000",25.2277606149136,"Rural settings","ETH",2019-09-23,2019-10-27
"afr","eth","somali","sitti",1,"Monday","ETH","admin3","weekly",127535.8,123,NA,7,1.36462449338964,0.964435166819902,NA,2697.982067,2.56,"afr::eth::somali::sitti::dembel_1","AFR",2017-09-04,2017-10-22,NA,"no","complete",16526,0,"ETH",NA,"yes",NA,3,"100,000-1,000,000",47.270810862658,"Rural settings","ETH",2017-09-04,2017-10-22
"afr","eth","somali","sitti",1,"Monday","ETH","admin3","weekly",170701.9,123,NA,11,0.949268239566294,0.720554277590789,NA,4221.778433,1.8,"afr::eth::somali::sitti::erer_1","AFR",2017-09-18,2017-12-03,NA,"no","complete",16527,0,"ETH",NA,"yes",NA,7,"100,000-1,000,000",40.433647267154,"Rural settings","ETH",2017-09-18,2017-12-03
"afr","eth","tigray",NA,1,"daily_group","ETH","admin1","daily",5360015.5,2760,32,20,0.580887051117676,0.514923884082052,1.15942028985507,52629.03038,1.27,"afr::eth::tigray_1","AFR",2016-08-15,2017-01-01,10,"no","complete",16612,0,"ETH",NA,"yes","|afr::eth::tigray::centraltigray_1|afr::eth::tigray::centraltigray::mereblehe_1|afr::eth::tigray::centraltigray::tanquaabergele_1|afr::eth::tigray::mekele_1|afr::eth::tigray::mekele::mekeletown_1|afr::eth::tigray::northwesterntigray_1|afr::eth::tigray::northwesterntigray::asgedetsimbila_1|afr::eth::tigray::northwesterntigray::laelayadiyabo_1|afr::eth::tigray::northwesterntigray::tahitayadiyabo_1|afr::eth::tigray::northwesterntigray::tahitaykoraro_1|afr::eth::tigray::northwesterntigray::tselemti_1|afr::eth::tigray::southeasttigray_1|afr::eth::tigray::southeasttigray::enderta_1|afr::eth::tigray::southeasttigray::hintalowajrot_1|afr::eth::tigray::southeasttigray::sahartisamre_1|afr::eth::tigray::southerntigray::alamatatown_1|afr::eth::tigray::westerntigray::setithumera_1|afr::eth::tigray::westerntigray::tsegede_1|afr::eth::tigray::westerntigray::welkait_1",5,">1,000,000",101.845226128979,"Rural settings","ETH",2016-08-15,2017-01-01
"afr","eth","tigray",NA,3,"daily_group","ETH","admin1","daily",5629614.5,1159,8,7,0.580887051117676,0.205875553290549,0.690250215703192,52629.03038,1.37,"afr::eth::tigray_3","AFR",2018-07-30,2018-09-16,44,"no","complete",16612,0,"ETH",NA,"yes","|afr::eth::tigray::northwesterntigray::tahitayadiyabo_2|afr::eth::tigray::westerntigray::kaftahumera_1",3.43,">1,000,000",106.967855180919,"Rural settings","ETH",2018-07-30,2018-09-16
"afr","eth","tigray","centraltigray",1,"daily_group","ETH","admin2","daily",1409887.5,419,1,13,0.363806282674709,0.297186832282718,0.238663484486873,9346.879852,1.56,"afr::eth::tigray::centraltigray_1","AFR",2016-08-15,2016-11-13,6,"no","complete",16637,0,"ETH",NA,"yes","|afr::eth::tigray::centraltigray_1|afr::eth::tigray::centraltigray::tanquaabergele_1",6.57,">1,000,000",150.84044326282,"Rural settings","ETH",2016-08-15,2016-11-13
"afr","eth","tigray","centraltigray",2,"daily_group","ETH","admin2","daily",1444502.8,287,0,12,0.363806282674709,0.198684287724617,0,9346.879852,1.81,"afr::eth::tigray::centraltigray_2","AFR",2017-07-24,2017-10-15,2,"no","complete",16637,0,"ETH",NA,"yes","|afr::eth::tigray::centraltigray_2|afr::eth::tigray::centraltigray::kolatemben_1",6.14,">1,000,000",154.543850233713,"Rural settings","ETH",2017-07-24,2017-10-15
"afr","eth","tigray","centraltigray",1,"daily_group","ETH","admin3","daily",174903.3,23,0,14,0.140118939114056,0.131501202360518,0,1366.911778,2.1,"afr::eth::tigray::centraltigray::kolatemben_1","AFR",2017-07-10,2017-10-15,0,"no","complete",16538,0,"ETH",NA,"yes","|afr::eth::tigray::centraltigray::kolatemben_1",3.14,"100,000-1,000,000",127.955075678629,"Rural settings","ETH",2017-07-10,2017-10-15
"afr","eth","tigray","centraltigray",1,"daily_group","ETH","admin3","daily",129000.4,266,0,13,1.11919271934558,2.06200913502508,0,1232.203728,2.16,"afr::eth::tigray::centraltigray::mereblehe_1","AFR",2016-08-15,2016-11-13,2,"no","complete",16540,0,"ETH",NA,"yes","|afr::eth::tigray::centraltigray::mereblehe_1",6.57,"100,000-1,000,000",104.690804830936,"Rural settings","ETH",2016-08-15,2016-11-13
"afr","eth","tigray","centraltigray",1,"daily_group","ETH","admin3","daily",116125.8,53,0,10,0.565361578260051,0.456401696463405,0,1445.809002,1.92,"afr::eth::tigray::centraltigray::tanquaabergele_1","AFR",2016-08-29,2016-11-06,0,"no","complete",16543,0,"ETH",NA,"yes","|afr::eth::tigray::centraltigray::tanquaabergele_1|afr::eth::tigray::centraltigray::tanquaabergele_1",4.29,"100,000-1,000,000",80.3189078497659,"Rural settings","ETH",2016-08-29,2016-11-06
"afr","eth","tigray","centraltigray",3,"daily_group","ETH","admin3","daily",119033.3,76,0,12,0.565361578260051,0.638476687035832,0,1445.809002,2.04,"afr::eth::tigray::centraltigray::tanquaabergele_3","AFR",2017-07-24,2017-10-15,0,"no","complete",16543,0,"ETH",NA,"yes","|afr::eth::tigray::centraltigray::tanquaabergele_3",6.14,"100,000-1,000,000",82.3298927004467,"Rural settings","ETH",2017-07-24,2017-10-15
"afr","eth","tigray","easttigray",1,"daily_group","ETH","admin3","daily",129338.4,25,1,6,0.420154767072284,0.193291410842464,4,967.0361375,1.65,"afr::eth::tigray::easttigray::kileteawulalo_1","AFR",2017-09-04,2017-10-15,0,"no","complete",16550,0,"ETH",NA,"yes","|afr::eth::tigray::easttigray::kileteawulalo_1",3.57,"100,000-1,000,000",133.747225139247,"Rural settings","ETH",2017-09-04,2017-10-15
"afr","eth","tigray","mekele",1,"daily_group","ETH","admin2","daily",232640.6,1051,3,25,4.04356835708014,4.51769853939792,0.285442435775452,92.40160409,3.19,"afr::eth::tigray::mekele_1","AFR",2016-07-25,2017-01-15,0,"no","complete",16621,0,"ETH",NA,"yes","|afr::eth::tigray::mekele_1",3.43,"100,000-1,000,000",2517.7117030718,"Urban settings","ETH",2016-07-25,2017-01-15
"afr","eth","tigray","mekele",2,"daily_group","ETH","admin2","daily",239273,523,1,14,4.04356835708014,2.18578792489306,0.191204588910134,92.40160409,1.86,"afr::eth::tigray::mekele_2","AFR",2017-07-10,2017-10-15,0,"no","complete",16621,0,"ETH",NA,"yes",NA,8.14,"100,000-1,000,000",2589.48967776518,"Urban settings","ETH",2017-07-10,2017-10-15
"afr","eth","tigray","mekele",3,"daily_group","ETH","admin2","daily",244371.1,442,0,7,4.04356835708014,1.8087243327132,0,92.40160409,1.34,"afr::eth::tigray::mekele_3","AFR",2018-07-30,2018-09-16,11,"no","complete",16621,0,"ETH",NA,"yes",NA,3.71,"100,000-1,000,000",2644.66296236568,"Urban settings","ETH",2018-07-30,2018-09-16
"afr","eth","tigray","mekele",1,"daily_group","ETH","admin3","daily",37949.5,1050,3,25,24.6953206162606,27.668320246808,0.285714285714286,34.17362048,3.19,"afr::eth::tigray::mekele::mekeletown_1","AFR",2016-07-25,2017-01-15,0,"no","complete",16560,0,"ETH",NA,"yes","|afr::eth::tigray::mekele::mekeletown_1",3.43,"10,000-100,000",1110.49105909659,"Urban settings","ETH",2016-07-25,2017-01-15
"afr","eth","tigray","mekele",2,"daily_group","ETH","admin3","daily",38786.9,523,1,14,24.6953206162606,13.4839454156419,0.191204588910134,34.17362048,1.86,"afr::eth::tigray::mekele::mekeletown_2","AFR",2017-07-10,2017-10-15,0,"no","complete",16560,0,"ETH",NA,"yes",NA,8.14,"10,000-100,000",1134.99534012499,"Urban settings","ETH",2017-07-10,2017-10-15
"afr","eth","tigray","mekele",3,"daily_group","ETH","admin3","daily",40700.4,442,0,7,24.6953206162606,10.8598560113159,0,34.17362048,1.34,"afr::eth::tigray::mekele::mekeletown_3","AFR",2018-07-30,2018-09-16,11,"no","complete",16560,0,"ETH",NA,"yes",NA,3.71,"10,000-100,000",1190.98882203072,"Urban settings","ETH",2018-07-30,2018-09-16
"afr","eth","tigray","northwesterntigray",1,"daily_group","ETH","admin2","daily",914755.1,831,17,15,0.63297404482529,0.908439840662276,2.04572803850782,12577.58114,2.12,"afr::eth::tigray::northwesterntigray_1","AFR",2016-08-01,2016-11-13,4,"no","complete",16636,0,"ETH",NA,"yes","|afr::eth::tigray::northwesterntigray_1|afr::eth::tigray::northwesterntigray::asgedetsimbila_1|afr::eth::tigray::northwesterntigray::laelayadiyabo_1|afr::eth::tigray::northwesterntigray::tahitayadiyabo_1|afr::eth::tigray::northwesterntigray::tahitaykoraro_1|afr::eth::tigray::northwesterntigray::tselemti_1",7,"100,000-1,000,000",72.7290160021977,"Rural settings","ETH",2016-08-01,2016-11-13
"afr","eth","tigray","northwesterntigray",1,"daily_group","ETH","admin3","daily",167197.2,294,11,14,1.60794263937077,1.75840245548343,3.74149659863946,2368.156155,1.94,"afr::eth::tigray::northwesterntigray::asgedetsimbila_1","AFR",2016-08-01,2016-11-06,2,"no","complete",16561,0,"ETH",NA,"yes","|afr::eth::tigray::northwesterntigray::asgedetsimbila_1|afr::eth::tigray::northwesterntigray::asgedetsimbila_1",4.14,"100,000-1,000,000",70.6022698912775,"Rural settings","ETH",2016-08-01,2016-11-06
"afr","eth","tigray","northwesterntigray",2,"daily_group","ETH","admin3","daily",175322.9,42,1,7,1.60794263937077,0.239558036811194,2.38095238095238,2368.156155,1.89,"afr::eth::tigray::northwesterntigray::asgedetsimbila_2","AFR",2018-07-30,2018-09-16,4,"no","complete",16561,0,"ETH",NA,"yes",NA,3.29,"100,000-1,000,000",74.0335047711412,"Rural settings","ETH",2018-07-30,2018-09-16
"afr","eth","tigray","northwesterntigray",1,"daily_group","ETH","admin3","daily",139731.3,148,2,12,0.534542981825066,1.05917609697187,1.35135135135135,1791.921623,2.68,"afr::eth::tigray::northwesterntigray::laelayadiyabo_1","AFR",2016-08-15,2016-11-06,0,"no","complete",16562,0,"ETH",NA,"yes","|afr::eth::tigray::northwesterntigray::laelayadiyabo_1|afr::eth::tigray::northwesterntigray::laelayadiyabo_1",5,"100,000-1,000,000",77.978466360635,"Rural settings","ETH",2016-08-15,2016-11-06
"afr","eth","tigray","northwesterntigray",1,"daily_group","ETH","admin3","daily",106992.9,204,2,12,1.05572598039926,1.90666943651682,0.980392156862745,3849.350682,2.05,"afr::eth::tigray::northwesterntigray::tahitayadiyabo_1","AFR",2016-08-22,2016-11-13,0,"no","complete",16566,0,"ETH",NA,"yes","|afr::eth::tigray::northwesterntigray::tahitayadiyabo_1|afr::eth::tigray::northwesterntigray::tahitayadiyabo_1",5.29,"100,000-1,000,000",27.7950513836816,"Rural settings","ETH",2016-08-22,2016-11-13
"afr","eth","tigray","northwesterntigray",2,"daily_group","ETH","admin3","daily",112291.9,24,0,6,1.05572598039926,0.213728731486584,0,3849.350682,1.72,"afr::eth::tigray::northwesterntigray::tahitayadiyabo_2","AFR",2018-08-06,2018-09-16,4,"no","complete",16566,0,"ETH",NA,"yes","|afr::eth::tigray::northwesterntigray::tahitayadiyabo_2",3.43,"100,000-1,000,000",29.1716471884699,"Rural settings","ETH",2018-08-06,2018-09-16
