"admin-1","admin0","admin1","admin2","outbreak_number","start_weekday","country","spatial_scale","temporal_scale","population","total_suspected_cases","total_deaths","duration","threshold","attack_rate","cfr","area","mean_R0","id","who_region","start_date","end_date","total_confirmed_cases","right_censored","EpiPeriod","location_period_id","threshold.per.week","run_country","duplicated_at_same_spatial_scale","manually_selected","duplicated_at_different_spatial_scale","time_to_peak..weeks.","pop_cat","population_density","rural_urban","country_code","TL","TR"
"afr","cod","nordkivu","gomahealthdistrict",5,"Monday","COD","admin2","weekly",88109.3,808,0,18,24.9543565831954,9.17042760541306,0,29.69816578,1.78,"afr::cod::nordkivu::gomahealthdistrict_5","AFR",2012-11-19,2013-03-24,NA,"no","complete",14578,0,"COD",NA,"yes","|afr::cod::nordkivu::gomahealthdistrict::buhimba_2|afr::cod::nordkivu::gomahealthdistrict::healafrica_5",12,"10,000-100,000",2966.8263236424,"Urban settings","COD",2012-11-19,2013-03-24
"afr","cod","nordkivu","gomahealthdistrict",6,"Monday","COD","admin2","weekly",93289,354,0,10,24.9543565831954,3.79466087730764,0,29.69816578,1.69,"afr::cod::nordkivu::gomahealthdistrict_6","AFR",2013-09-02,2013-11-10,NA,"yes","complete",14578,0,"COD",NA,"yes","|afr::cod::nordkivu::gomahealthdistrict::buhimba_3",5,"10,000-100,000",3141.23776838854,"Urban settings","COD",2013-09-02,2013-11-10
"afr","cod","nordkivu","gomahealthdistrict",7,"Monday","COD","admin2","weekly",100917.5,373,1,13,24.9543565831954,3.69608810289902,0.268096514745308,29.69816578,1.97,"afr::cod::nordkivu::gomahealthdistrict_7","AFR",2015-08-03,2015-11-01,NA,"yes","complete",14578,0,"COD",NA,"yes",NA,3,"100,000-1,000,000",3398.10548394077,"Urban settings","COD",2015-08-03,2015-11-01
"afr","cod","nordkivu","gomahealthdistrict",8,"Monday","COD","admin2","weekly",106696.5,134,0,5,24.9543565831954,1.25589874082093,0,29.69816578,1.54,"afr::cod::nordkivu::gomahealthdistrict_8","AFR",2016-02-01,2016-03-06,NA,"no","complete",14578,0,"COD",NA,"yes",NA,3,"100,000-1,000,000",3592.69662612813,"Urban settings","COD",2016-02-01,2016-03-06
"afr","cod","nordkivu","gomahealthdistrict",9,"Monday","COD","admin2","weekly",110854.5,3286,8,29,24.9543565831954,29.6424529924812,0.243457090687766,29.69816578,2.8,"afr::cod::nordkivu::gomahealthdistrict_9","AFR",2017-06-26,2018-01-14,NA,"no","complete",14578,0,"COD",NA,"yes","|afr::cod::nordkivu::gomahealthdistrict_9",5,"100,000-1,000,000",3732.70527281702,"Urban settings","COD",2017-06-26,2018-01-14
"afr","cod","nordkivu","gomahealthdistrict",1,"Monday","COD","admin3","weekly",14822.1,345,0,7,96.1568283237993,23.2761144227114,0,11.41341448,1.35,"afr::cod::nordkivu::gomahealthdistrict::buhimba_1","AFR",2012-01-23,2012-03-11,NA,"no","complete",15025,0,"COD",NA,"yes","|afr::cod::nordkivu::gomahealthdistrict::buhimba_1",3,"10,000-100,000",1298.6560705364,"Urban settings","COD",2012-01-23,2012-03-11
"afr","cod","nordkivu","gomahealthdistrict",2,"Monday","COD","admin3","weekly",16056.6,200,0,9,96.1568283237993,12.455916213528,0,11.41341448,1.61,"afr::cod::nordkivu::gomahealthdistrict::buhimba_2","AFR",2013-01-14,2013-03-17,NA,"no","complete",15025,0,"COD",NA,"yes","|afr::cod::nordkivu::gomahealthdistrict::buhimba_2",4,"10,000-100,000",1406.8182688131,"Urban settings","COD",2013-01-14,2013-03-17
"afr","cod","nordkivu","gomahealthdistrict",3,"Monday","COD","admin3","weekly",16056.6,190,0,5,96.1568283237993,11.8331204028516,0,11.41341448,1.61,"afr::cod::nordkivu::gomahealthdistrict::buhimba_3","AFR",2013-09-02,2013-10-06,NA,"yes","complete",15025,0,"COD",NA,"yes","|afr::cod::nordkivu::gomahealthdistrict::buhimba_3",5,"10,000-100,000",1406.8182688131,"Urban settings","COD",2013-09-02,2013-10-06
"afr","cod","nordkivu","gomahealthdistrict",4,"Monday","COD","admin3","weekly",11644.7,662,0,51,50.7745697336132,56.850006080098,0,3.191754685,1.69,"afr::cod::nordkivu::gomahealthdistrict::healafrica_4","AFR",2010-01-25,2011-01-16,NA,"no","complete",15026,0,"COD",NA,"yes","|afr::cod::nordkivu::gomahealthdistrict::healafrica_4",49,"10,000-100,000",3648.36936081759,"Urban settings","COD",2010-01-25,2011-01-16
"afr","cod","nordkivu","gomahealthdistrict",5,"Monday","COD","admin3","weekly",13082.5,190,0,18,50.7745697336132,14.5232494785373,0,3.191754685,1.34,"afr::cod::nordkivu::gomahealthdistrict::healafrica_5","AFR",2013-01-21,2013-05-26,NA,"no","complete",15026,0,"COD",NA,"yes","|afr::cod::nordkivu::gomahealthdistrict::healafrica_5",3,"10,000-100,000",4098.84257755856,"Urban settings","COD",2013-01-21,2013-05-26
"afr","cod","nordkivu","karisimbihealthdistrict",1,"Monday","COD","admin2","weekly",136813,138,0,12,8.13431387951129,1.00867584570823,0,36.95548483,1.69,"afr::cod::nordkivu::karisimbihealthdistrict_1","AFR",2010-02-08,2010-05-02,NA,"no","complete",14581,0,"COD",NA,"yes","|afr::cod::nordkivu::karisimbihealthdistrict::katoyi_1|afr::cod::nordkivu::karisimbihealthdistrict::majengo_2",3,"100,000-1,000,000",3702.10269542823,"Urban settings","COD",2010-02-08,2010-05-02
"afr","cod","nordkivu","karisimbihealthdistrict",2,"Monday","COD","admin2","weekly",150442.9,243,3,7,8.13431387951129,1.61523069486701,1.23456790123457,36.95548483,2.09,"afr::cod::nordkivu::karisimbihealthdistrict_2","AFR",2012-01-30,2012-03-18,NA,"no","complete",14581,0,"COD",NA,"yes",NA,3,"100,000-1,000,000",4070.92210241746,"Urban settings","COD",2012-01-30,2012-03-18
"afr","cod","nordkivu","karisimbihealthdistrict",3,"Monday","COD","admin2","weekly",150442.9,270,2,6,8.13431387951129,1.79470077207446,0.740740740740741,36.95548483,2.03,"afr::cod::nordkivu::karisimbihealthdistrict_3","AFR",2012-10-15,2012-11-25,NA,"no","complete",14581,0,"COD",NA,"yes",NA,3,"100,000-1,000,000",4070.92210241746,"Urban settings","COD",2012-10-15,2012-11-25
"afr","cod","nordkivu","karisimbihealthdistrict",4,"Monday","COD","admin2","weekly",166624.2,270,4,8,8.13431387951129,1.62041269885924,1.48148148148148,36.95548483,1.59,"afr::cod::nordkivu::karisimbihealthdistrict_4","AFR",2014-06-09,2014-08-03,NA,"no","complete",14581,0,"COD",NA,"yes",NA,3,"100,000-1,000,000",4508.7813288472,"Urban settings","COD",2014-06-09,2014-08-03
"afr","cod","nordkivu","karisimbihealthdistrict",5,"Monday","COD","admin2","weekly",188341.6,2005,4,21,8.13431387951129,10.6455525449939,0.199501246882793,36.95548483,1.82,"afr::cod::nordkivu::karisimbihealthdistrict_5","AFR",2017-07-03,2017-11-26,NA,"yes","complete",14581,0,"COD",NA,"yes","|afr::cod::nordkivu::karisimbihealthdistrict_5",5,"100,000-1,000,000",5096.44511136562,"Urban settings","COD",2017-07-03,2017-11-26
"afr","cod","nordkivu","karisimbihealthdistrict",7,"Monday","COD","admin2","weekly",204453.2,1357,NA,36,8.13431387951129,6.63721717428855,NA,36.95548483,1.84,"afr::cod::nordkivu::karisimbihealthdistrict_7","AFR",2019-05-20,2020-01-26,NA,"yes","complete",14581,0,"COD",NA,"yes","|afr::cod::nordkivu::karisimbihealthdistrict_7",4,"100,000-1,000,000",5532.41828487736,"Urban settings","COD",2019-05-20,2020-01-26
"afr","cod","nordkivu","karisimbihealthdistrict",1,"Monday","COD","admin3","weekly",8895.4,42,0,11,28.2204990713213,4.72156096070065,0,1.600681271,1.75,"afr::cod::nordkivu::karisimbihealthdistrict::katoyi_1","AFR",2010-01-25,2010-04-11,NA,"no","complete",15028,0,"COD",NA,"yes","|afr::cod::nordkivu::karisimbihealthdistrict::katoyi_1",3,"<10,000",5557.25875048362,"Urban settings","COD",2010-01-25,2010-04-11
"afr","cod","nordkivu","karisimbihealthdistrict",2,"Monday","COD","admin3","weekly",12724.5,65,0,14,6.11911590910176,5.10824318184609,0,1.83433803,2.05,"afr::cod::nordkivu::karisimbihealthdistrict::majengo_2","AFR",2010-02-08,2010-05-16,NA,"no","complete",15027,0,"COD",NA,"yes","|afr::cod::nordkivu::karisimbihealthdistrict::majengo_2",3,"10,000-100,000",6936.83486461871,"Urban settings","COD",2010-02-08,2010-05-16
"afr","cod","nordkivu","kibuahealthdistrict",2,"Monday","COD","admin2","weekly",88653.3,1260,35,29,6.06804255366686,14.2126668983745,2.77777777777778,2798.800559,2.37,"afr::cod::nordkivu::kibuahealthdistrict_2","AFR",2017-11-13,2018-06-03,NA,"yes","complete",14586,0,"COD",NA,"yes","|afr::cod::nordkivu::kibuahealthdistrict_2",3,"10,000-100,000",31.675461731248,"Rural settings","COD",2017-11-13,2018-06-03
"afr","cod","nordkivu","kirotshehealthdistrict",1,"Monday","COD","admin2","weekly",454174.8,576,3,18,3.36056298021034,1.26823413396576,0.520833333333333,1050.024142,2.27,"afr::cod::nordkivu::kirotshehealthdistrict_1","AFR",2010-10-18,2011-02-20,NA,"no","complete",14587,0,"COD",NA,"yes",NA,6,"100,000-1,000,000",432.537483504832,"Rural settings","COD",2010-10-18,2011-02-20
"afr","cod","nordkivu","kirotshehealthdistrict",3,"Monday","COD","admin2","weekly",497046.6,598,11,30,3.36056298021034,1.20310644901774,1.83946488294314,1050.024142,1.31,"afr::cod::nordkivu::kirotshehealthdistrict_3","AFR",2011-08-29,2012-03-25,NA,"no","complete",14587,0,"COD",NA,"yes",NA,3,"100,000-1,000,000",473.366830455218,"Rural settings","COD",2011-08-29,2012-03-25
"afr","cod","nordkivu","kirotshehealthdistrict",4,"Monday","COD","admin2","weekly",533977.3,880,9,25,3.36056298021034,1.64801028508237,1.02272727272727,1050.024142,1.78,"afr::cod::nordkivu::kirotshehealthdistrict_4","AFR",2012-11-26,2013-05-19,NA,"no","complete",14587,0,"COD",NA,"yes",NA,7,"100,000-1,000,000",508.538117021694,"Rural settings","COD",2012-11-26,2013-05-19
"afr","cod","nordkivu","kirotshehealthdistrict",5,"Monday","COD","admin2","weekly",551879.4,608,1,23,3.36056298021034,1.10168989581171,0.164473684210526,1050.024142,1.58,"afr::cod::nordkivu::kirotshehealthdistrict_5","AFR",2013-09-09,2014-02-16,NA,"no","complete",14587,0,"COD",NA,"yes",NA,17,"100,000-1,000,000",525.58734406699,"Rural settings","COD",2013-09-09,2014-02-16
"afr","cod","nordkivu","kirotshehealthdistrict",7,"Monday","COD","admin2","weekly",649339.7,3280,9,29,3.36056298021034,5.0512852720095,0.274390243902439,1050.024142,2.17,"afr::cod::nordkivu::kirotshehealthdistrict_7","AFR",2017-07-31,2018-02-18,NA,"no","complete",14587,0,"COD",NA,"yes","|afr::cod::nordkivu::kirotshehealthdistrict_7",10,"100,000-1,000,000",618.404543311919,"Rural settings","COD",2017-07-31,2018-02-18
"afr","cod","nordkivu","kyondohealthdistrict",1,"Monday","COD","admin2","weekly",38950.8,97,3,18,5.55141030322715,2.49031807615708,3.09278350515464,896.9967528,1.96,"afr::cod::nordkivu::kyondohealthdistrict_1","AFR",2010-03-22,2010-07-25,NA,"no","complete",14588,0,"COD",NA,"yes",NA,4,"10,000-100,000",43.4235685674603,"Rural settings","COD",2010-03-22,2010-07-25
"afr","cod","nordkivu","luberohealthdistrict",1,"Monday","COD","admin2","weekly",182294.8,162,5,9,1.14204061283834,0.888670302203616,3.08641975308642,1775.570882,2.16,"afr::cod::nordkivu::luberohealthdistrict_1","AFR",2011-05-02,2011-07-03,NA,"no","complete",14589,0,"COD",NA,"yes",NA,4,"100,000-1,000,000",102.668275228001,"Rural settings","COD",2011-05-02,2011-07-03
"afr","cod","nordkivu","masisihealthdistrict",1,"Monday","COD","admin2","weekly",124183.8,561,13,27,6.81685173175633,4.517496144042,2.31729055258467,1133.934687,1.61,"afr::cod::nordkivu::masisihealthdistrict_1","AFR",2012-12-31,2013-07-07,NA,"no","complete",14591,0,"COD",NA,"yes",NA,10,"100,000-1,000,000",109.515831399908,"Rural settings","COD",2012-12-31,2013-07-07
"afr","cod","nordkivu","mutwangahealthdistrict",3,"Monday","COD","admin2","weekly",75621.5,302,5,21,2.71198912946342,3.99357449401826,1.65562913907285,1829.382024,2.17,"afr::cod::nordkivu::mutwangahealthdistrict_3","AFR",2012-01-23,2012-06-17,NA,"no","complete",14593,0,"COD",NA,"yes",NA,7,"10,000-100,000",41.3371832716773,"Rural settings","COD",2012-01-23,2012-06-17
"afr","cod","nordkivu","mwesohealthdistrict",11,"Monday","COD","admin2","weekly",190912.3,342,12,9,7.65800230422729,1.7913986348115,3.50877192982456,864.0511603,2.34,"afr::cod::nordkivu::mwesohealthdistrict_11","AFR",2017-10-09,2017-12-10,NA,"no","complete",14594,0,"COD",NA,"yes","|afr::cod::nordkivu::mwesohealthdistrict_11",3,"100,000-1,000,000",220.950226990859,"Rural settings","COD",2017-10-09,2017-12-10
"afr","cod","nordkivu","mwesohealthdistrict",6,"Monday","COD","admin2","weekly",134649.2,2446,1,89,7.65800230422729,18.1657241711912,0.0408830744071954,864.0511603,1.54,"afr::cod::nordkivu::mwesohealthdistrict_6","AFR",2011-01-31,2012-10-14,NA,"no","complete",14594,0,"COD",NA,"yes",NA,18,"100,000-1,000,000",155.834753989856,"Rural settings","COD",2011-01-31,2012-10-14
"afr","cod","nordkivu","mwesohealthdistrict",7,"Monday","COD","admin2","weekly",157473.7,166,0,8,7.65800230422729,1.0541442584114,0,864.0511603,1.68,"afr::cod::nordkivu::mwesohealthdistrict_7","AFR",2013-10-21,2013-12-15,NA,"no","complete",14594,0,"COD",NA,"yes",NA,4,"100,000-1,000,000",182.250435200301,"Rural settings","COD",2013-10-21,2013-12-15
"afr","cod","nordkivu","pingahealthdistrict",3,"Monday","COD","admin2","weekly",88684.6,222,4,16,2.53649163637219,2.50325438045291,1.8018018018018,7778.393715,2.12,"afr::cod::nordkivu::pingahealthdistrict_3","AFR",2010-02-08,2010-05-30,NA,"no","complete",14597,0,"COD",NA,"yes",NA,14,"10,000-100,000",11.4014028152084,"Rural settings","COD",2010-02-08,2010-05-30
"afr","cod","nordkivu","pingahealthdistrict",4,"Monday","COD","admin2","weekly",91762.5,292,2,18,2.53649163637219,3.18212804642828,0.684931506849315,7778.393715,1.46,"afr::cod::nordkivu::pingahealthdistrict_4","AFR",2011-06-13,2011-10-16,NA,"no","complete",14597,0,"COD",NA,"yes",NA,5,"10,000-100,000",11.797101479068,"Rural settings","COD",2011-06-13,2011-10-16
"afr","cod","nordkivu","rutshuruhealthdistrict",1,"Monday","COD","admin2","weekly",221905.1,206,0,25,2.42490884971506,0.928324726637449,0,1031.150009,2.01,"afr::cod::nordkivu::rutshuruhealthdistrict_1","AFR",2012-10-08,2013-03-31,NA,"no","complete",14598,0,"COD",NA,"yes",NA,13,"100,000-1,000,000",215.201569183131,"Rural settings","COD",2012-10-08,2013-03-31
"afr","cod","nordkivu","rwangubahealthdistrict",2,"Monday","COD","admin2","weekly",59549,287,1,16,6.50965361237639,4.81955783285727,0.348432055749129,493.2417383,1.74,"afr::cod::nordkivu::rwangubahealthdistrict_2","AFR",2010-03-29,2010-07-18,NA,"no","complete",14599,0,"COD",NA,"yes",NA,8,"10,000-100,000",120.729847813043,"Rural settings","COD",2010-03-29,2010-07-18
"afr","cod","nordkivu","rwangubahealthdistrict",3,"Monday","COD","admin2","weekly",60436.9,48,0,10,6.50965361237639,0.794216439362499,0,493.2417383,2.05,"afr::cod::nordkivu::rwangubahealthdistrict_3","AFR",2011-05-23,2011-07-31,NA,"no","complete",14599,0,"COD",NA,"yes",NA,3,"10,000-100,000",122.529979332854,"Rural settings","COD",2011-05-23,2011-07-31
"afr","cod","nordkivu","rwangubahealthdistrict",4,"Monday","COD","admin2","weekly",56805.3,1040,7,17,6.50965361237639,18.3081405004,0.673076923076923,493.2417383,1.94,"afr::cod::nordkivu::rwangubahealthdistrict_4","AFR",2012-06-04,2012-09-30,NA,"no","complete",14599,0,"COD",NA,"yes",NA,4,"10,000-100,000",115.167260977922,"Rural settings","COD",2012-06-04,2012-09-30
"afr","cod","nordkivu","vuhovihealthdistrict",1,"Monday","COD","admin2","weekly",59789.1,197,11,12,0.683390034789418,3.29491616492456,5.58375634517767,791.108018,1.7,"afr::cod::nordkivu::vuhovihealthdistrict_1","AFR",2011-10-10,2012-01-01,NA,"no","complete",14600,0,"COD",NA,"yes",NA,4,"10,000-100,000",75.5764050415679,"Rural settings","COD",2011-10-10,2012-01-01
"afr","cod","nordkivu","walikalehealthdistrict",1,"Monday","COD","admin2","weekly",200834.8,10,1,3,0.347993684000426,0.0497921760153422,10,7608.648358,1.87,"afr::cod::nordkivu::walikalehealthdistrict_1","AFR",2015-09-07,2015-09-27,NA,"yes","complete",14601,0,"COD",NA,"yes",NA,3,"100,000-1,000,000",26.3955949270326,"Rural settings","COD",2015-09-07,2015-09-27
"afr","cod","nordubangi","bilihealthdistrict",2,"Monday","COD","admin2","weekly",166094.4,446,40,19,2.65343591404477,2.68522062807107,8.96860986547085,5696.308383,1.78,"afr::cod::nordubangi::bilihealthdistrict_2","AFR",2016-05-30,2016-10-09,NA,"no","complete",14985,0,"COD",NA,"yes",NA,9,"100,000-1,000,000",29.1582528248805,"Rural settings","COD",2016-05-30,2016-10-09
"afr","cod","orientale","angumuhealthdistrict",2,"Monday","COD","admin2","weekly",46550,635,14,31,6.92167039363518,13.6412345250113,2.20472440944882,782.9955046,1.41,"afr::cod::orientale::angumuhealthdistrict_2","AFR",2012-03-12,2012-10-14,NA,"no","complete",14605,0,"COD",NA,"yes",NA,11,"10,000-100,000",59.4511714646184,"Rural settings","COD",2012-03-12,2012-10-14
"afr","cod","orientale","angumuhealthdistrict",3,"Monday","COD","admin2","weekly",52008.4,91,5,18,6.92167039363518,1.74971727449989,5.49450549450549,782.9955046,1.74,"afr::cod::orientale::angumuhealthdistrict_3","AFR",2013-08-12,2013-12-15,NA,"no","complete",14605,0,"COD",NA,"yes",NA,3,"10,000-100,000",66.4223481417929,"Rural settings","COD",2013-08-12,2013-12-15
"afr","cod","orientale","bogahealthdistrict",1,"Monday","COD","admin2","weekly",49119.5,32,0,11,0.470105439644652,0.651471807780189,0,1059.114402,1.83,"afr::cod::orientale::bogahealthdistrict_1","AFR",2012-09-10,2012-11-25,NA,"no","complete",14612,0,"COD",NA,"yes",NA,4,"10,000-100,000",46.3778982773194,"Rural settings","COD",2012-09-10,2012-11-25
"afr","cod","orientale","bondohealthdistrict",2,"Monday","COD","admin2","weekly",87087.4,383,2,27,1.93888509756752,4.39788082858931,0.522193211488251,8820.536196,1.77,"afr::cod::orientale::bondohealthdistrict_2","AFR",2012-01-23,2012-07-29,NA,"no","complete",14899,0,"COD",NA,"yes",NA,16,"10,000-100,000",9.87325464856581,"Rural settings","COD",2012-01-23,2012-07-29
"afr","cod","orientale","buniahealthdistrict",2,"Monday","COD","admin2","weekly",139426.5,140,2,29,0.686502891909928,1.00411350337667,1.42857142857143,121.5863526,1.95,"afr::cod::orientale::buniahealthdistrict_2","AFR",2012-01-23,2012-08-12,NA,"no","complete",14613,0,"COD",NA,"yes",NA,4,"100,000-1,000,000",1146.72820607335,"Urban settings","COD",2012-01-23,2012-08-12
"afr","cod","orientale","isangihealthdistrict",1,"Monday","COD","admin2","weekly",131019.4,172,5,9,1.0405409979511,1.31278238968254,2.90697674418605,2148.232837,2.55,"afr::cod::orientale::isangihealthdistrict_1","AFR",2012-03-26,2012-05-27,NA,"no","complete",14618,0,"COD",NA,"yes",NA,3,"100,000-1,000,000",60.9893852022894,"Rural settings","COD",2012-03-26,2012-05-27
"afr","cod","orientale","likatihealthdistrict",1,"Monday","COD","admin2","weekly",78067.6,29,0,7,0.587972908505145,0.371472883980572,0,13085.39802,1.77,"afr::cod::orientale::likatihealthdistrict_1","AFR",2012-05-28,2012-07-15,NA,"no","complete",14908,0,"COD",NA,"yes",NA,3,"10,000-100,000",5.96600881995946,"Rural settings","COD",2012-05-28,2012-07-15
"afr","cod","orientale","lingahealthdistrict",1,"Monday","COD","admin2","weekly",117099.6,64,1,22,0.580100911176635,0.54654309490969,1.5625,583.3041899,1.84,"afr::cod::orientale::lingahealthdistrict_1","AFR",2012-05-28,2012-10-28,NA,"no","complete",14623,0,"COD",NA,"yes",NA,6,"100,000-1,000,000",200.75220104295,"Rural settings","COD",2012-05-28,2012-10-28
"afr","cod","orientale","litahealthdistrict",1,"Monday","COD","admin2","weekly",103754.2,88,12,19,0.509558657544905,0.848158410449938,13.6363636363636,482.7080546,1.77,"afr::cod::orientale::litahealthdistrict_1","AFR",2012-05-07,2012-09-16,NA,"no","complete",14624,0,"COD",NA,"yes",NA,3,"100,000-1,000,000",214.941928172251,"Rural settings","COD",2012-05-07,2012-09-16
"afr","cod","orientale","logohealthdistrict",1,"Monday","COD","admin2","weekly",239317.4,46,8,11,0.19873151832133,0.192213348459688,17.3913043478261,266.7059991,1.84,"afr::cod::orientale::logohealthdistrict_1","AFR",2012-05-07,2012-07-22,NA,"no","complete",14625,0,"COD",NA,"yes",NA,3,"100,000-1,000,000",897.307900113148,"Rural settings","COD",2012-05-07,2012-07-22
"afr","cod","orientale","lowahealthdistrict",1,"Monday","COD","admin2","weekly",41831.1,623,31,12,9.37990990466563,14.8932373358504,4.97592295345104,15026.5966,1.23,"afr::cod::orientale::lowahealthdistrict_1","AFR",2011-02-28,2011-05-22,NA,"no","complete",14910,0,"COD",NA,"yes",NA,3,"10,000-100,000",2.78380401853604,"Rural settings","COD",2011-02-28,2011-05-22
"afr","cod","orientale","lowahealthdistrict",2,"Monday","COD","admin2","weekly",38320.1,272,4,13,9.37990990466563,7.09809431376712,1.47058823529412,15026.5966,1.56,"afr::cod::orientale::lowahealthdistrict_2","AFR",2012-04-02,2012-07-01,NA,"no","complete",14910,0,"COD",NA,"yes",NA,3,"10,000-100,000",2.55015164245509,"Rural settings","COD",2012-04-02,2012-07-01
"afr","cod","orientale","lubungahealthdistrict",1,"Monday","COD","admin2","weekly",206740.2,316,17,13,1.08297862065389,1.52848861996236,5.37974683544304,3767.544629,2.29,"afr::cod::orientale::lubungahealthdistrict_1","AFR",2011-02-21,2011-05-22,NA,"no","complete",14626,0,"COD",NA,"yes",NA,4,"100,000-1,000,000",54.8739883288055,"Rural settings","COD",2011-02-21,2011-05-22
"afr","cod","orientale","lubungahealthdistrict",3,"Monday","COD","admin2","weekly",223533,194,5,16,1.08297862065389,0.867880805071287,2.57731958762887,3767.544629,1.35,"afr::cod::orientale::lubungahealthdistrict_3","AFR",2012-04-02,2012-07-22,NA,"no","complete",14626,0,"COD",NA,"yes",NA,3,"100,000-1,000,000",59.3312148924248,"Rural settings","COD",2012-04-02,2012-07-22
"afr","cod","orientale","makisokisanganihealthdistrict",1,"Monday","COD","admin2","weekly",471472.4,6,0,6,0.122505072719684,0.0127260894178788,0,500.6467342,1.95,"afr::cod::orientale::makisokisanganihealthdistrict_1","AFR",2012-07-02,2012-08-12,NA,"no","complete",14986,0,"COD",NA,"yes",NA,3,"100,000-1,000,000",941.726706264011,"Rural settings","COD",2012-07-02,2012-08-12
"afr","cod","orientale","mangobohealthdistrict",1,"Monday","COD","admin2","weekly",21236.4,12,1,14,0.221935180359823,0.565066267907446,8.33333333333333,108.6418608,2.06,"afr::cod::orientale::mangobohealthdistrict_1","AFR",2011-02-28,2011-06-05,NA,"no","complete",14628,0,"COD",NA,"yes",NA,3,"10,000-100,000",195.471615117991,"Rural settings","COD",2011-02-28,2011-06-05
"afr","cod","orientale","nizihealthdistrict",1,"Monday","COD","admin2","weekly",161808,110,0,16,0.280832305227522,0.6798178590276,0,302.1710535,2.1,"afr::cod::orientale::nizihealthdistrict_1","AFR",2012-03-05,2012-06-24,NA,"no","complete",14631,0,"COD",NA,"yes",NA,4,"100,000-1,000,000",535.484779649815,"Rural settings","COD",2012-03-05,2012-06-24
"afr","cod","orientale","nyarambehealthdistrict",1,"Monday","COD","admin2","weekly",192103.5,374,9,27,2.79142549451027,1.94686750027776,2.40641711229947,572.9292759,1.61,"afr::cod::orientale::nyarambehealthdistrict_1","AFR",2012-05-07,2012-11-11,NA,"no","complete",14633,0,"COD",NA,"yes",NA,9,"100,000-1,000,000",335.300547695402,"Rural settings","COD",2012-05-07,2012-11-11
"afr","cod","orientale","nyarambehealthdistrict",2,"Monday","COD","admin2","weekly",213491.9,287,12,36,2.79142549451027,1.34431355293919,4.18118466898955,572.9292759,1.62,"afr::cod::orientale::nyarambehealthdistrict_2","AFR",2013-03-18,2013-11-24,NA,"no","complete",14633,0,"COD",NA,"yes",NA,3,"100,000-1,000,000",372.63220606877,"Rural settings","COD",2013-03-18,2013-11-24
"afr","cod","orientale","rethyhealthdistrict",1,"Monday","COD","admin2","weekly",240887,37,2,13,0.416500149543023,0.153598980434876,5.40540540540541,664.7453671,1.64,"afr::cod::orientale::rethyhealthdistrict_1","AFR",2013-09-02,2013-12-01,NA,"no","complete",14635,0,"COD",NA,"yes",NA,3,"100,000-1,000,000",362.374845951747,"Rural settings","COD",2013-09-02,2013-12-01
"afr","cod","orientale","tchomiahealthdistrict",3,"Monday","COD","admin2","weekly",49189.8,1400,19,42,17.6714443214496,28.4612004114803,1.35714285714286,438.9565552,1.53,"afr::cod::orientale::tchomiahealthdistrict_3","AFR",2012-01-09,2012-10-28,NA,"no","complete",14638,0,"COD",NA,"yes",NA,3,"10,000-100,000",112.060748193151,"Rural settings","COD",2012-01-09,2012-10-28
"afr","cod","orientale","tchomiahealthdistrict",5,"Monday","COD","admin2","weekly",49189.8,402,4,22,17.6714443214496,8.17243040386793,0.995024875621891,438.9565552,1.62,"afr::cod::orientale::tchomiahealthdistrict_5","AFR",2012-12-31,2013-06-02,NA,"no","complete",14638,0,"COD",NA,"yes",NA,10,"10,000-100,000",112.060748193151,"Rural settings","COD",2012-12-31,2013-06-02
"afr","cod","orientale","yahumahealthdistrict",1,"Monday","COD","admin2","weekly",139135.8,125,12,16,0.401717872409536,0.898402875518084,9.6,21474.5481,2.49,"afr::cod::orientale::yahumahealthdistrict_1","AFR",2012-06-04,2012-09-23,NA,"no","complete",14641,0,"COD",NA,"yes",NA,3,"100,000-1,000,000",6.47910258004451,"Rural settings","COD",2012-06-04,2012-09-23
"afr","cod","orientale","yakusuhealthdistrict",2,"Monday","COD","admin2","weekly",138941.7,86,3,13,0.576250986088041,0.618964630962019,3.48837209302326,3603.306915,1.83,"afr::cod::orientale::yakusuhealthdistrict_2","AFR",2011-04-25,2011-07-24,NA,"no","complete",14642,0,"COD",NA,"yes",NA,3,"100,000-1,000,000",38.5594963952717,"Rural settings","COD",2011-04-25,2011-07-24
"afr","cod","sudkivu",NA,1,"Monday","COD","admin1","weekly",5430491.5,689,NA,5,2.66974397737924,0.126876176861708,NA,64149.10902,1.43,"afr::cod::sudkivu_1","AFR",2016-12-26,2017-01-29,NA,"no","complete",7717,0,"COD","|afr::cod::sudkivu","yes","|afr::cod::sudkivu::fizihealthdistrict_4|afr::cod::sudkivu::kimbilulengehealthdistrict_2",3,">1,000,000",84.6541999251605,"Rural settings","COD",2016-12-26,2017-01-29
