scenario,set_name,vaccine,gavi_support,activity_type,country_code,country,year,age_first,age_last,age_range_verbatim,target,coverage,gender,proportion_risk
cholera-ocv1-default,"Cholera:OCV1,campaign,with:default",OCV1,total,campaign,MLI,Mali,2034,1,100,default age groups,31045943,0.04671856422954739213,both,<NA>
cholera-ocv1-default,"Cholera:OCV1,campaign,with:default",OCV1,total,campaign,MLI,Mali,2037,1,100,default age groups,33721669.5,0.04671856422954739213,both,<NA>
cholera-ocv1-default,"Cholera:OCV1,campaign,with:default",OCV1,total,campaign,MLI,Mali,2040,1,100,default age groups,36495336,0.04671856422954739213,both,<NA>
cholera-ocv1-default,"Cholera:OCV1,campaign,with:default",OCV1,total,campaign,MOZ,Mozambique,2003,1,100,default age groups,18430394.5,0.002915510028827652134,both,<NA>
cholera-ocv1-default,"Cholera:OCV1,campaign,with:default",OCV1,total,campaign,MOZ,Mozambique,2016,1,100,default age groups,26691094,0.000016897021905509004,both,<NA>
cholera-ocv1-default,"Cholera:OCV1,campaign,with:default",OCV1,total,campaign,MOZ,Mozambique,2025,1,100,default age groups,34645935.5,0.057149906499413004324,both,<NA>
cholera-ocv1-default,"Cholera:OCV1,campaign,with:default",OCV1,total,campaign,MOZ,Mozambique,2028,1,100,default age groups,37608510,0.057149906499413011263,both,<NA>
cholera-ocv1-default,"Cholera:OCV1,campaign,with:default",OCV1,total,campaign,MOZ,Mozambique,2031,1,100,default age groups,40686711.5,0.057149906499413004324,both,<NA>
cholera-ocv1-default,"Cholera:OCV1,campaign,with:default",OCV1,total,campaign,MOZ,Mozambique,2034,1,100,default age groups,43859924.5,0.057149906499413004324,both,<NA>
cholera-ocv1-default,"Cholera:OCV1,campaign,with:default",OCV1,total,campaign,MOZ,Mozambique,2037,1,100,default age groups,47105152,0.057149906499412997385,both,<NA>
cholera-ocv1-default,"Cholera:OCV1,campaign,with:default",OCV1,total,campaign,MOZ,Mozambique,2040,1,100,default age groups,50408559,0.057149906499412997385,both,<NA>
cholera-ocv1-default,"Cholera:OCV1,campaign,with:default",OCV1,total,campaign,MRT,Mauritania,2025,1,100,default age groups,4971255.5,0.009370985179459997289,both,<NA>
cholera-ocv1-default,"Cholera:OCV1,campaign,with:default",OCV1,total,campaign,MRT,Mauritania,2028,1,100,default age groups,5379134.5,0.009370985179459997289,both,<NA>
cholera-ocv1-default,"Cholera:OCV1,campaign,with:default",OCV1,total,campaign,MRT,Mauritania,2031,1,100,default age groups,5804832.5,0.009370985179459995554,both,<NA>
cholera-ocv1-default,"Cholera:OCV1,campaign,with:default",OCV1,total,campaign,MRT,Mauritania,2034,1,100,default age groups,6245457,0.009370985179459997289,both,<NA>
cholera-ocv1-default,"Cholera:OCV1,campaign,with:default",OCV1,total,campaign,MRT,Mauritania,2037,1,100,default age groups,6700213,0.009370985179459995554,both,<NA>
cholera-ocv1-default,"Cholera:OCV1,campaign,with:default",OCV1,total,campaign,MRT,Mauritania,2040,1,100,default age groups,7161240,0.009370985179459997289,both,<NA>
cholera-ocv1-default,"Cholera:OCV1,campaign,with:default",OCV1,total,campaign,MWI,Malawi,2020,1,100,default age groups,18754096,0.015989627012680317913,both,<NA>
cholera-ocv1-default,"Cholera:OCV1,campaign,with:default",OCV1,total,campaign,MWI,Malawi,2021,1,100,default age groups,19256582,0.014405048621816679902,both,<NA>
cholera-ocv1-default,"Cholera:OCV1,campaign,with:default",OCV1,total,campaign,MWI,Malawi,2025,1,100,default age groups,21356692,0.050486649950006207144,both,<NA>
cholera-ocv1-default,"Cholera:OCV1,campaign,with:default",OCV1,total,campaign,MWI,Malawi,2028,1,100,default age groups,23051238,0.050486649950006214083,both,<NA>
cholera-ocv1-default,"Cholera:OCV1,campaign,with:default",OCV1,total,campaign,MWI,Malawi,2031,1,100,default age groups,24812408.5,0.050486649950006207144,both,<NA>
cholera-ocv1-default,"Cholera:OCV1,campaign,with:default",OCV1,total,campaign,MWI,Malawi,2034,1,100,default age groups,26615866,0.050486649950006200205,both,<NA>
cholera-ocv1-default,"Cholera:OCV1,campaign,with:default",OCV1,total,campaign,MWI,Malawi,2037,1,100,default age groups,28440560,0.050486649950006207144,both,<NA>
cholera-ocv1-default,"Cholera:OCV1,campaign,with:default",OCV1,total,campaign,MWI,Malawi,2040,1,100,default age groups,30284218.5,0.050486649950006200205,both,<NA>
cholera-ocv1-default,"Cholera:OCV1,campaign,with:default",OCV1,total,campaign,NAM,Namibia,2025,1,100,default age groups,2622946.5,0.20728698473716128392,both,<NA>
cholera-ocv1-default,"Cholera:OCV1,campaign,with:default",OCV1,total,campaign,NAM,Namibia,2028,1,100,default age groups,2755071.5,0.207286984737161256165,both,<NA>
cholera-ocv1-default,"Cholera:OCV1,campaign,with:default",OCV1,total,campaign,NAM,Namibia,2031,1,100,default age groups,2885734.5,0.207286984737161228409,both,<NA>
cholera-ocv1-default,"Cholera:OCV1,campaign,with:default",OCV1,total,campaign,NAM,Namibia,2034,1,100,default age groups,3015241.5,0.207286984737161228409,both,<NA>
cholera-ocv1-default,"Cholera:OCV1,campaign,with:default",OCV1,total,campaign,NAM,Namibia,2037,1,100,default age groups,3145229.5,0.207286984737161256165,both,<NA>
cholera-ocv1-default,"Cholera:OCV1,campaign,with:default",OCV1,total,campaign,NAM,Namibia,2040,1,100,default age groups,3276033.5,0.207286984737161256165,both,<NA>
cholera-ocv1-default,"Cholera:OCV1,campaign,with:default",OCV1,total,campaign,NER,Niger,2025,1,100,default age groups,28081433.5,0.081081963553833999447,both,<NA>
cholera-ocv1-default,"Cholera:OCV1,campaign,with:default",OCV1,total,campaign,NER,Niger,2028,1,100,default age groups,31404993,0.081081963553834013325,both,<NA>
cholera-ocv1-default,"Cholera:OCV1,campaign,with:default",OCV1,total,campaign,NER,Niger,2031,1,100,default age groups,35039013.5,0.081081963553833999447,both,<NA>
cholera-ocv1-default,"Cholera:OCV1,campaign,with:default",OCV1,total,campaign,NER,Niger,2034,1,100,default age groups,38976518.5,0.081081963553834013325,both,<NA>
cholera-ocv1-default,"Cholera:OCV1,campaign,with:default",OCV1,total,campaign,NER,Niger,2037,1,100,default age groups,43220668.5,0.081081963553834013325,both,<NA>
cholera-ocv1-default,"Cholera:OCV1,campaign,with:default",OCV1,total,campaign,NER,Niger,2040,1,100,default age groups,47768679,0.081081963553833999447,both,<NA>
cholera-ocv1-default,"Cholera:OCV1,campaign,with:default",OCV1,total,campaign,NGA,Nigeria,2022,1,100,default age groups,211007071,0.004131966696035508681,both,<NA>
cholera-ocv1-default,"Cholera:OCV1,campaign,with:default",OCV1,total,campaign,NGA,Nigeria,2025,1,100,default age groups,226724849,0.062679650113768692332,both,<NA>
cholera-ocv1-default,"Cholera:OCV1,campaign,with:default",OCV1,total,campaign,NGA,Nigeria,2028,1,100,default age groups,243070465,0.062679650113768692332,both,<NA>
cholera-ocv1-default,"Cholera:OCV1,campaign,with:default",OCV1,total,campaign,NGA,Nigeria,2031,1,100,default age groups,259948347.5,0.062679650113768678454,both,<NA>
cholera-ocv1-default,"Cholera:OCV1,campaign,with:default",OCV1,total,campaign,NGA,Nigeria,2034,1,100,default age groups,277186503,0.062679650113768692332,both,<NA>
cholera-ocv1-default,"Cholera:OCV1,campaign,with:default",OCV1,total,campaign,NGA,Nigeria,2037,1,100,default age groups,294569334.5,0.062679650113768692332,both,<NA>
cholera-ocv1-default,"Cholera:OCV1,campaign,with:default",OCV1,total,campaign,NGA,Nigeria,2040,1,100,default age groups,311988385.5,0.062679650113768692332,both,<NA>
cholera-ocv1-default,"Cholera:OCV1,campaign,with:default",OCV1,total,campaign,NPL,Nepal,2025,1,100,default age groups,30982151.5,0.085000000000000019984,both,<NA>
cholera-ocv1-default,"Cholera:OCV1,campaign,with:default",OCV1,total,campaign,NPL,Nepal,2028,1,100,default age groups,31964215.5,0.085000000000000006106,both,<NA>
cholera-ocv1-default,"Cholera:OCV1,campaign,with:default",OCV1,total,campaign,NPL,Nepal,2031,1,100,default age groups,32863176.5,0.085000000000000006106,both,<NA>
cholera-ocv1-default,"Cholera:OCV1,campaign,with:default",OCV1,total,campaign,NPL,Nepal,2034,1,100,default age groups,33672628,0.085000000000000006106,both,<NA>
cholera-ocv1-default,"Cholera:OCV1,campaign,with:default",OCV1,total,campaign,NPL,Nepal,2037,1,100,default age groups,34404101.5,0.085000000000000006106,both,<NA>
cholera-ocv1-default,"Cholera:OCV1,campaign,with:default",OCV1,total,campaign,NPL,Nepal,2040,1,100,default age groups,35066835,0.085000000000000006106,both,<NA>
cholera-ocv1-default,"Cholera:OCV1,campaign,with:default",OCV1,total,campaign,PAK,Pakistan,2025,1,100,default age groups,243677365.5,0.117081284474770064286,both,<NA>
cholera-ocv1-default,"Cholera:OCV1,campaign,with:default",OCV1,total,campaign,PAK,Pakistan,2028,1,100,default age groups,257887540.5,0.117081284474770050408,both,<NA>
cholera-ocv1-default,"Cholera:OCV1,campaign,with:default",OCV1,total,campaign,PAK,Pakistan,2031,1,100,default age groups,272299210,0.117081284474770050408,both,<NA>
cholera-ocv1-default,"Cholera:OCV1,campaign,with:default",OCV1,total,campaign,PAK,Pakistan,2034,1,100,default age groups,286822140,0.117081284474770064286,both,<NA>
cholera-ocv1-default,"Cholera:OCV1,campaign,with:default",OCV1,total,campaign,PAK,Pakistan,2037,1,100,default age groups,301370544.5,0.117081284474770078163,both,<NA>
cholera-ocv1-default,"Cholera:OCV1,campaign,with:default",OCV1,total,campaign,PAK,Pakistan,2040,1,100,default age groups,315760048,0.117081284474770064286,both,<NA>
cholera-ocv1-default,"Cholera:OCV1,campaign,with:default",OCV1,total,campaign,PHL,Philippines,2025,1,100,default age groups,118399456.5,0.085000000000000006106,both,<NA>
cholera-ocv1-default,"Cholera:OCV1,campaign,with:default",OCV1,total,campaign,PHL,Philippines,2028,1,100,default age groups,123580559,0.085000000000000006106,both,<NA>
cholera-ocv1-default,"Cholera:OCV1,campaign,with:default",OCV1,total,campaign,PHL,Philippines,2031,1,100,default age groups,128630015.5,0.085000000000000006106,both,<NA>
cholera-ocv1-default,"Cholera:OCV1,campaign,with:default",OCV1,total,campaign,PHL,Philippines,2034,1,100,default age groups,133505371,0.085000000000000006106,both,<NA>
cholera-ocv1-default,"Cholera:OCV1,campaign,with:default",OCV1,total,campaign,PHL,Philippines,2037,1,100,default age groups,138149913,0.085000000000000006106,both,<NA>
cholera-ocv1-default,"Cholera:OCV1,campaign,with:default",OCV1,total,campaign,PHL,Philippines,2040,1,100,default age groups,142562365,0.085000000000000006106,both,<NA>
cholera-ocv1-default,"Cholera:OCV1,campaign,with:default",OCV1,total,campaign,RWA,Rwanda,2025,1,100,default age groups,14332257.5,0.849999999999999977796,both,<NA>
cholera-ocv1-default,"Cholera:OCV1,campaign,with:default",OCV1,total,campaign,RWA,Rwanda,2028,1,100,default age groups,15300757,0.849999999999999977796,both,<NA>
cholera-ocv1-default,"Cholera:OCV1,campaign,with:default",OCV1,total,campaign,RWA,Rwanda,2031,1,100,default age groups,16283398,0.849999999999999977796,both,<NA>
cholera-ocv1-default,"Cholera:OCV1,campaign,with:default",OCV1,total,campaign,RWA,Rwanda,2034,1,100,default age groups,17273160.5,0.849999999999999977796,both,<NA>
cholera-ocv1-default,"Cholera:OCV1,campaign,with:default",OCV1,total,campaign,RWA,Rwanda,2037,1,100,default age groups,18271722.5,0.849999999999999977796,both,<NA>
cholera-ocv1-default,"Cholera:OCV1,campaign,with:default",OCV1,total,campaign,RWA,Rwanda,2040,1,100,default age groups,19276509.5,0.849999999999999977796,both,<NA>
cholera-ocv1-default,"Cholera:OCV1,campaign,with:default",OCV1,total,campaign,SEN,Senegal,2025,1,100,default age groups,18125147,0.849999999999999977796,both,<NA>
cholera-ocv1-default,"Cholera:OCV1,campaign,with:default",OCV1,total,campaign,SEN,Senegal,2028,1,100,default age groups,19541722.5,0.849999999999999977796,both,<NA>
cholera-ocv1-default,"Cholera:OCV1,campaign,with:default",OCV1,total,campaign,SEN,Senegal,2031,1,100,default age groups,21022628,0.850000000000000088818,both,<NA>
cholera-ocv1-default,"Cholera:OCV1,campaign,with:default",OCV1,total,campaign,SEN,Senegal,2034,1,100,default age groups,22571123.5,0.849999999999999866773,both,<NA>
cholera-ocv1-default,"Cholera:OCV1,campaign,with:default",OCV1,total,campaign,SEN,Senegal,2037,1,100,default age groups,24189895.5,0.849999999999999977796,both,<NA>
cholera-ocv1-default,"Cholera:OCV1,campaign,with:default",OCV1,total,campaign,SEN,Senegal,2040,1,100,default age groups,25874141,0.849999999999999866773,both,<NA>
cholera-ocv1-default,"Cholera:OCV1,campaign,with:default",OCV1,total,campaign,SLE,Sierra Leone,2025,1,100,default age groups,8911022.5,0.55639913770896765044,both,<NA>
cholera-ocv1-default,"Cholera:OCV1,campaign,with:default",OCV1,total,campaign,SLE,Sierra Leone,2028,1,100,default age groups,9471074.5,0.556399137708967761462,both,<NA>
cholera-ocv1-default,"Cholera:OCV1,campaign,with:default",OCV1,total,campaign,SLE,Sierra Leone,2031,1,100,default age groups,10031907.5,0.55639913770896765044,both,<NA>
cholera-ocv1-default,"Cholera:OCV1,campaign,with:default",OCV1,total,campaign,SLE,Sierra Leone,2034,1,100,default age groups,10589306.5,0.55639913770896765044,both,<NA>
cholera-ocv1-default,"Cholera:OCV1,campaign,with:default",OCV1,total,campaign,SLE,Sierra Leone,2037,1,100,default age groups,11139787.5,0.55639913770896765044,both,<NA>
cholera-ocv1-default,"Cholera:OCV1,campaign,with:default",OCV1,total,campaign,SLE,Sierra Leone,2040,1,100,default age groups,11675957,0.55639913770896765044,both,<NA>
cholera-ocv1-default,"Cholera:OCV1,campaign,with:default",OCV1,total,campaign,SOM,Somalia,2022,1,100,default age groups,16885790,0.105720727309767559277,both,<NA>
cholera-ocv1-default,"Cholera:OCV1,campaign,with:default",OCV1,total,campaign,SOM,Somalia,2023,1,100,default age groups,17415892.5,0.091105810397026740222,both,<NA>
cholera-ocv1-default,"Cholera:OCV1,campaign,with:default",OCV1,total,campaign,SOM,Somalia,2025,1,100,default age groups,18528007,0.386659667415143792901,both,<NA>
cholera-ocv1-default,"Cholera:OCV1,campaign,with:default",OCV1,total,campaign,SOM,Somalia,2028,1,100,default age groups,20276274,0.386659667415143848412,both,<NA>
cholera-ocv1-default,"Cholera:OCV1,campaign,with:default",OCV1,total,campaign,SOM,Somalia,2031,1,100,default age groups,22120164,0.386659667415143848412,both,<NA>
cholera-ocv1-default,"Cholera:OCV1,campaign,with:default",OCV1,total,campaign,SOM,Somalia,2034,1,100,default age groups,24054776.5,0.386659667415143792901,both,<NA>
cholera-ocv1-default,"Cholera:OCV1,campaign,with:default",OCV1,total,campaign,SOM,Somalia,2037,1,100,default age groups,26073571,0.386659667415143792901,both,<NA>
cholera-ocv1-default,"Cholera:OCV1,campaign,with:default",OCV1,total,campaign,SOM,Somalia,2040,1,100,default age groups,28158391.5,0.386659667415143792901,both,<NA>
cholera-ocv1-default,"Cholera:OCV1,campaign,with:default",OCV1,total,campaign,SSD,South Sudan,2014,1,100,default age groups,10800242,0.010496431468850420804,both,<NA>
cholera-ocv1-default,"Cholera:OCV1,campaign,with:default",OCV1,total,campaign,SSD,South Sudan,2021,1,100,default age groups,10452485.5,0.08113850050306216366,both,<NA>
cholera-ocv1-default,"Cholera:OCV1,campaign,with:default",OCV1,total,campaign,SSD,South Sudan,2022,1,100,default age groups,10614405,0.004126320787646598279,both,<NA>
cholera-ocv1-default,"Cholera:OCV1,campaign,with:default",OCV1,total,campaign,SSD,South Sudan,2025,1,100,default age groups,11158654.5,0.118213487910973774619,both,<NA>
cholera-ocv1-default,"Cholera:OCV1,campaign,with:default",OCV1,total,campaign,SSD,South Sudan,2028,1,100,default age groups,11769327,0.118213487910973774619,both,<NA>
cholera-ocv1-default,"Cholera:OCV1,campaign,with:default",OCV1,total,campaign,SSD,South Sudan,2031,1,100,default age groups,12454072,0.118213487910973774619,both,<NA>
cholera-ocv1-default,"Cholera:OCV1,campaign,with:default",OCV1,total,campaign,SSD,South Sudan,2034,1,100,default age groups,13207732,0.118213487910973788497,both,<NA>
cholera-ocv1-default,"Cholera:OCV1,campaign,with:default",OCV1,total,campaign,SSD,South Sudan,2037,1,100,default age groups,13986948.5,0.118213487910973774619,both,<NA>
cholera-ocv1-default,"Cholera:OCV1,campaign,with:default",OCV1,total,campaign,SSD,South Sudan,2040,1,100,default age groups,14752605.5,0.118213487910973788497,both,<NA>
cholera-ocv1-default,"Cholera:OCV1,campaign,with:default",OCV1,total,campaign,TCD,Chad,2025,1,100,default age groups,18664796.5,0.302398091651370992672,both,<NA>
cholera-ocv1-default,"Cholera:OCV1,campaign,with:default",OCV1,total,campaign,TCD,Chad,2028,1,100,default age groups,20415574,0.302398091651371048183,both,<NA>
cholera-ocv1-default,"Cholera:OCV1,campaign,with:default",OCV1,total,campaign,TCD,Chad,2031,1,100,default age groups,22252259,0.302398091651370992672,both,<NA>
cholera-ocv1-default,"Cholera:OCV1,campaign,with:default",OCV1,total,campaign,TCD,Chad,2034,1,100,default age groups,24173505.5,0.302398091651370992672,both,<NA>
cholera-ocv1-default,"Cholera:OCV1,campaign,with:default",OCV1,total,campaign,TCD,Chad,2037,1,100,default age groups,26172439.5,0.302398091651371048183,both,<NA>
cholera-ocv1-default,"Cholera:OCV1,campaign,with:default",OCV1,total,campaign,TCD,Chad,2040,1,100,default age groups,28242308,0.302398091651370992672,both,<NA>
cholera-ocv1-default,"Cholera:OCV1,campaign,with:default",OCV1,total,campaign,TGO,Togo,2025,1,100,default age groups,9193556,0.06861941730270179618,both,<NA>
cholera-ocv1-default,"Cholera:OCV1,campaign,with:default",OCV1,total,campaign,TGO,Togo,2028,1,100,default age groups,9825617.5,0.068619417302701810057,both,<NA>
cholera-ocv1-default,"Cholera:OCV1,campaign,with:default",OCV1,total,campaign,TGO,Togo,2031,1,100,default age groups,10483477,0.06861941730270179618,both,<NA>
cholera-ocv1-default,"Cholera:OCV1,campaign,with:default",OCV1,total,campaign,TGO,Togo,2034,1,100,default age groups,11167874.5,0.068619417302701810057,both,<NA>
cholera-ocv1-default,"Cholera:OCV1,campaign,with:default",OCV1,total,campaign,TGO,Togo,2037,1,100,default age groups,11876623.5,0.068619417302701810057,both,<NA>
cholera-ocv1-default,"Cholera:OCV1,campaign,with:default",OCV1,total,campaign,TGO,Togo,2040,1,100,default age groups,12604846.5,0.068619417302701810057,both,<NA>
cholera-ocv1-default,"Cholera:OCV1,campaign,with:default",OCV1,total,campaign,THA,Thailand,2025,1,100,default age groups,71342648.5,0.085000000000000006106,both,<NA>
cholera-ocv1-default,"Cholera:OCV1,campaign,with:default",OCV1,total,campaign,THA,Thailand,2028,1,100,default age groups,71464601,0.085000000000000006106,both,<NA>
cholera-ocv1-default,"Cholera:OCV1,campaign,with:default",OCV1,total,campaign,THA,Thailand,2031,1,100,default age groups,71444461,0.085000000000000006106,both,<NA>
cholera-ocv1-default,"Cholera:OCV1,campaign,with:default",OCV1,total,campaign,THA,Thailand,2034,1,100,default age groups,71270067.5,0.084999999999999992228,both,<NA>
cholera-ocv1-default,"Cholera:OCV1,campaign,with:default",OCV1,total,campaign,THA,Thailand,2037,1,100,default age groups,70917221.5,0.085000000000000006106,both,<NA>
cholera-ocv1-default,"Cholera:OCV1,campaign,with:default",OCV1,total,campaign,THA,Thailand,2040,1,100,default age groups,70382698.5,0.085000000000000006106,both,<NA>
cholera-ocv1-default,"Cholera:OCV1,campaign,with:default",OCV1,total,campaign,TZA,"Tanzania, United Republic of",2021,1,100,default age groups,61372207,0.004820569675781744175,both,<NA>
cholera-ocv1-default,"Cholera:OCV1,campaign,with:default",OCV1,total,campaign,TZA,"Tanzania, United Republic of",2025,1,100,default age groups,69057561,0.18887860995519986651,both,<NA>
cholera-ocv1-default,"Cholera:OCV1,campaign,with:default",OCV1,total,campaign,TZA,"Tanzania, United Republic of",2028,1,100,default age groups,75144277,0.18887860995519986651,both,<NA>
cholera-ocv1-default,"Cholera:OCV1,campaign,with:default",OCV1,total,campaign,TZA,"Tanzania, United Republic of",2031,1,100,default age groups,81480479.5,0.18887860995519986651,both,<NA>
cholera-ocv1-default,"Cholera:OCV1,campaign,with:default",OCV1,total,campaign,TZA,"Tanzania, United Republic of",2034,1,100,default age groups,88080074.5,0.18887860995519986651,both,<NA>
cholera-ocv1-default,"Cholera:OCV1,campaign,with:default",OCV1,total,campaign,TZA,"Tanzania, United Republic of",2037,1,100,default age groups,94957099.5,0.18887860995519986651,both,<NA>
cholera-ocv1-default,"Cholera:OCV1,campaign,with:default",OCV1,total,campaign,TZA,"Tanzania, United Republic of",2040,1,100,default age groups,102052636,0.188878609955199894266,both,<NA>
cholera-ocv1-default,"Cholera:OCV1,campaign,with:default",OCV1,total,campaign,UGA,Uganda,1997,1,100,default age groups,20869908.5,0.001706428181033951353,both,<NA>
cholera-ocv1-default,"Cholera:OCV1,campaign,with:default",OCV1,total,campaign,UGA,Uganda,2020,1,100,default age groups,42813034,0.021937057766099932882,both,<NA>
cholera-ocv1-default,"Cholera:OCV1,campaign,with:default",OCV1,total,campaign,UGA,Uganda,2025,1,100,default age groups,49586031.5,0.047261046992769964459,both,<NA>
cholera-ocv1-default,"Cholera:OCV1,campaign,with:default",OCV1,total,campaign,UGA,Uganda,2028,1,100,default age groups,53766714,0.04726104699276995752,both,<NA>
cholera-ocv1-default,"Cholera:OCV1,campaign,with:default",OCV1,total,campaign,UGA,Uganda,2031,1,100,default age groups,58067221,0.047261046992769964459,both,<NA>
cholera-ocv1-default,"Cholera:OCV1,campaign,with:default",OCV1,total,campaign,UGA,Uganda,2034,1,100,default age groups,62402928,0.047261046992769964459,both,<NA>
cholera-ocv1-default,"Cholera:OCV1,campaign,with:default",OCV1,total,campaign,UGA,Uganda,2037,1,100,default age groups,66772847.5,0.04726104699276995752,both,<NA>
cholera-ocv1-default,"Cholera:OCV1,campaign,with:default",OCV1,total,campaign,UGA,Uganda,2040,1,100,default age groups,71171731.5,0.04726104699276995752,both,<NA>
cholera-ocv1-default,"Cholera:OCV1,campaign,with:default",OCV1,total,campaign,YEM,Yemen,2021,1,100,default age groups,32011762.5,0.021616491750493269791,both,<NA>
cholera-ocv1-default,"Cholera:OCV1,campaign,with:default",OCV1,total,campaign,YEM,Yemen,2025,1,100,default age groups,35019379.5,0.163342051909875884963,both,<NA>
cholera-ocv1-default,"Cholera:OCV1,campaign,with:default",OCV1,total,campaign,YEM,Yemen,2028,1,100,default age groups,37357503.5,0.163342051909875912719,both,<NA>
cholera-ocv1-default,"Cholera:OCV1,campaign,with:default",OCV1,total,campaign,YEM,Yemen,2031,1,100,default age groups,39705113,0.163342051909875884963,both,<NA>
cholera-ocv1-default,"Cholera:OCV1,campaign,with:default",OCV1,total,campaign,YEM,Yemen,2034,1,100,default age groups,42058696.5,0.163342051909875884963,both,<NA>
cholera-ocv1-default,"Cholera:OCV1,campaign,with:default",OCV1,total,campaign,YEM,Yemen,2037,1,100,default age groups,44409815.5,0.163342051909875912719,both,<NA>
cholera-ocv1-default,"Cholera:OCV1,campaign,with:default",OCV1,total,campaign,YEM,Yemen,2040,1,100,default age groups,46749998.5,0.163342051909875884963,both,<NA>
cholera-ocv1-default,"Cholera:OCV1,campaign,with:default",OCV1,total,campaign,ZAF,South Africa,2025,1,100,default age groups,60571901.5,0.849999999999999977796,both,<NA>
cholera-ocv1-default,"Cholera:OCV1,campaign,with:default",OCV1,total,campaign,ZAF,South Africa,2028,1,100,default age groups,62439559.5,0.849999999999999977796,both,<NA>
cholera-ocv1-default,"Cholera:OCV1,campaign,with:default",OCV1,total,campaign,ZAF,South Africa,2031,1,100,default age groups,64147621,0.849999999999999977796,both,<NA>
cholera-ocv1-default,"Cholera:OCV1,campaign,with:default",OCV1,total,campaign,ZAF,South Africa,2034,1,100,default age groups,65738925,0.849999999999999977796,both,<NA>
cholera-ocv1-default,"Cholera:OCV1,campaign,with:default",OCV1,total,campaign,ZAF,South Africa,2037,1,100,default age groups,67236749.5,0.849999999999999977796,both,<NA>
cholera-ocv1-default,"Cholera:OCV1,campaign,with:default",OCV1,total,campaign,ZAF,South Africa,2040,1,100,default age groups,68642978,0.849999999999999977796,both,<NA>
cholera-ocv1-default,"Cholera:OCV1,campaign,with:default",OCV1,total,campaign,ZMB,Zambia,2021,1,100,default age groups,18828729,0.027786368373563626738,both,<NA>
cholera-ocv1-default,"Cholera:OCV1,campaign,with:default",OCV1,total,campaign,ZMB,Zambia,2022,1,100,default age groups,19361809,0.074420370534592092393,both,<NA>
cholera-ocv1-default,"Cholera:OCV1,campaign,with:default",OCV1,total,campaign,ZMB,Zambia,2025,1,100,default age groups,21020328.5,0.162789262400274248321,both,<NA>
cholera-ocv1-default,"Cholera:OCV1,campaign,with:default",OCV1,total,campaign,ZMB,Zambia,2028,1,100,default age groups,22750449.5,0.162789262400274248321,both,<NA>
cholera-ocv1-default,"Cholera:OCV1,campaign,with:default",OCV1,total,campaign,ZMB,Zambia,2031,1,100,default age groups,24542354.5,0.162789262400274248321,both,<NA>
cholera-ocv1-default,"Cholera:OCV1,campaign,with:default",OCV1,total,campaign,ZMB,Zambia,2034,1,100,default age groups,26382604,0.162789262400274248321,both,<NA>
cholera-ocv1-default,"Cholera:OCV1,campaign,with:default",OCV1,total,campaign,ZMB,Zambia,2037,1,100,default age groups,28254739.5,0.162789262400274248321,both,<NA>
cholera-ocv1-default,"Cholera:OCV1,campaign,with:default",OCV1,total,campaign,ZMB,Zambia,2040,1,100,default age groups,30158246.5,0.162789262400274248321,both,<NA>
cholera-ocv1-default,"Cholera:OCV1,campaign,with:default",OCV1,total,campaign,ZWE,Zimbabwe,2025,1,100,default age groups,16892512.5,0.026461443203237854788,both,<NA>
cholera-ocv1-default,"Cholera:OCV1,campaign,with:default",OCV1,total,campaign,ZWE,Zimbabwe,2028,1,100,default age groups,17955689,0.026461443203237851318,both,<NA>
cholera-ocv1-default,"Cholera:OCV1,campaign,with:default",OCV1,total,campaign,ZWE,Zimbabwe,2031,1,100,default age groups,19036977.5,0.026461443203237851318,both,<NA>
cholera-ocv1-default,"Cholera:OCV1,campaign,with:default",OCV1,total,campaign,ZWE,Zimbabwe,2034,1,100,default age groups,20142614,0.026461443203237854788,both,<NA>
cholera-ocv1-default,"Cholera:OCV1,campaign,with:default",OCV1,total,campaign,ZWE,Zimbabwe,2037,1,100,default age groups,21261055.5,0.026461443203237854788,both,<NA>
cholera-ocv1-default,"Cholera:OCV1,campaign,with:default",OCV1,total,campaign,ZWE,Zimbabwe,2040,1,100,default age groups,22373253.5,0.026461443203237847849,both,<NA>
